	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d1_0	0	0.00909156	0.00494888	0.00358273	0.00308236	0.00250055	0.0021065	0.00198575	0.00193835	0.00187408	0.00155097	0.00162369	0.00156279	0.00152136	0.00138951	0.00147271	0.00149079	0.00147315	0.00143487	0.00129345	0.00124676	0.0012749	0.00133751	0.00136029	0.00129634	0.00115922	0.00108263	0.00112013	0.00115577	0.00114729	0.000991418	0.00121572	0.00107255	0.00115994	0.00113238	0.00112412	0.00108309	0.00115719	0.000957387	0.00115371	0.0011324	0.00104436	0.00104848	0.00108268	0.0010673	0.00102798	0.00112508	0.00114917	0.00102093	0.00105935	0.00109359	0.000971085	0.00093999	0.00105672	0.00106882	0.000971232	0.000929863	0.00120044	0.00101393	0.00104044	0.000862958	0.00101781	0.00101361	0.00102342	0.00112801	0.00103131	0.00102116	0.000908926	0.000815222	0.00105542	0.00103934	0.000924005	0.000862632	0.00102858	0.00103252	0.000943101	0.000916421	0.00108716	0.000907525	0.000920134	0.000978889	0.000941498	0.000867834	0.000863451	0.000984334	0.000895345	0.00100257	0.000831273	0.00106	0.000884083	0.000792611	0.000858739	0.000988562	0.000984493	0.0878946
d1_1	0.101855	3.811e-05	6.83993e-05	3.23533e-05	2.4732e-05	3.98904e-05	4.74859e-05	5.87884e-05	4.36818e-05	2.28407e-05	3.79555e-05	4.36311e-05	4.74465e-05	3.60953e-05	7.76315e-06	5.41697e-05	7.58367e-05	3.99706e-05	7.20434e-05	5.12341e-05	2.29187e-05	3.24018e-05	5.3183e-05	3.04412e-05	1.91098e-05	6.06547e-05	8.90983e-05	4.74729e-05	5.12702e-05	5.898e-05	7.20406e-05	1.72115e-05	4.75278e-05	6.45047e-05	4.55322e-05	4.18029e-05	6.1667e-05	5.59262e-05	5.78582e-05	4.56747e-05	4.36667e-05	6.63893e-05	5.88261e-05	2.85901e-05	4.18405e-05	3.05079e-05	1.99928e-05	5.50514e-05	3.03579e-05	5.88476e-05	2.47437e-05	3.89131e-05	4.37025e-05	4.55527e-05	3.80183e-05	4.5551e-05	6.2632e-05	4.46303e-05	4.74909e-05	2.47503e-05	3.7992e-05	6.82093e-05	3.61598e-05	3.23028e-05	3.43272e-05	3.52315e-05	6.25199e-05	7.86484e-05	4.17314e-05	7.39265e-05	7.01556e-05	9.664e-05	4.5594e-05	5.12858e-05	5.69643e-05	5.12517e-05	4.93532e-05	7.01783e-05	4.17959e-05	2.85428e-05	5.88377e-05	3.41779e-05	5.59472e-05	3.41442e-05	4.93699e-05	6.0707e-05	3.42777e-05	3.42083e-05	3.41819e-05	3.99088e-05	5.50427e-05	5.78754e-05	7.39415e-05	4.93351e-05	0.00603524
d1_2	0.0471149	3.0405e-05	1.90998e-05	4.37408e-05	5.31147e-05	2.47607e-05	5.21626e-05	3.99068e-05	3.8024e-05	1.90649e-05	3.04e-05	4.36739e-05	6.25636e-05	2.38934e-05	1.81317e-05	3.23542e-05	3.04345e-05	3.23417e-05	1.53338e-05	4.18176e-05	4.93566e-05	1.33528e-05	1.33699e-05	4.74845e-05	1.72554e-05	5.88112e-05	1.90443e-05	3.0414e-05	3.99613e-05	1.81152e-05	2.85254e-05	7.21028e-05	3.61317e-05	3.41878e-05	6.06788e-05	2.48325e-05	5.30832e-05	3.60577e-05	2.0009e-05	3.98563e-05	3.89628e-05	2.66354e-05	1.90445e-05	3.79876e-05	1.71361e-05	2.48352e-05	2.66051e-05	5.12473e-05	4.55575e-05	6.8362e-05	6.07083e-05	3.04477e-05	3.60452e-05	4.74625e-05	5.87323e-05	4.55389e-05	4.5591e-05	3.60717e-05	2.85794e-05	5.31109e-05	6.25869e-05	3.2287e-05	4.36494e-05	6.64418e-05	5.69202e-05	2.85022e-05	1.52398e-05	4.36661e-05	4.74429e-05	3.60446e-05	4.37551e-05	5.69259e-05	1.71548e-05	2.67262e-05	3.98736e-05	5.11666e-05	1.71416e-05	4.17168e-05	3.03881e-05	1.52937e-05	2.09668e-05	6.63562e-05	3.79539e-05	1.91087e-05	5.68401e-05	3.98585e-05	2.66135e-05	4.74377e-05	4.55458e-05	7.95581e-05	1.5318e-05	3.60979e-05	6.7338e-05	8.6262e-05	0.00534056
d1_3	0.0290549	4.56353e-05	2.65992e-05	4.56334e-05	2.84664e-05	1.71831e-05	4.55356e-05	6.63502e-05	2.95036e-05	2.28176e-05	3.41516e-05	4.3648e-05	1.97459e-06	6.44459e-05	2.09562e-05	1.1444e-05	2.84941e-05	4.36883e-05	4.36786e-05	4.3714e-05	4.17774e-05	3.98649e-05	4.74586e-05	3.61317e-05	6.81996e-05	4.45597e-05	5.12671e-05	3.80305e-05	4.93174e-05	2.85865e-05	7.39856e-05	5.78413e-05	1.90429e-05	2.46709e-05	3.04544e-05	4.93243e-05	1.90581e-05	6.63298e-05	3.23336e-05	1.33868e-05	3.22863e-05	4.55429e-05	3.42302e-05	1.15169e-05	4.08036e-05	1.33418e-05	6.253e-05	2.85354e-05	3.6055e-05	4.17112e-05	2.66438e-05	3.22528e-05	4.36684e-05	3.03876e-05	3.41354e-05	1.13851e-05	3.04026e-05	2.19666e-05	4.36003e-05	2.0945e-05	2.47082e-05	5.11521e-05	5.87384e-05	4.17123e-05	3.13495e-05	5.30666e-05	2.66097e-05	2.94155e-05	7.58137e-05	4.36511e-05	6.2595e-05	9.53494e-06	4.07971e-05	3.22763e-05	1.71795e-05	4.92405e-05	7.39419e-05	3.985e-05	1.14504e-05	3.70166e-05	1.33394e-05	4.36378e-05	3.41978e-05	3.6076e-05	2.27905e-05	2.0883e-05	1.42953e-05	4.17484e-05	6.44041e-05	7.65013e-06	3.9808e-05	2.66219e-05	5.78591e-06	3.41129e-05	0.00452919
d1_4	0.0197902	2.09302e-05	2.65925e-05	3.98892e-05	3.23037e-05	4.36644e-05	2.38127e-05	3.51314e-05	4.83598e-05	3.22395e-05	2.84981e-05	4.55665e-05	3.79184e-05	2.19237e-05	4.6529e-05	2.84814e-05	1.5209e-05	2.46882e-05	4.4588e-05	2.94513e-05	3.98766e-05	3.31847e-05	1.14409e-05	2.85033e-05	5.73451e-06	2.85277e-05	3.03898e-05	1.71505e-05	1.33812e-05	5.31566e-05	3.03781e-05	2.85774e-05	4.93005e-05	1.70984e-05	1.52342e-05	3.79784e-05	1.9021e-05	2.66326e-05	3.22568e-05	4.178e-05	1.71162e-05	3.9809e-05	6.44389e-05	3.79114e-05	3.9883e-05	5.02368e-05	2.47174e-05	2.66076e-05	2.2841e-05	2.08958e-05	4.36367e-05	5.49898e-05	3.03694e-05	5.12105e-05	4.73819e-05	3.41587e-05	8.08838e-08	2.09627e-05	3.23574e-05	2.27719e-05	3.79907e-05	3.8862e-05	2.4657e-05	2.56451e-05	4.73455e-05	6.25097e-05	3.03763e-05	1.70975e-05	2.46548e-05	5.11515e-05	4.64092e-05	2.84957e-05	5.77705e-06	3.03591e-05	3.69879e-05	3.79139e-05	4.16764e-05	3.41207e-05	2.66158e-05	5.30366e-05	4.54839e-05	3.13442e-05	3.22751e-05	4.16951e-05	3.79792e-05	2.47045e-05	2.28452e-05	2.08821e-05	3.41494e-05	3.22849e-05	3.41547e-05	2.28141e-05	5.72923e-06	3.2241e-05	0.00438077
d1_5	0.0142359	4.55275e-05	7.00743e-05	1.4334e-05	3.70669e-05	5.49834e-05	3.60389e-05	1.15057e-05	3.22394e-05	2.4634e-05	3.12964e-05	2.65563e-05	3.04415e-05	1.9057e-05	1.52398e-05	3.6039e-05	1.89968e-05	1.52424e-05	4.17403e-05	2.28138e-05	2.75334e-05	4.17956e-05	1.15161e-05	2.28017e-05	4.54984e-05	4.36288e-05	3.41368e-05	1.14877e-05	2.27574e-05	2.94383e-05	1.52602e-05	5.76001e-06	3.60671e-05	2.66035e-05	3.41916e-05	2.85059e-05	3.03374e-05	1.7174e-05	4.35989e-05	1.1402e-05	5.49923e-05	2.08473e-05	2.84624e-05	4.17203e-05	3.7982e-05	4.74488e-05	1.14482e-05	2.08842e-05	3.03406e-05	3.41908e-05	3.22681e-05	4.64508e-05	4.74523e-05	1.33199e-05	1.52185e-05	1.33252e-05	2.28078e-05	7.00822e-05	1.33384e-05	3.2245e-05	7.69547e-06	2.27668e-05	1.71408e-05	1.14175e-05	5.68876e-05	2.46946e-05	2.47402e-05	1.8981e-05	5.75948e-06	2.85127e-05	2.65162e-05	3.2198e-05	2.75414e-05	5.39799e-05	3.03556e-05	4.35935e-05	2.27965e-05	2.09063e-05	4.35804e-05	3.79582e-05	3.79117e-05	2.46961e-05	2.09416e-05	3.97894e-05	3.78976e-05	1.90084e-05	1.33219e-05	1.51804e-05	2.08857e-05	4.17072e-05	3.60468e-05	3.22769e-05	1.71093e-05	3.41124e-05	0.00388867
d1_6	0.0112539	7.64568e-06	5.79936e-06	1.71089e-05	2.47076e-05	1.71971e-05	1.32907e-05	1.70739e-05	5.4e-05	1.52401e-05	1.52276e-05	2.4701e-05	3.22202e-05	1.72011e-05	5.02007e-05	3.98429e-05	5.73799e-06	1.89953e-05	2.94166e-05	2.28355e-05	2.28247e-05	2.65755e-05	1.33092e-05	3.4163e-05	1.33357e-05	4.17338e-05	1.33542e-05	4.55219e-05	4.17418e-05	4.35521e-05	2.84833e-05	2.27762e-05	3.97995e-05	2.27985e-05	3.04165e-05	2.8495e-05	4.36172e-05	1.70632e-05	3.79067e-05	1.90084e-05	5.68176e-05	3.32026e-05	1.99508e-05	2.27836e-05	3.60447e-05	3.03578e-05	3.6016e-05	2.8481e-05	1.71803e-05	2.27842e-05	9.50455e-06	1.7114e-05	3.22921e-05	1.14276e-05	1.51819e-05	3.60533e-05	2.4664e-05	2.08888e-05	1.90185e-05	1.90465e-05	5.87578e-05	2.84367e-05	3.31805e-05	2.84533e-05	1.33398e-05	3.60421e-05	2.65603e-05	2.4688e-05	3.22226e-05	3.60083e-05	1.14048e-05	1.71155e-05	3.03211e-05	2.46371e-05	2.27696e-05	1.14027e-05	2.65707e-05	1.99308e-05	2.08401e-05	1.71111e-05	3.04094e-05	2.46354e-05	9.57827e-06	2.84393e-05	2.27488e-05	5.11808e-05	2.46874e-05	2.27464e-05	4.17247e-05	4.165e-05	4.92857e-05	2.47002e-05	2.46708e-05	1.33148e-05	0.00362744
d1_7	0.00874303	1.80894e-05	1.90457e-05	3.22793e-05	2.2782e-05	2.74702e-05	5.76672e-06	7.61694e-06	5.72388e-06	5.71315e-06	7.6154e-06	2.4626e-05	3.03947e-05	3.41465e-05	5.87691e-05	1.13917e-05	7.66056e-06	1.9029e-05	2.08961e-05	3.98164e-05	2.84399e-05	1.70902e-05	2.84658e-05	2.8426e-05	1.89987e-05	2.08838e-05	3.60384e-05	1.70997e-05	3.03239e-05	1.52654e-05	2.47318e-05	1.52178e-05	2.84495e-05	1.52581e-05	5.73552e-06	1.52479e-05	4.17396e-05	3.03482e-05	1.70796e-05	2.08582e-05	3.03354e-05	2.08475e-05	3.78955e-05	1.98734e-05	2.84798e-05	2.08974e-05	2.46441e-05	2.6525e-05	2.56763e-05	3.03667e-05	2.28179e-05	2.18381e-05	7.59485e-06	1.89805e-05	3.60159e-05	3.98223e-05	3.41438e-05	3.5995e-05	2.65989e-05	1.14068e-05	1.77045e-05	1.33117e-05	2.46608e-05	7.63094e-06	7.63004e-06	2.27456e-05	1.89634e-05	1.23988e-05	9.56949e-06	1.90022e-05	2.6579e-05	1.33512e-05	1.14686e-05	5.59283e-08	1.70659e-05	1.90245e-05	2.46073e-05	1.89823e-05	1.89818e-05	2.08925e-05	3.0432e-05	2.08855e-05	1.70846e-05	4.26344e-05	5.76948e-06	2.27664e-05	1.70914e-05	3.79242e-05	3.03308e-05	1.1449e-05	5.74652e-06	2.46757e-05	5.73249e-06	1.32908e-05	0.00334714
d1_8	0.00717127	2.27419e-05	3.22752e-05	4.36327e-05	2.09397e-05	2.46498e-05	3.41738e-05	2.84602e-05	3.9803e-05	4.5468e-05	2.00129e-06	1.3276e-05	1.52436e-05	1.89891e-05	2.65609e-05	3.60687e-05	1.13842e-05	1.90079e-05	2.65545e-05	1.33252e-05	1.32958e-05	1.33278e-05	2.46444e-05	1.32942e-05	2.65701e-05	1.14251e-05	1.13768e-05	1.52293e-05	3.04309e-05	1.80489e-05	1.70858e-05	2.27235e-05	8.70486e-08	1.70712e-05	1.52393e-05	3.03195e-05	2.84947e-05	1.14604e-05	2.28256e-05	3.41583e-05	1.89917e-05	1.14013e-05	1.14407e-05	3.59874e-05	5.71783e-06	1.51748e-05	1.89826e-05	3.22041e-05	4.35279e-05	2.65708e-05	2.46331e-05	9.54508e-06	1.33171e-05	2.08545e-05	9.51069e-06	1.51867e-05	2.08715e-05	2.28076e-05	1.14206e-05	2.65237e-05	4.54807e-05	1.14066e-05	1.70729e-05	4.1713e-05	1.89709e-05	2.46456e-05	1.32753e-05	7.64747e-06	1.14484e-05	1.89869e-05	3.31593e-05	7.59557e-06	9.55438e-06	2.83999e-05	7.67353e-06	1.33132e-05	1.3322e-05	2.08893e-05	9.52736e-06	5.70355e-06	6.09822e-08	1.33078e-05	9.54168e-06	9.53611e-06	2.55828e-05	1.33143e-05	1.33101e-05	2.08419e-05	2.84367e-05	1.14252e-05	1.70531e-05	2.27552e-05	1.89758e-05	1.51846e-05	0.00312952
d1_9	0.00582519	1.7123e-05	3.13414e-05	2.46446e-05	3.60164e-05	2.4657e-05	2.46663e-05	1.51675e-05	5.72043e-06	1.33324e-05	1.89802e-05	2.08514e-05	2.2719e-05	1.32928e-05	5.72041e-06	1.1403e-05	1.89722e-05	1.96004e-06	1.32776e-05	7.62273e-06	5.76757e-06	5.71859e-06	1.13782e-05	8.56618e-06	3.41208e-05	2.0883e-05	2.27775e-05	7.63796e-06	2.46341e-05	2.84125e-05	1.70691e-05	1.33316e-05	1.5178e-05	2.56237e-05	1.42451e-05	3.97542e-05	3.12909e-05	7.63771e-06	9.51627e-06	1.1397e-05	1.13576e-05	1.89731e-05	6.63489e-06	2.65037e-05	1.70522e-05	7.6146e-06	2.08718e-05	2.46709e-05	5.70255e-06	1.13883e-05	2.27576e-05	2.46605e-05	2.84636e-05	3.22441e-05	1.89727e-05	5.70311e-06	3.40946e-05	7.63537e-06	3.21948e-05	2.65226e-05	1.51885e-05	7.60078e-06	1.14041e-05	5.71124e-06	1.33139e-05	1.32616e-05	5.7175e-06	8.60542e-06	1.32992e-05	1.13916e-05	1.90171e-05	2.84472e-05	2.46206e-08	2.46375e-05	2.27285e-05	3.03173e-05	3.78983e-05	1.89939e-05	1.14105e-05	2.27902e-05	5.7522e-06	1.13889e-05	1.14473e-05	3.22321e-05	3.78713e-05	1.23833e-05	7.62152e-06	1.13846e-05	2.17946e-05	2.27263e-05	3.03292e-05	3.03414e-05	3.03778e-05	1.32939e-05	0.00279565
