	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d2_0	0	0.0976602	0.0475942	0.0304074	0.0222191	0.0167598	0.0130893	0.010756	0.00871542	0.00686007	0.00599468	0.00494912	0.00424769	0.00357544	0.00308538	0.00265439	0.00225352	0.00192489	0.00168964	0.00130164	0.00127782	0.0010957	0.000904433	0.000771273	0.000644162	0.00063806	0.000482185	0.00034534	0.000331024	0.000299824	0.00024706	0.000227915	0.000175433	0.000232799	0.000115934	0.000116673	0.000103873	9.23249e-05	7.72229e-05	7.18965e-05	8.01885e-05	4.46902e-05	5.67517e-05	5.2255e-05	5.20309e-05	2.73839e-05	2.0675e-05	2.93777e-05	3.56958e-05	4.75781e-05	3.82817e-05	8.53385e-06	1.00735e-05	1.68059e-05	1.35247e-05	1.6387e-05	6.08868e-06	3.40684e-05	1.81981e-05	2.67673e-05	1.34311e-05	2.84312e-05	1.30455e-05	1.329e-05	7.93124e-06	3.6557e-05	1.33145e-05	1.63664e-05	8.15368e-06	2.1544e-05	5.90655e-06	2.52567e-05	1.15732e-05	1.64668e-05	2.17315e-05	2.15708e-05	8.99976e-07	1.88984e-05	1.29219e-05	1.11603e-05	1.10218e-05	2.5295e-05	7.56767e-06	1.65003e-05	1.15131e-05	1.98926e-05	2.18021e-05	2.16222e-05	1.81168e-05	5.98643e-06	1.12036e-05	5.86707e-06	2.61748e-05	3.24335e-05	2.3174e-05	6.40225e-06	1.31388e-05	1.11758e-05	0.000159356
d2_1	0.101995	7.06142e-05	9.16015e-05	8.72081e-05	6.388e-05	6.23301e-05	6.74486e-05	7.85897e-05	4.33102e-05	5.34876e-05	3.79282e-05	2.77218e-05	1.86011e-05	5.55613e-05	2.96492e-05	2.26515e-05	1.58878e-05	5.03654e-05	1.60568e-05	2.19745e-05	3.98711e-05	1.23716e-05	2.43482e-05	8.83582e-06	2.09033e-05	1.75469e-05	1.56084e-05	1.22756e-05	5.50067e-06	1.76222e-05	2.06819e-06	1.06579e-05	7.23739e-06	1.05402e-05	1.06019e-05	7.27712e-06	5.27991e-06	1.58591e-05	2.5845e-07	1.99684e-07	2.09004e-05	5.51201e-06	5.48765e-06	7.12721e-06	1.93673e-07	2.01155e-06	1.739e-05	1.85873e-07	1.06486e-05	3.0162e-07	1.07047e-05	1.24157e-05	2.06599e-06	7.04122e-06	5.47956e-06	2.94624e-05	1.05338e-05	2.35583e-07	1.23528e-05	1.05253e-05	5.3909e-06	1.12428e-07	5.42774e-06	1.23416e-05	5.27026e-06	1.56929e-05	3.87426e-06	1.58881e-05	1.05167e-05	5.41762e-06	1.05224e-05	1.04153e-05	5.31892e-06	7.88603e-06	7.08336e-06	7.20806e-06	5.47851e-06	1.05732e-05	5.36699e-06	7.09158e-06	1.67732e-07	4.94991e-08	1.18903e-07	5.42065e-06	5.42012e-06	6.9286e-06	1.05248e-05	1.22953e-05	5.45485e-06	5.53647e-06	5.3404e-06	3.26783e-07	1.43597e-07	1.05331e-05	7.10413e-06	8.94162e-06	1.32013e-07	1.24876e-05	7.23146e-05
d2_2	0.0414664	0.00013632	0.000125834	0.000109602	8.28543e-05	8.63763e-05	9.98487e-05	4.1695e-05	5.53207e-05	6.55459e-05	6.40258e-05	2.80695e-05	1.24636e-05	4.32561e-05	2.45053e-05	2.59662e-05	2.09227e-05	3.1303e-05	5.36961e-05	1.06889e-05	8.97633e-06	1.22813e-05	5.61357e-06	3.05113e-07	2.28042e-05	7.13106e-06	1.08691e-05	1.93366e-05	3.05577e-07	9.69976e-06	3.43625e-07	1.05088e-05	5.44133e-06	2.27714e-05	1.91906e-05	1.06257e-05	7.14858e-06	1.76896e-05	8.99747e-06	5.43683e-06	5.40251e-06	5.39174e-06	4.74614e-07	1.06316e-05	5.46708e-06	2.81916e-07	1.75491e-05	2.86732e-07	4.71871e-07	5.33889e-06	5.43902e-06	1.06479e-05	1.5668e-05	1.30454e-05	1.83605e-07	1.73861e-07	2.04739e-06	2.25395e-05	1.7454e-05	1.23334e-05	1.70736e-07	5.39481e-06	3.31273e-07	5.43531e-06	2.24326e-07	1.24066e-05	5.36252e-06	2.39391e-07	5.33427e-06	5.32479e-06	1.99986e-06	1.07356e-05	8.97739e-06	5.3878e-06	2.80669e-07	2.25256e-07	7.15712e-08	5.48274e-06	1.76943e-07	1.05603e-05	2.7102e-07	1.19192e-07	6.9871e-06	5.33239e-06	5.54375e-06	1.40766e-05	2.3067e-07	5.49319e-06	2.94524e-07	7.20698e-06	5.3492e-06	5.39347e-06	5.33171e-06	1.41738e-05	1.77465e-05	2.87442e-06	5.5659e-06	7.15851e-06	6.40198e-05
d2_3	0.023011	0.000124126	0.000134417	0.000115497	6.06035e-05	6.91467e-05	8.62573e-05	6.14812e-05	4.68e-05	8.10313e-05	4.86185e-05	5.00472e-05	4.50641e-05	2.43562e-05	4.83256e-05	1.06494e-05	2.94379e-05	5.47064e-06	1.74477e-05	2.38007e-05	2.09065e-05	1.57858e-05	7.17719e-06	1.05344e-05	2.26755e-05	1.59186e-05	2.37099e-05	2.19756e-05	2.10546e-05	1.918e-05	5.51106e-06	5.28963e-06	7.1617e-06	1.07158e-05	5.40223e-06	1.04292e-05	1.07703e-05	1.39814e-05	3.01351e-07	5.54141e-06	6.31704e-06	7.11715e-06	8.1143e-06	7.05955e-06	1.58501e-05	2.62004e-07	7.20823e-06	2.18581e-07	1.8602e-07	3.48296e-07	2.27169e-05	1.07016e-05	5.64199e-06	1.21351e-05	4.54523e-07	5.31156e-06	9.03315e-06	8.12455e-06	7.21011e-06	5.49731e-06	1.57532e-05	1.9474e-06	9.04033e-06	1.59545e-05	2.2709e-07	1.58829e-05	5.50468e-06	7.19517e-06	5.47192e-06	5.36423e-06	1.73765e-07	5.20798e-06	1.08479e-05	1.07429e-05	1.58138e-05	1.59067e-05	1.57328e-05	1.06837e-06	3.26524e-07	5.30966e-06	1.06232e-05	1.54857e-07	7.19006e-06	2.1794e-07	1.75144e-05	2.9015e-07	5.43258e-06	5.34484e-06	1.58216e-05	1.5993e-05	4.84241e-06	7.04246e-06	1.41392e-05	2.21681e-06	1.08129e-05	5.4552e-06	5.67204e-06	1.41859e-05	9.40683e-05
d2_4	0.0145985	0.000118012	0.000119645	6.91636e-05	9.82792e-05	7.26193e-05	7.60649e-05	7.24462e-05	3.89647e-05	8.28933e-05	6.32367e-05	3.2843e-05	4.32511e-05	2.94999e-05	1.9207e-05	5.56123e-05	3.29297e-05	2.61002e-05	3.30719e-05	2.62706e-05	2.10729e-05	2.61876e-05	1.57436e-05	1.56255e-05	2.10165e-05	2.09614e-05	7.2711e-06	1.06065e-05	3.0382e-06	3.13688e-05	5.54074e-06	2.47134e-05	1.24213e-05	1.05534e-05	1.95037e-05	1.58724e-05	5.54405e-06	1.5775e-05	5.38998e-06	2.52022e-07	2.26529e-05	2.78731e-07	2.97205e-07	2.01753e-06	1.29705e-07	8.31123e-08	1.81006e-07	5.61209e-06	7.03764e-06	7.0492e-06	1.84277e-07	8.87429e-06	1.75047e-07	5.31061e-06	1.73858e-05	1.05867e-05	1.75591e-05	1.05707e-05	5.44418e-06	5.33506e-06	1.77014e-07	8.96411e-06	2.0466e-06	5.43751e-06	1.06932e-05	1.22386e-05	3.37522e-07	1.92163e-05	1.5669e-05	2.66249e-07	2.05862e-06	1.06872e-05	5.31885e-06	5.31759e-06	1.48703e-05	1.76448e-05	1.58236e-05	8.6947e-06	1.77243e-05	1.95971e-07	5.36411e-06	9.87139e-07	7.24927e-06	1.25609e-05	1.25584e-05	1.23512e-05	7.36298e-06	5.27511e-06	3.41031e-07	9.77557e-06	4.91201e-07	1.19961e-07	1.58376e-05	4.7067e-07	5.45744e-06	5.49457e-06	1.26797e-05	5.40838e-06	0.000108909
d2_5	0.00969022	0.000110244	9.13295e-05	0.000105192	5.37515e-05	6.41345e-05	8.27862e-05	6.91334e-05	3.98467e-05	5.37308e-05	6.21153e-05	3.47966e-05	3.2077e-05	5.0265e-05	1.76997e-05	2.9738e-05	3.50074e-05	5.3066e-06	2.27674e-05	3.48092e-05	3.30543e-05	2.76493e-05	1.57557e-05	1.58061e-05	1.24121e-05	1.069e-05	1.57765e-05	4.40334e-07	1.06418e-05	1.61093e-05	1.2356e-05	4.61109e-07	1.76161e-05	5.40634e-06	1.41289e-05	1.92409e-05	1.58294e-05	1.74588e-05	7.31673e-06	2.81753e-07	5.50938e-06	5.33267e-06	2.10471e-05	1.22518e-05	1.18068e-07	3.90861e-07	1.0581e-05	5.44293e-06	1.23412e-05	1.94231e-06	2.73682e-07	1.91607e-05	7.14603e-06	9.02714e-06	1.91055e-05	5.26463e-06	1.9546e-05	1.04755e-05	5.47753e-06	1.21296e-05	1.27313e-05	7.1484e-06	1.72769e-05	1.24117e-05	3.34368e-07	5.37312e-06	3.64865e-05	1.21398e-05	7.41891e-06	1.5837e-05	7.0821e-06	2.27337e-05	5.37433e-06	5.52448e-06	5.42221e-06	2.16124e-06	5.36297e-06	5.40824e-06	1.23454e-05	5.26026e-06	4.87203e-07	3.76981e-06	1.06878e-05	7.04336e-06	5.37148e-06	3.93278e-07	2.21535e-06	2.28499e-05	1.5787e-05	7.23456e-06	5.44666e-06	1.85777e-07	7.26126e-06	1.23148e-05	3.48212e-07	1.08164e-05	5.5329e-06	7.13366e-06	0.000101624
d2_6	0.00724473	0.000105347	0.000116485	9.84174e-05	0.000106835	4.69818e-05	6.07615e-05	5.70757e-05	4.84578e-05	5.05346e-05	7.23944e-05	3.97212e-05	1.85559e-05	2.27002e-05	2.43069e-05	2.78283e-05	4.15973e-05	3.82451e-05	1.05477e-05	1.56973e-05	2.27403e-05	2.4542e-05	1.0706e-05	2.90679e-05	8.82192e-08	1.93912e-05	1.07895e-05	2.28236e-05	1.0709e-05	7.32473e-06	5.4744e-06	2.2716e-05	1.08175e-05	5.64086e-06	2.25537e-05	7.30906e-06	1.17732e-05	5.45108e-06	1.25738e-05	1.74546e-05	2.87713e-07	5.42776e-06	3.78111e-06	2.62556e-05	3.03008e-07	1.91391e-05	1.3094e-05	5.53257e-06	7.20831e-06	1.25008e-05	3.82108e-07	1.23988e-05	2.52141e-05	1.06166e-05	7.98913e-06	5.42377e-06	5.47934e-06	3.39266e-07	5.48594e-06	1.22943e-05	7.31428e-06	1.24546e-05	2.98116e-05	2.69924e-05	1.05197e-05	5.3598e-06	1.58591e-05	7.13656e-06	2.97287e-07	1.06787e-05	5.30671e-06	2.12284e-07	1.23346e-05	5.41819e-06	1.22956e-05	1.24932e-05	2.7138e-07	1.58378e-05	1.58348e-05	1.83519e-06	2.22487e-07	2.81559e-05	1.39964e-05	1.24117e-05	7.25975e-06	5.59802e-06	5.3698e-06	2.05521e-06	3.25393e-07	1.25675e-05	2.27476e-05	2.7798e-07	5.6995e-06	2.27668e-05	2.65169e-05	5.5455e-06	3.00332e-07	1.07894e-05	9.87132e-05
d2_7	0.00542482	8.81522e-05	7.43968e-05	7.62139e-05	6.21885e-05	8.10379e-05	7.80804e-05	6.93737e-05	3.14551e-05	6.22619e-05	5.61569e-05	5.97062e-05	5.01039e-05	3.48013e-05	2.19984e-05	2.79763e-05	3.47884e-05	2.11381e-05	2.81e-05	2.07447e-05	1.58595e-05	1.84947e-05	2.09609e-05	1.5968e-05	6.26039e-07	1.07676e-05	5.55318e-06	1.75108e-05	1.575e-05	1.05989e-05	1.05863e-05	1.75202e-05	1.40333e-05	2.45068e-05	1.59395e-05	3.42605e-07	1.25835e-05	5.59724e-06	1.93265e-05	1.99067e-06	1.05892e-05	1.06765e-05	2.16383e-06	5.53986e-06	3.83806e-07	1.74505e-05	1.93498e-05	2.91447e-07	1.72216e-07	1.76685e-05	7.14025e-06	5.36509e-06	4.2558e-07	2.88514e-07	5.36594e-06	3.32163e-07	1.06222e-05	7.26375e-06	1.33223e-05	5.38591e-06	1.56895e-05	6.08642e-08	1.06436e-05	2.10694e-05	1.25622e-05	5.37582e-06	1.56662e-05	3.80807e-07	2.26915e-05	1.75184e-07	1.757e-05	1.50874e-05	5.30295e-06	1.04878e-05	7.95879e-06	2.79311e-07	5.59978e-06	3.20825e-07	1.2234e-05	1.57758e-05	1.05681e-05	2.0514e-06	5.48961e-06	2.1194e-07	2.05439e-06	7.3624e-06	1.33163e-05	1.24507e-05	1.67078e-05	1.07204e-05	1.07777e-05	1.21984e-05	5.79529e-06	5.45203e-06	1.77391e-05	5.47809e-06	7.38571e-06	7.80089e-06	0.000104485
d2_8	0.00427655	0.000108714	0.000107716	7.88777e-05	6.93179e-05	4.00747e-05	9.69524e-05	6.75012e-05	4.34631e-05	8.89351e-05	5.20958e-05	2.61996e-05	3.63857e-05	2.09126e-05	2.79674e-05	2.62607e-05	3.24509e-05	2.8011e-05	1.21882e-05	1.76315e-05	1.26036e-05	3.12346e-05	1.78598e-07	5.61953e-06	1.26748e-05	9.097e-06	1.75659e-05	3.30602e-07	5.54711e-06	1.57332e-05	3.81059e-05	1.25587e-05	2.1043e-05	1.7881e-05	2.30802e-05	1.25083e-05	1.5954e-05	2.79401e-05	1.41654e-05	4.05345e-06	1.06851e-05	2.34352e-07	1.05272e-05	8.85301e-06	1.06723e-05	5.31701e-06	1.56779e-05	1.41151e-05	1.91535e-05	5.52492e-06	5.37014e-06	5.57494e-06	5.4902e-06	2.76688e-07	1.22495e-05	5.37201e-06	1.75965e-05	1.05453e-05	5.32174e-06	1.26107e-05	5.62923e-06	7.41686e-06	2.05337e-06	5.43493e-06	2.04731e-06	5.51519e-06	1.23097e-05	2.09398e-06	2.02806e-05	5.31258e-06	1.95491e-06	1.85322e-05	1.07744e-05	1.75449e-05	2.36984e-05	1.23015e-05	1.06242e-05	5.47078e-06	1.07649e-05	5.57005e-06	5.3124e-06	2.0095e-06	7.20524e-06	7.28951e-06	1.06407e-05	1.57728e-05	1.74331e-05	9.12866e-06	1.75976e-05	1.25116e-05	1.0805e-05	1.23507e-05	1.08109e-05	2.63045e-05	5.50099e-06	2.28306e-06	1.6267e-05	2.28303e-05	0.000165695
d2_9	0.00351855	0.000107345	0.000130337	0.000100353	8.21443e-05	8.65063e-05	6.64235e-05	4.86043e-05	4.49702e-05	4.35966e-05	6.91714e-05	1.11166e-05	3.21647e-05	3.98098e-05	2.2872e-05	2.96361e-05	4.50633e-05	2.38649e-05	1.57841e-05	2.54336e-05	1.7505e-05	4.13368e-07	7.51975e-06	2.27129e-05	1.05302e-05	1.24053e-05	1.77113e-05	1.61836e-05	1.91696e-05	1.9172e-05	1.07337e-05	2.87046e-07	2.27758e-05	2.96789e-05	1.05841e-05	1.75964e-05	1.93431e-05	8.72498e-07	1.06309e-05	1.07886e-05	1.08006e-05	1.07369e-05	1.76187e-05	1.58849e-05	3.02024e-06	8.14958e-06	2.09728e-05	1.92243e-05	1.32006e-05	1.99059e-06	5.32267e-06	5.52209e-06	5.53229e-06	9.02753e-06	2.27485e-05	1.57913e-05	5.52519e-06	7.35754e-06	5.43404e-06	5.48292e-06	1.92226e-05	7.29801e-06	2.20121e-07	5.50597e-06	1.2456e-05	3.01461e-06	4.9175e-07	1.74509e-05	1.05605e-05	5.47295e-06	1.08251e-05	1.31001e-05	1.93487e-06	1.04638e-05	5.37407e-06	9.0103e-06	7.29904e-06	1.22254e-05	7.45205e-06	7.45665e-06	7.28043e-06	1.08461e-05	7.14052e-06	5.21398e-06	1.24047e-05	1.06685e-05	1.57198e-05	5.59878e-06	4.48729e-07	1.06803e-05	7.40437e-06	5.38384e-06	2.22159e-06	3.4265e-07	1.93896e-05	1.42506e-05	1.24673e-05	1.78986e-05	0.00020974
