	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d3_0	0	0.119961	0.059173	0.0388939	0.0285624	0.0219676	0.0177483	0.0145683	0.0120081	0.0104632	0.00831521	0.00728732	0.00608306	0.00513117	0.0045229	0.0038917	0.00354054	0.00294574	0.00245773	0.00229765	0.0018046	0.00169099	0.00125801	0.00116399	0.000995486	0.000886576	0.000702695	0.000569725	0.000678899	0.000525129	0.000403951	0.000419619	0.000296601	0.00023562	0.000244761	0.000171458	0.00015855	0.000149211	0.000194818	0.000113216	9.83366e-05	0.000101776	5.88646e-05	8.2675e-05	9.25555e-05	8.63426e-05	4.13085e-05	2.9202e-05	6.52066e-06	4.53683e-05	5.10422e-05	1.6608e-05	2.04965e-05	2.05339e-05	1.25686e-05	1.2334e-05	1.44425e-05	2.25075e-05	6.17897e-06	1.83256e-05	6.10119e-06	6.18914e-06	1.22528e-05	1.42077e-05	1.22765e-05	2.07287e-06	6.81118e-08	6.67984e-09	8.15395e-06	1.05671e-08	2.21273e-09	3.30253e-08	3.31267e-08	2.654e-09	6.08663e-10	2.69989e-10	1.28478e-09	6.9725e-11	6.08195e-06	5.8867e-11	6.1182e-06	1.74935e-09	2.25369e-11	5.28889e-11	3.84762e-10	2.03968e-11	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0681435	3.74238e-05	4.05938e-05	4.76908e-05	8.84729e-05	2.7147e-05	3.95797e-05	4.14659e-05	6.58157e-05	4.64086e-05	7.39125e-05	2.2992e-05	3.93455e-05	8.06593e-05	9.01561e-05	6.16243e-05	3.72548e-05	3.50749e-05	4.51948e-05	2.09743e-05	4.31183e-05	1.66934e-05	3.08261e-05	2.88031e-05	3.09475e-05	2.27914e-05	1.65203e-05	1.47549e-05	4.92963e-05	3.38599e-05	4.48546e-05	2.86453e-05	3.88312e-05	6.40273e-06	1.23472e-05	6.29798e-06	1.23193e-05	6.26827e-06	1.6515e-05	1.64705e-05	3.27331e-05	1.22851e-05	3.26454e-05	1.42988e-05	6.29152e-06	9.03583e-08	6.27682e-06	3.86744e-05	1.63352e-05	1.22551e-05	1.2231e-05	1.22787e-05	8.22178e-06	8.15358e-06	2.10408e-06	1.21803e-05	6.11926e-06	6.52481e-08	6.15563e-06	3.043e-08	6.67452e-09	3.33318e-08	2.07124e-06	3.75131e-08	2.06879e-06	3.29528e-08	1.79928e-10	8.89821e-09	4.05091e-09	2.06841e-06	3.66487e-09	3.77179e-08	5.67169e-08	6.12039e-06	6.77591e-11	9.64884e-10	4.61206e-12	7.62041e-09	6.92281e-11	1.67043e-09	6.08182e-06	0	0	0	0	0	0	0	0	1.22612e-10	0	0	0	0	0	0	0	0	0
d3_2	0.0288763	2.33532e-05	1.89876e-05	6.16973e-05	3.34522e-05	3.6344e-05	8.11895e-05	3.94523e-05	5.1797e-05	4.63928e-05	5.55771e-05	6.56123e-05	6.56792e-05	2.49312e-05	3.31848e-05	1.26877e-05	7.56624e-05	2.91604e-05	5.24017e-05	3.29366e-05	5.13778e-05	2.89493e-05	2.67223e-05	2.68435e-05	3.68712e-05	4.39701e-05	5.94582e-05	2.68424e-05	3.89915e-05	2.67574e-05	6.31034e-06	2.06898e-05	1.23655e-05	3.07394e-05	6.3949e-06	1.43473e-05	1.77043e-07	1.45944e-05	2.05524e-05	1.65348e-05	1.84354e-05	2.66244e-05	1.24625e-05	2.44629e-05	6.27036e-06	1.62589e-07	6.20562e-06	1.23438e-05	9.21133e-06	1.43161e-05	6.12737e-06	2.44222e-05	6.19284e-06	8.19855e-06	4.24956e-08	1.42668e-05	1.42839e-05	3.54801e-08	3.80551e-08	3.35878e-09	1.23444e-05	8.21497e-06	3.17107e-09	7.30622e-08	6.09102e-06	4.4391e-09	1.15317e-08	1.15929e-08	4.76596e-09	2.84729e-09	2.46519e-09	6.12117e-06	1.70634e-09	4.61769e-10	6.31514e-08	2.06439e-06	3.06536e-09	8.04007e-11	5.22167e-10	1.20298e-09	3.00408e-08	1.16602e-09	3.69116e-09	4.98299e-11	4.82992e-09	0	2.65207e-08	0	0	0	0	0	5.18273e-11	0	0	0	3.30409e-10	0	0
d3_3	0.0163957	7.41266e-05	4.94818e-05	6.68781e-05	6.29711e-05	5.16167e-05	6.58382e-05	4.56521e-05	2.71787e-05	2.50576e-05	4.75464e-05	5.76291e-05	7.39237e-05	3.91222e-05	4.11298e-05	4.72596e-05	3.70678e-05	4.11833e-05	4.29551e-05	2.70875e-05	4.72333e-05	1.48313e-05	1.27182e-05	4.31603e-05	2.87211e-05	5.73871e-05	5.53756e-05	4.30022e-05	5.73902e-05	2.2349e-07	4.50107e-05	3.28946e-05	2.66753e-05	1.24285e-05	2.27072e-06	1.85376e-05	3.27224e-05	3.26913e-05	1.85957e-05	1.94438e-05	2.04653e-05	2.16183e-06	6.31516e-06	2.06161e-05	3.26768e-05	1.24098e-05	6.25182e-06	2.08692e-06	2.66078e-05	8.18425e-06	1.83567e-05	7.53914e-08	6.18969e-06	4.44551e-08	4.03099e-08	4.21338e-08	6.12891e-06	2.03566e-05	6.16402e-06	8.18429e-06	1.82871e-08	2.46594e-08	6.13105e-06	1.31902e-08	3.22067e-08	5.69486e-09	3.01293e-09	3.02095e-08	1.84949e-09	2.77126e-08	1.71232e-09	3.32029e-09	4.2019e-08	3.44346e-08	8.62321e-08	3.54756e-08	3.06129e-08	2.00203e-10	1.46225e-09	1.54571e-10	9.16921e-10	1.83546e-09	3.65783e-09	2.67799e-11	0	0	3.38807e-11	7.21198e-11	3.89806e-10	0	0	2.83724e-11	0	0	0	0	0	0	0
d3_4	0.0104711	3.54014e-05	6.79548e-05	4.33376e-05	8.21236e-05	4.96844e-05	9.5489e-05	3.31955e-05	6.5599e-05	6.36504e-05	6.99484e-05	7.81418e-05	4.32671e-05	4.5408e-05	4.11483e-05	5.84999e-05	2.90067e-05	7.80109e-05	1.36855e-05	4.52355e-05	3.29848e-05	2.26557e-05	1.27083e-05	3.71126e-05	2.49261e-05	2.8983e-05	3.07566e-05	6.3838e-06	2.46001e-05	1.24664e-05	3.27604e-05	1.46229e-05	1.25172e-05	8.27613e-06	2.46918e-05	2.06395e-05	2.46471e-05	1.24572e-05	2.06093e-05	1.25338e-05	2.65872e-05	1.63752e-05	5.19934e-05	8.32053e-06	1.44641e-05	6.17259e-06	1.84101e-05	1.84731e-05	6.17428e-06	1.65014e-05	6.21053e-06	6.15637e-06	6.10151e-06	6.23859e-06	5.06429e-08	2.34692e-08	1.23068e-05	6.16208e-06	8.30665e-06	6.1212e-06	1.14564e-08	6.18813e-06	1.72248e-08	6.17972e-06	2.06693e-06	1.22028e-05	6.86782e-08	6.10044e-08	3.67616e-08	6.12309e-06	3.25314e-10	8.15229e-06	5.02236e-09	6.08605e-06	3.03847e-08	3.77409e-08	5.11755e-10	3.60266e-09	6.1179e-06	3.72895e-11	2.41896e-09	6.11971e-06	1.44768e-10	9.84351e-11	1.10742e-10	0	8.11236e-12	0	1.72253e-09	2.14468e-13	7.03824e-12	0	2.91178e-11	0	0	0	0	0	0
d3_5	0.00705406	2.51492e-05	1.50034e-05	3.54079e-05	4.13764e-05	2.52478e-05	3.91116e-05	5.15145e-05	5.56385e-05	3.72983e-05	5.94268e-05	2.69237e-05	2.09742e-05	3.51317e-05	7.17486e-05	5.75152e-05	4.72139e-05	4.12173e-05	5.54395e-05	6.89812e-05	3.30406e-05	2.69447e-05	2.28878e-05	2.26088e-05	3.90022e-05	3.91446e-05	3.0858e-05	1.47298e-05	3.69654e-05	2.68257e-05	2.0765e-05	5.52478e-05	3.28358e-05	3.4772e-05	8.45813e-06	4.29282e-05	1.24316e-05	1.75047e-05	2.26315e-05	2.45954e-05	2.26076e-05	6.19553e-06	1.84493e-05	1.7488e-05	2.73457e-07	8.35376e-06	2.44306e-05	6.25493e-06	2.04631e-07	1.44366e-05	8.26681e-06	6.25016e-06	1.19301e-07	3.47615e-05	2.66285e-05	6.49248e-08	1.13599e-07	3.44934e-08	7.44389e-08	1.05783e-06	2.16072e-06	1.83962e-05	7.14534e-08	6.16079e-06	5.74005e-08	6.1324e-06	6.96126e-08	3.98352e-08	1.83914e-05	8.60251e-09	3.49507e-08	6.25544e-08	3.81058e-08	7.29329e-09	6.15077e-06	1.83413e-09	2.64369e-09	6.09264e-06	1.62062e-09	1.07717e-11	0	1.07169e-11	3.96009e-09	2.78033e-08	4.74244e-10	2.40708e-10	0	1.86444e-10	0	0	3.06412e-08	2.97137e-09	9.78467e-11	0	2.54955e-08	9.16748e-11	0	0	4.689e-09
d3_6	0.00496442	6.58135e-05	4.54735e-05	5.7595e-05	2.9176e-05	4.54516e-05	1.89385e-05	1.91569e-05	3.30917e-05	3.30063e-05	2.50113e-05	5.2455e-05	5.97609e-05	3.31263e-05	2.68849e-05	7.37518e-05	3.50622e-05	7.79229e-05	2.9028e-05	2.4766e-05	3.8969e-05	3.31344e-05	7.0441e-05	2.88393e-05	6.75955e-05	4.50747e-05	3.29997e-05	1.68117e-05	3.27655e-05	1.25117e-05	1.25001e-05	7.05672e-05	2.46802e-05	3.08888e-05	3.08209e-05	4.52144e-05	2.66769e-05	3.07525e-05	1.4484e-05	3.88895e-05	2.87611e-05	2.25939e-05	6.46468e-06	1.84123e-05	1.85046e-05	9.61865e-08	8.2475e-06	2.24991e-05	6.39829e-06	2.18876e-06	1.4395e-05	2.45381e-05	6.17663e-06	1.54356e-05	1.63218e-05	1.05832e-07	1.22546e-05	1.22852e-05	1.42922e-05	7.42701e-08	4.8652e-08	7.75583e-08	1.22704e-05	6.12567e-06	2.65174e-05	8.18165e-06	6.25292e-06	1.22766e-05	1.42812e-05	6.0875e-06	4.94325e-08	8.89781e-09	2.22558e-10	1.62617e-05	2.79702e-08	1.66523e-10	3.23829e-08	1.63277e-05	6.08425e-06	2.44696e-10	2.88396e-09	1.03644e-10	6.11746e-06	6.8838e-11	4.51804e-10	7.16432e-10	3.27312e-10	5.95195e-10	2.5698e-11	3.18133e-09	3.1474e-09	0	8.39439e-11	0	0	4.31213e-11	0	0	0
d3_7	0.0036262	3.32092e-05	1.89503e-05	8.41096e-05	4.10675e-05	3.7291e-05	4.34629e-05	4.11562e-05	2.91727e-05	3.31541e-05	3.94266e-05	4.52759e-05	2.21166e-05	1.89745e-05	3.91121e-05	2.70008e-05	3.51344e-05	5.74301e-05	3.3169e-05	2.07212e-05	2.49304e-05	4.10901e-05	5.97216e-05	7.37552e-05	4.73204e-05	6.74621e-05	2.67593e-05	4.92275e-05	2.06387e-05	3.487e-05	1.86024e-05	3.09163e-05	1.46432e-05	3.06293e-05	1.86452e-05	1.8503e-05	1.25649e-05	4.30053e-05	1.84492e-05	1.85723e-05	2.86663e-05	3.0795e-05	1.64949e-05	2.04405e-05	1.24525e-05	1.03767e-05	2.66904e-05	1.43895e-05	1.02759e-05	6.5202e-08	2.25228e-05	1.24567e-05	1.22856e-05	1.83855e-05	1.09045e-07	1.8407e-05	7.60391e-08	1.83052e-05	1.42967e-05	6.23791e-06	1.03135e-05	8.18169e-06	1.22284e-05	6.1696e-06	4.73832e-08	6.18632e-06	3.50014e-08	9.07315e-08	1.42681e-05	1.43e-05	1.2248e-05	3.89671e-08	6.10018e-06	8.62616e-09	6.17703e-08	3.3946e-09	6.09294e-06	6.09017e-06	1.32253e-09	6.08372e-06	2.09319e-09	3.06578e-08	3.82563e-09	8.14003e-06	6.11911e-06	7.23443e-09	1.73457e-11	6.11812e-06	3.87869e-11	3.92833e-09	1.23883e-09	6.11817e-06	0	0	0	0	0	0	0
d3_8	0.00263574	3.29546e-05	6.76493e-05	2.5095e-05	4.7384e-05	2.70298e-05	3.29172e-05	4.84295e-05	2.10277e-05	3.9171e-05	5.55581e-05	4.73348e-05	3.30087e-05	3.09925e-05	1.46959e-05	5.83617e-05	5.87747e-05	4.32537e-05	2.47219e-05	4.73978e-05	2.69874e-05	3.5046e-05	2.0969e-05	3.08561e-05	3.49342e-05	2.09455e-05	2.68917e-05	2.28444e-05	4.60936e-05	2.69058e-05	1.27277e-05	4.91878e-05	1.2578e-05	3.08829e-05	2.26839e-05	3.90167e-05	2.05297e-05	4.49805e-05	5.11308e-05	2.67503e-05	3.68266e-05	3.48706e-05	1.22948e-05	1.23922e-05	8.3631e-06	6.20629e-06	2.05362e-05	1.45318e-05	8.08644e-08	2.47142e-05	2.66385e-05	4.2921e-05	1.64423e-07	2.05371e-05	1.76513e-07	3.66812e-05	6.15881e-06	2.25226e-05	1.23465e-05	1.84622e-05	3.87217e-05	4.49369e-08	6.19416e-06	6.17781e-06	8.22672e-06	6.15605e-06	6.31827e-08	1.82982e-09	1.02778e-06	3.53699e-08	6.12894e-06	6.12679e-06	6.12663e-06	6.49186e-08	1.22767e-08	3.45616e-09	3.05326e-08	4.35025e-09	3.82955e-08	8.22893e-09	6.09729e-06	1.57694e-09	6.08462e-06	2.58012e-09	7.09515e-09	2.52338e-10	2.94864e-08	8.92509e-12	4.26358e-09	1.26299e-10	2.39492e-09	1.45377e-09	3.14137e-08	0	0	0	0	0	7.06309e-11
d3_9	0.00195117	2.7031e-05	4.53276e-05	1.48763e-05	4.73575e-05	4.44355e-05	5.76844e-05	4.94251e-05	3.91567e-05	6.87683e-05	4.33648e-05	3.09693e-05	4.73238e-05	3.31037e-05	1.262e-05	1.88973e-05	2.88833e-05	3.91263e-05	2.28214e-05	3.08976e-05	2.6967e-05	2.69886e-05	4.72898e-05	5.64974e-05	2.68573e-05	4.11469e-05	2.8855e-05	3.90209e-05	4.55779e-07	2.49161e-05	3.28575e-05	3.50661e-05	3.29005e-05	1.2574e-05	3.18338e-05	2.0591e-05	1.24667e-05	1.66342e-05	3.27566e-05	6.4461e-06	3.07927e-05	1.23928e-05	2.46323e-05	2.46737e-05	1.13316e-05	2.86455e-05	1.84161e-05	2.86313e-05	6.17911e-06	8.38048e-06	9.24386e-08	6.3165e-06	1.43835e-05	1.47213e-07	1.23661e-05	8.29211e-06	3.27317e-05	3.05695e-05	6.15181e-06	1.83365e-05	3.72736e-08	1.22759e-05	8.22682e-06	1.43689e-05	2.03808e-05	2.13524e-06	1.43138e-05	6.18367e-06	2.14795e-06	2.13093e-06	6.13169e-06	6.12358e-06	6.21215e-06	2.41557e-09	6.05647e-08	3.21108e-08	7.78905e-09	6.12322e-06	6.35433e-09	8.15349e-06	2.37733e-09	3.25277e-08	6.58871e-09	6.08678e-06	4.97116e-09	5.6025e-08	8.22862e-11	0	5.07709e-11	6.09205e-06	3.32621e-09	6.08751e-06	6.11871e-06	0	0	0	0	0	6.12143e-06
