	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d2_0	0	0.00910111	0.00509278	0.00379107	0.0031347	0.0026024	0.00225592	0.00224913	0.00206317	0.00183349	0.00185764	0.00182443	0.00161892	0.00157395	0.00155385	0.00158399	0.00151049	0.00146882	0.0015616	0.00132583	0.00137917	0.00151969	0.00148191	0.00146953	0.00133954	0.00135526	0.00140326	0.00135845	0.00131066	0.00126061	0.00119886	0.00119733	0.00128369	0.0011719	0.00116813	0.001258	0.00136841	0.00110568	0.00119763	0.0011512	0.00116028	0.00110567	0.00108305	0.00122028	0.00124809	0.00110475	0.00111997	0.00101124	0.00107392	0.00120639	0.00105532	0.00118981	0.00102183	0.001057	0.00107945	0.00124765	0.00107571	0.001143	0.00122573	0.00105324	0.0011878	0.00100442	0.00107784	0.00109949	0.00104192	0.000960205	0.00106959	0.00108882	0.00113966	0.00114649	0.00103091	0.00104836	0.000955491	0.00102828	0.00100818	0.00109472	0.000958035	0.00103175	0.00108504	0.00105384	0.00101823	0.00105677	0.000976507	0.00106209	0.0010157	0.00101332	0.00111985	0.00109928	0.000937627	0.000920264	0.000862737	0.00107041	0.00110116	0.00101237	0.100939
d2_1	0.11269	1.7176e-05	1.17154e-08	1.71535e-05	1.1441e-05	2.28925e-05	1.14421e-05	1.90805e-05	1.14361e-05	1.71629e-05	1.14416e-05	5.72237e-06	5.72936e-06	7.64167e-06	2.67039e-05	1.14404e-05	5.98386e-09	5.712e-06	1.41848e-08	1.37403e-08	5.72213e-06	1.71809e-05	1.33532e-05	7.63664e-06	7.63699e-06	5.71987e-06	1.71615e-05	1.14347e-05	5.73011e-06	7.92965e-09	2.88077e-06	1.71574e-05	1.71508e-05	5.729e-06	1.52642e-05	1.33522e-05	4.75271e-09	1.33662e-05	1.7164e-05	1.25584e-08	1.90642e-05	5.72953e-06	1.33515e-05	5.71699e-06	1.2789e-08	7.63763e-06	1.7162e-05	7.63324e-06	7.63478e-06	1.91501e-06	4.78413e-09	1.74827e-08	1.71462e-05	5.75182e-06	5.81758e-09	5.71961e-06	7.64238e-06	1.92763e-06	5.72684e-06	1.14416e-05	1.14557e-05	1.0712e-08	7.6257e-06	1.33422e-05	2.28767e-05	1.90651e-05	1.14536e-05	5.7315e-06	5.72515e-06	7.6357e-06	2.68827e-10	7.64111e-06	5.7223e-06	1.33683e-05	1.90567e-05	3.82913e-06	1.56253e-08	1.52672e-05	7.62365e-06	1.91584e-06	1.8592e-08	1.14445e-05	1.52637e-05	5.71631e-06	1.14442e-05	1.19836e-08	7.62918e-06	3.04933e-05	2.28795e-05	7.62892e-06	1.33507e-05	9.55711e-06	6.069e-09	7.62209e-06	0.00140466
d2_2	0.0458296	1.71521e-05	5.73716e-06	5.7485e-06	1.33546e-05	2.38704e-08	1.33335e-05	1.7158e-05	5.75346e-06	7.62241e-06	3.04972e-05	1.14363e-05	5.72506e-06	7.65514e-06	5.72205e-06	4.3111e-08	4.08706e-09	1.14553e-05	1.71809e-05	2.28833e-05	9.54925e-06	1.90516e-05	2.28964e-05	5.71912e-06	2.28682e-05	1.94481e-06	5.72747e-06	2.28736e-05	7.64966e-06	1.91832e-06	5.71969e-06	7.63714e-06	2.60654e-09	1.33708e-05	1.70057e-08	5.71558e-06	5.73088e-06	7.64483e-06	5.74077e-06	1.42125e-08	1.93565e-06	5.74066e-06	1.52685e-05	1.88478e-08	1.38109e-08	5.73054e-06	1.33377e-05	1.14457e-05	2.31298e-09	6.05489e-09	1.14477e-05	1.90497e-05	4.45438e-09	2.28886e-05	2.09945e-05	4.95845e-10	5.72702e-06	5.72698e-06	1.14477e-05	5.73844e-06	1.7179e-05	7.52242e-09	1.52494e-05	5.7282e-06	1.68272e-08	3.51468e-09	1.14459e-05	1.14421e-05	1.71605e-05	5.74043e-06	7.63295e-06	5.71917e-06	5.7263e-06	1.92447e-06	1.14349e-05	1.33459e-05	1.33562e-05	2.86029e-05	1.14313e-05	1.33443e-05	1.08091e-08	5.73012e-06	1.71586e-05	1.1436e-05	1.14449e-05	7.62855e-06	3.05009e-05	1.71502e-05	2.09646e-05	1.64237e-08	5.71963e-06	5.72361e-06	3.84933e-06	5.74216e-06	0.00137914
d2_3	0.0250401	1.90615e-05	5.72089e-06	6.96793e-09	9.86892e-09	5.71951e-06	5.72796e-06	7.49304e-09	9.18154e-09	9.55193e-06	7.6256e-06	1.14477e-05	5.73056e-06	7.66846e-06	7.62588e-06	1.92375e-06	1.92134e-06	2.28763e-05	7.63415e-06	2.09775e-05	5.71824e-06	1.33524e-05	1.5755e-08	1.14441e-05	6.11124e-09	5.73323e-06	1.14565e-05	7.64619e-06	7.63432e-06	7.62843e-06	1.71543e-05	5.73143e-06	1.94888e-06	1.90687e-05	3.94045e-09	1.3351e-05	1.92463e-06	1.33499e-05	1.14548e-05	5.74028e-06	1.71872e-05	5.72657e-06	5.72301e-06	5.72224e-06	9.54631e-06	7.64935e-06	1.80122e-09	5.72294e-06	1.58278e-08	2.28688e-05	2.28902e-05	1.33426e-05	1.91593e-06	2.47913e-05	6.68394e-06	1.03593e-08	1.14571e-05	1.3372e-05	3.04963e-05	1.14592e-05	1.90786e-05	7.64067e-06	1.71679e-05	1.90578e-05	1.91845e-06	2.66884e-05	2.151e-08	1.14381e-05	5.71486e-06	1.92044e-06	5.72207e-06	1.33532e-05	7.63348e-06	7.63773e-06	1.14377e-05	5.72265e-06	5.72494e-06	1.91229e-06	7.62589e-06	7.6324e-06	7.63031e-06	1.1451e-05	6.89922e-09	1.33503e-05	2.00391e-05	1.33457e-05	5.81793e-09	5.7278e-06	7.62376e-06	1.71522e-05	4.35963e-09	1.33449e-05	1.90754e-05	1.02337e-08	0.00142263
d2_4	0.0157552	1.14427e-05	2.28872e-05	5.92554e-09	1.91225e-06	2.27943e-08	1.14592e-05	5.72742e-06	6.03291e-09	1.71627e-05	1.6225e-05	9.55681e-06	5.74103e-06	1.23865e-05	1.90709e-05	1.24954e-08	5.72989e-06	7.6382e-06	2.98014e-09	1.71863e-05	1.71569e-05	2.09729e-05	1.71659e-05	1.91804e-06	7.63765e-06	5.73447e-06	1.14444e-05	1.14411e-05	7.64867e-06	7.64194e-06	3.63837e-09	7.63416e-06	7.62682e-06	1.14653e-05	1.90601e-05	5.73529e-06	1.71715e-05	8.071e-09	9.21464e-09	1.33594e-05	1.24018e-08	1.52492e-05	1.1444e-05	1.71612e-05	2.66844e-05	1.90648e-05	5.74442e-06	5.71661e-06	7.64153e-06	5.72512e-06	1.33688e-05	3.35537e-09	7.64148e-06	8.04755e-09	1.90742e-05	2.87622e-06	1.91296e-06	5.72312e-06	1.1462e-05	1.14379e-05	1.14452e-05	8.49096e-09	5.71922e-06	9.52829e-06	7.6374e-06	1.33522e-05	1.62817e-08	5.72266e-06	7.63439e-06	1.1447e-05	1.9071e-05	1.14399e-05	5.7238e-06	5.72422e-06	1.33442e-05	5.7216e-06	1.1447e-05	1.92792e-06	1.71553e-05	1.14452e-05	5.71831e-06	1.13734e-08	1.13241e-09	1.33343e-05	5.72661e-06	1.33531e-05	1.71578e-05	5.7231e-06	1.07347e-08	1.1244e-08	1.42087e-08	1.52746e-05	2.09707e-05	7.0485e-09	0.00132286
d2_5	0.010555	7.62604e-06	9.68886e-09	1.71684e-05	5.72565e-06	7.65324e-06	2.04344e-08	3.80113e-09	1.18626e-08	1.90501e-05	2.0984e-05	2.85961e-05	1.52552e-05	7.64102e-06	1.71679e-05	9.54959e-06	1.14487e-05	3.82762e-06	1.52584e-05	1.33506e-05	1.52556e-05	1.33475e-05	5.7433e-06	5.72013e-06	5.72956e-06	1.52571e-05	1.71499e-05	7.64165e-06	5.72344e-06	2.62871e-08	5.72841e-06	5.72486e-06	9.54302e-06	1.14612e-05	5.72501e-06	5.71831e-06	1.92455e-06	1.91739e-06	2.47747e-05	5.74209e-06	1.91966e-06	2.09704e-05	1.14431e-05	5.7324e-06	5.72541e-06	1.90683e-05	1.26359e-08	5.73164e-06	9.5474e-06	1.03708e-08	2.16121e-08	1.91978e-06	7.62869e-06	1.14465e-05	7.65887e-06	0	1.33381e-05	1.33528e-05	1.06291e-08	1.7156e-05	2.85971e-05	1.33435e-05	2.09778e-05	7.64642e-06	2.28184e-08	2.47813e-05	9.56018e-06	1.1453e-05	1.33556e-05	1.90538e-05	7.64178e-06	1.3928e-08	1.33606e-05	5.71887e-06	1.90945e-06	9.54849e-06	7.64613e-06	1.7167e-05	2.66783e-05	1.31367e-08	4.38273e-05	1.92313e-06	5.71668e-06	5.7105e-06	1.33582e-05	9.53615e-06	1.45874e-08	1.90954e-05	7.63627e-06	1.14337e-05	2.28719e-05	1.91589e-06	5.73165e-06	5.72876e-06	0.00141149
d2_6	0.00751772	1.05092e-05	1.14455e-05	1.90771e-05	1.14378e-05	7.63707e-06	2.28833e-05	2.00124e-05	2.86016e-05	5.22187e-09	1.14505e-05	1.33551e-05	1.33545e-05	1.33611e-05	2.47744e-05	7.63212e-06	1.14437e-05	1.90653e-05	7.428e-09	3.78172e-09	5.71694e-06	7.63092e-06	7.63427e-06	2.11076e-09	9.22622e-09	5.73674e-06	7.63007e-06	1.14335e-05	1.92379e-06	1.14448e-05	1.33569e-05	1.14378e-05	1.14429e-05	1.33581e-05	1.52632e-05	5.7231e-06	4.1959e-05	5.71711e-06	5.7215e-06	1.33445e-05	7.62343e-06	5.73451e-06	1.90491e-05	1.14527e-05	2.28817e-05	5.73438e-06	1.33506e-05	1.14501e-05	5.72297e-06	1.52622e-05	2.28673e-05	1.90714e-05	1.14353e-05	1.52541e-05	1.96709e-08	3.81692e-06	1.14419e-05	1.90688e-05	1.14401e-05	3.82864e-06	7.63501e-06	2.86121e-05	2.19297e-05	1.92675e-06	1.92862e-06	5.71739e-06	1.07107e-08	4.72299e-09	1.91765e-06	5.73059e-06	5.7209e-06	7.63318e-06	1.14433e-05	5.72882e-06	1.91283e-09	1.71827e-05	1.52609e-05	1.14487e-05	0	7.30686e-09	1.1436e-05	6.46136e-09	5.72918e-06	1.24153e-05	1.62044e-05	1.14467e-05	1.52592e-05	1.33414e-05	8.35936e-09	5.72516e-06	7.63631e-06	1.14447e-05	1.91784e-06	5.73484e-06	0.00150011
d2_7	0.00583486	1.71745e-05	9.53235e-06	5.68465e-09	2.09642e-05	5.7171e-06	1.90857e-05	5.72764e-06	5.73406e-06	9.54037e-06	1.33506e-05	5.7353e-06	2.28571e-05	1.14446e-05	1.14402e-05	2.85949e-05	3.83198e-06	1.91468e-06	5.71665e-06	1.14487e-05	7.64205e-06	1.14482e-05	1.09124e-08	5.71819e-06	2.66882e-05	1.13109e-08	2.48471e-09	1.52636e-05	1.13611e-08	5.73702e-06	1.33552e-05	5.72978e-06	7.62054e-06	7.65478e-06	1.33521e-05	1.33755e-05	2.19282e-05	3.33132e-09	1.33437e-05	1.52562e-05	2.0974e-05	5.71828e-06	1.14333e-05	1.24008e-05	1.14362e-05	2.19251e-05	6.68669e-06	5.71758e-06	1.90757e-05	7.63461e-06	1.08682e-09	1.52621e-05	1.3355e-05	1.33575e-05	1.91508e-06	7.62858e-06	7.6557e-06	3.23951e-05	8.14518e-10	1.14598e-05	2.28681e-05	1.14512e-05	5.71853e-06	5.73267e-06	1.9191e-06	7.64136e-06	2.4781e-05	7.62298e-06	1.33522e-05	5.72641e-06	1.14389e-05	1.92466e-06	1.92312e-06	1.43084e-05	1.13587e-09	5.72855e-06	1.33563e-05	5.71946e-06	5.71659e-06	7.62414e-06	9.56405e-06	2.66938e-05	5.55727e-10	1.33422e-05	7.65926e-06	5.71953e-06	5.72377e-06	1.33451e-05	1.90491e-05	7.63687e-06	1.14398e-05	5.7343e-06	5.72806e-06	5.73e-06	0.00160308
d2_8	0.00455288	9.543e-06	7.64598e-06	1.37466e-08	9.55461e-06	5.73174e-06	1.14352e-05	1.33591e-05	2.47884e-05	1.71497e-05	1.71649e-05	5.71863e-06	1.90736e-05	2.28664e-05	1.93695e-06	1.90842e-06	1.14497e-05	0	5.7334e-06	7.64754e-06	1.71607e-05	1.14456e-05	7.64004e-06	7.63226e-06	7.65519e-06	5.72923e-06	1.52385e-05	2.68477e-08	1.90601e-05	5.72903e-06	5.72649e-06	2.2874e-05	7.63667e-06	7.62926e-06	2.28749e-05	5.72735e-06	1.14609e-05	2.09741e-05	3.82756e-06	1.90593e-05	1.33435e-05	2.85971e-05	1.14405e-05	1.52602e-05	5.72198e-06	2.28874e-05	2.38709e-09	1.63703e-09	1.93742e-06	1.92957e-06	5.72655e-06	1.90539e-05	1.53319e-08	7.63116e-06	7.64108e-06	1.71589e-05	1.91667e-06	1.33438e-05	1.92474e-06	5.72113e-06	2.54775e-09	1.33472e-05	7.62266e-06	1.33502e-05	1.1439e-05	1.14536e-05	7.62327e-06	7.52148e-09	0	7.65436e-06	1.14364e-05	1.14603e-05	9.53617e-06	1.71653e-05	1.93766e-06	1.71773e-05	5.91977e-09	7.62166e-06	1.14386e-05	5.71477e-06	1.1444e-05	2.09655e-05	1.33347e-05	5.72012e-06	1.14362e-05	5.72157e-06	1.14475e-05	2.00475e-05	5.72385e-06	1.71407e-05	1.14263e-05	1.14501e-05	7.62938e-06	7.63213e-06	0.0013257
d2_9	0.00361139	1.90722e-05	7.63403e-06	7.63214e-06	1.14324e-05	1.92362e-06	7.63115e-06	5.71939e-06	1.13497e-08	7.63427e-06	1.71644e-05	8.57955e-06	5.71865e-06	1.53267e-09	9.55295e-06	1.14402e-05	5.72545e-06	7.61957e-06	7.63387e-06	2.85902e-05	1.14428e-05	5.72963e-06	5.72331e-06	1.10689e-08	3.15092e-09	9.09083e-09	5.71952e-06	2.09725e-05	1.43808e-08	7.63937e-06	1.90878e-05	8.46951e-09	7.65352e-09	1.9047e-05	7.63768e-06	5.72557e-06	1.91442e-06	1.14539e-05	1.33486e-05	5.72378e-06	5.72932e-06	1.24004e-05	8.54533e-10	5.72103e-06	3.1584e-08	1.14475e-05	1.14349e-05	5.72119e-06	5.72408e-06	5.73106e-06	1.33672e-05	1.71722e-05	7.62392e-06	2.28704e-05	7.63212e-06	1.91733e-06	1.14368e-05	1.14536e-05	1.14416e-05	5.73605e-06	1.05332e-08	3.37184e-09	8.17839e-09	1.01816e-08	9.553e-06	1.62061e-05	1.14442e-05	5.74263e-06	1.14391e-05	1.14584e-05	1.14306e-05	1.5269e-05	9.73856e-07	7.64327e-06	5.72147e-06	1.26656e-08	1.90577e-05	5.72145e-06	1.90751e-05	1.14403e-05	1.14359e-05	1.33416e-05	1.14368e-05	1.33498e-05	1.33382e-05	1.91563e-06	1.90556e-05	7.62772e-06	1.33612e-05	7.63198e-06	1.14451e-05	5.73394e-06	1.14357e-05	1.60725e-08	0.00149155
d2_10	0.00318906	1.14455e-05	1.14501e-05	7.64483e-06	2.28771e-05	2.28685e-05	8.58934e-06	7.63667e-06	7.63916e-06	1.52574e-05	1.33574e-05	5.71291e-06	3.8247e-06	1.71453e-05	1.71686e-05	1.93204e-06	1.71607e-05	5.73562e-06	1.144e-05	1.33508e-05	7.63688e-06	1.3352e-05	1.33314e-05	5.7374e-06	1.14384e-05	5.7309e-06	1.14421e-05	1.90693e-05	5.71998e-06	2.28687e-05	1.14511e-05	4.77987e-06	5.73753e-06	1.33502e-05	1.14413e-05	3.04842e-05	5.72928e-06	7.63924e-06	1.14458e-05	2.28687e-05	1.52546e-05	5.73812e-06	5.71651e-06	5.73993e-06	7.62977e-06	1.33463e-05	1.14552e-05	1.9136e-06	1.14464e-05	1.90519e-05	1.71547e-05	3.04946e-05	1.33442e-05	2.2874e-05	5.42625e-09	1.33649e-05	5.72931e-06	2.47663e-05	5.72726e-06	1.33625e-05	8.26443e-09	3.2945e-09	7.63131e-06	5.71381e-06	0	2.28804e-05	5.0893e-09	2.90705e-06	2.48047e-09	1.14291e-05	7.63049e-06	1.14408e-05	6.97839e-09	1.9229e-06	1.14385e-05	1.91217e-06	7.24157e-09	8.58643e-06	1.3347e-05	1.92367e-06	5.73319e-06	1.33515e-05	1.33407e-05	2.09681e-05	1.1452e-05	1.14239e-05	5.7208e-06	5.72414e-06	7.63236e-06	1.14322e-05	5.7276e-06	1.93242e-06	1.90631e-05	1.0997e-08	0.00125536
d2_11	0.00249162	3.8459e-06	1.09014e-08	8.51367e-09	5.7205e-06	5.7347e-06	1.33532e-05	1.93547e-06	1.33512e-05	1.09617e-08	3.05133e-05	5.71488e-06	5.72417e-06	1.71609e-05	1.71744e-05	1.14403e-05	5.72677e-06	7.37721e-09	5.71771e-06	1.14412e-05	7.62591e-06	5.73177e-06	1.33481e-05	1.66622e-08	9.73295e-10	1.14408e-05	5.71228e-06	1.14449e-05	1.33462e-05	1.14839e-05	5.73038e-06	2.86038e-05	1.918e-06	1.14532e-05	1.93192e-06	8.00763e-09	2.47763e-05	1.90634e-05	9.55333e-06	2.0973e-05	2.09834e-05	5.73711e-06	2.28829e-05	9.55613e-06	7.64008e-06	2.00165e-05	1.14496e-05	1.9163e-06	2.00458e-05	5.7181e-06	1.10677e-09	1.71559e-05	5.7302e-06	5.72602e-06	5.73405e-06	6.27872e-09	1.71454e-05	3.13003e-08	9.84483e-09	1.92654e-06	1.14322e-05	7.63392e-06	1.90671e-05	1.71592e-05	1.17028e-08	2.86065e-05	1.19415e-08	1.33418e-05	5.71886e-06	1.14246e-05	9.56595e-06	1.14397e-05	3.57946e-09	1.91567e-06	5.73023e-06	1.14357e-05	1.91993e-06	7.63017e-06	1.52809e-05	3.18653e-08	1.52569e-05	7.63635e-06	0	5.72417e-06	1.2695e-09	5.72677e-06	5.91011e-09	1.52537e-05	5.74199e-06	1.33549e-05	5.73276e-06	9.53891e-06	2.28853e-05	1.14313e-05	0.00148302
