	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d1_0	0	0.00893006	0.00505701	0.00364946	0.00307068	0.00260053	0.00227676	0.00200535	0.00197132	0.00194274	0.00171262	0.00157443	0.00171759	0.00162849	0.00159956	0.00160269	0.00145114	0.00145489	0.00127077	0.00135931	0.00138599	0.00138413	0.00122995	0.00128598	0.00121507	0.0012318	0.00122982	0.00132292	0.00129346	0.00113365	0.00131686	0.00115917	0.00106776	0.00107534	0.00112064	0.00115969	0.00110277	0.00120335	0.0010479	0.00102322	0.001209	0.00111269	0.00111747	0.000982293	0.00103786	0.00108975	0.00108294	0.00113607	0.00107397	0.00111301	0.00101335	0.00108635	0.00104608	0.00109046	0.00109524	0.0010423	0.00103803	0.00100312	0.0010564	0.000977577	0.0010324	0.00108951	0.00102577	0.00098264	0.000987766	0.00102742	0.00109962	0.000956073	0.000981595	0.00102881	0.00110416	0.000953569	0.000891085	0.00097617	0.000939121	0.00107275	0.000844299	0.000989768	0.000860562	0.000853687	0.000885701	0.000909781	0.00097073	0.000963384	0.000953332	0.000843098	0.000864413	0.000850366	0.000763398	0.000978791	0.000912696	0.00102962	0.000877158	0.000918076	0.0873529
d1_1	0.102426	4.00362e-05	3.81276e-05	3.81038e-05	3.6154e-05	4.66811e-05	5.705e-05	9.50775e-05	3.43014e-05	4.57156e-05	3.61865e-05	6.84651e-05	3.23959e-05	4.18415e-05	3.80381e-05	5.70366e-05	2.28899e-05	3.99447e-05	4.75364e-05	7.222e-05	2.66855e-05	3.99782e-05	3.23322e-05	2.66993e-05	3.71439e-05	5.04112e-05	6.07622e-05	1.53414e-05	4.56364e-05	5.42369e-05	7.22188e-05	1.9093e-05	4.75665e-05	3.90357e-05	7.03509e-05	3.33512e-05	2.66775e-05	6.08624e-05	3.42956e-05	6.65493e-05	8.17446e-05	6.75181e-05	5.71169e-05	9.12076e-05	4.56728e-05	2.38479e-05	3.23744e-05	7.79123e-05	2.28557e-05	1.91131e-05	7.2212e-05	6.27995e-05	6.36858e-05	8.07897e-05	6.56062e-05	6.55622e-05	4.37624e-05	4.75558e-05	5.13916e-05	3.61941e-05	2.3906e-05	3.80551e-05	5.70219e-05	3.99801e-05	4.37926e-05	6.27915e-05	6.64649e-05	4.37699e-05	3.42595e-05	3.5175e-05	1.80911e-05	2.85658e-05	3.6154e-05	4.94621e-05	5.4209e-05	4.37486e-05	2.4762e-05	5.77354e-06	2.66701e-05	4.8519e-05	4.1857e-05	7.59851e-05	8.3644e-05	2.76837e-05	5.13654e-05	5.51259e-05	4.56882e-05	3.42803e-05	6.27151e-05	3.61993e-05	5.13576e-05	7.50451e-05	5.89066e-05	2.8561e-05	0.0060774
d1_2	0.0466472	2.67054e-05	3.42724e-05	3.80636e-05	5.33003e-05	3.81345e-05	5.42199e-05	2.86255e-05	6.84164e-05	3.80298e-05	1.34231e-05	4.18544e-05	4.37523e-05	7.12548e-05	4.37344e-05	2.66948e-05	5.13545e-05	2.28399e-05	2.29102e-05	3.61272e-05	1.71979e-05	2.48005e-05	6.08667e-05	4.18603e-05	5.89641e-05	3.7083e-05	4.75286e-05	2.47929e-05	4.37235e-05	2.57918e-05	5.13483e-05	1.90958e-05	4.18395e-05	3.80936e-05	6.37097e-05	3.42957e-05	4.18816e-05	2.76227e-05	5.22947e-05	5.22609e-05	5.89277e-05	3.99489e-05	2.66698e-05	6.84416e-05	3.61284e-05	5.32708e-05	5.41931e-05	4.75882e-05	2.67132e-05	4.18381e-05	6.07848e-05	2.4737e-05	2.10301e-05	1.14445e-05	3.80239e-05	5.88743e-05	4.75017e-05	2.66618e-05	4.94287e-05	1.90801e-05	5.13853e-05	4.75553e-05	3.80351e-05	2.85521e-05	3.80352e-05	2.47812e-05	3.42777e-05	4.00346e-05	2.28663e-05	4.37424e-05	1.52598e-05	6.46302e-05	5.41633e-05	1.33664e-05	2.28391e-05	4.94222e-05	4.56457e-05	2.09569e-05	3.80817e-05	2.85391e-05	4.94505e-05	9.54233e-06	4.1841e-05	3.04326e-05	3.42484e-05	3.14244e-05	4.75226e-05	3.61321e-05	2.66749e-05	4.94442e-05	6.26594e-05	4.84945e-05	3.61431e-05	2.28461e-05	0.005516
d1_3	0.0289811	2.47461e-05	3.04643e-05	5.03763e-05	7.2238e-05	6.46258e-05	4.56157e-05	5.13317e-05	3.61945e-05	2.47972e-05	4.37784e-05	2.28651e-05	3.61261e-05	2.66661e-05	1.14911e-05	2.66455e-05	6.46465e-05	5.70521e-05	4.94733e-05	2.85491e-05	5.89598e-05	4.37914e-05	2.19395e-05	5.12985e-05	5.51421e-05	1.90567e-05	3.234e-05	5.51384e-05	4.75484e-05	5.1296e-05	2.47663e-05	1.9103e-05	6.46306e-05	3.42101e-05	5.22783e-05	4.2733e-05	3.89665e-05	1.71855e-05	2.28449e-05	6.46232e-05	4.56161e-05	3.99573e-05	4.09163e-05	2.66644e-05	5.98545e-05	3.80472e-05	1.33812e-05	5.13358e-05	4.65602e-05	4.75503e-05	4.37258e-05	3.42494e-05	2.28785e-05	3.13959e-05	2.85086e-05	5.5107e-05	3.79981e-05	1.81077e-05	3.61433e-05	5.50687e-05	3.23486e-05	2.66599e-05	4.18238e-05	3.42618e-05	1.14894e-05	2.85369e-05	2.28418e-05	2.66852e-05	2.28463e-05	3.80133e-05	2.66951e-05	5.60546e-05	2.09348e-05	3.046e-05	3.23492e-05	4.18285e-05	5.70025e-05	3.04793e-05	1.90491e-05	2.10381e-05	6.46412e-05	4.75803e-05	3.42249e-05	3.99296e-05	4.56301e-05	4.18362e-05	3.70877e-05	3.80035e-05	2.09454e-05	7.70047e-05	4.36995e-05	5.51435e-05	4.18833e-05	3.04001e-05	0.00484299
d1_4	0.0200399	4.56796e-05	3.13688e-05	3.99839e-05	2.0979e-05	4.38081e-05	3.61809e-05	1.33273e-05	6.27103e-05	1.9043e-05	3.04434e-05	6.2737e-05	3.61581e-05	2.85248e-05	2.28762e-05	2.5662e-05	1.71556e-05	2.95236e-05	4.74949e-05	2.85277e-05	3.04144e-05	2.28816e-05	1.90726e-05	2.2823e-05	1.14494e-05	1.90852e-05	2.85573e-05	3.99695e-05	3.42494e-05	2.19085e-05	3.80694e-05	2.85641e-05	3.42008e-05	4.18089e-05	3.2326e-05	4.27656e-05	4.18681e-05	3.04171e-05	5.13128e-05	4.75428e-05	1.71331e-05	3.80442e-05	3.23039e-05	4.1812e-05	5.32036e-05	1.52706e-05	4.36853e-05	3.42684e-05	7.88288e-05	4.75248e-05	1.14808e-05	2.47856e-05	1.90404e-05	2.66303e-05	3.23283e-05	1.52686e-05	2.66281e-05	4.37313e-05	2.09518e-05	3.14066e-05	3.80537e-05	3.99848e-05	3.0452e-05	3.99173e-05	2.47288e-05	2.85302e-05	3.8034e-05	3.98996e-05	3.32523e-05	2.4741e-05	3.42141e-05	2.85579e-05	2.85061e-05	3.23358e-05	2.85428e-05	3.23388e-05	1.90884e-05	2.09195e-05	3.70976e-05	5.69736e-05	4.94135e-05	2.0957e-05	1.14306e-05	3.60979e-05	5.31977e-05	4.18049e-05	3.708e-05	4.18164e-05	1.52485e-05	2.28761e-05	4.93762e-05	5.1336e-05	3.42609e-05	3.60928e-05	0.00446287
d1_5	0.0144838	2.85446e-05	3.8027e-05	1.71573e-05	3.23213e-05	1.71483e-05	2.28485e-05	4.8457e-05	2.6653e-05	3.03893e-05	4.17953e-05	2.85537e-05	3.23204e-05	1.9029e-05	6.45908e-05	1.14808e-05	1.7146e-05	1.71091e-05	4.36919e-05	1.14639e-05	3.2369e-05	4.2764e-05	2.85619e-05	3.04395e-05	1.90575e-05	2.47196e-05	1.14586e-05	1.14492e-05	1.71666e-05	3.04182e-05	3.41967e-05	1.33757e-05	2.47433e-05	3.0427e-05	3.23183e-05	2.66547e-05	1.14421e-05	2.28417e-05	2.28312e-05	1.52494e-05	1.90702e-05	2.66769e-05	7.65045e-06	3.99019e-05	3.61145e-05	1.71489e-05	2.09454e-05	3.23313e-05	3.61351e-05	1.90447e-05	1.71126e-05	1.52282e-05	4.17933e-05	2.28533e-05	1.52728e-05	2.09499e-05	3.79842e-05	2.09285e-05	4.18015e-05	2.28171e-05	2.28281e-05	2.85092e-05	3.23568e-05	3.60996e-05	3.42487e-05	1.71258e-05	2.65983e-05	3.23087e-05	3.99139e-05	3.79657e-05	2.47265e-05	4.18149e-05	3.89669e-05	2.28461e-05	4.7533e-05	3.23254e-05	9.54958e-06	1.94057e-06	1.52455e-05	3.42043e-05	1.90588e-05	2.47316e-05	2.09034e-05	1.52683e-05	2.47162e-05	1.52761e-05	4.75178e-05	4.96875e-08	3.61053e-05	3.80106e-05	3.60813e-05	3.2308e-05	2.09603e-05	2.09627e-05	0.00418911
d1_6	0.0109961	2.47475e-05	1.71542e-05	4.36646e-05	3.23226e-05	4.18321e-05	3.61456e-05	1.33605e-05	2.66068e-05	1.14547e-05	4.74722e-05	1.71609e-05	2.47267e-05	3.25273e-08	3.99535e-05	2.28185e-05	4.17756e-05	2.85344e-05	4.18315e-05	2.08887e-05	3.04162e-05	2.28257e-05	1.90321e-05	1.90583e-05	4.17626e-05	2.28333e-05	1.80834e-05	1.52677e-05	2.09355e-05	3.22938e-05	1.52437e-05	3.22971e-05	1.71287e-05	2.09389e-05	1.14346e-05	2.28264e-05	2.47092e-05	1.14225e-05	1.90484e-05	3.79959e-05	2.85454e-05	3.98962e-05	3.9892e-05	5.50985e-05	2.66169e-05	7.62312e-06	2.28691e-05	1.90525e-05	1.3369e-05	1.52362e-05	4.55746e-05	3.22861e-05	3.23226e-05	3.04524e-05	7.66816e-06	4.17748e-05	2.37577e-05	2.28915e-05	3.79912e-05	3.70547e-05	2.47101e-05	7.64206e-06	1.38913e-05	2.75675e-05	1.89991e-05	1.33576e-05	1.14542e-05	1.71318e-05	3.04888e-05	3.80092e-05	3.60847e-05	5.12795e-05	1.33705e-05	3.99165e-05	1.33444e-05	3.04175e-05	2.2805e-05	2.75708e-05	7.64866e-06	3.23452e-05	1.33551e-05	2.47002e-05	2.8581e-05	3.04069e-05	4.18045e-05	5.47778e-08	2.47012e-05	1.14499e-05	2.65901e-05	1.71169e-05	4.18111e-05	3.60916e-05	5.74532e-06	7.61938e-06	0.00379475
d1_7	0.00893735	3.23071e-05	2.28137e-05	1.5273e-05	2.8511e-05	1.43253e-05	2.28279e-05	2.85102e-05	1.04835e-05	3.4189e-05	2.94679e-05	2.66299e-05	1.90923e-05	2.94506e-05	5.75764e-06	2.09221e-05	2.09002e-05	2.56868e-05	1.52455e-05	5.1274e-05	1.33151e-05	7.50082e-05	2.09178e-05	1.71067e-05	3.8339e-06	5.79273e-06	2.47082e-05	2.66321e-05	3.84491e-06	1.14229e-05	1.90001e-05	4.9377e-05	2.28321e-05	2.28336e-05	2.09179e-05	5.74342e-06	1.90615e-05	1.52792e-05	1.71167e-05	2.47341e-05	3.04279e-05	2.66141e-05	1.71462e-05	3.41903e-05	3.61499e-05	2.66301e-05	2.4702e-05	3.04145e-05	6.64936e-05	2.0908e-05	1.33163e-05	2.47294e-05	3.23245e-05	2.66465e-05	7.11939e-05	2.474e-05	1.52373e-05	2.66056e-05	5.74952e-06	1.14316e-05	1.71722e-05	2.56646e-05	2.46989e-05	1.14168e-05	4.56238e-05	7.63643e-06	1.52477e-05	2.28339e-05	3.41814e-05	1.14393e-05	1.33098e-05	3.4228e-05	3.23006e-05	7.31464e-05	2.56981e-05	5.73375e-06	1.33297e-05	3.60838e-05	1.14137e-05	1.90381e-05	2.75656e-05	1.71077e-05	1.90394e-05	3.42139e-05	3.70411e-05	1.90099e-05	2.09025e-05	3.99178e-05	9.53895e-06	1.71192e-05	1.90142e-05	1.71044e-05	1.71392e-05	2.28168e-05	0.00325075
d1_8	0.00691598	1.71196e-05	2.28244e-05	1.99973e-05	1.33164e-05	5.75956e-06	5.69751e-05	3.98552e-05	2.37542e-05	3.22901e-05	1.90553e-05	2.47046e-05	9.55711e-06	2.27925e-05	1.80865e-05	5.73996e-06	1.14296e-05	2.8506e-05	5.75505e-06	1.71166e-05	1.33154e-05	2.65879e-05	1.94526e-06	1.14337e-05	7.62191e-06	1.90415e-05	7.60924e-06	1.96409e-06	2.66144e-05	1.7131e-05	1.94253e-06	1.14314e-05	2.28032e-05	2.57017e-08	4.17918e-05	1.3326e-05	7.62888e-06	1.05067e-05	1.90086e-05	2.09278e-05	2.47291e-05	1.71399e-05	2.66272e-05	1.99609e-05	5.62052e-08	3.42108e-05	3.61315e-05	1.90146e-05	1.14477e-05	7.63472e-06	2.09299e-05	1.33137e-05	9.54006e-06	6.70036e-06	1.14191e-05	3.22926e-05	3.84669e-06	2.47161e-05	1.90422e-05	2.85047e-05	1.90052e-05	1.7099e-05	1.33384e-05	9.53294e-06	1.33272e-05	2.09127e-05	1.82525e-08	1.14029e-05	1.9509e-06	1.99654e-05	1.80575e-05	1.90158e-05	2.87494e-06	1.71251e-05	1.33377e-05	3.22993e-05	1.33293e-05	3.03928e-05	1.90289e-05	2.66146e-05	4.03318e-08	2.84832e-05	3.23093e-05	2.18683e-05	1.52321e-05	3.41847e-05	2.09027e-05	1.4269e-05	2.089e-05	3.03989e-05	1.33079e-05	1.99805e-05	3.4187e-05	2.28117e-05	0.00313767
d1_9	0.00569347	5.71722e-06	2.50711e-08	3.70324e-05	5.71607e-06	3.22781e-05	5.72753e-06	1.32986e-05	2.47257e-05	1.90099e-05	3.04341e-05	1.99728e-05	1.52476e-05	3.03857e-05	6.71332e-06	9.53679e-06	1.89948e-05	5.72126e-06	1.14225e-05	3.79794e-05	3.70355e-05	1.92351e-06	2.28081e-05	1.80984e-05	7.61274e-06	1.90401e-05	3.23159e-05	2.28285e-05	1.94956e-06	1.89989e-05	7.62492e-06	2.47028e-05	1.52288e-05	3.60943e-05	1.7118e-05	2.18449e-05	1.70971e-05	2.87826e-06	2.27783e-05	2.28345e-05	1.90109e-05	7.65584e-06	1.14238e-05	2.47183e-05	3.98767e-05	1.33166e-05	3.99219e-05	1.14071e-05	1.52143e-05	7.63769e-06	2.281e-05	1.14513e-05	3.79886e-05	7.63169e-06	1.61636e-05	2.94623e-05	1.71125e-05	1.71052e-05	1.33073e-05	1.9032e-05	2.2805e-05	4.94463e-08	1.14236e-05	1.14202e-05	2.28205e-05	3.98943e-05	7.64435e-06	1.7106e-05	2.28271e-05	1.71061e-05	2.28103e-05	1.89985e-05	3.04104e-05	1.80672e-05	2.66117e-05	3.98797e-05	1.95679e-06	2.09178e-05	5.88679e-08	3.03996e-05	1.14341e-05	9.5459e-06	9.53297e-06	1.52316e-05	2.47054e-05	5.70487e-06	1.13966e-05	2.84944e-05	1.00395e-06	3.03726e-05	1.90383e-05	9.55285e-06	3.03853e-05	2.6585e-05	0.00268857
