	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d2_0	0	0.0090283	0.00513509	0.00363602	0.00311215	0.00280823	0.00238903	0.00220404	0.00202284	0.00180986	0.00179511	0.00170081	0.00178696	0.00176135	0.00152671	0.00153648	0.00143103	0.00166049	0.00136137	0.00156598	0.00143052	0.00132568	0.00134214	0.00132349	0.00142449	0.00124841	0.00134838	0.00127397	0.00127044	0.00124803	0.00116595	0.00136627	0.00125	0.00127142	0.00131012	0.00112004	0.00113978	0.00134002	0.00107031	0.00125971	0.00113167	0.00110228	0.00105443	0.00118498	0.00122461	0.00114396	0.00110352	0.00110876	0.00121326	0.00103572	0.00108814	0.00113669	0.00125841	0.00120697	0.00111804	0.00105391	0.00111072	0.00103035	0.00111054	0.00112277	0.00124634	0.00110584	0.000996675	0.00100213	0.00102736	0.000973956	0.00111225	0.00108305	0.000979968	0.00105105	0.00111583	0.000966791	0.000929102	0.00106746	0.00114636	0.00123351	0.00110477	0.00104152	0.00106909	0.000977518	0.000942758	0.00112135	0.000984354	0.00115549	0.00113734	0.000968441	0.0010289	0.00108623	0.000948853	0.00109879	0.000962473	0.000946535	0.000997878	0.00100182	0.100189
d2_1	0.111256	1.31751e-05	5.65966e-06	2.44661e-05	1.31683e-05	1.90403e-06	2.44584e-05	5.65652e-06	1.89264e-06	8.48775e-06	1.50617e-05	1.50549e-05	1.50778e-05	1.41165e-05	1.97743e-05	5.65454e-06	1.88171e-05	2.25759e-05	1.31714e-05	5.64472e-06	1.12878e-05	1.88088e-05	7.54385e-06	7.53606e-06	3.57396e-05	1.6937e-05	5.65157e-06	1.14109e-08	1.50494e-05	1.13057e-05	1.31763e-05	5.64391e-06	1.50751e-05	7.53703e-06	1.7266e-08	5.66897e-06	1.31838e-05	1.33965e-08	1.1309e-05	5.65663e-06	1.31701e-05	1.12844e-05	1.69514e-05	2.82221e-05	2.44656e-05	7.53412e-06	1.88101e-05	7.53427e-06	1.1295e-05	5.63974e-06	4.35367e-09	5.64167e-06	7.52076e-06	5.65404e-06	9.4155e-06	2.44565e-05	7.53514e-06	1.10367e-08	5.25136e-09	5.64372e-06	5.65159e-06	1.12866e-05	1.69396e-05	1.88243e-05	5.66037e-06	1.66577e-08	7.52017e-06	7.52618e-06	2.44554e-05	1.12919e-05	1.38522e-08	7.5477e-06	5.667e-06	1.88615e-06	3.78146e-06	8.76478e-09	1.69382e-05	7.54525e-06	1.31764e-05	9.41606e-06	1.50621e-05	2.25674e-05	5.66539e-06	8.48289e-06	5.58774e-09	5.64738e-06	8.35871e-09	2.26267e-08	1.13009e-05	1.12891e-05	1.10193e-08	1.50389e-05	5.65029e-06	1.70014e-08	0.00130176
d2_2	0.0451988	2.54817e-08	1.97781e-05	1.88143e-05	7.54085e-06	2.25726e-05	1.97553e-05	1.88101e-05	1.31719e-05	5.66186e-06	3.00824e-05	2.05325e-08	1.12886e-05	5.64097e-06	1.31742e-05	2.63329e-05	5.65157e-06	3.19773e-05	4.29773e-09	1.88191e-05	5.65901e-06	6.88123e-09	6.0127e-09	1.12908e-05	5.65099e-06	5.65168e-06	1.50571e-05	1.3185e-05	9.42413e-06	5.64683e-06	1.12876e-05	5.65008e-06	9.4231e-06	6.38096e-09	1.24945e-08	1.88931e-06	1.69467e-05	1.12939e-05	5.64741e-06	1.31605e-05	2.63254e-05	5.64625e-06	5.66047e-06	7.26929e-09	1.31686e-05	5.65507e-06	1.18096e-08	2.44517e-05	3.77772e-06	1.88223e-05	1.13072e-05	1.88229e-05	7.52563e-06	1.31692e-05	1.60029e-05	1.50518e-05	5.65378e-06	1.88129e-05	9.18321e-09	2.06918e-05	1.89685e-06	1.12891e-05	1.50656e-05	2.82143e-05	1.09251e-08	1.90077e-06	2.6334e-05	5.65194e-06	1.90194e-06	1.69425e-05	1.44398e-08	3.55661e-09	1.12868e-05	8.47557e-06	3.15556e-09	5.65029e-06	5.64946e-06	6.36787e-09	5.64784e-06	3.81128e-09	7.53929e-06	5.65448e-06	1.1286e-05	7.53155e-06	5.64795e-06	1.31885e-05	1.12946e-05	1.89859e-06	5.63288e-09	5.65096e-06	5.66144e-06	5.65339e-06	7.53331e-06	2.44561e-05	0.0013432
d2_3	0.0249103	5.65956e-06	1.13098e-05	7.5406e-06	6.22463e-06	7.52775e-06	1.31719e-05	1.88234e-05	1.69475e-05	2.67092e-09	9.40781e-06	1.50741e-05	1.3183e-05	1.12875e-05	1.134e-08	1.3349e-08	1.3181e-05	5.64462e-06	1.12876e-05	2.07055e-05	5.15887e-09	9.42165e-06	5.64414e-06	5.65948e-06	5.64914e-06	6.60533e-06	5.6523e-06	5.64111e-06	1.12893e-05	7.54183e-06	9.43702e-06	1.8993e-06	1.88999e-06	1.31733e-05	1.3176e-05	1.50547e-05	1.67149e-08	7.53505e-06	3.04835e-09	7.53524e-06	7.53029e-06	1.88271e-05	5.64439e-06	5.6445e-06	3.26374e-09	2.35108e-05	5.64751e-06	1.4552e-09	2.25581e-05	1.69538e-05	1.88238e-05	2.83599e-06	1.89114e-06	5.65532e-06	1.12873e-05	1.50564e-05	1.6943e-05	5.65183e-06	1.69432e-05	1.88971e-06	5.64037e-06	1.12973e-05	7.53091e-06	1.3171e-05	2.63469e-05	1.19494e-08	5.65685e-06	1.31954e-05	2.11027e-08	1.88138e-05	2.25844e-05	7.53657e-06	1.31701e-05	1.12888e-05	6.26371e-09	1.69477e-05	5.65253e-06	1.50613e-05	1.3177e-05	1.50596e-05	2.41469e-09	5.6535e-06	7.67262e-09	5.662e-06	1.91887e-06	1.13072e-05	1.88296e-09	5.65198e-06	2.44408e-05	2.63293e-05	2.06877e-05	5.65837e-06	6.599e-06	9.4325e-09	0.00137886
d2_4	0.0153833	7.52209e-06	2.25841e-05	1.12824e-05	1.12977e-05	7.54292e-06	1.13075e-05	1.50812e-05	3.34194e-08	1.12994e-05	7.53519e-06	1.88258e-05	1.12915e-05	1.88927e-06	7.54139e-06	1.69343e-05	2.35026e-05	1.31655e-05	1.12893e-05	7.53557e-06	1.8812e-05	1.5196e-08	1.13071e-05	1.1286e-05	6.59263e-06	1.57578e-08	1.22429e-05	5.64767e-06	1.38399e-08	2.25751e-05	1.69348e-05	1.1296e-05	2.69156e-08	7.54867e-06	1.31641e-05	1.12818e-05	7.5339e-06	1.50565e-05	1.89134e-06	1.13001e-05	7.54292e-06	1.6939e-05	2.07132e-05	5.64828e-06	1.12967e-05	1.41205e-05	5.67727e-06	1.12962e-05	1.13023e-05	9.41607e-06	5.66097e-06	1.05136e-08	5.66134e-06	1.8832e-06	8.2107e-09	1.88023e-05	1.12819e-05	1.1306e-05	1.12889e-05	5.64583e-06	3.12817e-09	2.44623e-05	1.12982e-05	5.65107e-06	5.64878e-06	1.69395e-05	5.64206e-06	1.34616e-08	8.78737e-09	5.66296e-06	1.31675e-05	1.10433e-08	1.128e-05	7.53993e-06	1.43243e-08	1.31727e-05	1.69226e-05	7.53599e-06	5.65861e-06	8.45688e-09	1.12942e-05	5.63844e-06	7.52795e-06	1.31756e-05	1.69295e-05	2.44491e-05	5.64191e-06	1.31679e-05	1.12889e-05	5.65976e-06	3.786e-09	5.63926e-06	1.3177e-05	2.72786e-05	0.0015143
d2_5	0.0104047	1.13032e-05	7.53871e-06	9.64526e-07	7.54038e-06	2.44627e-05	2.822e-05	7.55147e-06	2.44584e-05	9.42755e-06	1.12912e-05	5.6569e-06	1.88266e-05	1.50575e-05	1.12864e-05	5.65175e-06	1.31903e-05	1.12884e-05	1.12966e-05	2.25891e-05	5.65801e-06	5.95217e-09	5.66047e-06	9.41474e-06	2.26004e-05	1.1286e-05	5.65174e-06	9.42539e-06	1.12906e-05	1.88153e-05	1.88277e-05	1.50532e-05	5.65115e-06	1.41123e-05	1.12967e-05	1.88124e-05	5.46918e-09	1.31803e-05	1.69259e-05	3.57336e-05	1.1295e-05	1.88308e-05	5.63805e-06	3.19654e-05	5.65795e-06	1.31699e-05	1.1287e-05	1.69299e-05	1.12912e-05	1.69176e-05	1.12865e-05	5.67228e-06	1.50563e-05	5.65624e-06	1.89198e-06	7.53701e-06	1.31799e-05	1.89737e-06	1.31808e-05	2.89597e-10	1.89909e-06	1.12835e-05	9.74785e-09	5.65476e-06	2.25683e-05	1.1289e-05	1.89729e-06	3.80355e-09	1.1293e-05	7.53562e-06	5.64924e-06	5.65143e-06	1.88468e-06	1.50516e-05	2.63341e-05	1.50474e-05	5.64052e-06	5.6559e-06	1.69372e-05	7.53354e-06	2.44571e-05	1.12877e-05	1.12756e-05	5.64861e-06	1.12953e-05	5.6543e-06	5.64868e-06	1.12844e-05	1.69596e-05	5.65061e-06	1.69542e-05	7.52572e-06	1.31518e-05	1.12927e-05	0.00140703
d2_6	0.00765383	2.07043e-05	7.54138e-06	1.22887e-08	1.90647e-06	1.13164e-05	1.50607e-05	5.6504e-06	1.69453e-05	1.31779e-05	1.12884e-05	7.54734e-06	1.12853e-05	1.31734e-05	1.31817e-05	5.65443e-06	7.54204e-06	7.53101e-06	1.90564e-06	1.69293e-05	4.05563e-09	5.65417e-06	1.6933e-05	5.64754e-06	1.12922e-05	5.65455e-06	1.12986e-05	1.40822e-09	2.2564e-05	1.31723e-05	1.13019e-05	1.31763e-05	1.88187e-05	2.8233e-05	4.05164e-10	1.03505e-05	1.89489e-06	1.40437e-08	2.82466e-05	1.88863e-06	1.31747e-05	2.22601e-08	6.91721e-09	1.58831e-08	8.60239e-09	3.19953e-05	7.53044e-06	5.65065e-06	1.12961e-05	1.88094e-05	1.31666e-05	1.12832e-05	1.50446e-08	7.52797e-06	5.65194e-06	1.13209e-05	5.66387e-06	5.64965e-06	1.69238e-05	1.5066e-05	5.65111e-06	1.78257e-08	1.12897e-05	5.64208e-06	1.69492e-05	4.45946e-09	1.41128e-05	3.7768e-06	7.52946e-06	1.31793e-05	1.27e-08	1.50567e-05	1.90236e-06	3.2968e-09	5.6451e-06	5.65458e-06	1.88506e-06	1.31629e-05	1.31579e-05	5.64571e-06	9.4265e-06	5.66255e-06	4.84633e-09	7.52065e-06	1.89191e-06	5.65554e-06	2.44441e-05	1.69454e-05	1.31641e-05	5.6394e-06	1.88226e-05	1.12877e-05	1.77396e-08	1.97424e-05	0.0013835
d2_7	0.00583772	5.66387e-06	5.65912e-06	5.64642e-06	1.89962e-06	1.74595e-08	5.64714e-06	1.90489e-06	1.31972e-05	7.52294e-06	7.5299e-06	5.65068e-06	5.44278e-09	5.65727e-06	1.88282e-05	1.12909e-05	3.57341e-05	1.69346e-05	1.31695e-05	1.31816e-05	7.53399e-06	1.88156e-05	1.3172e-05	2.37516e-08	1.8873e-06	1.31811e-05	3.32481e-09	5.64222e-06	2.445e-05	5.64542e-06	1.03538e-05	1.31869e-05	1.31644e-05	1.46726e-08	2.4053e-08	1.89563e-06	1.12823e-05	5.65777e-06	5.65863e-06	3.11903e-10	5.67044e-06	5.65277e-06	1.14724e-08	1.12969e-05	1.69439e-05	1.31796e-05	5.64949e-06	7.53307e-06	1.31695e-05	2.23809e-08	1.03597e-05	5.98577e-09	1.31682e-05	3.00816e-05	1.50506e-05	7.54357e-06	1.89956e-06	1.13012e-05	1.11348e-08	7.53143e-06	7.53405e-06	1.88277e-05	1.13048e-05	1.50565e-05	2.25837e-05	7.54531e-06	3.5718e-05	1.74253e-08	1.8905e-06	1.89588e-06	4.56578e-09	1.29636e-08	1.3174e-05	5.665e-06	5.64836e-06	7.51939e-06	1.12874e-05	7.5422e-06	1.41136e-05	1.12889e-05	1.88926e-06	2.06733e-05	8.10008e-09	5.64983e-06	1.12882e-05	1.12893e-05	5.6448e-06	1.69264e-05	1.40141e-09	2.25756e-05	5.653e-06	5.6466e-06	1.12856e-05	1.31682e-05	0.00140428
d2_8	0.00439433	9.27348e-09	2.82073e-05	7.53077e-06	7.53126e-06	5.65434e-06	1.12979e-05	2.06826e-05	1.12854e-05	5.66006e-06	5.67104e-06	1.31899e-05	2.82239e-05	7.5395e-06	7.54537e-06	5.65594e-06	1.88109e-05	1.87969e-05	1.8882e-06	5.63839e-06	9.42562e-06	1.31755e-05	1.88304e-05	5.63939e-06	5.66284e-06	1.31735e-05	6.59182e-09	2.06938e-05	1.12886e-05	9.42383e-06	1.89331e-06	5.65602e-06	1.89474e-06	5.65454e-06	1.12976e-05	3.77397e-06	2.07089e-05	1.69257e-05	1.88228e-05	2.06743e-05	3.89928e-08	1.13014e-05	3.97214e-09	1.00329e-08	1.31919e-05	1.88239e-05	1.88092e-05	1.70432e-08	7.52814e-06	1.89259e-06	1.69283e-05	1.12969e-05	1.31784e-05	1.88073e-05	1.44272e-08	2.00403e-08	1.88296e-05	1.31756e-05	1.91227e-06	1.13013e-05	1.4968e-08	1.31737e-05	1.88036e-05	7.5292e-06	1.88904e-06	9.71254e-07	1.69304e-05	1.88065e-05	1.69296e-05	6.19596e-09	5.64601e-06	5.42209e-09	1.69167e-05	2.25819e-05	9.41439e-06	5.64052e-06	9.40916e-06	1.88322e-05	2.07017e-05	2.25821e-05	2.63471e-05	5.64658e-06	5.66418e-06	1.6931e-05	2.06884e-05	1.31722e-05	5.65271e-06	1.31704e-05	1.12848e-05	1.3157e-05	1.60091e-05	5.64683e-06	1.31609e-05	1.69424e-05	0.0015528
d2_9	0.00363979	9.4134e-06	2.446e-05	1.69316e-05	1.69377e-05	1.13111e-05	5.65159e-06	5.66263e-06	1.31926e-05	5.64699e-06	5.6545e-06	1.13089e-05	5.65493e-06	2.25646e-05	1.88366e-05	5.6481e-06	3.78383e-06	2.82057e-05	1.31663e-05	3.2925e-05	3.00832e-05	1.90638e-06	1.8806e-05	1.88251e-05	1.88208e-05	1.50444e-05	1.69358e-05	1.12821e-05	1.1286e-05	1.18377e-08	7.55599e-06	1.88124e-05	1.88055e-05	7.53291e-06	5.64902e-06	1.12885e-05	5.64275e-06	1.1312e-05	1.65951e-08	1.31644e-05	5.65414e-06	2.97523e-08	1.89798e-06	7.52674e-06	2.25711e-05	1.6929e-05	5.65334e-06	1.88112e-05	1.12919e-05	1.31798e-05	1.12811e-05	1.13018e-05	1.88157e-05	5.66515e-06	1.3173e-05	1.31781e-05	5.64737e-06	2.25567e-05	7.55144e-06	7.5254e-06	1.12936e-05	1.1296e-05	1.31804e-05	7.52726e-06	1.69414e-05	1.12753e-05	5.64492e-06	1.89128e-06	2.07245e-05	1.31709e-05	1.89844e-06	2.25714e-05	1.31828e-05	1.12903e-05	1.60733e-08	5.64604e-06	2.63531e-05	7.53812e-06	3.54017e-09	1.12886e-05	1.31687e-05	3.00974e-05	1.12852e-05	1.1288e-05	1.50675e-05	1.88242e-05	1.88057e-05	1.69412e-05	5.65146e-06	1.31641e-05	2.63418e-05	5.6433e-06	1.88818e-06	1.31753e-05	0.00127455
