	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d3_0	0	0.181684	0.0627444	0.028889	0.0150082	0.00819011	0.00488363	0.00286209	0.00187134	0.00111728	0.000732817	0.000538419	0.000340808	0.000186162	0.000171598	0.00010686	8.34263e-05	5.08912e-05	7.98946e-05	6.70221e-05	2.58194e-05	3.08485e-05	2.48919e-05	2.7751e-05	1.89791e-05	1.34232e-05	2.77252e-06	1.71364e-06	3.26686e-06	1.21651e-06	5.73934e-06	3.17894e-06	7.40627e-07	2.44765e-06	7.31626e-07	6.91478e-06	9.43713e-06	2.26628e-07	1.63294e-07	6.87342e-08	6.12763e-08	8.10411e-07	1.97166e-07	5.64345e-08	4.11617e-08	1.01896e-08	1.28646e-08	1.54738e-08	3.10032e-09	2.6739e-09	1.59548e-10	0	1.27729e-09	0	0	0	3.10824e-11	0	2.23367e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.103	0.000352718	0.00034286	0.000286597	0.000273442	0.000241014	0.000224007	0.000184621	0.000200035	0.000142906	0.000124695	0.000112217	0.000109367	0.000126914	0.000105824	5.10544e-05	5.32901e-05	4.77383e-05	4.04912e-05	4.42129e-05	4.44199e-05	4.14351e-05	3.34693e-05	1.37773e-05	7.94698e-06	7.98667e-06	8.19703e-06	6.89953e-06	1.76973e-05	1.75626e-05	2.77012e-06	1.08465e-06	2.8431e-05	2.09064e-06	6.97398e-07	8.22944e-06	4.36909e-07	2.9746e-07	2.58999e-07	3.70581e-06	9.86845e-08	1.23483e-07	8.96059e-08	8.66822e-08	7.61635e-08	3.5366e-08	5.29146e-08	2.40911e-08	1.10791e-07	5.69103e-09	4.18597e-08	7.44561e-10	4.74618e-09	3.10825e-09	5.08867e-09	9.85452e-10	0	2.01378e-08	0	0	0	0	0	0	1.28196e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.0330659	0.000280927	0.000239175	0.000285658	0.000278555	0.000221693	0.000179358	0.00016443	0.000145381	0.000175004	0.000166438	0.000116587	0.000100322	0.000100408	8.46389e-05	9.57689e-05	5.36568e-05	6.54476e-05	5.85595e-05	2.95007e-05	3.2786e-05	2.89843e-05	2.52052e-05	4.10673e-05	3.11143e-05	3.65905e-05	1.00741e-05	1.90244e-05	3.22893e-05	2.36565e-05	4.22025e-06	1.11551e-05	2.85594e-06	9.73872e-06	5.96137e-07	5.49337e-07	2.60178e-06	5.26417e-07	5.50843e-07	3.71612e-07	3.05971e-07	3.86241e-07	1.61844e-07	1.50438e-07	8.22586e-08	1.43892e-08	1.24386e-07	1.04405e-08	7.74186e-08	4.42759e-09	2.2249e-08	1.5818e-08	1.66308e-06	1.04483e-08	1.18658e-08	1.47821e-08	6.06464e-09	4.24108e-09	0	0	0	1.27103e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.0141958	0.000247482	0.000233239	0.000181949	0.000189842	0.0002013	0.000201832	0.000187808	0.000167553	0.000156345	0.000123999	0.000147739	0.000111939	7.92099e-05	8.66518e-05	9.666e-05	6.4437e-05	5.48576e-05	5.92448e-05	6.77041e-05	7.3338e-05	3.52262e-05	4.46946e-05	4.69515e-05	3.34381e-05	3.31232e-05	1.32533e-05	1.41129e-05	5.76496e-06	1.46109e-05	2.74741e-05	1.19664e-05	2.95005e-05	1.3171e-05	1.09499e-05	7.91545e-06	8.68766e-06	8.45084e-06	5.83637e-06	1.23004e-05	4.7561e-07	4.20848e-07	2.46896e-07	1.35398e-07	5.99876e-07	3.74401e-06	6.51442e-08	1.24056e-07	1.03342e-07	6.11946e-08	3.26099e-08	5.86926e-08	5.87446e-08	1.06376e-08	6.71667e-09	3.48897e-08	1.12569e-08	8.74301e-09	0	8.94089e-09	0	1.78592e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.00682855	0.000167745	0.000191027	0.00016685	0.000155915	0.000155774	0.000192647	0.000116597	0.000155753	0.000115852	0.00010553	0.000122637	0.000116975	0.000105388	8.84884e-05	0.000101994	0.000128982	5.23049e-05	7.38984e-05	0.000106945	6.56743e-05	3.47426e-05	4.07876e-05	7.47055e-05	4.4705e-05	4.14442e-05	3.10365e-05	1.53226e-05	2.31125e-05	3.48256e-05	1.79879e-05	1.5087e-05	3.11965e-05	1.75576e-06	1.16021e-05	7.70504e-06	5.29402e-06	6.57856e-06	3.47623e-06	5.50019e-07	7.61148e-06	4.16182e-07	8.19061e-07	8.87861e-06	2.94468e-07	8.13455e-06	4.9462e-08	2.82671e-07	2.2267e-06	8.87122e-08	1.60976e-07	5.95918e-06	2.74803e-08	3.04331e-08	7.40454e-09	4.24222e-08	0	3.57724e-08	1.20452e-07	3.63648e-09	0	1.70324e-08	4.83195e-09	7.31436e-07	5.20121e-09	0	0	0	2.99268e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	0.00346598	0.000172346	0.000107838	0.000154456	0.000161061	0.000156784	0.000178677	0.000123342	0.000179414	0.000153251	0.000125729	9.47276e-05	0.000145626	9.40142e-05	0.000111196	0.000156991	0.000110193	0.000130502	9.05532e-05	7.20891e-05	4.4308e-05	4.73317e-05	7.38957e-05	3.81336e-05	5.30894e-05	2.72614e-05	4.31761e-05	6.30878e-05	6.1441e-05	2.8601e-05	3.72036e-05	1.92405e-05	2.56092e-05	2.62811e-05	3.50316e-06	2.36159e-05	3.65942e-06	1.90713e-05	2.19617e-06	1.38767e-05	5.38493e-06	2.68006e-05	6.98776e-07	2.33074e-06	1.72986e-06	3.49238e-06	2.58423e-07	1.5555e-07	6.93936e-07	1.18771e-05	1.91907e-07	2.75581e-06	7.99007e-08	4.47499e-08	9.13621e-08	9.87456e-08	8.76291e-08	3.43729e-08	1.45539e-07	1.2391e-08	2.8892e-08	2.78975e-08	0	7.81539e-08	1.11269e-09	6.75965e-11	1.77098e-09	0	0	8.47111e-09	2.11427e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	0.0018987	0.000107943	8.40413e-05	0.000169529	0.000131556	0.000106958	0.000161747	0.000157368	0.000125141	0.000165668	0.000106684	8.94908e-05	9.51601e-05	0.000114354	0.000131421	8.76412e-05	0.000104114	0.000100817	0.000108904	0.000103105	0.000103692	8.13828e-05	4.71911e-05	6.7714e-05	5.40401e-05	4.69714e-05	4.30232e-05	4.50378e-05	2.97423e-05	1.94241e-05	1.59226e-05	2.51754e-05	1.92555e-05	2.38141e-05	1.94896e-05	6.81699e-06	7.04818e-06	2.77886e-05	8.29014e-06	8.7743e-06	6.45859e-06	2.19466e-06	2.42796e-06	9.00033e-07	5.93054e-06	1.06691e-05	1.52739e-06	5.67021e-07	1.16032e-06	1.43206e-07	3.39349e-07	1.01067e-07	1.11899e-06	2.09242e-07	1.33048e-07	5.50691e-08	1.52189e-05	1.10878e-08	5.65232e-08	3.02301e-07	7.83212e-08	1.32709e-09	1.50879e-06	4.01762e-09	1.31623e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_7	0.00104601	7.67743e-05	7.48755e-05	0.000142848	0.000101077	8.481e-05	0.000104338	0.000107821	9.33534e-05	0.000121319	0.000103959	0.000116741	8.66404e-05	0.000125976	6.31594e-05	0.000102972	9.6857e-05	6.96069e-05	7.25195e-05	8.48477e-05	8.32563e-05	0.000107078	9.41592e-05	4.11692e-05	8.54801e-05	4.50271e-05	5.00842e-05	4.24486e-05	4.17631e-05	2.0101e-05	3.70966e-05	2.79972e-05	5.32006e-05	4.65133e-05	2.60159e-05	2.08379e-05	2.61091e-05	9.28097e-06	2.36159e-06	8.82823e-06	1.07588e-05	1.52966e-05	4.17662e-06	1.81447e-05	1.28416e-05	2.71379e-05	9.21619e-06	1.99447e-06	5.26857e-06	3.8436e-07	2.7177e-07	2.37729e-07	8.38635e-06	1.94425e-07	9.23342e-08	1.25545e-05	8.55716e-06	2.35005e-08	1.0765e-07	1.38062e-08	5.9514e-08	5.6483e-08	1.58196e-08	7.67275e-07	5.55934e-09	0	1.97162e-08	0	7.1892e-09	3.76788e-09	1.35898e-09	1.08522e-08	4.03994e-09	0	4.7171e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0.000589181	0.000102717	7.32671e-05	0.000105825	9.97077e-05	0.000106233	0.00010079	9.70739e-05	9.1378e-05	0.000121	0.000116639	0.000142526	0.000107065	9.56751e-05	8.15569e-05	6.74847e-05	9.58895e-05	0.000118611	0.000100955	0.000141412	8.88804e-05	8.10653e-05	9.00007e-05	6.21267e-05	6.7709e-05	6.39637e-05	6.19213e-05	3.86472e-05	4.39008e-05	5.56402e-05	2.55382e-05	4.98626e-05	2.98091e-05	1.88343e-05	1.6231e-05	3.40309e-05	2.27087e-05	1.87378e-05	1.08012e-05	6.55909e-06	7.80731e-06	1.79717e-05	1.56164e-05	8.98312e-06	4.68923e-06	3.08857e-06	4.00168e-06	6.73442e-06	7.74754e-06	7.16461e-07	2.08559e-07	5.51117e-06	2.27164e-06	7.98265e-06	1.6541e-07	1.295e-07	2.15248e-07	4.01309e-06	8.16238e-06	3.12332e-06	2.87095e-08	7.55347e-08	2.32885e-08	4.56171e-08	2.10647e-08	3.61466e-09	8.09988e-09	8.95647e-09	2.08244e-09	0	4.22872e-09	2.08109e-08	0	7.77879e-10	0	0	1.39974e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_9	0.000340493	5.31678e-05	6.80023e-05	8.49255e-05	0.000100254	9.81805e-05	7.9524e-05	8.08206e-05	9.47499e-05	9.34546e-05	9.83316e-05	6.513e-05	8.82022e-05	0.000115412	0.000131178	7.32178e-05	7.59336e-05	8.81529e-05	7.66393e-05	9.48971e-05	7.07068e-05	9.94844e-05	5.42219e-05	0.000111453	3.78406e-05	7.70845e-05	6.57257e-05	6.36824e-05	4.8562e-05	5.95638e-05	8.45367e-05	5.43455e-05	4.106e-05	4.16749e-05	1.95089e-05	2.95317e-05	3.77773e-05	5.43554e-05	2.80632e-05	1.54014e-05	2.1127e-05	1.19684e-05	5.60016e-06	3.75696e-05	8.35513e-06	2.16064e-05	2.97486e-06	8.33519e-06	1.01195e-05	1.86887e-06	4.04512e-06	1.03374e-05	5.83799e-06	7.40511e-07	1.59582e-07	1.31551e-07	1.94846e-06	9.83611e-07	4.09205e-08	1.29863e-06	4.87588e-08	4.1237e-08	2.24808e-07	0	2.21114e-08	1.5716e-08	0	3.99885e-08	6.84096e-09	0	8.62311e-09	2.50333e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
