	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.0195463	0.0110423	0.00804663	0.006713	0.00580769	0.00527266	0.00481131	0.00438055	0.004155	0.00415651	0.00368635	0.00363943	0.00332515	0.00343984	0.00320499	0.00318349	0.003187	0.00315995	0.00302559	0.00297316	0.00299476	0.00287266	0.00299283	0.00281399	0.00292273	0.00274542	0.00274203	0.0027819	0.00283161	0.00271997	0.0028536	0.00248854	0.0026385	0.00254354	0.00263132	0.0026953	0.00280599	0.00257499	0.00243501	0.00247893	0.00235621	0.00245515	0.00246849	0.00231319	0.00229327	0.00238874	0.00231438	0.00235274	0.00238297	0.00220109	0.00235698	0.0020646	0.00228301	0.00218423	0.0022923	0.00208093	0.00233708	0.0021355	0.00222383	0.00222408	0.00218451	0.00220484	0.00201157	0.00238554	0.00204959	0.00201407	0.00206662	0.00195851	0.00203615	0.00202232	0.00211958	0.00205349	0.00187054	0.00198836	0.00198002	0.00198081	0.00195666	0.00198284	0.00198211	0.00197877	0.00194639	0.0811507
d3_1	0.101676	2.25106e-05	2.749e-05	1.67769e-05	1.52625e-05	1.60899e-05	1.67441e-06	2.26482e-05	6.62385e-06	9.60456e-06	2.09108e-05	1.4384e-05	9.00991e-06	3.34231e-06	6.28021e-06	2.0135e-05	2.34217e-06	8.32212e-06	3.72426e-06	2.23233e-06	6.90938e-06	1.17375e-05	2.00945e-06	2.0439e-06	2.89946e-06	3.93915e-06	7.92139e-06	1.19171e-05	2.04341e-05	5.01261e-06	7.81795e-06	2.63158e-05	1.02583e-05	1.88821e-05	9.12295e-06	9.5233e-06	4.29141e-08	1.73814e-05	5.28259e-06	1.64552e-05	8.40717e-06	2.69003e-06	1.03754e-05	5.61122e-06	8.72494e-06	1.30648e-06	5.04396e-06	1.10206e-05	7.56164e-06	9.51586e-06	1.28307e-05	4.00025e-06	3.8869e-06	1.96553e-05	3.32339e-06	1.2686e-05	1.1845e-05	2.33374e-05	8.06731e-06	1.42386e-05	9.39538e-06	4.15845e-06	6.99663e-07	3.03215e-05	1.60726e-05	6.49938e-06	9.22878e-06	3.32208e-05	5.68694e-06	1.34306e-05	1.4368e-05	2.33956e-05	6.11541e-06	9.42215e-06	5.65439e-06	5.34045e-07	4.96034e-06	1.05787e-05	7.47561e-06	2.04399e-05	1.90537e-08	3.41343e-05	0.000500643
d3_2	0.0337431	4.19121e-06	9.98645e-06	2.23135e-05	7.9833e-06	2.92567e-06	2.15132e-05	1.45328e-05	6.38946e-06	3.11278e-05	6.84016e-06	1.50355e-05	6.15038e-06	3.36494e-06	3.28861e-06	1.60335e-05	4.77344e-06	5.6002e-06	1.16722e-05	1.15026e-05	4.75933e-05	2.53059e-06	7.8032e-06	6.08363e-06	6.97075e-06	5.30817e-06	3.90428e-06	1.06393e-05	1.4576e-05	6.51655e-06	5.19686e-06	5.20823e-06	4.4529e-06	8.7142e-07	1.15855e-05	1.31704e-05	1.80109e-05	1.0589e-05	1.0768e-05	4.00414e-06	5.80043e-06	1.10292e-05	2.04268e-05	8.32781e-06	2.57359e-07	4.96971e-06	3.85331e-06	5.3094e-06	7.9485e-06	4.40421e-06	1.0243e-05	1.58228e-05	6.82752e-06	2.30222e-06	1.01478e-05	2.10526e-05	2.50921e-05	1.76364e-06	3.84614e-06	1.46119e-05	2.51798e-05	9.89456e-06	8.135e-06	1.06248e-05	1.82037e-05	7.15647e-06	1.30893e-05	4.00542e-06	1.32726e-05	4.24139e-06	1.86962e-05	1.32303e-05	2.55319e-06	3.05403e-05	2.02912e-06	1.22038e-05	3.98095e-06	1.85295e-05	2.10507e-05	1.83175e-05	8.76871e-06	2.32068e-05	0.000498705
d3_3	0.0154918	7.97961e-06	1.53477e-05	2.78782e-06	7.58393e-06	8.5638e-06	2.27219e-05	1.29978e-05	7.63384e-06	7.1186e-06	8.79016e-06	2.54997e-05	1.17712e-05	1.06782e-05	4.63652e-06	5.81177e-06	1.84654e-05	1.42746e-05	1.08297e-05	7.76333e-07	1.53388e-05	1.02476e-05	1.54235e-05	1.26392e-05	3.79028e-06	1.01351e-05	8.71847e-06	1.24546e-05	8.296e-06	8.24277e-06	1.31963e-05	6.37606e-06	3.0895e-06	1.54463e-05	2.65855e-07	3.71054e-06	2.42231e-05	2.95338e-06	1.31492e-05	4.26268e-06	1.42591e-05	1.27447e-06	8.67262e-08	1.41398e-05	1.5416e-05	9.32373e-06	2.21362e-05	5.36788e-06	1.02528e-05	5.65589e-06	3.11818e-08	2.43272e-05	1.01272e-05	1.26325e-06	8.12574e-06	1.47405e-06	7.0247e-06	9.56098e-06	7.11001e-06	1.79066e-06	5.868e-06	1.6593e-05	4.71623e-06	6.80558e-06	2.45542e-05	1.96447e-05	2.84726e-06	1.58989e-06	1.67722e-05	2.69662e-06	4.55233e-06	5.41796e-06	6.29836e-06	9.60318e-06	7.82497e-06	1.99894e-05	1.37039e-05	1.40604e-05	9.051e-06	4.56496e-06	9.84667e-06	5.22923e-06	0.000512688
d3_4	0.00815241	3.58763e-06	2.94402e-05	1.3493e-05	1.6713e-05	3.5384e-06	3.39618e-06	1.54271e-05	1.35456e-05	8.1047e-07	5.84185e-06	2.93638e-06	5.89485e-06	2.06421e-05	1.86944e-05	9.70186e-06	1.22212e-05	1.01305e-05	1.1031e-05	5.06453e-06	3.03695e-06	7.86071e-06	6.50841e-06	1.79641e-05	8.77994e-06	8.30122e-06	5.05786e-06	5.03839e-06	1.31542e-05	9.02445e-06	5.22005e-07	3.03578e-05	1.38216e-05	2.72415e-06	2.44693e-05	4.47606e-07	7.04919e-06	4.49016e-06	3.27177e-06	6.95949e-07	8.66275e-06	5.44132e-06	7.06052e-06	9.74147e-06	2.82011e-06	8.44712e-06	1.86325e-05	1.28876e-05	8.39874e-06	4.17263e-06	8.91772e-06	1.433e-05	1.9056e-05	4.81681e-06	3.01821e-05	6.64684e-06	6.8822e-06	9.23183e-06	4.83391e-06	1.1696e-05	1.496e-05	1.67528e-05	8.38353e-06	2.34869e-06	4.0458e-05	5.95514e-06	6.71446e-06	9.33598e-06	1.57837e-05	9.28922e-06	5.51347e-06	1.06154e-05	5.36134e-06	6.1481e-06	1.74691e-05	7.0347e-06	2.54942e-06	7.82486e-06	1.58455e-05	7.78107e-06	5.49548e-06	1.79936e-05	0.00052357
d3_5	0.00498127	4.32028e-05	1.21794e-05	2.24456e-05	3.01967e-06	1.46564e-05	5.93113e-06	5.15711e-06	7.0725e-06	9.24941e-06	1.25873e-05	1.47941e-05	1.32133e-05	9.57073e-06	4.59217e-06	9.74371e-06	1.4502e-05	1.24378e-05	5.33812e-06	7.74136e-06	1.26152e-05	2.39781e-06	7.23408e-06	5.76177e-06	9.71014e-06	1.70397e-06	2.1574e-05	1.61108e-05	1.02092e-05	4.6183e-06	1.87362e-05	6.04882e-06	8.17331e-06	4.56074e-07	2.09873e-05	7.20633e-06	8.152e-06	4.8553e-06	1.52551e-05	6.80874e-06	8.33065e-06	2.57109e-06	5.43413e-06	5.13861e-06	7.78924e-06	6.79405e-06	1.03021e-05	3.08877e-06	9.94715e-06	2.54977e-05	2.1731e-05	9.34325e-06	2.36252e-06	4.23269e-06	2.03539e-05	2.11509e-05	7.74453e-06	1.51978e-05	9.65073e-07	1.40505e-05	1.63764e-05	3.16094e-06	1.39431e-05	9.11328e-06	9.34693e-06	9.01385e-06	1.21292e-05	1.26083e-06	1.35669e-05	7.80352e-06	1.54217e-05	1.71725e-05	1.61348e-05	1.91751e-05	1.8352e-06	1.99269e-05	4.78118e-06	2.04587e-05	1.55894e-05	3.02488e-05	1.82693e-06	2.32559e-05	0.000610273
d3_6	0.00338485	6.2344e-06	8.4906e-06	1.32622e-05	3.38069e-05	2.59235e-06	1.0004e-05	7.11921e-06	4.78402e-06	1.88347e-05	2.53861e-05	3.30147e-06	6.67066e-06	1.22451e-05	1.60439e-05	1.53883e-05	2.6391e-06	3.42326e-05	6.23011e-06	1.05743e-05	7.3399e-07	9.52539e-09	6.09986e-06	6.01767e-06	4.69441e-06	2.96569e-05	2.47724e-07	9.57383e-06	1.56696e-05	5.99101e-06	1.50108e-05	1.50858e-05	1.05251e-05	6.70505e-06	4.66324e-06	7.40223e-07	2.55912e-05	1.26827e-05	8.51007e-06	2.30755e-06	2.52171e-05	1.04737e-05	2.39115e-05	1.04753e-05	1.16266e-05	1.4469e-05	1.71885e-05	6.31004e-06	5.92646e-06	2.50414e-06	1.18874e-05	1.65378e-05	6.00176e-06	3.10392e-06	1.02433e-05	7.20346e-06	1.44961e-05	1.01978e-05	7.62529e-06	2.50516e-06	2.09605e-05	2.03476e-06	1.3577e-05	3.43479e-05	6.88424e-06	2.28732e-08	2.5122e-06	1.36612e-05	1.35821e-07	6.3236e-06	2.05065e-06	5.6485e-06	6.26218e-06	1.0202e-05	1.30281e-05	1.71014e-05	8.55746e-06	1.64996e-05	6.61149e-06	2.3254e-05	8.70526e-07	1.3716e-05	0.000506375
d3_7	0.00235065	3.23379e-05	1.76363e-05	2.38336e-05	1.48929e-05	4.90888e-08	1.62791e-05	9.61314e-06	5.86657e-06	1.01904e-05	7.22703e-06	3.16574e-05	1.03856e-06	3.94222e-06	5.47423e-06	9.65784e-06	2.3328e-06	2.51666e-05	1.43582e-05	1.23546e-05	2.02289e-06	1.38283e-05	3.74285e-06	1.22883e-05	8.66979e-06	3.53086e-06	7.03635e-06	1.3934e-05	1.14024e-05	1.65878e-06	6.06469e-07	9.78323e-06	4.86246e-06	4.76053e-06	7.55277e-06	2.79785e-05	1.02829e-05	5.77819e-06	7.44425e-06	2.74302e-05	7.22697e-06	4.76968e-06	6.85216e-06	1.7956e-05	1.21497e-06	5.13078e-06	4.72828e-06	9.75465e-06	6.55022e-06	1.09215e-05	1.67242e-05	1.31522e-05	3.90141e-05	4.57076e-06	7.50631e-06	1.76159e-05	9.2989e-06	1.48745e-05	2.26565e-05	3.93207e-06	3.32532e-06	1.24456e-05	1.52702e-05	4.06484e-07	5.42792e-06	5.00152e-06	1.26586e-05	1.61641e-05	4.07318e-06	7.91961e-06	1.66609e-06	7.95802e-06	6.23866e-06	1.60642e-05	2.02494e-05	4.26736e-08	1.51907e-05	8.11472e-06	2.16216e-05	1.19549e-05	7.10216e-06	1.54822e-05	0.000544916
d3_8	0.00210075	4.93248e-06	1.24303e-05	3.313e-06	3.00299e-06	6.90737e-06	2.59056e-05	4.25534e-06	2.01981e-05	5.41466e-06	1.02817e-05	9.25873e-06	3.02221e-06	1.48239e-05	6.02884e-06	1.10578e-05	0	1.9299e-06	9.34939e-06	1.2429e-05	1.54367e-05	1.24854e-05	1.6089e-05	5.60561e-06	1.5491e-06	5.87382e-06	1.20128e-05	6.35752e-06	1.29466e-05	3.59461e-06	2.16946e-05	9.6487e-06	3.47664e-05	3.14844e-06	6.76748e-06	9.89922e-06	7.39682e-06	1.23612e-07	1.06336e-05	7.75684e-06	2.07584e-05	3.42183e-06	4.58428e-06	1.05053e-05	3.72332e-08	1.59637e-05	4.51204e-06	2.06534e-05	1.37155e-05	9.25252e-06	1.09006e-06	1.21612e-05	1.67737e-05	7.07711e-06	9.48421e-06	6.03118e-06	7.73722e-06	2.62995e-06	2.94375e-06	8.83518e-06	1.56509e-06	1.82486e-05	9.07251e-06	1.68005e-06	2.55858e-05	3.29072e-06	2.04463e-05	1.07521e-05	1.88678e-05	8.06028e-06	7.91975e-07	7.76327e-07	6.68667e-06	1.10542e-05	8.85351e-07	1.60543e-05	8.01946e-06	9.19085e-06	9.00878e-06	1.95313e-05	1.20009e-05	4.7704e-06	0.000578875
d3_9	0.00174073	3.52875e-06	1.76024e-05	1.59823e-05	2.32243e-06	1.33521e-05	1.21756e-05	1.66913e-05	5.98357e-06	7.9467e-06	3.25159e-05	1.99904e-05	6.53172e-06	9.83747e-06	1.2288e-06	5.39331e-06	2.32546e-05	9.20275e-06	1.4365e-05	1.74443e-05	8.11525e-06	7.83134e-06	9.52846e-06	3.0573e-06	1.65741e-05	8.52417e-06	1.81028e-05	8.0885e-06	1.94683e-05	9.49937e-06	5.14204e-06	7.79318e-06	7.97743e-06	8.47802e-06	3.24776e-05	1.73356e-05	1.84373e-05	5.90293e-06	2.46839e-07	1.35828e-05	5.89634e-06	8.84525e-06	4.73416e-06	1.90908e-06	1.42802e-05	7.86288e-06	2.57092e-07	4.69061e-06	6.00153e-06	3.16372e-05	6.69237e-06	1.02511e-06	2.2383e-05	1.68891e-05	1.78942e-05	3.19161e-08	3.52181e-06	8.97957e-06	6.47823e-06	1.01005e-05	5.71597e-06	1.65842e-05	4.27454e-06	6.92223e-06	5.63907e-06	1.60307e-05	1.04689e-05	3.63096e-06	1.80104e-06	1.7212e-05	9.51189e-06	2.89074e-05	1.25258e-05	1.9211e-05	5.20616e-06	2.05904e-05	1.24159e-05	1.84185e-06	2.68963e-06	7.72778e-06	1.05723e-05	2.88642e-06	0.000546311
