	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d3_0	0	0.0130578	0.00702552	0.00482952	0.00389921	0.00332011	0.00289916	0.00247752	0.00231625	0.00204596	0.00208176	0.00186984	0.00172782	0.00183435	0.00181952	0.00167177	0.00156432	0.00154475	0.00147557	0.00143331	0.00145378	0.00146636	0.00129854	0.00128974	0.00131328	0.0013354	0.00126927	0.00130731	0.00131272	0.00129167	0.00123875	0.001179	0.00116478	0.00122764	0.0010524	0.00124737	0.00119033	0.00117011	0.00108908	0.00111687	0.00111664	0.00106745	0.00110396	0.0010635	0.00109474	0.00104335	0.00106289	0.000935906	0.00116062	0.00103998	0.00105707	0.00110273	0.00119806	0.000995628	0.00109865	0.00117088	0.00100462	0.00102709	0.0010819	0.00102303	0.00099459	0.00102292	0.00102771	0.000997466	0.00108577	0.0010268	0.000943783	0.00105167	0.00096584	0.000948297	0.00103234	0.000962912	0.00097323	0.00103513	0.00102723	0.000964013	0.000969442	0.000997185	0.000997866	0.00101689	0.000861089	0.000971017	0.000869619	0.000946972	0.000988075	0.000824424	0.00095404	0.00110004	0.000925154	0.00103128	0.000878494	0.00083201	0.000977379	0.000893404	0.231251
d3_1	0.0963536	4.65294e-06	1.19246e-06	0	8.9312e-07	2.84833e-06	1.15657e-06	0	0	0	0	0	3.27199e-07	2.62606e-06	4.99561e-06	0	1.64151e-06	0	0	0	7.15873e-06	6.26617e-06	0	0	0	4.98813e-06	1.29147e-06	2.24425e-06	2.34442e-06	1.37452e-07	1.83981e-06	1.86833e-06	0	4.67523e-08	0	0	3.20881e-06	0	1.8837e-06	0	0	0	0	3.53409e-07	1.22847e-06	0	2.7508e-06	1.74143e-06	2.50197e-07	0	0	2.51446e-06	0	7.95672e-06	1.49202e-06	7.38758e-08	0	5.23164e-06	0	0	1.20273e-06	7.86999e-07	0	0	0	9.123e-06	0	0	6.64037e-06	2.2972e-06	0	0	1.28377e-06	0	2.35656e-07	3.12015e-07	0	1.99798e-06	1.31432e-06	5.1342e-07	0	5.28532e-07	5.27977e-07	9.83996e-07	0	0	2.75467e-07	5.23871e-06	3.79398e-07	2.99917e-06	0	5.05166e-08	0	2.20686e-07	0.000615926
d3_2	0.032405	0	0	1.04279e-06	2.69446e-06	0	1.84521e-07	9.90544e-07	0	2.54096e-06	0	3.99779e-06	0	4.66773e-06	3.36777e-06	3.71334e-07	0	1.76993e-06	0	8.37073e-07	0	0	0	3.26997e-06	0	0	0	1.15519e-06	0	7.28656e-07	0	0	4.0522e-07	1.03293e-08	2.07863e-06	6.21092e-07	0	2.19027e-06	8.85214e-06	5.85203e-07	3.4731e-06	2.35369e-06	0	4.27369e-06	0	1.88874e-06	3.43865e-06	0	3.58274e-06	0	1.28085e-06	0	1.54589e-06	0	0	4.51401e-06	7.60205e-07	4.97892e-07	0	0	0	1.87814e-06	1.55949e-07	0	6.46677e-06	0	0	0	3.19545e-07	0	0	0	0	2.14369e-06	1.99761e-06	3.2481e-07	0	0	4.16851e-06	5.75437e-06	0	1.02481e-06	4.59487e-06	1.45288e-06	0	0	1.53961e-07	8.93095e-07	0	5.52066e-07	0	0	0	3.38788e-06	0.000569786
d3_3	0.0150635	4.8909e-06	0	0	0	0	6.14091e-07	9.93018e-08	4.28672e-06	0	7.37722e-06	0	2.12221e-07	4.89099e-07	6.68015e-06	3.52778e-06	3.48039e-06	0	0	0	0	0	0	4.44206e-06	9.21019e-07	0	1.54666e-06	0	0	0	2.82997e-06	0	5.13433e-06	4.3903e-06	0	6.69763e-07	3.38042e-06	3.26243e-06	0	0	0	0	0	1.32587e-06	2.25923e-06	1.94172e-08	3.40203e-06	0	3.5197e-06	4.36637e-07	0	5.15807e-06	8.2342e-07	5.85883e-06	0	1.42204e-05	5.79828e-06	5.63738e-06	0	4.64946e-07	2.00013e-06	0	0	0	0	2.02757e-06	1.08754e-06	1.28673e-06	0	3.12461e-06	8.69577e-07	2.51881e-06	0	1.59545e-06	0	2.29025e-06	9.60097e-07	4.4699e-07	5.64873e-07	0	0	6.56308e-06	3.06576e-07	2.11015e-06	0	3.9421e-06	1.17025e-06	0	0	2.67574e-06	7.28778e-06	0	3.10466e-06	3.45958e-06	0.000589728
d3_4	0.00824052	1.55181e-06	2.98692e-06	0	4.90054e-07	5.90582e-07	0	4.606e-06	7.79637e-06	0	2.19771e-06	0	2.61057e-06	0	2.97102e-06	1.99086e-06	0	2.62181e-06	0	0	0	0	0	1.1005e-06	1.18718e-06	1.2066e-07	9.51632e-07	5.21986e-06	0	2.21015e-06	1.78603e-06	0	5.63256e-06	1.49333e-06	1.21332e-05	0	0	0	0	0	2.08248e-07	0	0	3.02101e-06	1.43127e-06	1.26921e-06	0	1.50193e-06	0	0	1.30463e-06	0	1.67363e-05	6.90456e-07	0	1.531e-08	2.79159e-07	0	1.57936e-07	4.72968e-07	5.63988e-07	4.04209e-07	0	0	4.65428e-06	0	1.25612e-05	7.24348e-07	0	0	2.6652e-06	1.93821e-06	0	2.83375e-07	0	2.93111e-06	0	4.94944e-06	0	4.59375e-07	0	0	0	0	2.56465e-06	2.52771e-06	0	0	0	0	4.8935e-07	1.2603e-05	2.50181e-07	0	0.000562896
d3_5	0.00528793	6.51027e-07	0	0	0	1.96807e-06	9.78356e-07	0	9.91703e-07	3.14391e-07	0	0	0	0	6.00328e-07	0	4.45633e-06	9.24146e-06	3.46031e-06	4.15708e-07	0	0	4.41583e-06	6.2437e-08	1.05714e-07	2.03983e-06	5.68386e-06	2.13367e-06	0	0	1.12682e-06	0	0	2.65608e-06	2.05542e-07	5.36039e-06	2.72801e-06	4.2414e-06	0	9.61239e-06	3.66611e-06	6.55036e-07	0	0	5.42714e-06	0	5.15722e-07	0	1.98325e-06	1.49591e-05	7.10096e-07	5.64462e-06	7.70399e-06	0	0	7.425e-06	0	0	0	2.08358e-06	0	1.41833e-06	3.09896e-06	0	0	0	0	5.8959e-07	2.86156e-06	0	0	0	2.32308e-06	0	6.71602e-07	1.26027e-06	1.78938e-06	6.7433e-06	6.76737e-07	0	0	0	2.88137e-06	0	1.73189e-07	0	0	0	8.10067e-06	4.84028e-07	0	5.95832e-07	5.46459e-06	5.10732e-07	0.000673414
d3_6	0.0037881	0	0	6.8301e-07	1.03159e-06	0	0	0	6.4024e-06	1.16504e-06	8.88227e-07	0	5.35015e-07	1.68749e-06	0	4.03371e-06	0	0	1.99584e-06	3.38708e-06	5.23198e-07	5.92632e-07	4.25185e-06	0	0	9.24798e-07	0	0	3.83699e-07	9.94325e-07	1.54921e-06	3.39842e-06	0	0	0	0	7.14267e-06	0	3.3402e-06	0	2.39889e-06	0	3.31692e-06	0	0	2.08358e-06	8.50572e-07	4.33443e-07	0	0	0	8.4493e-07	8.26033e-06	0	6.40877e-07	0	1.45641e-06	0	0	0	0	4.80027e-06	6.14521e-06	6.50679e-07	1.64922e-07	3.68793e-07	0	6.03877e-06	1.46821e-06	1.89735e-06	0	0	2.3976e-06	0	0	0	0	2.68314e-06	9.43378e-07	0	3.17673e-06	1.58398e-07	2.89714e-06	1.06014e-05	4.91744e-07	0	0	8.32156e-07	2.22685e-06	1.67479e-05	1.52619e-06	2.38581e-06	0	0	0.000554643
d3_7	0.00286746	1.23877e-05	0	1.92463e-06	1.84901e-06	4.07666e-06	1.93973e-06	6.8539e-07	0	0	1.45541e-06	0	0	8.3711e-06	0	3.42916e-06	1.06057e-07	0	0	0	0	2.55282e-07	9.18473e-06	8.98816e-07	2.43697e-07	7.67635e-06	2.36525e-06	3.48012e-06	0	9.51439e-07	1.6587e-06	0	1.00309e-06	0	0	0	7.00824e-07	0	2.22658e-06	7.20361e-07	0	0	3.77265e-07	0	0	0	0	0	3.58643e-06	0	1.95935e-06	0	0	0	0	0	5.63834e-06	2.0126e-06	4.00157e-06	7.19685e-08	3.76008e-07	0	2.96319e-06	0	0	0	0	5.20927e-06	0	0	0	7.3296e-07	4.35987e-06	2.40016e-06	5.16243e-07	5.02781e-06	3.29436e-06	0	3.78804e-06	0	3.46165e-06	5.67608e-06	0	1.00749e-05	0	0	0	0	1.39726e-07	0	3.53264e-06	5.97166e-06	0	0	0.000534736
d3_8	0.0023789	2.06419e-06	1.01228e-06	0	0	2.72595e-06	0	1.69438e-06	0	1.08837e-07	6.02608e-07	0	4.07246e-06	0	0	0	0	2.82158e-07	0	0	0	0	0	0	2.39468e-06	1.71586e-07	0	0	4.64316e-07	1.22818e-06	6.50891e-06	1.13369e-06	1.79648e-05	8.21196e-06	2.31655e-06	8.02357e-06	6.96808e-07	7.08345e-07	5.7266e-06	0	3.20268e-06	7.36338e-06	3.06555e-06	0	1.65223e-06	6.45024e-07	1.29391e-08	0	1.21346e-06	5.42225e-07	0	4.93523e-07	5.8746e-06	1.52879e-06	4.44899e-07	0	2.33808e-06	2.17782e-06	6.36516e-06	0	8.8406e-07	9.50725e-06	2.97555e-07	0	0	0	0	1.38451e-07	0	0	4.09964e-06	1.19677e-05	1.72911e-08	2.48435e-06	1.01862e-05	0	0	2.48566e-06	3.69969e-06	7.519e-06	3.03969e-06	7.16e-07	0	0	9.76822e-07	4.16401e-06	6.14387e-06	0	5.34833e-06	3.41801e-06	0	7.8131e-06	8.77537e-07	0	0.000673361
d3_9	0.00227001	9.76723e-07	5.69075e-07	0	0	2.47724e-06	1.00311e-05	3.66715e-07	0	0	1.07266e-06	0	1.86898e-06	2.27718e-06	0	0	4.02342e-06	1.49585e-07	0	1.61806e-06	0	0	0	1.27129e-06	2.20839e-07	0	9.16576e-06	0	0	2.05638e-06	6.02282e-06	1.78162e-06	0	0	0	0	0	0	1.9238e-06	1.94434e-06	3.64789e-06	0	0	1.24279e-05	0	5.87133e-06	0	2.89446e-06	0	0	0	4.34859e-06	0	0	0	3.28945e-06	3.3452e-06	0	0	0	7.66133e-07	0	0	1.1774e-06	1.11916e-05	2.49064e-07	0	0	3.34534e-06	0	0	3.67034e-06	4.21152e-06	7.54005e-07	5.93942e-06	0	0	9.10047e-06	1.57423e-06	1.16211e-06	0	0	5.2082e-06	0	6.6852e-07	0	1.75969e-06	0	0	0	6.99258e-07	0	0	4.4613e-06	0.000556935
