	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d2_0	0	0.00924103	0.00511734	0.00383692	0.00307369	0.00269744	0.00232769	0.0021589	0.0020817	0.00202813	0.00179049	0.0018706	0.00185416	0.00157887	0.00164291	0.00149069	0.00167848	0.00144305	0.00152296	0.00140841	0.00156656	0.00136108	0.00124681	0.00138769	0.0013241	0.00141775	0.00137157	0.00137275	0.00115662	0.00132041	0.0013257	0.00132178	0.00120182	0.00119742	0.00110274	0.00128219	0.00119181	0.00123709	0.00122411	0.00112933	0.00119094	0.00115906	0.00115403	0.00113603	0.00105986	0.00114797	0.001161	0.00120378	0.00123655	0.00111617	0.00116502	0.00110932	0.00110951	0.00108062	0.000996696	0.00107029	0.00108564	0.00100021	0.00116301	0.0010579	0.00117212	0.00101894	0.00114616	0.00107831	0.00110445	0.00107388	0.000998584	0.00111895	0.00100307	0.00111574	0.00100826	0.00103454	0.00110975	0.00109158	0.000996353	0.00111342	0.00113326	0.00111299	0.000942758	0.00104384	0.000925172	0.00103854	0.000931562	0.000970232	0.00103055	0.00100377	0.00101454	0.000969453	0.0010692	0.000903491	0.000934854	0.000991211	0.00114205	0.000971069	0.100069
d2_1	0.112489	1.31292e-08	1.33492e-05	7.65269e-06	5.73122e-06	1.33463e-05	1.14667e-05	1.90756e-05	7.62686e-06	2.47923e-05	1.33607e-05	7.63906e-06	1.96698e-08	7.65738e-06	5.72222e-06	2.302e-08	1.77629e-08	1.926e-06	6.686e-06	1.14471e-05	2.86331e-05	3.83741e-06	1.14548e-05	1.71754e-05	5.72557e-06	9.54483e-06	3.76428e-09	1.62208e-05	1.90776e-05	1.14414e-05	1.9094e-05	1.7167e-05	7.64114e-06	2.05766e-08	1.33629e-05	1.48814e-05	1.3364e-05	7.32033e-09	5.73624e-06	1.33547e-05	1.33567e-05	1.92519e-06	1.90793e-05	1.14532e-05	1.57908e-08	7.62761e-06	7.63938e-06	3.61138e-09	1.93013e-06	1.90712e-05	1.91725e-06	7.64199e-06	7.64446e-06	1.90809e-05	2.47916e-05	0	7.64156e-06	5.71725e-06	5.74349e-06	8.60125e-06	7.64004e-06	1.14413e-05	2.09792e-05	2.0993e-05	2.86194e-05	2.67101e-05	1.33595e-05	1.71805e-05	5.72029e-06	2.09704e-05	7.63474e-06	5.72304e-06	2.10173e-05	2.48041e-05	1.38379e-09	1.71575e-05	1.33593e-05	7.63804e-06	7.63077e-06	2.09954e-05	5.72953e-06	1.33564e-05	1.52517e-05	7.63885e-06	1.71623e-05	2.18249e-08	1.33464e-05	5.73686e-06	1.43107e-05	7.64164e-06	5.72367e-06	2.47783e-05	1.71619e-05	5.72746e-06	0.00127132
d2_2	0.0458199	2.30127e-08	1.17442e-08	1.33532e-05	1.71785e-05	1.14539e-05	0	2.35713e-08	5.7348e-06	1.90887e-05	1.52741e-05	2.28774e-05	2.28785e-05	1.14417e-05	1.1448e-05	5.74908e-06	1.3355e-05	2.47883e-05	5.73099e-06	7.64897e-06	1.3361e-05	1.33599e-05	5.72497e-06	1.33608e-05	5.73571e-06	2.48066e-05	5.22269e-09	1.33558e-05	5.72232e-06	1.33669e-05	1.71725e-05	2.48016e-05	5.7269e-06	1.71905e-05	7.64662e-06	5.7242e-06	2.4795e-05	4.79171e-06	1.71673e-05	1.14427e-05	2.09916e-05	2.19448e-05	7.86e-09	3.1213e-09	1.14402e-05	5.73749e-06	5.72043e-06	7.64089e-06	8.58803e-06	1.92478e-06	1.93492e-06	5.34326e-09	1.92679e-06	7.65831e-06	5.72762e-06	1.52703e-05	1.33489e-05	7.63769e-06	2.40757e-08	1.33545e-05	9.09648e-09	1.03225e-08	1.55908e-08	7.63938e-06	9.54699e-06	1.14816e-05	1.14456e-05	1.90979e-06	4.18804e-09	3.43391e-05	1.14702e-05	9.75364e-09	1.92461e-06	1.84117e-08	7.63032e-06	5.73325e-06	2.57921e-08	4.59891e-09	5.7379e-06	1.57015e-08	1.71687e-05	5.72765e-06	1.14513e-05	1.33587e-05	5.73011e-06	5.73224e-06	1.14382e-05	3.59223e-09	1.46846e-08	1.43032e-05	1.14655e-05	2.28935e-05	1.90789e-05	1.33573e-05	0.00137337
d2_3	0.0248248	1.14494e-05	1.88382e-08	1.14504e-05	1.24117e-05	1.93924e-06	5.72257e-06	1.1439e-05	9.54562e-06	1.14753e-05	2.29053e-05	1.14531e-05	7.63334e-06	9.8002e-07	1.77305e-09	1.08366e-08	1.52623e-05	1.71807e-05	1.90748e-05	7.641e-06	3.84596e-06	1.71669e-05	1.33609e-05	1.9082e-05	7.63047e-06	1.90759e-05	9.55769e-06	5.72257e-06	3.84189e-06	1.14398e-05	2.67087e-05	1.14376e-05	1.71751e-05	2.28979e-05	1.33671e-05	2.48058e-05	2.28946e-05	1.14528e-05	2.28974e-05	1.47668e-08	3.07814e-08	7.6377e-06	3.78716e-09	1.91684e-06	5.72036e-06	1.1533e-08	2.0983e-09	2.28876e-05	6.69539e-06	1.80886e-08	7.48638e-09	8.30915e-10	5.72617e-06	1.14655e-05	3.24185e-05	3.14948e-05	1.91904e-06	3.7812e-09	1.71741e-05	5.74279e-06	7.64632e-06	4.58241e-09	9.11799e-09	1.92784e-06	2.29013e-05	5.67855e-09	6.99688e-09	1.33502e-05	1.14556e-05	1.91115e-06	1.90726e-05	2.48048e-05	5.73354e-06	1.71683e-05	7.63204e-06	5.72928e-06	1.14512e-05	5.97599e-11	7.62322e-06	9.55483e-06	2.88187e-06	5.73514e-06	7.63595e-06	9.4318e-09	1.90687e-05	3.38197e-09	3.05129e-05	1.14475e-05	1.1445e-05	2.47889e-05	2.00254e-05	6.15395e-09	1.81209e-08	1.14487e-05	0.00135398
d2_4	0.0156702	7.65741e-06	2.09782e-05	1.43156e-05	1.14442e-05	7.64059e-06	5.7298e-06	2.67187e-05	1.14533e-05	1.90986e-06	1.71952e-05	1.33599e-05	1.14512e-05	1.14622e-05	1.71739e-08	7.63414e-06	5.73043e-06	5.72534e-06	1.90839e-05	1.90721e-05	1.33719e-05	1.33675e-05	3.24154e-05	2.47919e-05	1.3346e-05	1.14504e-05	4.0764e-09	7.63275e-06	1.33515e-05	3.62401e-05	1.14403e-05	1.90822e-05	3.43268e-05	1.71826e-05	7.63998e-06	5.72532e-06	5.73784e-06	1.90824e-05	1.52874e-05	2.28789e-05	1.90878e-05	7.64542e-06	9.75879e-09	5.31179e-09	7.62963e-06	1.93258e-06	1.33546e-05	5.73939e-06	7.63344e-06	4.11775e-09	7.63184e-06	3.84428e-06	1.33607e-05	2.86145e-05	1.33488e-05	2.47958e-05	2.29058e-05	1.71813e-05	3.05343e-05	1.90769e-05	1.94759e-06	5.73864e-06	7.65212e-06	1.71618e-05	1.3369e-05	7.63999e-06	5.71991e-06	3.8201e-06	5.73685e-06	1.9184e-06	9.5431e-06	7.64299e-06	5.73039e-06	1.06551e-08	1.71635e-05	3.96244e-09	7.63944e-06	1.14576e-05	1.05178e-08	7.84094e-10	1.71922e-05	5.72147e-06	1.14421e-05	3.05208e-05	5.73802e-06	2.28922e-05	5.73674e-06	1.93773e-06	3.24183e-05	1.90735e-05	1.14458e-05	9.52873e-06	5.72015e-06	5.72585e-06	0.001483
d2_5	0.0105086	1.14582e-05	1.1467e-05	5.74273e-06	7.63699e-06	7.63224e-06	3.05309e-05	1.52718e-05	4.61184e-09	5.73414e-06	1.02888e-08	2.87212e-06	1.14568e-05	1.9089e-05	1.33536e-05	1.14525e-05	7.65061e-06	1.14654e-05	1.94009e-06	5.7399e-06	1.90654e-05	1.71753e-05	1.14619e-05	5.73171e-06	1.14417e-05	5.94347e-09	5.73035e-06	2.09857e-05	5.7304e-06	1.14565e-05	1.49489e-08	2.47832e-05	1.14423e-05	1.14597e-05	7.64711e-06	7.63836e-06	5.72052e-06	1.71754e-05	1.91831e-06	5.73658e-06	1.92968e-06	1.90855e-05	5.72387e-06	4.97448e-09	7.64347e-06	1.14611e-05	1.91709e-06	7.6524e-06	9.55233e-06	5.73445e-06	3.2412e-05	8.59462e-06	1.90774e-05	5.72402e-06	1.1442e-05	1.14375e-05	1.71815e-05	1.33629e-05	1.71722e-05	1.1479e-05	7.64922e-06	5.72048e-06	1.14336e-05	1.20229e-08	1.33447e-05	5.73233e-06	1.08541e-08	5.72519e-06	9.55736e-06	5.71739e-06	1.14491e-05	1.5677e-08	5.7256e-06	1.336e-05	8.9908e-09	2.09841e-05	1.33653e-05	4.07476e-09	5.72373e-06	2.29084e-05	9.53984e-06	1.52653e-05	5.75477e-06	3.05478e-05	1.71609e-05	1.33513e-05	1.52549e-05	7.6193e-06	1.33666e-05	1.336e-05	1.33457e-05	1.71606e-05	1.14438e-05	1.36711e-08	0.00154684
d2_6	0.00758106	1.34739e-08	3.05068e-05	5.73328e-06	1.33533e-05	1.14516e-05	1.14508e-05	1.14482e-05	1.33586e-05	3.83211e-06	1.14474e-05	5.72942e-06	1.14573e-05	1.33846e-08	5.71678e-06	1.9314e-06	6.69729e-06	2.95677e-05	1.52727e-05	5.74146e-06	7.63679e-06	1.14489e-05	5.74052e-06	1.14607e-05	5.72243e-06	1.71886e-05	1.33482e-05	5.72422e-06	7.63913e-06	1.05925e-08	7.64394e-06	1.14402e-05	4.70142e-10	1.7173e-05	5.19101e-09	1.33605e-05	1.33571e-05	5.01205e-09	1.14517e-05	3.33823e-05	6.6894e-06	5.72992e-06	1.93535e-06	5.73008e-06	5.74438e-06	3.26283e-08	5.58532e-09	1.71681e-05	5.72319e-06	1.14594e-05	1.14452e-05	1.33629e-05	1.52711e-05	2.16498e-09	5.73504e-06	1.33515e-05	1.91542e-06	9.57293e-06	2.28968e-05	2.47927e-05	1.52781e-05	1.14541e-05	4.79454e-06	1.52751e-05	3.05448e-05	1.90919e-06	5.72531e-06	1.33663e-05	7.65255e-06	1.71781e-05	5.7184e-06	3.05278e-05	1.14513e-05	3.8351e-06	1.66708e-08	1.14533e-05	1.71726e-05	2.09775e-08	4.71294e-09	5.729e-06	1.14506e-05	1.14442e-05	1.33526e-05	1.14676e-05	3.81283e-05	1.14335e-05	1.33633e-05	5.73189e-06	9.61821e-07	1.71587e-05	5.73322e-06	1.14561e-05	5.72721e-06	1.14619e-05	0.0014192
d2_7	0.00582394	1.33589e-05	1.14446e-05	1.14423e-05	1.90696e-05	1.336e-05	2.48077e-05	3.05295e-05	1.14444e-05	1.14409e-05	5.72765e-06	1.90673e-05	1.52627e-05	1.14514e-05	1.14475e-05	1.52824e-05	2.65551e-08	5.72947e-06	2.28956e-05	5.73429e-06	1.52721e-05	2.68023e-08	3.05449e-05	1.14424e-05	1.33497e-05	5.77823e-06	1.14431e-05	2.0989e-05	9.54961e-06	1.14413e-05	4.19437e-05	1.14346e-05	5.725e-06	3.05244e-05	3.81434e-05	5.72859e-06	1.14684e-05	1.71658e-05	1.71838e-05	5.72414e-06	1.14488e-05	1.30314e-08	5.73284e-06	1.71856e-05	5.72892e-06	5.72503e-06	2.47924e-05	1.33534e-05	1.14496e-05	1.14527e-05	7.62643e-06	1.1456e-05	2.85972e-05	5.72457e-06	1.71688e-05	1.1458e-05	5.75368e-06	1.92962e-06	1.62167e-05	2.19271e-05	1.81274e-05	7.64224e-06	1.7154e-05	3.83938e-06	1.05046e-05	7.6368e-06	1.14481e-05	5.72926e-06	1.90803e-05	1.03723e-09	1.43105e-05	1.14461e-05	1.11325e-08	5.73282e-06	9.54149e-06	1.92637e-06	1.90761e-05	2.29032e-05	1.3381e-05	5.82699e-09	7.80009e-09	1.33628e-05	1.90768e-05	7.65469e-06	1.7164e-05	1.90746e-05	2.29057e-05	5.71882e-06	1.7163e-05	2.42175e-08	2.67073e-05	2.86013e-05	2.00456e-05	5.7349e-06	0.00132377
d2_8	0.00433849	2.28858e-05	7.64127e-06	9.53908e-06	9.55606e-06	5.72693e-06	1.52897e-05	1.91499e-06	1.92775e-06	1.33624e-05	1.01299e-08	5.72358e-06	1.14357e-05	2.49273e-08	5.73021e-06	1.7161e-05	1.14578e-05	1.33595e-05	7.64153e-06	1.90926e-05	5.736e-06	1.14871e-05	7.63251e-06	1.14552e-05	2.73859e-09	1.90597e-05	9.61813e-07	1.13576e-08	9.55323e-06	1.14449e-05	5.73512e-06	1.71802e-05	1.9271e-06	1.90715e-05	1.14385e-05	1.3358e-05	1.04497e-08	2.47902e-05	1.02554e-08	2.25285e-08	1.93068e-06	1.90848e-05	7.62883e-06	6.12029e-09	1.14466e-05	1.33665e-05	2.48032e-05	1.71528e-05	6.13433e-09	5.92191e-09	6.58836e-10	7.64182e-06	1.33615e-05	4.8005e-06	2.09832e-05	7.63761e-06	9.5322e-06	1.1448e-05	5.73356e-06	5.7388e-06	7.63691e-06	2.41051e-09	1.14452e-05	1.14601e-05	7.62666e-06	1.14439e-05	5.95386e-09	1.33575e-05	1.33576e-05	5.73263e-06	1.14462e-05	2.66991e-05	1.14729e-05	1.00809e-08	3.43328e-05	5.74418e-06	0	7.632e-06	2.00334e-05	1.71781e-05	1.71669e-05	1.52694e-05	5.73372e-06	7.631e-06	2.09946e-05	5.7329e-06	1.14424e-05	5.72009e-06	5.73095e-06	2.48021e-05	1.14478e-05	1.33681e-05	7.65259e-06	5.7226e-06	0.00154002
d2_9	0.00380208	1.33715e-05	1.52775e-05	1.82251e-08	1.71722e-05	1.14489e-05	7.64392e-06	5.73336e-06	1.93348e-06	1.90793e-05	2.29073e-05	1.33592e-05	7.62848e-06	1.14551e-05	5.73869e-06	1.33769e-05	7.54476e-10	1.91664e-06	5.72929e-06	5.72791e-06	5.73398e-06	7.64228e-06	3.44773e-09	7.64824e-06	7.62803e-06	1.14503e-05	5.71971e-06	2.47948e-05	7.61987e-06	2.47829e-05	5.72328e-06	1.71756e-05	5.71467e-06	1.71885e-05	7.64028e-06	1.33488e-05	1.94736e-08	7.64894e-06	1.33667e-05	5.73768e-06	1.90908e-05	2.00238e-05	8.34802e-09	5.72537e-06	2.47784e-05	1.14547e-05	7.63687e-06	1.90917e-05	5.72368e-06	3.83699e-06	7.63713e-06	5.74778e-06	5.72322e-06	1.33535e-05	1.73681e-09	1.71572e-05	9.56771e-06	1.78925e-08	5.721e-06	1.33539e-05	7.63997e-06	9.5443e-06	5.09456e-09	5.7163e-06	8.47388e-09	1.14382e-05	7.65193e-06	1.7157e-05	7.6367e-06	5.73015e-06	7.63305e-06	1.14445e-05	1.33593e-05	1.90661e-05	1.14663e-05	1.33707e-05	5.73037e-06	7.63622e-06	1.14469e-05	1.14612e-05	1.14606e-05	2.28805e-05	8.29169e-09	1.14487e-05	5.27845e-09	1.18809e-09	7.65669e-06	5.72391e-06	4.40133e-09	7.64718e-06	5.74233e-06	1.33512e-05	1.14484e-05	5.72721e-06	0.00147138
