	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d3_0	0	0.0113348	0.00640317	0.0047085	0.0040038	0.00354969	0.00316165	0.00268125	0.0027662	0.0026007	0.00242058	0.0023967	0.00239077	0.00219097	0.00241162	0.0021077	0.00212376	0.00202022	0.00203439	0.00212941	0.00200553	0.00205038	0.00204722	0.00186315	0.00187466	0.00184512	0.00198483	0.00186912	0.00187607	0.00165466	0.00178194	0.00185365	0.00179851	0.00177595	0.00183191	0.00159828	0.00169101	0.00171895	0.0014875	0.00162899	0.00177016	0.00164331	0.00176506	0.00186393	0.00156164	0.0017277	0.00165701	0.00162242	0.00163399	0.00164335	0.00165761	0.00178525	0.00158208	0.00169926	0.001635	0.00168445	0.00167359	0.00161622	0.00156403	0.00161124	0.0016765	0.00156978	0.00160977	0.00149243	0.00144919	0.00156762	0.00145462	0.00145741	0.00166416	0.00157201	0.00173584	0.00153916	0.00176816	0.00153677	0.00154395	0.00139002	0.00162465	0.00150443	0.00126352	0.00148971	0.00155684	0.00148605	0.00154899	0.00149352	0.00141479	0.00152067	0.00151755	0.00140298	0.00161592	0.00141111	0.00130721	0.0015556	0.00143078	0.00145054	0.16062
d3_1	0.0754544	4.06144e-09	6.72142e-06	6.52954e-09	2.24483e-06	6.71271e-06	0	8.94781e-06	2.25435e-06	6.71131e-06	6.7238e-06	6.71516e-06	6.7171e-06	1.03513e-08	1.56702e-05	2.24241e-06	6.71349e-06	6.70636e-06	0	8.52418e-09	0	6.71642e-06	8.96186e-06	1.95221e-10	8.41725e-09	1.81869e-09	7.20257e-09	6.72238e-06	8.95024e-06	0	2.24219e-06	9.01083e-10	4.69991e-10	1.34316e-05	1.07673e-09	6.72119e-06	1.64204e-08	6.71163e-06	1.39196e-08	4.40348e-09	6.72763e-06	2.12688e-09	6.71525e-06	8.9483e-06	6.72057e-06	6.72341e-06	2.2443e-06	8.96055e-06	6.71862e-06	0	3.36383e-06	6.72197e-06	6.71427e-06	7.57887e-09	0	1.3431e-05	1.34294e-05	1.34216e-05	5.94392e-09	1.94407e-09	6.71955e-06	0	8.23958e-09	4.03481e-09	6.7074e-06	2.24901e-06	1.08626e-10	8.94965e-06	1.98712e-09	3.61697e-09	7.32073e-09	0	0	0	6.72649e-06	6.71463e-06	1.34381e-05	0	2.01431e-05	0	6.72188e-06	1.55967e-08	1.46811e-08	7.24351e-09	6.71533e-06	0	1.26584e-08	0	1.34308e-05	6.71e-06	9.12407e-09	2.24675e-06	6.72164e-06	5.80218e-09	0.000649125
d3_2	0.0324299	0	1.01504e-10	4.8065e-09	1.34283e-05	1.04026e-08	6.71061e-06	5.70069e-09	7.38016e-09	1.21406e-09	2.01455e-05	6.18753e-09	8.97142e-06	2.25342e-06	6.71651e-06	6.44004e-10	6.72836e-06	2.00942e-08	1.34248e-05	1.67174e-09	1.34353e-05	1.34223e-05	1.34235e-05	6.71613e-06	1.34376e-05	4.62973e-09	4.35351e-09	1.34242e-05	6.60255e-09	1.56689e-05	2.24662e-06	4.65397e-09	8.96011e-06	0	6.71709e-06	3.15706e-09	1.12005e-05	6.72604e-06	0	6.71667e-06	6.71622e-06	6.71882e-06	7.72678e-09	9.43459e-09	5.77967e-09	7.0106e-10	1.04774e-08	3.45164e-09	1.56792e-05	1.90989e-09	6.22684e-09	6.72705e-06	7.21008e-09	6.7166e-06	6.72475e-06	0	6.71534e-06	6.70793e-06	8.48008e-09	2.36032e-10	0	1.34363e-05	1.34409e-05	0	1.34358e-05	6.71554e-06	2.24221e-06	2.01396e-05	1.34256e-05	1.34124e-05	6.7379e-06	6.71172e-06	2.31843e-09	0	5.36921e-09	6.72325e-06	9.45149e-09	6.71406e-06	6.72512e-06	6.71599e-06	0	0	1.34296e-05	5.80428e-09	5.90429e-09	1.56633e-05	1.90573e-09	2.2465e-06	7.50517e-09	8.9548e-06	6.71686e-06	4.47858e-06	0	3.26156e-09	0.000693922
d3_3	0.0185923	0	2.6964e-09	0	6.70716e-06	7.05011e-09	5.50944e-09	0	5.79578e-09	1.56729e-05	6.71468e-06	1.06443e-08	2.24004e-06	2.01467e-05	5.73143e-09	6.71489e-06	2.90353e-09	3.71447e-09	2.01454e-05	6.72416e-06	1.7903e-05	6.71568e-06	1.91699e-09	6.72272e-06	6.73498e-06	6.71596e-06	1.34244e-05	2.31047e-10	2.01407e-05	1.31797e-09	0	6.71723e-06	6.7155e-06	2.62063e-10	7.00531e-09	6.82656e-09	2.25168e-06	7.79792e-09	3.2625e-09	5.48143e-09	8.95978e-06	7.61248e-09	4.76785e-09	9.34431e-09	0	9.63084e-09	1.95331e-09	2.69371e-09	6.71197e-06	8.95436e-06	6.7197e-06	0	6.71892e-06	5.23619e-09	6.70766e-06	2.24053e-06	1.34254e-05	8.96578e-06	0	6.71955e-06	2.24332e-06	6.72511e-06	0	2.01373e-05	2.24658e-06	6.7232e-06	2.24946e-06	1.23532e-08	1.56688e-05	3.1203e-09	5.57378e-09	0	0	9.53349e-10	2.62099e-09	1.50637e-09	6.71984e-06	8.96309e-06	9.24817e-09	7.61804e-09	6.71747e-06	6.71067e-06	1.09389e-08	2.74535e-09	1.34243e-05	2.52931e-08	6.60646e-09	1.49598e-08	1.23363e-08	0	0	1.39016e-08	3.14195e-09	6.70999e-10	0.00064902
d3_4	0.0120049	6.72954e-06	1.43776e-09	6.72883e-06	6.77439e-09	0	1.34347e-05	1.78955e-09	8.94682e-06	2.37257e-09	6.7127e-06	6.02658e-09	6.72162e-06	1.34944e-05	2.24928e-06	1.34021e-08	4.67066e-09	6.7225e-06	2.4911e-09	1.27812e-09	4.32959e-09	6.37481e-09	6.73991e-06	6.71951e-06	1.56678e-05	0	6.71541e-06	0	0	2.24642e-06	0	8.94094e-06	2.24003e-06	1.33558e-08	5.63545e-09	3.41318e-09	1.37695e-08	9.5894e-10	8.95099e-06	1.18731e-08	5.87472e-09	6.71859e-06	8.96024e-06	1.34337e-05	2.1843e-09	6.7248e-06	2.01395e-05	4.48996e-10	0	8.96183e-06	1.34235e-05	1.95366e-09	6.72553e-06	1.34274e-05	2.20374e-10	7.40663e-09	1.27477e-09	1.56706e-05	8.96719e-06	2.65175e-09	3.30796e-09	3.2462e-09	8.86161e-11	8.30731e-09	3.1926e-09	0	6.71531e-06	6.71832e-06	8.95238e-06	1.06478e-08	8.95324e-06	4.24648e-09	7.28031e-10	0	5.49724e-10	2.21423e-09	0	0	1.34328e-05	6.10359e-09	1.56689e-05	3.1353e-09	6.71604e-06	8.85247e-09	6.25467e-09	6.71784e-06	3.67936e-09	1.34283e-05	6.71821e-06	1.16876e-08	1.49099e-09	1.34327e-05	1.31632e-09	8.95159e-06	0.000597647
d3_5	0.00838587	6.75405e-09	2.2223e-08	2.01459e-05	1.13228e-09	1.34249e-05	1.6386e-08	6.70696e-06	4.34573e-09	6.71295e-06	6.709e-06	6.72037e-06	6.7143e-06	2.2504e-06	6.70609e-06	1.56632e-05	8.96118e-06	9.11774e-09	2.36659e-09	6.7161e-06	5.34933e-09	6.70977e-06	6.71731e-06	4.25948e-09	0	4.6852e-09	5.94043e-09	1.39332e-08	1.88435e-08	1.34388e-05	1.47427e-09	5.41662e-09	7.5245e-09	6.71479e-06	0	9.81143e-09	0	1.16643e-08	8.96126e-06	8.94988e-06	6.71719e-06	4.51135e-09	1.00708e-05	4.09364e-09	3.28845e-09	5.87946e-09	4.60708e-09	6.71501e-06	1.56617e-05	6.72144e-06	8.97107e-06	1.56724e-05	2.01286e-05	7.60762e-09	4.9186e-09	0	6.71517e-06	1.56636e-05	0	5.27684e-09	6.72536e-06	2.8978e-10	1.78954e-05	1.34208e-05	1.38727e-09	0	6.70897e-06	2.24479e-06	8.94956e-06	0	0	0	1.81882e-08	2.24832e-06	6.71392e-06	7.5496e-09	5.96219e-09	0	1.3036e-08	8.14465e-09	7.52077e-09	4.51305e-10	0	6.72146e-06	6.71826e-06	6.71089e-06	9.08622e-09	1.34229e-05	6.70629e-06	6.70571e-06	0	3.08781e-09	6.43787e-09	6.71678e-06	0.000505957
d3_6	0.00615391	6.71316e-06	9.61415e-09	0	0	6.71042e-06	1.029e-09	2.2443e-06	0	6.28678e-09	0	1.34262e-05	1.11893e-05	0	1.56698e-05	1.96501e-09	6.72305e-06	2.2753e-09	1.11983e-05	6.72653e-06	1.34303e-05	1.56656e-05	1.34201e-05	2.24749e-06	0	1.56705e-05	6.71696e-06	1.14333e-08	2.24507e-06	5.18709e-09	6.72273e-06	0	8.94664e-06	6.71216e-06	0	0	1.344e-05	2.90949e-05	5.68038e-09	4.90583e-09	0	5.64178e-09	1.79012e-09	6.71484e-06	1.34463e-05	6.71535e-06	6.31863e-10	1.61373e-08	0	9.23319e-09	6.71581e-06	1.56804e-05	6.274e-10	0	1.73397e-09	6.71696e-06	6.71941e-06	1.67878e-05	8.95433e-06	1.43194e-08	4.1451e-09	0	5.35693e-09	2.01307e-05	6.71718e-06	6.7188e-06	6.71471e-06	0	1.02888e-08	3.57703e-09	3.89882e-09	0	6.71406e-06	6.71345e-06	6.71089e-06	6.72582e-06	1.46789e-08	3.93014e-09	6.71211e-06	6.72018e-06	8.95646e-06	4.99591e-09	6.71977e-06	3.24252e-09	1.34352e-05	6.72278e-06	1.30224e-08	6.71078e-06	6.71289e-06	2.24468e-06	0	0	8.95388e-06	6.71543e-06	0.000546261
d3_7	0.00454238	6.71538e-06	6.41368e-09	0	0	5.83338e-10	9.64928e-09	6.71651e-06	0	1.59963e-08	5.98625e-09	1.34295e-05	1.34302e-05	2.249e-06	0	3.91402e-10	1.34315e-05	8.47068e-09	2.2466e-06	1.12114e-08	2.68666e-05	2.91486e-09	8.96768e-06	6.70767e-06	1.34264e-05	6.72547e-06	6.72192e-06	1.34365e-05	6.71886e-06	0	1.56684e-05	6.72603e-06	3.86375e-09	2.70586e-10	1.56704e-05	1.01162e-08	7.25215e-09	2.24676e-06	1.34301e-05	6.7214e-06	1.34288e-05	2.24846e-06	1.34305e-05	0	6.71254e-06	3.44517e-09	8.95253e-06	4.99712e-09	6.73169e-06	1.29902e-08	2.2448e-06	6.71351e-06	7.75818e-09	0	1.6536e-08	8.95307e-06	1.34251e-05	0	9.96322e-09	1.00025e-09	7.81412e-09	1.34268e-05	2.59383e-09	6.71224e-06	6.71364e-06	6.71802e-06	4.68089e-09	8.97096e-06	0	5.57078e-09	6.71724e-06	1.95481e-09	6.72092e-06	1.34229e-05	6.7118e-06	6.0312e-09	0	0	3.15669e-09	5.65609e-10	1.34292e-05	6.73097e-06	6.71105e-06	6.52567e-09	6.71388e-06	1.47316e-11	2.24709e-06	0	6.7212e-06	6.72271e-06	3.93266e-09	8.44056e-10	3.21724e-10	1.0387e-08	0.000658073
d3_8	0.00358182	6.71533e-06	1.56726e-05	4.76231e-09	1.12565e-06	4.84342e-10	6.72783e-06	6.70571e-06	8.9481e-06	0	1.70212e-10	8.66239e-09	6.7263e-06	6.71893e-06	6.71582e-06	6.72756e-06	3.60279e-09	0	0	6.26694e-09	7.17363e-09	1.04387e-08	0	6.71472e-06	1.34204e-05	8.97823e-09	3.27435e-09	7.401e-09	1.2817e-09	2.25675e-06	6.71118e-06	0	6.7209e-06	0	0	1.11643e-08	1.53037e-08	3.57154e-09	1.26627e-08	1.26282e-08	1.78e-09	6.72811e-06	1.56679e-05	6.71701e-06	6.68742e-09	7.42658e-09	1.56727e-05	1.06099e-08	6.71991e-06	1.02905e-08	1.31994e-08	1.62889e-09	8.95917e-06	6.71645e-06	7.12043e-09	0	7.47788e-09	2.46514e-09	3.4798e-09	0	3.04072e-09	6.71429e-06	1.56704e-05	6.48405e-09	7.64742e-09	9.70061e-09	8.95577e-06	0	1.09843e-08	6.7157e-06	2.24475e-08	6.7125e-06	5.66062e-09	0	9.23326e-09	4.37046e-09	6.73291e-06	2.25217e-06	1.0073e-05	4.7808e-09	0	6.716e-06	1.12054e-05	0	2.31269e-09	0	2.21302e-09	6.72928e-06	6.71665e-06	1.34275e-05	8.95777e-06	4.00668e-09	6.71493e-06	2.25236e-06	0.000682687
d3_9	0.00274804	1.56857e-05	1.0724e-08	1.56646e-05	6.72291e-06	1.21561e-08	1.8983e-09	1.01904e-08	5.84413e-09	7.39245e-10	1.23024e-08	6.7268e-06	6.70582e-06	6.70721e-06	1.12006e-05	0	1.34216e-05	8.95209e-06	6.4235e-10	8.76741e-09	6.7205e-06	5.58998e-09	5.05837e-09	5.05823e-09	6.72056e-06	1.34114e-05	6.45614e-09	3.51584e-09	6.71975e-06	8.62139e-09	4.5626e-09	2.24632e-06	1.37371e-08	0	7.50671e-10	6.72115e-06	8.96764e-06	1.41316e-08	1.34392e-05	6.48285e-09	7.84451e-06	6.71633e-06	2.01433e-05	7.35284e-09	0	6.6332e-09	0	1.34196e-05	6.71903e-06	0	2.23974e-05	7.46185e-09	5.61584e-06	1.34366e-05	0	0	4.1671e-09	8.95045e-06	6.72113e-06	1.56679e-05	1.34125e-05	1.78999e-05	9.54393e-09	6.71025e-06	6.71671e-06	8.96432e-06	8.95258e-06	2.24498e-06	0	2.24363e-06	3.41906e-09	3.3467e-10	6.72208e-06	4.64787e-09	2.81762e-09	6.7245e-06	4.29717e-09	0	1.34254e-05	2.23786e-05	6.71958e-06	0	8.96657e-06	8.94765e-06	3.26014e-09	0	1.791e-05	0	1.15311e-10	2.61928e-09	8.95295e-06	2.34549e-09	0	8.29865e-09	0.000693829
