	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d2_0	0	0.00957367	0.0053225	0.00377343	0.00317444	0.00282446	0.0024747	0.00208451	0.0021175	0.00197987	0.00181904	0.00184579	0.00184063	0.00166546	0.00171911	0.00158373	0.00148525	0.00155164	0.00145229	0.00151335	0.00146222	0.00150784	0.0014043	0.00133304	0.00139631	0.00129415	0.00144421	0.00131872	0.00126751	0.00119502	0.0012791	0.0013141	0.00130698	0.00126334	0.00128262	0.00110159	0.00122548	0.00119841	0.0010851	0.00116699	0.00129123	0.00112895	0.00119959	0.00134446	0.00110768	0.00120599	0.00114958	0.00115156	0.00110061	0.00120949	0.00115001	0.00127525	0.00111378	0.0011232	0.00113047	0.00118208	0.00123081	0.00116472	0.00106515	0.00112835	0.00121399	0.00107497	0.00119297	0.00101269	0.00106349	0.00107129	0.00106142	0.00101831	0.00113642	0.00108657	0.00116753	0.00106102	0.00118872	0.00110743	0.00112232	0.00103759	0.00115841	0.00103196	0.000911342	0.00100944	0.00105891	0.000983112	0.00107049	0.00101958	0.000932954	0.00101982	0.00105884	0.000953753	0.00113431	0.00101693	0.000862947	0.00100266	0.000927407	0.00102689	0.099312
d2_1	0.114609	1.55312e-05	1.16338e-05	1.09808e-08	1.55295e-05	7.77672e-06	1.55433e-05	4.10529e-08	7.76433e-06	7.77211e-06	1.16486e-05	1.16314e-05	7.77753e-06	1.35791e-05	1.93868e-05	1.16454e-05	5.8385e-06	5.82368e-06	5.20597e-09	1.16488e-05	1.36073e-05	1.36048e-05	5.83563e-06	5.82557e-06	5.82849e-06	2.32895e-05	1.36191e-05	2.71599e-05	3.29795e-05	7.75383e-06	5.82337e-06	1.16315e-05	8.62288e-09	1.74725e-05	1.69257e-08	6.93115e-09	3.46476e-08	5.81976e-06	9.51687e-09	2.52131e-05	1.67799e-08	1.16409e-05	3.20055e-05	1.74537e-05	1.16453e-05	1.16437e-05	9.72798e-06	5.82093e-06	2.3287e-05	7.76949e-06	6.81321e-06	1.95129e-06	1.95192e-06	1.35848e-05	2.03848e-05	1.16578e-05	2.13275e-05	1.16424e-05	1.7459e-05	1.74517e-05	7.75716e-06	1.36007e-05	5.8275e-06	1.08001e-08	1.16441e-05	2.36547e-09	5.82756e-06	5.81431e-06	6.58739e-09	1.83389e-08	5.82132e-06	7.76541e-06	7.77522e-06	5.82088e-06	1.16371e-05	5.16806e-09	1.16354e-05	9.69523e-06	2.24779e-08	3.90168e-06	1.16573e-05	7.76118e-06	1.3585e-05	7.76488e-06	1.16392e-05	1.9413e-05	1.95777e-06	1.16452e-05	1.94469e-06	5.83245e-06	4.25454e-09	1.93994e-05	3.28561e-08	5.81705e-06	0.00137821
d2_2	0.0464488	1.96477e-06	5.82123e-06	1.74772e-05	1.16411e-05	6.43339e-09	1.16542e-05	1.35919e-05	1.35963e-05	7.76605e-06	1.94741e-06	2.01609e-08	2.32899e-05	2.13909e-05	5.83105e-06	7.76539e-06	1.11693e-08	1.36253e-08	7.76105e-06	7.75357e-06	1.16374e-05	7.26165e-09	1.35934e-05	1.35922e-05	1.49892e-08	1.33734e-08	1.16426e-05	1.74665e-05	1.45668e-05	2.95134e-09	1.55256e-05	7.79058e-06	1.16543e-05	1.1658e-05	1.55482e-05	5.82847e-06	5.83052e-06	1.55135e-05	8.739e-06	1.74596e-05	1.16402e-05	5.82872e-06	1.16573e-05	5.81999e-06	1.16616e-05	1.3601e-05	1.35897e-05	9.71147e-06	7.38883e-09	3.90359e-06	1.1652e-05	5.82456e-06	4.74848e-09	7.76721e-06	3.30585e-08	5.8261e-06	8.43161e-09	1.01022e-08	1.59689e-08	2.32779e-05	1.16512e-05	2.90967e-05	1.96952e-06	3.10223e-05	1.16443e-05	5.82516e-06	1.96857e-06	5.83608e-06	3.49128e-05	1.95591e-06	1.74713e-05	5.82857e-06	7.76379e-06	5.82838e-06	7.75641e-06	7.75446e-06	1.9415e-06	7.77092e-06	5.84035e-06	1.35659e-05	1.35882e-05	1.16436e-05	1.16728e-05	1.06855e-05	5.82281e-06	5.82202e-06	5.82768e-06	1.16426e-05	2.32695e-05	1.72758e-08	1.35836e-05	8.35845e-09	5.82273e-06	8.74293e-06	0.00124932
d2_3	0.0255293	1.94493e-06	5.81461e-06	7.56273e-09	5.82972e-06	1.16442e-05	1.42765e-09	1.95407e-06	7.75767e-06	1.74681e-05	1.96122e-06	1.16387e-05	1.16648e-08	1.63676e-08	1.73698e-08	1.7465e-05	1.94732e-06	5.82288e-06	1.16463e-05	1.55228e-05	5.82862e-06	1.35725e-05	1.16381e-05	1.55376e-05	5.82513e-06	6.05499e-10	1.35908e-05	2.3283e-05	5.82305e-06	2.29785e-08	5.82106e-06	5.83489e-06	6.09432e-09	2.12539e-08	7.78619e-06	7.76851e-06	7.76625e-06	1.55227e-08	1.74722e-05	1.55212e-05	5.81585e-06	5.83156e-06	1.16487e-05	2.52258e-05	1.16347e-05	5.85023e-06	2.00426e-09	1.35791e-05	1.16416e-05	1.74701e-05	5.83244e-06	1.35952e-05	2.13462e-05	1.74642e-05	1.16444e-05	1.95655e-06	2.32892e-05	5.82924e-06	1.16314e-05	1.10911e-08	1.16375e-05	7.76899e-06	1.96386e-06	7.78275e-06	1.9576e-06	1.74594e-05	1.74593e-05	1.95139e-06	5.81886e-06	2.1352e-05	1.16552e-05	7.76681e-06	5.83862e-06	1.3595e-05	5.81903e-06	4.35903e-09	1.74948e-05	5.83166e-06	7.7777e-06	1.93859e-05	5.83152e-06	5.8271e-06	5.45321e-09	1.16417e-05	5.82948e-06	4.79224e-09	7.76403e-06	1.3552e-09	5.8296e-06	5.82927e-06	1.74598e-05	9.00519e-09	1.74707e-05	1.36005e-05	0.00128433
d2_4	0.0160916	1.35852e-05	5.82511e-06	1.74577e-05	4.23115e-09	1.4842e-08	5.82094e-06	1.41851e-08	1.0804e-08	1.74665e-05	1.8435e-05	1.3676e-08	7.75884e-06	1.94168e-05	9.715e-06	5.46979e-09	1.74567e-05	2.5572e-10	7.78607e-06	2.52435e-05	1.94054e-05	7.77061e-09	5.83211e-06	1.16285e-05	1.35735e-05	3.10389e-05	1.16398e-05	1.94273e-05	3.29786e-05	2.44061e-09	5.82631e-06	3.84667e-08	1.35853e-05	7.0519e-09	1.35787e-05	1.74422e-05	5.82316e-06	1.95415e-06	7.75372e-06	1.94701e-06	1.16396e-05	5.82141e-06	1.74504e-05	9.51129e-09	7.7672e-06	7.77485e-06	1.958e-06	1.35719e-05	7.7601e-06	1.0684e-05	5.83629e-06	1.16423e-05	1.16387e-05	5.83081e-06	9.71298e-06	3.60185e-08	1.55214e-05	1.16398e-05	2.13421e-05	7.76328e-06	3.86939e-09	7.77747e-06	2.32723e-05	1.95055e-06	1.16576e-05	2.71503e-05	1.16476e-05	1.52205e-08	1.16454e-05	1.95463e-06	1.74676e-05	1.59445e-08	1.16527e-05	5.83825e-06	1.16542e-05	5.8349e-06	5.82448e-06	9.63716e-09	1.7881e-08	1.16397e-05	1.35989e-05	1.35769e-05	5.82147e-06	1.16429e-05	1.16376e-05	1.16554e-05	2.52097e-05	9.71023e-06	7.76055e-06	6.82523e-06	7.785e-06	1.55187e-05	1.211e-08	1.7473e-05	0.00131123
d2_5	0.0107947	5.34546e-09	1.35839e-05	1.16248e-05	1.16408e-05	2.90905e-05	2.56104e-08	5.83805e-06	1.74713e-05	2.5215e-05	5.82115e-06	5.83166e-06	5.8266e-06	1.35817e-05	1.50786e-08	2.13438e-05	7.76385e-06	9.88197e-09	1.94993e-06	9.70872e-06	5.81875e-06	2.32671e-05	1.38699e-08	5.82764e-06	1.16428e-05	1.06236e-08	5.82936e-06	3.88083e-05	1.94072e-05	1.9392e-05	5.82052e-06	5.81782e-06	2.61797e-05	1.16381e-05	1.95006e-06	8.31658e-09	1.16529e-05	5.81754e-06	5.83084e-06	1.67304e-09	1.06174e-08	1.74796e-05	1.16402e-05	3.88978e-06	2.55765e-11	1.95002e-06	1.93908e-05	1.95151e-06	1.45491e-05	7.75864e-06	1.95817e-06	5.94479e-09	2.32787e-05	1.93943e-05	7.76931e-06	2.58218e-09	5.82591e-06	2.30995e-09	1.74505e-05	1.16514e-05	8.31692e-09	5.82528e-06	5.82965e-06	1.94004e-05	7.78911e-06	1.95577e-06	1.16482e-05	1.7479e-05	1.74545e-05	1.94271e-05	3.32731e-09	9.70759e-06	1.94015e-05	5.82312e-06	7.76142e-06	7.76051e-06	1.93931e-05	1.20733e-08	5.81656e-06	9.72268e-06	7.7693e-06	1.93985e-05	1.55575e-08	5.91199e-09	1.93912e-05	1.55372e-05	1.94142e-05	2.13413e-05	1.25714e-08	1.96841e-06	1.55361e-05	5.81544e-06	5.82577e-06	1.93933e-05	0.00125903
d2_6	0.00774307	7.77518e-06	9.72026e-06	7.76682e-06	1.16601e-05	1.16372e-05	1.55234e-05	7.76513e-06	4.87388e-06	1.46146e-08	5.82536e-06	1.64957e-05	1.45887e-08	7.78052e-06	1.1655e-05	9.72506e-06	1.16524e-05	5.8341e-06	2.13589e-05	1.3579e-05	9.72353e-06	2.75037e-08	1.74706e-05	1.35916e-05	1.35875e-05	1.74458e-05	2.05856e-08	3.35932e-09	6.76129e-09	5.82213e-06	1.5543e-05	2.52082e-05	1.94269e-05	1.16479e-05	2.51992e-05	3.68483e-05	1.36043e-05	2.13738e-05	7.77992e-06	1.16376e-05	1.16464e-05	5.83834e-06	1.16408e-05	5.82366e-06	1.9418e-05	5.82558e-06	5.19956e-09	1.96734e-06	1.26454e-08	3.49182e-05	7.75822e-06	1.16514e-05	5.83103e-06	1.55311e-05	7.77461e-06	3.9763e-09	1.16537e-05	1.74604e-05	5.82894e-06	2.78706e-08	1.16389e-05	5.82677e-06	1.94069e-05	1.58441e-08	3.88843e-06	1.55314e-05	7.761e-06	1.16415e-05	5.82984e-06	2.52304e-05	1.95424e-06	1.0294e-08	3.68457e-05	5.84698e-06	1.16668e-05	1.35887e-05	5.82664e-06	1.74527e-05	7.79222e-09	5.82608e-06	7.75969e-06	1.93989e-05	9.71333e-06	1.16527e-05	7.76359e-06	9.72095e-06	5.81617e-06	2.09811e-09	1.16518e-05	7.77652e-06	1.16522e-05	9.82892e-09	9.99489e-09	1.94065e-05	0.00139572
d2_7	0.00574898	7.7627e-06	7.76872e-06	5.12791e-09	1.35895e-05	2.71734e-05	5.82681e-06	1.35884e-05	1.16676e-05	1.16336e-05	1.74823e-05	2.26467e-08	1.37126e-08	2.91906e-06	1.74542e-05	1.16446e-05	1.55303e-05	1.35513e-08	1.55322e-05	1.16592e-05	1.16406e-05	5.8364e-06	1.94066e-05	1.57156e-09	1.35875e-05	1.9474e-06	5.83611e-06	7.82645e-06	1.36342e-05	1.95498e-06	1.74631e-05	7.78294e-06	1.16519e-05	1.94113e-05	1.94149e-05	1.1643e-05	6.8972e-09	1.1656e-05	1.16417e-05	5.83304e-06	5.82062e-06	1.94846e-06	1.16584e-05	2.93144e-06	1.16415e-05	9.70687e-06	1.74613e-05	1.16492e-05	1.94006e-05	5.83446e-06	8.0159e-09	3.10818e-09	2.52122e-05	1.16489e-05	1.55218e-05	1.74487e-05	2.67145e-08	5.81728e-06	1.94118e-05	1.55241e-05	1.55177e-05	9.71073e-06	3.89053e-06	7.76461e-06	5.82103e-06	1.7461e-05	5.82429e-06	3.02877e-09	2.13262e-05	5.82002e-06	2.13491e-05	1.16364e-05	7.77606e-06	1.83001e-08	5.82762e-06	5.81361e-06	5.82321e-06	5.83264e-06	1.7466e-05	1.16731e-05	2.13344e-05	1.16547e-05	2.52128e-05	5.82793e-06	1.74661e-05	1.73505e-08	7.77756e-06	1.3589e-05	1.16432e-05	2.07702e-08	1.35876e-05	1.35894e-05	1.74483e-05	1.4267e-09	0.00135888
d2_8	0.00451094	1.06941e-08	5.18103e-09	7.66046e-09	4.27363e-09	3.9004e-06	1.16514e-05	1.74757e-05	1.165e-05	1.35842e-05	7.76396e-06	1.76588e-08	1.35751e-05	4.7835e-08	7.7781e-06	7.52128e-10	7.76812e-06	5.81715e-06	2.52139e-05	5.82452e-06	1.16276e-05	7.76787e-06	1.93947e-05	1.16374e-05	1.93978e-05	3.29582e-05	1.55507e-05	2.5223e-05	1.16448e-05	1.08049e-08	1.9466e-06	5.83218e-06	1.35994e-05	1.74751e-05	7.77132e-06	1.16359e-05	6.80393e-06	1.95608e-06	2.32257e-09	5.81929e-06	1.16376e-05	5.81315e-06	1.1641e-05	1.35971e-05	5.83511e-06	5.8315e-06	1.93866e-05	2.7147e-05	5.82432e-06	7.77405e-06	1.95878e-06	1.16413e-05	5.81527e-06	5.82704e-06	1.26965e-08	1.16231e-05	5.83029e-06	5.82431e-06	1.26654e-08	2.53559e-08	1.74593e-05	2.52114e-05	1.16514e-05	5.82703e-06	1.75544e-08	1.35902e-05	1.16671e-08	1.75867e-08	3.1701e-08	5.83314e-06	5.82609e-06	1.69222e-08	1.35848e-05	9.72001e-06	5.82652e-06	1.74399e-05	2.13404e-05	5.81831e-06	1.16633e-05	5.82817e-06	2.71631e-05	5.82375e-06	1.74682e-05	5.8313e-06	1.16334e-05	1.16391e-05	7.77128e-06	1.16425e-05	1.55238e-05	3.7951e-10	1.93999e-05	1.16382e-05	5.82951e-06	5.83938e-06	0.00130739
d2_9	0.00360853	1.46052e-08	1.36006e-05	1.94193e-05	1.74591e-05	7.78804e-06	5.82565e-06	1.16654e-05	7.7692e-06	1.94748e-06	5.81855e-06	7.77412e-06	1.35943e-05	2.90885e-05	4.17628e-09	2.20008e-09	1.3583e-05	7.78023e-06	2.3284e-05	1.88403e-09	7.76809e-06	5.83146e-06	1.94841e-06	2.04708e-08	2.32858e-05	1.74495e-05	9.291e-09	1.57076e-08	3.29717e-05	1.35822e-05	7.77716e-06	5.83268e-06	5.84079e-06	5.83888e-06	1.94706e-06	2.19248e-08	9.95891e-10	1.71232e-08	7.78197e-06	1.92653e-08	2.32798e-05	7.7786e-06	7.77449e-06	2.52183e-05	2.92119e-06	1.74583e-05	1.88668e-08	1.35878e-05	2.91701e-06	7.76174e-06	5.81741e-06	5.8335e-06	1.95311e-06	1.81706e-08	7.76765e-06	2.56785e-09	1.7469e-05	1.94028e-05	1.16433e-05	1.16427e-05	2.32707e-05	1.55295e-05	3.00262e-09	1.74603e-05	1.16321e-05	7.7608e-06	7.67731e-09	1.1636e-05	5.84251e-06	2.42827e-08	1.97455e-08	9.70912e-06	1.47571e-08	1.9562e-06	1.16375e-05	5.82181e-06	9.94972e-09	9.73892e-06	5.82476e-06	7.75361e-06	1.74638e-05	1.12607e-08	7.78112e-06	1.11634e-08	1.36567e-08	7.77081e-06	1.94767e-06	7.76355e-06	5.82973e-06	1.94764e-06	7.77234e-06	7.7601e-06	2.1338e-05	1.91885e-09	0.00112527
