	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d2_0	0	0.0978388	0.0472554	0.0300593	0.0216986	0.0164287	0.0127097	0.0103354	0.00814411	0.00663321	0.00570721	0.00471355	0.00406364	0.00338693	0.0026617	0.00231025	0.00219119	0.00175384	0.00134914	0.00125857	0.00118047	0.000963228	0.00070928	0.000666135	0.000673774	0.000571938	0.000383265	0.000428171	0.000364167	0.000310689	0.000247542	0.000264526	0.000157093	0.000135	0.000111594	0.000149464	0.000108483	0.000113922	8.64803e-05	6.41676e-05	4.58014e-05	4.19637e-05	2.80358e-05	3.95449e-05	3.33758e-05	7.2678e-05	3.20727e-05	2.52924e-05	2.16606e-05	1.91695e-05	5.95026e-05	4.47639e-05	2.41229e-05	1.11357e-05	1.54979e-05	2.48188e-05	1.45709e-05	2.13535e-05	3.33626e-05	7.61187e-06	5.86328e-06	1.61796e-05	2.5549e-06	2.30128e-05	2.1311e-05	1.0904e-05	1.60455e-05	1.61358e-05	1.09263e-05	7.52584e-06	2.29302e-05	1.95212e-05	1.60557e-05	7.50663e-06	5.79645e-06	1.77776e-05	5.63262e-07	5.69007e-07	2.12193e-05	5.63936e-06	2.28402e-05	2.80874e-05	1.77424e-05	1.2571e-05	1.08266e-05	2.642e-05	5.71895e-06	1.60277e-05	1.25323e-05	2.1355e-05	1.26089e-05	1.26836e-05	2.47268e-05	1.43324e-05	1.35023e-05	7.58484e-06	1.10568e-05	7.61118e-06	0.000170459
d2_1	0.101951	0.000170104	0.000128065	8.60641e-05	8.6053e-05	7.57009e-05	4.65295e-05	0.000101507	5.17188e-05	6.02806e-05	5.51476e-05	2.08125e-05	5.59265e-05	2.59093e-05	3.62186e-05	1.57078e-05	2.42076e-05	3.79081e-05	1.91146e-05	1.04483e-05	2.93658e-05	1.55701e-05	1.38957e-05	1.21549e-07	7.03687e-06	1.21844e-05	1.56167e-05	5.27236e-06	1.92924e-06	1.56216e-05	5.2671e-06	1.04599e-05	2.92884e-05	1.56399e-05	2.59592e-05	1.34547e-07	1.21224e-05	1.04247e-05	1.13413e-07	1.57267e-07	1.56549e-07	1.56047e-05	1.03855e-05	1.91104e-06	5.29293e-06	1.55932e-05	1.03993e-05	5.28761e-06	1.73162e-05	1.56061e-05	1.21326e-05	1.2425e-07	1.22003e-07	1.52781e-07	9.70193e-08	2.76997e-05	2.07048e-05	3.10346e-05	1.36746e-07	7.01207e-06	5.25981e-06	5.31002e-06	5.25245e-06	9.60566e-08	1.14017e-07	1.42865e-07	1.04251e-05	7.00172e-06	1.21884e-05	1.03571e-05	5.28645e-06	5.23862e-06	1.03957e-05	5.27785e-06	9.51109e-08	9.89353e-08	5.24735e-06	1.21001e-05	2.24204e-05	5.22447e-06	1.04521e-05	1.82191e-06	1.55999e-05	1.03514e-07	6.94573e-06	1.2132e-05	7.75642e-08	1.00334e-07	1.86437e-06	1.38409e-05	1.01475e-07	5.26629e-06	1.73511e-05	1.04532e-05	5.27547e-06	3.79847e-05	1.40002e-07	1.04837e-05	9.87983e-05
d2_2	0.0416407	0.000135856	0.000144388	9.9708e-05	0.000101478	5.33823e-05	4.82513e-05	9.79799e-05	6.0295e-05	5.67968e-05	3.96951e-05	4.6524e-05	4.13543e-05	3.71092e-05	1.90876e-05	3.44876e-05	2.07233e-05	2.93233e-05	1.0496e-05	1.21311e-05	7.00789e-06	7.03033e-06	2.07543e-05	1.73814e-05	1.56053e-05	5.25288e-06	1.73058e-05	1.56071e-05	7.00431e-06	1.21496e-05	1.04093e-05	5.27749e-06	1.92345e-06	1.87879e-06	2.08203e-07	1.04694e-05	1.5144e-07	6.98612e-06	1.38079e-07	1.3938e-05	1.0485e-05	5.28593e-06	1.90548e-06	5.25467e-06	5.25953e-06	2.07317e-05	5.28295e-06	1.59699e-07	5.31896e-06	1.04673e-05	7.01634e-06	1.29036e-07	1.21792e-05	1.48796e-07	1.21255e-05	1.38339e-05	9.14206e-08	8.06947e-08	1.34047e-07	5.26371e-06	1.55365e-05	9.57583e-06	8.74361e-06	5.27989e-06	2.3293e-05	1.20937e-05	1.21326e-05	1.19697e-07	1.04106e-05	6.95725e-06	1.0417e-05	7.01719e-06	9.246e-08	9.26141e-08	5.32363e-06	1.21062e-05	1.04249e-05	7.04613e-06	5.24405e-06	1.21067e-05	1.31265e-07	2.07115e-05	5.23285e-06	1.13238e-07	1.85923e-06	1.81723e-06	1.51733e-07	6.96235e-06	7.07465e-06	1.03089e-07	5.2567e-06	1.81846e-06	5.26849e-06	6.98674e-06	1.73031e-05	6.16901e-06	6.96873e-06	5.29211e-06	9.53013e-05
d2_3	0.0230073	8.77417e-05	5.00555e-05	8.25289e-05	8.60701e-05	4.82374e-05	4.66226e-05	6.19478e-05	4.99569e-05	2.59208e-05	5.50942e-05	2.76626e-05	1.56357e-05	2.93976e-05	3.44562e-05	2.16863e-05	2.76313e-05	2.58694e-05	5.32272e-06	1.55987e-05	3.1984e-05	1.22012e-05	1.90505e-05	5.3059e-06	1.04591e-05	1.42676e-07	5.32578e-06	1.38583e-05	1.21422e-05	1.04646e-05	1.04409e-05	1.21569e-05	2.07045e-05	1.21185e-05	7.02841e-06	1.43434e-07	7.0224e-06	8.78819e-06	1.3591e-07	1.22435e-05	7.00937e-06	1.99009e-05	1.21473e-05	2.24199e-05	1.13002e-05	1.72847e-05	5.25209e-06	1.55907e-05	2.42094e-05	1.56459e-05	1.43688e-07	6.9999e-06	3.7927e-05	5.28074e-06	5.26023e-06	2.07248e-05	2.24336e-05	1.47751e-05	1.21337e-05	5.23865e-06	1.11332e-07	5.26735e-06	5.28433e-06	1.83713e-06	5.43979e-08	1.21355e-05	8.3463e-08	1.21259e-05	8.474e-08	1.26532e-07	1.72704e-05	1.08341e-07	1.04213e-05	5.26184e-06	1.10216e-07	5.26835e-06	5.22969e-06	6.97298e-06	1.89966e-05	5.28119e-06	1.04499e-05	5.25247e-06	5.30063e-06	3.55923e-06	5.26227e-06	5.24594e-06	8.81727e-08	9.73325e-08	5.26062e-06	7.01203e-06	1.18928e-07	6.9683e-06	5.274e-06	5.27417e-06	5.3431e-06	1.60418e-07	7.8905e-06	5.27453e-06	0.000136665
d2_4	0.0143764	0.000101502	6.6311e-05	9.11909e-05	6.01877e-05	7.23197e-05	8.0902e-05	6.4569e-05	5.16591e-05	3.28393e-05	3.28059e-05	1.73837e-05	4.8228e-05	1.04928e-05	1.04477e-05	1.73654e-05	2.76252e-05	3.44639e-05	1.9053e-05	1.73463e-05	2.59267e-05	6.97948e-06	1.73305e-05	2.2444e-05	1.34891e-07	2.24725e-05	1.04333e-05	7.08961e-06	7.01003e-06	1.38722e-05	1.73668e-05	5.26579e-06	5.29075e-06	6.17105e-06	1.21583e-05	1.42414e-07	1.04407e-05	2.59053e-05	1.21589e-05	7.01744e-06	1.86228e-06	8.79291e-06	1.21671e-05	7.00174e-06	9.77705e-08	5.29193e-06	1.56008e-05	5.25024e-06	9.0673e-08	1.2134e-05	1.84115e-06	1.14871e-07	7.01317e-06	9.24668e-08	7.80735e-06	1.85415e-06	2.41767e-05	1.21637e-05	7.00248e-06	1.21916e-05	5.22935e-06	1.72962e-05	1.9102e-06	5.25345e-06	1.33114e-07	5.23965e-06	1.04283e-05	5.26685e-06	1.14665e-07	1.04232e-05	1.30145e-05	6.98964e-06	1.24331e-07	1.733e-05	6.98864e-06	7.8532e-08	8.71078e-06	1.83102e-06	8.40467e-08	1.7244e-05	1.03806e-07	1.04442e-05	5.23336e-06	8.68857e-08	7.01712e-06	1.56982e-07	7.03625e-06	1.38843e-05	5.22669e-06	1.38897e-05	2.24518e-05	6.98586e-06	1.21824e-05	1.56333e-05	1.04714e-05	8.77295e-06	2.77127e-05	1.5645e-05	8.85725e-05
d2_5	0.009973	0.000106608	7.83117e-05	9.03614e-05	8.94434e-05	4.31639e-05	9.28515e-05	6.45582e-05	3.70557e-05	9.79989e-05	5.16977e-05	4.65302e-05	3.70685e-05	2.24389e-05	3.96667e-05	4.73615e-05	2.07496e-05	3.27692e-05	3.79616e-05	1.39183e-05	1.04371e-05	5.26499e-06	2.24774e-05	7.02754e-06	1.89219e-07	2.24207e-05	1.73256e-05	1.21673e-05	2.2444e-05	6.98573e-06	1.73113e-05	1.56031e-05	5.28463e-06	1.55956e-05	1.65343e-07	1.05599e-07	6.98453e-06	7.02409e-06	1.47555e-05	2.42199e-05	2.59122e-05	5.25562e-06	1.38794e-05	1.55618e-05	6.97356e-06	1.21268e-05	6.98988e-06	1.55851e-05	1.21483e-05	2.68944e-06	6.96789e-06	2.0739e-05	9.19884e-08	5.31124e-06	1.38927e-05	5.27664e-06	1.04318e-05	1.04766e-05	1.15492e-07	1.89972e-05	2.9328e-05	1.04734e-05	1.04671e-05	1.55833e-05	1.04535e-05	5.25742e-06	7.02751e-06	1.85126e-06	1.38222e-07	1.73524e-05	1.2145e-05	1.90339e-05	1.56399e-05	1.0468e-05	6.96135e-06	6.60721e-08	9.08143e-08	6.99361e-06	3.59649e-06	8.72757e-06	7.84569e-06	5.27252e-06	1.2139e-05	1.04158e-05	8.69911e-06	1.38472e-07	1.19109e-07	5.28187e-06	9.92919e-07	1.38901e-05	2.24474e-05	1.9075e-05	1.04901e-05	1.56433e-05	1.04022e-05	7.02123e-06	1.90982e-05	3.58527e-06	0.000126389
d2_6	0.00708547	9.12173e-05	5.34336e-05	9.97111e-05	9.37617e-05	5.17125e-05	6.71599e-05	5.67818e-05	4.65083e-05	2.76033e-05	2.25491e-05	2.59324e-05	3.80065e-05	2.2457e-05	6.54626e-05	3.0222e-05	7.02452e-06	1.38719e-05	1.04862e-05	3.27984e-05	3.46128e-05	1.04197e-05	5.25845e-06	1.04902e-05	1.90046e-05	2.94399e-05	1.38402e-05	2.24704e-05	1.73279e-07	7.01663e-06	1.04531e-05	5.2894e-06	1.56419e-05	5.21272e-06	1.56039e-05	1.38655e-05	2.07452e-05	1.47824e-05	2.41779e-05	2.07563e-05	1.73381e-05	5.25996e-06	2.59268e-05	1.21517e-05	8.13832e-08	1.72615e-05	1.04399e-05	1.89975e-06	7.02004e-06	1.84673e-06	5.27209e-06	1.72985e-05	5.24229e-06	1.55837e-05	1.21466e-07	5.28795e-06	9.61206e-08	1.04032e-05	1.21403e-05	1.04466e-05	1.07789e-07	1.24871e-07	2.07405e-05	5.27955e-06	5.24753e-06	1.21148e-05	1.04051e-05	1.55528e-05	1.72928e-05	1.72859e-05	5.27791e-06	8.39503e-08	1.90125e-05	9.81703e-08	1.21321e-05	1.30605e-07	1.82339e-07	6.96751e-06	5.22662e-06	1.21061e-05	1.03787e-05	6.96071e-06	6.43995e-08	7.83431e-06	1.04162e-05	1.7313e-05	7.02577e-06	7.6654e-08	1.73193e-05	5.31569e-06	5.3158e-06	6.99959e-06	7.00539e-06	1.65152e-05	1.04225e-05	2.24989e-05	1.56469e-05	5.33711e-06	0.000152088
d2_7	0.00536553	8.77765e-05	0.000130622	6.97243e-05	8.94564e-05	7.06336e-05	9.79885e-05	7.22903e-05	7.99547e-05	7.2241e-05	4.30874e-05	4.3041e-05	6.37428e-05	4.82545e-05	3.44795e-05	2.93335e-05	2.76073e-05	2.16883e-05	2.76091e-05	1.47511e-05	4.6544e-05	1.90554e-05	3.1069e-05	1.21706e-05	2.41779e-05	1.99241e-05	1.21903e-05	1.0436e-05	1.55824e-05	5.27648e-06	2.08015e-05	2.2494e-05	5.36956e-06	2.41963e-05	6.97922e-06	1.21632e-05	1.22041e-05	1.04279e-05	1.06979e-07	1.30122e-07	5.36078e-06	1.21153e-05	1.84495e-06	1.55555e-05	1.23915e-07	1.55206e-05	1.21501e-05	1.73143e-05	5.31343e-06	1.21758e-05	1.21666e-05	2.76213e-05	5.24265e-06	1.45373e-07	2.33565e-05	1.73418e-05	5.25936e-06	6.98018e-06	1.73682e-05	1.73386e-05	2.24124e-05	1.29869e-07	6.99583e-06	1.7295e-05	1.89661e-05	1.21772e-05	2.24458e-05	1.21478e-05	7.90542e-08	5.2575e-06	5.25812e-06	1.21378e-05	5.26996e-06	1.06797e-07	8.40665e-08	1.2111e-07	2.24027e-05	1.72879e-05	1.21617e-05	5.25224e-06	2.07531e-05	5.27935e-06	1.04771e-05	1.04463e-05	1.04157e-05	5.27226e-06	1.05212e-05	1.04513e-05	5.26883e-06	5.25169e-06	1.21547e-05	8.70217e-06	1.04377e-05	5.31134e-06	1.39149e-05	2.25466e-05	1.74021e-05	1.21912e-05	0.000109334
d2_8	0.00428503	0.000135846	9.80641e-05	9.63192e-05	0.000103171	6.88375e-05	6.70939e-05	5.34342e-05	6.19579e-05	3.62502e-05	3.45491e-05	3.29258e-05	1.73717e-05	3.10838e-05	2.24799e-05	3.79024e-05	2.24593e-05	6.24471e-06	3.02214e-05	1.04436e-05	1.044e-05	2.75666e-05	1.21893e-05	1.90763e-05	2.24881e-05	1.21584e-05	2.0788e-05	2.2432e-05	8.80645e-06	1.99274e-05	5.33161e-06	1.0442e-05	1.56175e-05	1.56279e-05	5.31128e-06	1.20964e-05	1.80444e-07	2.25019e-05	1.39058e-05	3.27647e-05	6.98063e-06	1.21449e-07	1.7319e-05	1.73361e-05	1.47517e-07	5.29931e-06	1.79459e-07	6.9979e-06	5.26777e-06	2.24844e-05	1.16033e-07	5.28905e-06	1.04142e-05	2.41804e-05	5.23654e-06	1.73269e-05	7.0598e-06	1.5784e-07	1.21246e-05	1.83303e-06	7.04007e-06	5.25203e-06	1.73092e-05	2.07008e-05	1.44885e-07	1.04602e-05	5.29714e-06	1.219e-05	1.83591e-06	1.12659e-05	7.81842e-06	9.48306e-08	1.21712e-05	1.55569e-05	9.69921e-08	5.22476e-06	1.9183e-06	1.9037e-05	5.29074e-06	1.99231e-05	1.72785e-05	5.27251e-06	2.5882e-05	1.55493e-05	5.27176e-06	1.21369e-05	6.98302e-06	5.25442e-06	1.73565e-05	3.27905e-05	1.04612e-05	5.28857e-06	5.28612e-06	1.73688e-05	3.19354e-05	1.92996e-06	1.39207e-05	2.42735e-05	0.000150615
d2_9	0.00341035	6.37469e-05	9.9835e-05	8.09106e-05	6.886e-05	5.8598e-05	8.26407e-05	3.7904e-05	3.97117e-05	3.28085e-05	4.82706e-05	4.13597e-05	4.13395e-05	4.9958e-05	3.79245e-05	3.27693e-05	2.76568e-05	1.7366e-05	2.07498e-05	1.90519e-05	1.04983e-05	1.731e-05	1.04591e-05	1.90612e-05	1.90467e-05	2.4215e-05	5.28312e-06	1.42252e-07	7.00137e-06	2.59438e-05	1.04334e-05	5.26957e-06	1.04653e-05	1.56393e-05	1.56055e-05	1.21414e-05	1.56009e-05	3.44993e-05	7.84249e-06	1.55937e-05	1.03706e-05	1.39013e-05	1.046e-05	5.34965e-06	1.04304e-05	1.04115e-05	5.28882e-06	5.32377e-06	1.64211e-05	1.04043e-05	1.03923e-05	1.56663e-05	7.01504e-06	2.41954e-05	1.73375e-05	1.21585e-05	1.57873e-07	1.55499e-05	5.26719e-06	5.22393e-06	7.0127e-06	1.55532e-05	1.73638e-05	3.10389e-05	5.25599e-06	1.72916e-05	1.22585e-07	1.21297e-05	1.55471e-05	5.25481e-06	2.24548e-05	2.07133e-05	7.3881e-08	8.74552e-06	5.27866e-06	1.21372e-05	1.55997e-05	1.79626e-06	5.32056e-06	1.04157e-05	2.07281e-05	1.38498e-05	1.38403e-05	1.73611e-05	1.39287e-07	1.21616e-05	1.5629e-05	5.26652e-06	1.38484e-05	1.21934e-05	1.90384e-05	1.04812e-05	5.39361e-06	5.37035e-06	2.76504e-05	7.09398e-06	2.76886e-05	1.22559e-05	0.000191017
