	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.0330374	0.0174485	0.0123288	0.00958958	0.00801346	0.00714944	0.00629141	0.00579748	0.00530382	0.00493776	0.00476428	0.00437992	0.00432993	0.0041273	0.00397893	0.00377515	0.00356717	0.00350185	0.00345639	0.00332073	0.00321751	0.00322233	0.0031558	0.00296425	0.00298109	0.00291502	0.00297328	0.00282387	0.00278691	0.00283445	0.00264232	0.00280404	0.00285671	0.00262144	0.00254079	0.00262813	0.00253093	0.00252469	0.00247176	0.0025572	0.00229481	0.00243367	0.00234305	0.00245806	0.00237809	0.0021987	0.00236187	0.00243884	0.0024354	0.00237124	0.00230242	0.00208033	0.00223084	0.00222116	0.00214881	0.00221294	0.00209128	0.00218261	0.00213218	0.0021112	0.00211901	0.00209595	0.0020821	0.00209993	0.0020193	0.00195308	0.00199663	0.0020233	0.00209181	0.00192839	0.0019752	0.00213399	0.00181367	0.00188964	0.00204037	0.00190837	0.0018967	0.00201278	0.00195909	0.00182342	0.00191677	0.120182
d3_1	0.0891168	1.01583e-05	6.10758e-06	1.94222e-06	3.4251e-06	3.41462e-06	0	9.9407e-06	1.02176e-05	1.81222e-05	2.30517e-06	7.78534e-06	4.87282e-06	4.59735e-06	1.08667e-05	8.83132e-06	5.13125e-06	6.40644e-06	3.93128e-06	6.89442e-06	1.39349e-05	4.91263e-06	5.05038e-06	8.36423e-06	4.25361e-06	1.70691e-05	7.88961e-07	1.46961e-06	1.46451e-05	2.73045e-06	3.12327e-06	1.0081e-05	3.76261e-06	2.14819e-06	4.50765e-07	1.06741e-05	7.05511e-07	1.29196e-05	4.84834e-06	9.54873e-06	1.23338e-05	2.72991e-06	5.37206e-06	4.67692e-06	7.67419e-07	9.31249e-06	9.46184e-06	5.64872e-06	1.93421e-06	3.28552e-06	3.97695e-06	2.77723e-06	0	1.0119e-07	1.79556e-06	1.70627e-06	1.04217e-05	5.29001e-07	4.20131e-06	9.28233e-07	1.8532e-07	1.90354e-06	6.85115e-06	6.52992e-06	7.01629e-06	1.3883e-06	7.32072e-07	5.56845e-06	1.84066e-06	1.62524e-06	2.68564e-06	4.10171e-06	7.57317e-06	6.98132e-06	5.66411e-06	3.40555e-06	1.3966e-06	4.18122e-08	2.16139e-06	9.4231e-08	9.43757e-06	4.67914e-06	0.000596698
d3_2	0.028166	3.94672e-06	1.88447e-06	1.1402e-05	3.98409e-06	2.83068e-06	6.52006e-06	6.2659e-06	5.22758e-06	3.26215e-06	6.42407e-07	8.35463e-06	3.85248e-06	8.27122e-06	4.23451e-06	0	3.01241e-06	5.24828e-06	7.82781e-06	1.25913e-05	9.56947e-06	7.92975e-06	1.76408e-06	8.56544e-06	9.27193e-06	1.48783e-06	7.54448e-06	1.66547e-06	6.95925e-06	6.52387e-06	1.8254e-06	7.3815e-06	5.75178e-06	6.94135e-06	6.77699e-06	1.63536e-06	1.64491e-06	1.13656e-06	5.50653e-06	5.02163e-06	6.51158e-06	5.55171e-06	5.53382e-06	1.6616e-05	3.00508e-06	3.06158e-06	6.41391e-06	8.42873e-06	6.58576e-06	5.64582e-06	7.91435e-06	6.5571e-06	1.99626e-06	1.91887e-06	9.38263e-07	6.2464e-06	4.88312e-07	5.16558e-06	1.83555e-06	1.50968e-05	2.05642e-06	1.1627e-05	1.93531e-05	3.17836e-06	1.67784e-05	3.61541e-06	9.87414e-06	1.09349e-05	5.19362e-07	8.06209e-06	1.88654e-06	9.1796e-06	1.05536e-05	2.84908e-06	1.26901e-05	7.33784e-06	2.25906e-08	5.27985e-06	1.09614e-05	4.32274e-06	2.8333e-06	3.19184e-07	0.000649974
d3_3	0.0136808	7.24435e-06	9.18176e-06	1.06297e-05	7.00353e-06	9.22174e-06	5.67465e-06	3.9853e-06	7.75041e-07	3.62912e-06	9.29364e-07	3.86034e-06	1.16965e-05	1.20942e-05	8.4716e-06	3.47474e-06	2.20399e-06	1.47212e-05	2.97306e-06	0	1.11834e-05	1.43676e-06	1.0664e-05	1.15052e-06	1.70278e-06	5.94873e-06	7.62777e-06	5.6432e-06	8.00875e-06	1.61735e-05	1.91486e-06	5.94738e-06	3.2162e-06	9.11261e-07	7.05319e-07	1.89128e-05	0	3.25737e-06	1.06258e-06	4.07516e-06	1.06284e-05	0	5.67973e-06	7.55494e-06	9.10659e-07	3.89002e-06	8.13496e-06	5.81709e-06	4.22341e-06	5.98169e-06	5.46356e-06	6.17228e-06	1.1463e-05	8.19487e-07	1.38122e-06	1.72235e-05	9.29308e-06	5.07642e-06	1.47974e-06	1.63153e-05	6.2216e-07	2.74838e-06	4.9521e-06	6.73776e-06	5.21593e-06	1.08417e-05	1.57316e-05	9.47957e-07	6.72627e-06	1.52637e-05	2.87758e-06	2.64872e-06	3.83403e-06	0	1.81774e-05	4.69843e-06	2.36593e-07	1.36155e-05	1.00954e-05	1.06447e-06	3.04358e-06	3.16285e-06	0.000618521
d3_4	0.00858296	3.72221e-06	4.73185e-06	1.96603e-05	1.13538e-05	2.96676e-06	1.70986e-08	9.48528e-06	7.25321e-06	4.20181e-06	1.7167e-05	5.27748e-06	4.25992e-07	5.75531e-06	1.44412e-06	1.26362e-06	4.94889e-06	4.55498e-06	2.51734e-06	4.10159e-06	9.5328e-06	1.97803e-06	3.73137e-06	5.59259e-07	1.50772e-07	1.9013e-06	6.74495e-06	1.02109e-05	7.655e-06	2.1636e-06	3.47995e-06	1.59057e-06	8.00517e-06	1.06791e-06	1.80363e-05	9.31909e-06	1.22901e-05	1.25185e-05	4.64914e-07	1.66251e-05	4.69394e-06	7.43434e-06	6.06806e-06	2.48619e-06	6.37854e-06	2.93918e-06	2.16117e-06	2.47526e-06	2.82544e-06	2.60665e-06	4.52706e-06	4.49805e-06	5.06618e-06	1.72176e-05	9.2914e-06	9.04904e-06	8.79575e-06	4.38665e-06	5.89555e-07	5.10741e-06	1.13908e-06	6.51462e-06	1.02123e-05	4.46365e-06	1.78189e-05	1.16107e-06	8.05379e-06	9.6394e-06	0	9.42229e-06	2.23918e-06	7.6756e-07	1.4527e-06	2.27765e-06	1.67133e-06	3.80496e-06	5.63978e-06	1.43392e-05	4.6843e-06	1.92375e-06	3.25751e-06	4.33766e-06	0.000554833
d3_5	0.00619861	4.11806e-06	6.46523e-06	9.75991e-06	1.06651e-05	1.5305e-06	1.43547e-06	1.36599e-05	3.60321e-06	1.72214e-06	3.26567e-06	5.5297e-06	1.20116e-05	0	4.96192e-06	1.87072e-06	7.87432e-06	1.0632e-05	5.23565e-06	1.30992e-05	7.76568e-06	2.86717e-06	1.08146e-05	9.5702e-06	4.39575e-06	6.44946e-06	8.40512e-07	3.9437e-06	1.41505e-06	9.56433e-06	9.24801e-06	3.25402e-06	1.4631e-05	1.53065e-06	3.34692e-06	1.79686e-06	3.1294e-06	4.65341e-06	5.20245e-07	1.93228e-07	6.08197e-06	4.1819e-06	8.45132e-06	1.59979e-06	1.08053e-06	2.26838e-06	5.58879e-06	2.83802e-07	1.05279e-07	4.8864e-06	3.31308e-06	2.42252e-06	3.49007e-06	1.98807e-06	1.01749e-05	1.11245e-05	7.98021e-06	1.54386e-06	1.48128e-06	5.29397e-06	7.78501e-06	1.85231e-06	8.79098e-06	3.82778e-06	1.09687e-05	7.03152e-06	2.87553e-06	1.07174e-06	9.60034e-06	1.89134e-06	6.20904e-06	5.00506e-06	1.77245e-05	1.742e-07	2.40808e-06	2.19801e-05	0	3.25442e-06	1.2023e-05	5.16242e-08	8.06051e-06	6.69689e-06	0.000569269
d3_6	0.00501527	1.02981e-05	3.78565e-06	6.99785e-06	1.37143e-05	3.94777e-06	8.43884e-06	3.06723e-06	3.69312e-06	3.24411e-06	3.08196e-06	1.14413e-05	5.74454e-07	9.29605e-06	4.26018e-06	1.99036e-06	1.04023e-05	2.9093e-06	3.37865e-06	1.05471e-07	4.08938e-06	4.4096e-06	3.54112e-06	7.51548e-06	1.15497e-05	5.90721e-06	1.74808e-06	1.80421e-05	1.12421e-05	1.46638e-05	3.18889e-06	3.99505e-06	1.22353e-05	2.85885e-06	9.23406e-06	2.92119e-06	1.14884e-06	7.46212e-06	3.38705e-06	6.15903e-06	7.72293e-06	1.13e-06	9.41543e-06	1.90591e-06	1.60749e-06	2.47941e-06	1.15985e-05	3.75404e-06	1.14895e-05	7.41897e-06	6.8411e-06	1.22044e-05	7.35048e-06	1.0455e-05	1.23562e-05	4.79649e-06	1.03114e-06	7.8139e-06	6.80241e-06	1.07113e-05	5.93383e-07	3.58911e-06	1.26193e-05	1.01554e-05	3.30343e-06	4.14786e-06	1.01808e-06	8.16529e-07	9.03119e-06	4.93849e-06	4.3606e-06	1.71085e-05	5.9662e-06	4.57669e-06	1.07006e-05	2.32812e-06	4.86105e-06	2.77312e-06	1.91735e-06	2.64871e-07	0	1.33373e-05	0.000499957
d3_7	0.0044344	1.47901e-06	7.43658e-06	3.53453e-06	8.98218e-06	3.91957e-06	7.35022e-06	6.25945e-06	3.50861e-06	6.51194e-06	3.17765e-06	5.7438e-06	4.9254e-06	1.24371e-05	8.97583e-06	2.65706e-06	0	5.57456e-07	4.40743e-06	9.91801e-07	1.31603e-05	2.19718e-06	9.2133e-06	6.10964e-06	4.19072e-06	8.10919e-06	1.69449e-05	5.86088e-06	6.04882e-06	2.58746e-06	4.906e-06	3.87723e-06	3.71927e-06	6.1689e-06	9.27612e-06	7.35318e-06	0	1.89893e-05	2.5565e-06	6.92248e-07	5.46201e-06	4.26562e-06	1.58773e-06	4.59187e-06	2.81208e-06	2.24043e-06	1.82888e-06	1.4003e-06	5.41731e-06	7.50921e-06	8.35836e-06	9.9257e-06	2.99668e-06	6.79589e-06	0	5.89048e-06	7.98454e-06	5.31283e-06	1.30626e-05	1.35925e-05	2.77665e-05	5.90724e-07	0	2.85085e-06	6.74072e-06	0	9.11465e-06	2.05163e-06	5.98892e-06	3.56935e-06	6.2727e-06	8.26201e-06	7.24757e-06	1.41265e-05	3.48491e-07	1.38039e-05	2.2411e-06	1.04054e-06	3.57639e-06	4.72609e-06	6.56602e-06	1.17151e-05	0.000549848
d3_8	0.00400944	5.52709e-06	8.13699e-06	2.152e-06	4.86299e-06	1.10808e-06	2.10271e-06	1.91027e-05	1.93565e-05	4.22718e-06	9.04659e-06	9.20774e-06	3.03386e-06	1.28458e-05	1.38455e-05	5.25892e-06	7.80889e-07	1.30019e-05	3.08448e-06	8.64967e-06	5.93875e-06	1.04185e-05	9.20735e-06	1.25878e-05	4.58735e-06	0	7.46056e-06	2.65837e-06	1.30964e-06	6.76287e-06	1.03498e-06	7.48948e-06	3.72782e-06	4.42492e-06	7.55884e-06	6.00092e-06	4.14377e-06	9.87195e-06	1.0858e-05	2.4265e-06	1.80201e-06	4.69037e-06	2.35241e-06	2.22638e-06	3.62787e-07	7.62509e-06	2.79411e-06	1.23218e-05	1.46129e-06	1.42171e-06	4.45418e-06	1.08931e-05	1.45891e-05	1.20928e-05	1.57095e-06	9.6733e-06	8.21324e-06	2.87888e-06	3.46061e-06	2.58541e-06	3.8546e-06	3.49101e-06	3.76265e-06	4.20282e-06	9.03841e-06	7.67702e-06	3.03029e-06	8.76021e-06	1.73578e-06	9.48032e-06	1.0797e-05	5.91083e-06	7.91978e-06	2.00238e-06	7.42082e-06	1.22214e-06	1.47371e-05	5.55512e-06	1.02142e-07	4.67613e-06	1.18687e-05	5.63678e-06	0.000477256
d3_9	0.00374031	3.91355e-06	4.52793e-06	8.91059e-06	7.32745e-06	7.263e-06	1.35719e-06	2.56722e-06	1.54455e-06	4.99385e-06	4.55618e-06	1.3891e-05	5.52862e-06	0	2.93765e-06	1.139e-05	7.76045e-07	8.9813e-06	7.32373e-06	9.88923e-06	1.03117e-05	2.69558e-06	5.02549e-06	2.45433e-05	1.31559e-05	5.40834e-06	5.73152e-07	6.0031e-06	8.66341e-06	2.56209e-06	7.12761e-06	4.0543e-06	1.36732e-05	1.09937e-05	5.35087e-06	5.73192e-06	1.5741e-06	4.58133e-06	3.07098e-06	1.18777e-06	7.04924e-06	6.74122e-06	3.15426e-06	2.58507e-07	1.31799e-05	1.82581e-05	1.37221e-06	4.98774e-06	1.18543e-06	7.95285e-06	6.40111e-06	4.76122e-06	6.18173e-06	8.54592e-06	5.84062e-06	7.55842e-07	8.67055e-06	2.28528e-06	1.84839e-06	2.46262e-06	4.887e-06	8.25152e-06	2.20492e-05	5.03192e-06	5.5735e-06	1.15594e-06	6.50859e-06	9.10861e-06	3.06329e-06	1.16033e-05	1.87963e-05	2.53772e-06	2.34844e-06	1.19657e-05	5.91125e-06	1.79511e-05	5.88524e-06	4.61108e-06	3.16985e-06	7.96034e-06	1.00607e-05	1.06631e-05	0.000630705
