	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.0786653	0.0388488	0.0256675	0.0229194	0.0149908	0.0124515	0.0105547	0.0129584	0.008111	0.00718931	0.00642528	0.00967087	0.00910039	0.0049223	0.00453612	0.00423462	0.00767788	0.00374574	0.00344958	0.00322451	0.00309226	0.00282046	0.00649279	0.00259668	0.00242783	0.00234237	0.00603985	0.00218289	0.00199138	0.00190707	0.00192681	0.00177264	0.00172959	0.0016332	0.00156574	0.0015141	0.00146174	0.0013845	0.00135564	0.00134693	0.00508454	0.00123577	0.00120949	0.00115744	0.00110022	0.00105012	0.00104062	0.000997272	0.000974747	0.000941112	0.000913131	0.000889692	0.000887219	0.00086403	0.000809365	0.000840002	0.000788311	0.000780063	0.000727379	0.00072676	0.00446461	0.000694837	0.000699275	0.000636022	0.000639458	0.000637742	0.000577262	0.00440934	0.000604961	0.000564806	0.00056193	0.000520449	0.00435133	0.000548637	0.000533602	0.000517304	0.0004462	0.000460694	0.00421962	0.000462713	0.00422533	0.0190355
d3_1	0.0593262	3.30432e-06	1.7222e-06	2.57783e-06	6.07434e-06	2.76773e-06	7.51623e-06	3.68246e-06	4.80544e-06	8.55556e-07	5.17458e-06	5.01475e-06	7.97999e-06	4.99736e-06	2.11779e-06	2.93396e-06	9.49277e-06	5.03982e-06	4.2135e-06	7.23375e-06	6.07604e-06	4.0219e-06	7.08991e-06	4.20859e-06	1.04466e-05	1.19065e-06	6.33408e-06	5.00489e-06	7.13916e-06	4.11425e-06	6.82531e-06	3.92875e-06	3.84286e-06	5.75712e-06	5.51244e-07	3.4382e-06	3.79126e-06	5.35474e-06	4.27039e-06	1.38096e-06	7.88792e-06	7.40693e-06	2.22381e-08	1.34727e-05	1.01397e-06	2.68119e-06	6.4818e-06	6.68702e-06	3.60961e-06	1.77871e-06	5.52376e-07	5.03228e-06	6.43954e-06	1.2932e-06	4.06732e-06	4.86169e-07	4.33838e-06	9.96142e-06	1.14867e-06	4.64843e-06	3.97959e-07	4.72375e-06	2.9154e-06	3.46835e-06	3.79042e-06	8.60481e-06	1.52062e-06	2.66757e-06	2.85591e-06	4.59768e-06	3.92008e-06	7.75533e-07	3.11016e-06	2.39958e-06	4.87263e-06	5.81848e-06	5.65018e-07	5.4012e-06	4.30781e-06	1.10049e-05	2.37449e-06	5.95486e-07	0.000156611
d3_2	0.0294075	4.79302e-06	4.81341e-06	4.8446e-07	1.72184e-06	4.18265e-06	3.63806e-06	8.81265e-06	7.29937e-06	6.17753e-06	5.20662e-06	4.88864e-06	3.00852e-06	1.21421e-05	1.2213e-06	5.61186e-06	4.81092e-06	6.97046e-06	4.09885e-06	1.61399e-06	3.98056e-06	1.74738e-06	5.17879e-06	1.35698e-06	4.94363e-06	4.88347e-06	7.96715e-06	6.43276e-06	4.70489e-06	7.14442e-07	3.77523e-06	2.2601e-06	0.00378958	6.73034e-06	6.68214e-06	5.3918e-06	4.8823e-06	6.19907e-06	2.50163e-06	5.42106e-07	3.95388e-06	2.92264e-06	5.53584e-07	4.54784e-06	2.74303e-06	2.77634e-06	4.01943e-06	4.13846e-06	1.70129e-06	3.58947e-06	6.90013e-06	6.10996e-06	4.70453e-06	6.67572e-06	3.58712e-06	2.13363e-06	8.097e-06	2.34548e-06	4.08566e-06	3.67455e-06	1.05457e-05	5.53076e-06	7.15917e-06	1.5021e-06	5.83067e-06	3.60028e-06	2.56453e-06	5.19275e-06	6.49163e-07	5.99997e-06	1.65206e-06	2.48233e-06	3.83339e-06	8.34525e-06	5.18486e-06	1.88935e-06	4.30972e-06	1.8397e-06	5.93053e-06	2.08646e-06	7.27559e-06	3.84241e-06	0.000182203
d3_3	0.0194051	6.52242e-06	5.24453e-06	2.45812e-06	7.95741e-06	6.87659e-06	5.30507e-06	5.14695e-06	2.36161e-06	2.675e-06	8.05859e-06	6.55662e-06	4.59061e-06	8.84935e-06	3.44844e-06	3.45119e-06	3.97048e-07	6.47276e-06	4.21121e-06	4.70721e-06	9.3777e-06	8.60982e-07	2.69205e-06	6.71146e-06	8.29995e-06	3.16816e-06	8.35996e-06	7.48943e-06	1.40023e-05	2.33908e-06	3.58287e-06	3.56258e-06	6.38908e-06	3.6612e-06	6.84065e-06	9.10838e-06	6.28152e-06	2.21223e-06	5.45955e-06	5.99821e-06	7.08784e-06	3.82293e-06	9.2145e-06	1.02343e-05	7.13993e-06	3.68809e-06	1.25123e-05	3.24573e-06	1.11672e-08	1.26291e-05	6.4324e-06	6.01831e-06	4.98288e-06	2.34661e-06	7.11142e-06	5.62486e-06	4.34503e-06	6.03392e-06	4.72536e-06	5.62918e-06	4.07578e-06	3.66395e-06	3.35551e-06	5.39678e-06	5.73546e-06	3.61927e-06	5.39507e-06	3.00257e-06	1.69367e-06	3.80741e-06	1.99354e-06	2.60386e-06	2.24986e-06	4.82419e-06	5.43426e-06	4.87879e-06	2.66133e-06	7.94535e-07	1.22894e-06	4.46223e-06	6.63225e-06	3.84658e-06	0.000208772
d3_4	0.0143851	5.11629e-06	1.35349e-06	3.96017e-06	4.85943e-06	3.53273e-06	3.46558e-06	2.88965e-06	7.18773e-06	2.21004e-06	7.07815e-06	3.86839e-06	7.2262e-06	3.32142e-06	1.97524e-06	2.97918e-06	5.77618e-06	3.38741e-06	1.37026e-06	3.46835e-06	3.74696e-06	7.26331e-06	2.99295e-06	3.70387e-06	4.64454e-06	3.48474e-06	5.22613e-06	1.62077e-06	1.62694e-06	7.15275e-06	1.32236e-05	1.84931e-06	1.40041e-06	1.69136e-06	5.23417e-06	3.78917e-06	2.41912e-06	6.20837e-07	3.10265e-06	5.25853e-06	1.94553e-06	1.32992e-06	2.02331e-06	6.35221e-06	6.87305e-06	3.44607e-06	1.61624e-06	9.86014e-07	6.42203e-06	3.4405e-06	2.96116e-06	9.06379e-07	2.96505e-06	5.39802e-06	1.11245e-05	1.25583e-06	4.20621e-06	6.74807e-06	2.873e-06	6.45684e-06	1.58306e-06	2.11121e-06	1.67293e-08	3.21931e-06	3.26974e-06	5.44716e-07	4.46995e-06	4.11209e-06	1.49886e-05	3.05937e-06	2.28265e-06	3.09348e-06	4.4335e-06	1.69114e-06	4.688e-06	4.04484e-06	2.82193e-06	4.37301e-06	5.45816e-06	2.14671e-06	3.60716e-06	3.04769e-06	0.000193594
d3_5	0.0113198	1.62063e-06	3.22851e-06	5.05913e-06	2.00074e-06	7.23965e-06	2.76979e-06	2.88321e-06	4.61364e-06	3.44748e-06	3.20389e-06	3.58313e-06	3.48411e-06	2.89605e-06	3.53412e-06	4.17327e-06	2.68128e-06	4.36299e-06	3.7424e-06	5.16529e-06	1.01109e-06	1.80511e-06	5.52314e-06	3.74156e-06	2.00311e-06	5.30916e-06	2.58534e-06	5.22765e-06	4.77777e-06	4.15052e-06	3.64375e-06	9.48222e-06	6.32172e-06	5.75708e-06	4.06551e-06	3.38241e-06	3.26764e-06	6.05172e-06	6.72193e-06	5.45807e-06	3.1385e-06	8.65187e-06	3.8433e-06	1.42893e-05	4.99208e-06	1.79326e-06	6.8992e-06	1.18211e-06	2.51558e-06	2.28944e-06	3.30149e-06	5.13332e-06	1.48757e-06	3.97789e-06	7.9931e-06	7.7393e-06	1.50783e-06	7.06938e-06	6.12085e-06	3.0695e-06	5.15049e-06	4.48737e-06	1.79241e-06	3.42053e-06	4.92562e-06	5.91097e-06	1.05557e-06	3.3707e-06	3.17723e-06	3.09794e-06	6.18895e-06	2.11404e-06	4.84272e-06	2.42359e-06	6.36552e-07	2.51914e-06	8.35895e-06	3.6894e-06	9.53981e-06	3.98493e-06	5.70938e-06	1.04441e-06	0.000202076
d3_6	0.0094318	2.25622e-06	5.34713e-06	1.73464e-06	4.44995e-06	4.24133e-06	6.80037e-06	6.74909e-06	4.61202e-06	1.02973e-05	1.03538e-05	3.7653e-06	2.76334e-06	6.54055e-06	5.01537e-06	1.83073e-06	4.75783e-06	1.09077e-06	1.70741e-06	3.64693e-06	7.96479e-06	3.91095e-06	3.99854e-06	4.69743e-06	2.26744e-06	8.41053e-06	6.90761e-06	6.42895e-06	6.53441e-06	1.7208e-06	6.17166e-06	4.33219e-07	2.50068e-06	1.57325e-06	8.75077e-06	4.77437e-06	5.12245e-06	3.3756e-06	2.27162e-06	3.2407e-06	4.43383e-06	4.84022e-06	8.35231e-06	1.38184e-06	8.04489e-06	1.30005e-05	1.70595e-06	5.46788e-06	1.10006e-05	7.56408e-06	4.37263e-06	3.18183e-06	1.62592e-06	1.84152e-06	3.76415e-06	1.16903e-06	2.25541e-06	1.46826e-06	1.01403e-06	4.72854e-06	5.77272e-06	2.75916e-06	2.68382e-06	4.35568e-06	2.40144e-06	2.44677e-06	2.48397e-06	9.01925e-06	4.32071e-06	8.4793e-06	4.61008e-06	2.5721e-06	1.4784e-06	3.53028e-06	1.29676e-06	6.12511e-06	4.03371e-06	2.28134e-06	2.51739e-06	1.83037e-06	4.10201e-06	4.23723e-07	0.000189549
d3_7	0.00792466	8.25442e-06	2.62749e-06	2.69999e-06	1.03302e-06	7.82313e-07	5.17729e-06	1.88632e-06	4.43014e-06	8.82129e-06	1.33231e-05	2.08678e-06	5.84847e-06	4.55584e-06	5.14974e-06	5.08072e-06	4.79586e-06	5.60316e-06	1.79345e-06	1.21903e-06	1.17358e-05	3.95365e-06	6.30146e-06	2.75036e-06	4.92488e-06	9.39391e-06	5.82716e-06	2.60923e-06	1.11757e-05	2.19204e-06	1.20946e-06	3.26016e-06	6.26702e-06	1.66719e-06	9.18419e-06	2.41176e-06	1.33101e-06	4.62105e-06	2.20621e-06	3.71215e-06	3.38561e-06	6.41472e-06	5.81493e-06	1.05935e-05	3.22691e-06	7.0938e-06	5.06637e-06	8.93611e-06	5.31554e-06	3.269e-06	4.52231e-06	9.07751e-06	2.06882e-06	3.18845e-06	7.01209e-06	2.2769e-06	1.06473e-05	2.86611e-06	4.42249e-06	3.84023e-06	2.67696e-06	9.64126e-06	9.23553e-06	5.96361e-06	5.1717e-06	6.96235e-07	6.82615e-06	3.15709e-06	4.28528e-06	4.59098e-06	3.30821e-06	4.25188e-06	1.23819e-05	9.34129e-06	3.25348e-06	2.61058e-06	5.65469e-06	2.38713e-06	2.40437e-06	9.41553e-07	3.87926e-06	5.80326e-06	0.000176357
d3_8	0.00686645	8.4077e-06	9.70868e-06	5.06528e-06	4.50028e-06	4.23173e-06	6.87537e-06	5.45391e-06	9.72157e-06	3.84883e-06	8.86035e-06	5.76969e-06	4.25274e-06	3.9329e-06	6.57474e-06	3.71281e-06	6.6201e-06	1.20031e-05	4.83914e-06	4.50961e-06	6.04117e-06	2.1762e-06	4.25631e-06	5.55495e-06	3.7829e-06	4.1806e-08	9.19707e-06	9.72819e-06	4.05499e-06	5.29455e-06	5.67681e-06	5.71152e-06	5.67001e-06	6.83436e-06	7.47716e-07	3.79218e-06	2.16896e-06	3.29843e-06	3.48794e-06	5.14645e-06	3.75754e-06	3.09406e-06	8.29959e-07	5.49218e-06	5.22904e-06	5.22558e-06	5.3597e-06	3.52244e-06	2.19922e-06	0.00378779	5.09589e-07	2.14686e-06	1.94213e-06	5.25514e-06	3.23166e-06	3.36933e-06	6.03193e-06	2.65821e-06	5.5729e-06	3.13704e-06	4.15238e-06	6.03103e-06	4.03505e-06	4.71018e-06	7.56256e-07	5.77476e-06	1.75955e-06	7.51371e-06	1.07729e-05	4.73264e-06	3.20521e-06	1.69255e-06	6.92483e-06	2.92672e-06	3.65809e-06	4.85595e-06	2.82455e-06	3.93222e-07	2.67026e-06	1.44489e-06	1.27892e-06	1.41337e-06	0.000163044
d3_9	0.00604867	7.02166e-06	2.12008e-06	9.35764e-06	5.841e-06	5.43906e-06	3.52396e-06	1.01913e-05	8.40053e-06	4.90878e-06	6.10079e-06	4.69902e-06	1.75674e-06	1.94479e-06	4.37803e-06	1.69534e-06	4.49888e-06	4.75305e-06	1.20249e-05	2.4412e-06	7.51781e-07	4.18697e-06	3.61486e-06	3.19107e-06	5.35203e-06	1.51236e-06	3.58126e-06	7.68037e-06	2.68522e-06	5.59668e-06	2.40241e-06	4.7189e-06	5.4405e-06	6.65043e-06	3.83092e-06	4.72665e-06	1.00221e-05	7.04485e-07	1.53631e-06	3.87492e-06	3.09858e-06	1.12967e-06	3.2098e-06	4.84216e-06	3.26851e-06	4.09543e-06	3.21129e-06	1.0731e-05	7.49399e-06	2.42587e-06	5.03108e-06	5.65927e-06	2.08807e-06	4.39326e-06	3.5231e-06	3.8487e-06	4.4597e-06	5.42064e-06	1.48988e-06	2.6856e-06	3.92454e-06	6.82704e-07	2.13883e-06	3.6464e-06	3.83134e-06	4.82365e-06	7.49963e-06	3.68237e-06	1.21069e-06	1.14871e-05	5.6108e-06	8.12182e-06	3.46631e-06	3.92181e-06	4.78225e-06	3.62375e-06	2.2943e-06	1.79889e-06	4.85188e-06	3.09178e-06	3.50968e-06	7.81879e-06	0.000178456
