	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d3_0	0	0.0282685	0.0153267	0.0110591	0.00884052	0.00745774	0.00705081	0.00562322	0.00542401	0.00555509	0.00474046	0.00478351	0.00402227	0.00441352	0.00386292	0.00415087	0.00347052	0.00325856	0.00372629	0.00391304	0.00321915	0.00332048	0.00336335	0.00367467	0.00354475	0.00321813	0.00327636	0.00309516	0.00329818	0.00308085	0.00285847	0.00264058	0.00325791	0.00281132	0.00281293	0.00302659	0.00298522	0.00298881	0.00256043	0.00274961	0.00237966	0.00291554	0.00277957	0.00283647	0.0025721	0.0028498	0.00257675	0.00237594	0.00255053	0.00222076	0.00276273	0.00253663	0.00253934	0.00293897	0.0028392	0.00265321	0.00250205	0.00239518	0.0023258	0.00220748	0.00256642	0.00206109	0.00228798	0.00236956	0.00245125	0.00219418	0.00241239	0.0021056	0.00247756	0.00255816	0.00225518	0.00244264	0.00206189	0.00237833	0.00214125	0.00238542	0.00200131	0.00197041	0.00213406	0.00247754	0.00179125	0.001931	0.001938	0.00222666	0.0024565	0.00233075	0.00205075	0.0018085	0.00204361	0.00223923	0.00195874	0.00194004	0.00211194	0.00212515	0.129068
d3_1	0.0520827	0	3.06744e-06	1.40863e-06	3.7132e-07	4.78656e-06	3.98072e-06	0	1.80228e-06	1.91495e-06	5.45886e-07	1.90163e-07	2.46951e-06	2.99665e-06	3.55608e-06	5.33396e-06	1.27562e-05	5.3312e-06	0	4.19656e-06	2.17029e-07	0	5.14815e-06	9.45976e-06	1.38888e-06	3.63254e-07	1.61023e-06	6.34307e-06	0	3.14682e-06	1.04582e-05	1.39276e-06	0	1.16927e-06	0	0	4.10397e-07	2.55443e-06	3.73645e-06	0	4.20579e-07	2.35308e-06	0	3.62645e-08	1.21766e-08	0	3.55484e-06	1.856e-06	4.62873e-06	8.74345e-07	0	4.34643e-06	1.52131e-06	0	6.89982e-06	8.7576e-07	2.02506e-06	2.05697e-07	0	1.44037e-06	3.43028e-06	0	2.67288e-06	0	3.10151e-06	1.82806e-05	1.24713e-06	5.43368e-07	4.49429e-06	9.74661e-06	5.16485e-06	0	8.28032e-06	3.13536e-06	0	8.49671e-07	3.62812e-06	1.17611e-07	0	5.02755e-07	9.54368e-07	0	2.67276e-06	6.39191e-07	0	5.715e-06	0	9.48896e-07	1.98057e-06	0	5.30255e-08	0	8.1602e-07	0	0.000167323
d3_2	0.025345	3.48219e-06	5.04144e-06	2.36835e-06	1.9972e-06	5.66366e-07	1.05281e-05	1.21544e-06	0	2.04269e-06	1.45205e-06	7.50617e-07	1.40448e-06	5.85409e-06	1.35529e-06	4.78075e-06	0	3.04088e-07	8.20276e-06	3.51692e-06	0.000118427	2.0264e-06	9.4957e-07	1.35189e-06	3.4468e-06	1.23455e-06	1.17675e-08	2.05558e-06	2.74426e-08	4.41821e-06	3.86831e-06	4.12412e-06	1.44372e-07	9.57824e-07	0	9.13431e-07	3.43158e-07	5.02679e-07	2.88371e-06	1.63206e-06	1.0699e-06	2.71828e-06	2.38486e-06	1.35484e-06	2.11361e-06	6.76282e-07	4.77628e-06	1.64967e-06	2.57838e-06	0	3.18747e-07	5.13407e-06	4.11861e-06	8.87993e-06	1.28985e-06	1.58409e-06	1.27954e-06	6.23436e-07	9.38484e-07	9.1546e-06	6.40248e-06	0	1.56778e-06	3.11271e-07	2.19516e-06	8.03521e-06	0	6.43378e-06	4.46481e-06	2.28997e-06	1.79096e-06	3.13087e-06	1.75613e-07	6.61956e-06	5.1172e-06	8.02325e-06	0	1.03675e-06	0	3.2873e-06	7.51565e-09	2.26956e-06	1.98029e-06	3.40313e-06	4.72268e-07	2.10124e-06	1.1605e-06	4.78921e-06	0	4.64536e-06	0	0	5.4542e-06	7.38292e-07	0.000323333
d3_3	0.0160122	9.32903e-06	3.16263e-06	0	1.9779e-06	1.1032e-06	1.2529e-05	0	0	3.08007e-06	3.73629e-07	0	2.35277e-06	0	0	3.63602e-06	0	4.39407e-06	3.74754e-06	5.61097e-06	4.12808e-07	5.48082e-07	1.36116e-06	1.10131e-06	3.28735e-07	0	0	0	0	0	6.43087e-07	3.01759e-06	4.99898e-06	1.49087e-06	6.41905e-07	1.4376e-08	0	7.1443e-06	1.61824e-06	0	2.17979e-08	3.95442e-06	5.081e-06	2.1198e-06	2.85731e-07	7.50355e-07	3.55689e-06	0	1.46634e-06	2.46462e-06	3.85723e-06	2.18238e-07	4.51285e-06	1.40524e-06	8.94659e-07	6.10983e-06	1.87325e-07	7.46828e-07	4.58479e-06	6.75062e-06	4.23672e-06	3.77901e-06	2.88491e-06	7.14012e-06	0	0	4.82591e-06	4.83723e-06	1.11258e-06	2.78799e-06	1.76571e-07	9.47344e-07	0	2.69484e-06	5.83131e-06	4.12157e-06	0	3.02288e-06	6.24528e-06	6.24417e-07	4.30471e-07	1.18693e-06	3.62346e-06	1.65839e-06	0	5.7886e-06	4.21483e-06	0	2.4538e-07	1.2387e-06	6.67981e-06	1.91442e-06	2.53913e-06	1.24334e-05	0.000177261
d3_4	0.011738	3.41128e-06	6.56726e-06	1.79959e-06	0	3.91677e-07	0	1.58424e-06	5.39201e-07	4.50426e-07	1.13553e-06	0	2.00408e-06	0	3.52737e-09	2.43427e-06	3.16054e-06	4.67552e-06	0	0	2.34335e-06	3.15692e-07	9.75202e-07	4.10302e-06	0	1.29867e-06	0	9.40863e-07	1.83602e-06	0	2.97247e-07	1.67713e-06	0	1.94994e-07	2.37737e-06	2.29193e-06	3.04538e-06	5.83505e-06	2.80661e-07	1.15036e-06	2.0796e-06	1.00065e-06	7.51126e-07	1.45007e-06	2.45017e-06	1.56804e-06	6.93439e-06	6.35498e-06	4.08831e-07	1.1836e-06	1.26027e-06	8.09715e-07	1.29952e-06	0	2.35843e-06	1.83615e-06	1.00702e-06	6.91373e-06	0	8.17607e-07	0	2.08612e-06	8.24338e-06	8.73609e-07	4.02534e-06	0	2.66503e-06	2.11511e-06	1.43169e-06	8.46929e-07	6.2335e-06	1.11086e-05	2.29991e-07	6.03629e-07	7.86275e-07	1.1556e-06	1.17765e-07	9.55514e-08	1.7103e-06	2.1441e-06	2.28401e-06	1.52394e-05	3.02803e-06	1.84838e-06	0	2.94201e-06	2.26156e-06	5.15812e-06	0	0	2.96584e-07	2.56256e-06	1.21387e-06	1.10024e-06	0.00013202
d3_5	0.0090169	1.67554e-06	0	0	5.28347e-06	8.27412e-06	9.12129e-07	1.15929e-06	0	1.25463e-06	6.76672e-06	0	1.87626e-07	1.07511e-06	3.94129e-07	0	5.03842e-06	5.81975e-06	3.17852e-06	4.78514e-07	1.00269e-06	6.31842e-06	6.43323e-07	0	6.3955e-06	5.4889e-06	1.90699e-06	1.70176e-06	5.3734e-06	4.71277e-07	6.2181e-07	2.13091e-06	7.80668e-08	0	5.14289e-06	1.26392e-06	0	2.55069e-06	0	4.55006e-07	1.99549e-06	1.36457e-06	9.87851e-07	3.60797e-07	2.63671e-06	1.76171e-06	4.2192e-08	1.91929e-06	0	4.18905e-06	5.87511e-08	3.44561e-06	8.21853e-06	0	9.03e-07	4.20097e-06	2.5845e-07	0	1.14437e-05	0	7.93982e-07	5.72693e-06	2.34734e-07	0	1.58886e-06	2.89055e-06	2.33648e-06	1.61745e-07	0	4.55726e-06	1.03239e-06	1.12458e-05	1.56057e-06	2.4472e-06	0	0	4.93051e-06	6.16032e-06	0	3.70406e-06	1.82159e-07	0	3.34837e-06	0	2.17826e-06	2.40088e-06	0	0	3.18342e-08	1.30033e-06	7.72175e-07	5.61205e-06	3.80056e-07	0	0.000177918
d3_6	0.00732679	4.35649e-06	1.4132e-06	0	8.07254e-07	1.54715e-06	2.29709e-06	7.42746e-07	0	0	0	3.86334e-07	6.96012e-07	7.41434e-07	8.77031e-07	2.85137e-08	2.99473e-06	0	1.18598e-06	2.18907e-06	2.89959e-07	0	5.95562e-06	4.02138e-06	2.00895e-05	0	2.41892e-06	2.50027e-06	4.96296e-07	4.08056e-06	0	1.42844e-05	2.52931e-06	0	0	3.81972e-06	1.42989e-06	1.25716e-06	9.13542e-07	2.36658e-06	0	1.67549e-06	1.92583e-06	4.47443e-06	0	1.36467e-06	0	4.9848e-07	0	2.82982e-06	0	0	1.20514e-05	0	0	2.90792e-06	3.04298e-06	0	2.46698e-06	3.42471e-06	2.87343e-06	4.77099e-06	2.74335e-06	1.94258e-07	4.45377e-06	8.22159e-06	2.19153e-06	2.19763e-06	0	2.3085e-07	0	0	0	1.49888e-06	3.10834e-06	2.17445e-06	9.75448e-06	2.15163e-08	5.81313e-08	1.00407e-05	5.38151e-06	0	0	9.13351e-06	2.15032e-06	2.34913e-07	3.56973e-06	6.72639e-08	4.79349e-06	3.81745e-06	0	0	5.29215e-06	0.000116656	0.000247531
d3_7	0.00602699	3.10696e-06	1.39096e-06	5.35094e-06	8.78704e-06	5.77386e-07	7.75246e-07	1.8099e-06	5.93206e-06	1.51045e-06	1.84091e-06	4.00575e-06	0	6.42254e-07	2.61116e-06	4.30405e-06	0	7.7222e-06	3.30502e-06	3.69337e-06	0	0	2.40951e-06	2.93329e-06	7.36041e-07	6.75609e-06	6.62189e-07	5.06818e-06	3.11086e-06	2.0084e-06	1.30625e-06	5.29016e-06	7.88731e-06	4.41888e-06	2.71549e-08	9.33132e-07	8.5456e-07	5.13263e-07	1.41273e-06	2.59251e-06	0	1.79674e-06	1.73515e-06	1.05975e-06	5.04294e-06	1.55337e-06	7.25541e-06	0	0	4.79006e-07	0	0	1.91382e-07	8.56201e-07	2.73542e-06	0	2.32637e-06	3.06989e-07	0	1.78959e-06	4.11723e-07	1.14639e-07	0.000125018	6.0748e-07	1.29406e-06	0.000114381	5.6647e-07	0	3.08214e-06	7.1864e-07	1.40583e-06	1.17163e-06	0	2.22035e-06	1.1815e-06	0	5.64457e-07	6.94863e-08	3.53085e-08	2.83133e-06	2.32931e-06	1.23951e-05	0	2.02999e-07	1.00983e-06	1.73748e-06	8.72806e-06	1.66087e-06	1.10118e-06	2.81177e-07	6.40638e-07	6.67772e-07	1.09545e-06	4.33029e-06	0.000293189
d3_8	0.00505726	0	4.73669e-06	5.15713e-06	6.09539e-06	6.71484e-06	0	2.27148e-06	8.88814e-07	8.61527e-07	0	2.37751e-07	1.43369e-06	0	1.85802e-06	4.84022e-07	2.06079e-06	5.69639e-07	5.15004e-06	0.00011503	2.1104e-06	0	0	1.36831e-06	4.21761e-06	5.15038e-06	2.58616e-06	0	3.11454e-06	7.57358e-07	1.10944e-06	1.39073e-06	0	4.06444e-06	5.32143e-06	6.74789e-06	3.48359e-08	1.18105e-06	1.3649e-06	0	2.23271e-06	2.07264e-06	8.71149e-07	2.71032e-06	8.66977e-06	4.64466e-06	0	5.44143e-07	0	2.48692e-06	2.55325e-06	0	6.02825e-07	8.53619e-08	0	0	3.71684e-06	0	1.81548e-06	1.51092e-06	8.03144e-07	0	8.87879e-07	6.36692e-06	2.71611e-06	0	0	0	4.81535e-07	2.70048e-07	1.08684e-06	0	1.09887e-06	0	4.31816e-06	0	1.87093e-06	0	0	2.69115e-06	0	4.72673e-06	4.05739e-06	3.16831e-06	0	5.427e-06	5.37263e-07	0	0	1.11317e-06	0	2.05818e-06	1.22541e-06	2.90084e-06	0.00026271
d3_9	0.00473493	2.58087e-06	9.63961e-07	1.32315e-07	1.48525e-06	1.3663e-06	5.69148e-06	8.76882e-07	0	5.59678e-08	9.36178e-07	0	0	1.55017e-06	3.94503e-06	1.82206e-06	0	3.43804e-06	6.56382e-07	5.64071e-06	7.68022e-07	1.86443e-07	4.31603e-06	0	6.46507e-06	1.10223e-06	0	2.41691e-06	3.07187e-06	1.72737e-06	0	7.06176e-07	2.37619e-07	2.34316e-06	7.4312e-06	9.43996e-07	1.75499e-06	4.17943e-06	1.21508e-06	2.85015e-07	4.78375e-06	4.2847e-06	5.78639e-06	9.03059e-06	7.7314e-07	0	2.09436e-06	8.29882e-07	9.28863e-06	4.65665e-06	6.3624e-07	4.08598e-08	6.9355e-06	4.10835e-06	2.97362e-06	4.36628e-08	5.74873e-06	1.78156e-07	0	1.1532e-06	6.22832e-06	0	0	0	0	0	1.44892e-06	2.04552e-07	1.18391e-06	0	7.1966e-06	2.86428e-06	2.12099e-06	1.12951e-06	3.06057e-06	0	7.88659e-06	1.78251e-06	4.41446e-06	3.05266e-08	0	1.93754e-07	5.36933e-06	0	0	0	1.77809e-08	2.44659e-06	6.94388e-07	0	8.78304e-07	3.46981e-06	0	0	0.000300323
