	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d3_0	0	0.120462	0.0602024	0.0391254	0.0286991	0.0220069	0.01771	0.0146385	0.011607	0.010035	0.00830987	0.00704534	0.00616628	0.00519075	0.00449269	0.003947	0.00339957	0.0027938	0.00251174	0.00212905	0.00199528	0.00165207	0.00131934	0.00126631	0.000981818	0.000959057	0.000869412	0.000770633	0.000516108	0.000465499	0.000401825	0.000339586	0.000293582	0.000266237	0.000173169	0.000257796	0.000175584	0.000157079	0.000152365	0.000129143	0.000109928	0.000117645	7.66995e-05	6.86323e-05	2.53107e-05	5.77424e-05	4.33236e-05	2.49059e-05	1.87408e-05	3.89658e-05	4.91241e-05	2.04833e-05	1.44483e-07	1.4323e-05	9.32362e-08	4.69717e-05	6.15919e-06	6.57685e-08	6.16045e-06	6.16152e-06	1.22558e-05	6.12534e-06	2.05346e-08	1.22404e-05	1.22608e-05	7.8051e-09	2.37202e-09	1.01722e-08	6.12665e-06	1.40497e-08	2.73006e-09	3.45364e-09	6.11895e-06	6.11978e-06	4.32185e-09	2.70892e-10	9.37438e-09	3.45527e-09	1.65804e-08	6.11922e-06	9.33507e-11	7.77826e-09	0	0	5.65893e-11	6.10367e-06	0	5.98134e-11	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0681819	3.31397e-05	5.95438e-05	5.54626e-05	7.2805e-05	3.71472e-05	4.32348e-05	4.73003e-05	2.48676e-05	4.30981e-05	4.92441e-05	4.10605e-05	6.34497e-05	3.5991e-05	3.48972e-05	4.31401e-05	8.48784e-06	2.9807e-05	5.72824e-05	6.13958e-05	2.97872e-05	3.07814e-05	3.89404e-05	5.10956e-05	2.25958e-05	2.86907e-05	1.44441e-05	3.4796e-05	2.456e-05	1.23179e-05	4.80228e-05	2.86623e-05	6.2311e-06	1.23642e-05	1.84095e-05	1.84035e-05	2.35717e-05	1.23393e-05	3.87889e-05	1.53492e-05	2.44784e-05	3.0669e-05	8.19106e-06	2.45264e-05	8.219e-06	1.43485e-05	6.15811e-06	1.95442e-08	8.18337e-06	1.22603e-05	2.48775e-08	4.25476e-08	6.16985e-06	8.20964e-06	7.72051e-09	2.45171e-08	2.08971e-06	8.7369e-09	6.12989e-06	8.17936e-06	1.84301e-08	1.47364e-08	8.1499e-06	2.51936e-08	2.13986e-09	1.45055e-09	1.09575e-08	1.17669e-09	6.4112e-09	4.41326e-09	3.5784e-09	6.11921e-06	6.74854e-09	8.60174e-10	8.60765e-09	6.1113e-06	7.46492e-11	5.8933e-12	9.31844e-12	2.84408e-09	4.87371e-10	1.07306e-12	0	4.24759e-11	5.24303e-12	1.31529e-09	1.42946e-10	2.7398e-12	5.519e-11	0	0	0	0	0	0	4.91983e-12	0	0	0
d3_2	0.0290682	4.7349e-05	3.10037e-05	2.89842e-05	5.75266e-05	2.69016e-05	4.5236e-05	4.72043e-05	2.89081e-05	3.29072e-05	4.72446e-05	2.88212e-05	4.31409e-05	4.72343e-05	6.14889e-05	4.50628e-05	3.59538e-05	3.28437e-05	3.28045e-05	1.85649e-05	2.0635e-05	4.09391e-05	3.69013e-05	3.79068e-05	1.84987e-05	2.67452e-05	2.66945e-05	2.86688e-05	2.25779e-05	4.90981e-05	4.23361e-06	1.23478e-05	1.27529e-07	2.25117e-05	1.03497e-05	4.38833e-05	3.27449e-05	3.8806e-05	2.6616e-05	1.84759e-05	2.15081e-05	1.84135e-05	3.36634e-05	1.3322e-05	1.53221e-05	2.86123e-05	6.15994e-06	8.19249e-06	4.45319e-08	1.83989e-05	1.83585e-05	6.13455e-06	2.98185e-08	3.26545e-05	1.83502e-05	3.53218e-08	6.1317e-06	2.36429e-08	2.00381e-08	8.18137e-06	1.22418e-05	4.24463e-09	6.12654e-06	2.0691e-06	2.04945e-06	2.30826e-08	3.10749e-09	6.12459e-06	6.12687e-06	2.93762e-10	4.84578e-11	6.70984e-09	1.44256e-09	6.91007e-10	3.31635e-08	7.57148e-11	1.22407e-05	6.11248e-06	7.79949e-09	6.74161e-11	0	8.1438e-06	1.1358e-10	1.2971e-09	9.46771e-11	0	0	2.95622e-11	1.52551e-11	0	0	0	0	1.43854e-11	0	0	0	0	0
d3_3	0.016437	3.60767e-05	3.9065e-05	4.1247e-05	3.29517e-05	6.04729e-05	5.33807e-05	4.41348e-05	5.54284e-05	4.51818e-05	7.16807e-05	1.46228e-05	5.84427e-05	3.48953e-05	2.06269e-05	3.09157e-05	2.36727e-05	3.08418e-05	3.91109e-05	4.30024e-05	3.58624e-05	3.68965e-05	4.29978e-05	3.68976e-05	3.0739e-05	5.42271e-05	4.29421e-05	2.46093e-05	2.66322e-05	1.23801e-05	2.05291e-05	3.69067e-05	2.86701e-05	2.46071e-05	4.7008e-05	2.86221e-05	1.84618e-05	2.45296e-05	5.19319e-08	1.23092e-05	3.06778e-05	1.23127e-05	2.44875e-05	2.45131e-05	6.16905e-06	2.45124e-05	1.53467e-05	8.19859e-06	6.15569e-06	2.07332e-06	3.26391e-05	2.04001e-05	6.15478e-06	4.32642e-08	1.87322e-08	2.0401e-05	1.22495e-05	8.22703e-06	6.13032e-06	8.17318e-06	8.16671e-06	8.1764e-06	2.36598e-08	2.48252e-08	4.97848e-09	7.48309e-09	1.1298e-08	8.16049e-06	7.41721e-09	7.80004e-09	2.0379e-08	4.67397e-09	1.23853e-10	1.14101e-08	1.66524e-08	2.8776e-11	3.04592e-10	3.80893e-10	6.34592e-10	1.57127e-10	8.05701e-11	1.03469e-09	6.11901e-06	7.33679e-10	1.43571e-08	8.1215e-09	6.11788e-06	0	1.33642e-12	0	0	0	3.86224e-11	0	0	0	0	0	0
d3_4	0.0104397	5.75527e-05	5.75405e-05	4.72647e-05	4.01323e-05	5.43922e-05	3.39927e-05	9.31569e-05	4.92049e-05	2.88842e-05	6.04026e-05	4.92268e-05	4.71321e-05	1.86498e-05	2.67174e-05	4.71837e-05	4.71112e-05	2.98627e-05	3.07203e-05	6.13754e-05	3.07968e-05	2.46176e-05	2.05671e-05	3.39114e-05	1.44823e-05	1.23628e-05	2.26341e-05	4.50214e-05	1.44092e-05	1.24002e-05	7.55135e-05	2.25776e-05	1.23602e-05	4.70228e-05	6.25087e-06	2.65827e-05	6.23112e-06	2.455e-05	3.36882e-05	2.04699e-05	8.2542e-06	9.1499e-08	2.86282e-05	6.15845e-06	2.04525e-05	1.84263e-05	6.18943e-06	5.1895e-08	2.04676e-05	6.16169e-06	1.02965e-05	7.12155e-08	1.22721e-05	3.84788e-08	6.17689e-06	6.1452e-06	6.1415e-06	1.22448e-05	2.2099e-08	1.22558e-05	6.13024e-06	1.2224e-05	6.11918e-06	8.15895e-06	1.22475e-05	6.15569e-06	8.17164e-06	3.42062e-09	4.07184e-09	6.1364e-06	4.4107e-10	5.28346e-09	1.3331e-08	2.0661e-10	2.04303e-06	3.31434e-10	2.95421e-10	2.9815e-08	7.4623e-09	6.12035e-06	4.43059e-11	6.11443e-06	2.29639e-09	1.44692e-11	0	1.08209e-10	1.11598e-10	6.77467e-11	8.25646e-10	2.32877e-10	7.64506e-12	7.38352e-11	0	3.18613e-09	0	0	0	0	0
d3_5	0.00707303	4.7227e-05	3.08925e-05	3.40483e-05	4.4173e-05	5.33024e-05	4.72239e-05	2.27234e-05	6.35552e-05	7.36723e-05	4.52195e-05	5.94643e-05	5.12936e-05	7.57745e-05	3.80475e-05	5.63333e-05	2.77818e-05	5.21881e-05	4.91661e-05	6.95362e-05	4.50484e-05	5.3176e-05	6.85025e-05	1.44622e-05	3.27973e-05	3.28048e-05	3.0737e-05	1.85026e-05	3.6874e-05	1.23806e-05	4.09055e-05	5.3108e-05	2.65947e-05	1.44333e-05	2.25383e-05	1.84842e-05	1.23117e-05	2.45263e-05	1.44168e-05	3.88099e-05	1.84535e-05	3.06473e-05	2.45248e-05	1.84164e-05	2.04531e-05	6.16621e-06	2.4537e-05	8.21677e-06	6.19072e-06	6.20302e-06	1.4308e-05	2.07276e-06	1.42869e-05	8.17303e-06	6.34537e-08	1.74118e-08	1.2251e-05	6.15077e-06	2.21912e-08	6.13198e-06	1.12727e-08	6.14706e-06	8.19437e-06	6.13426e-06	8.19152e-06	6.96589e-09	6.12956e-06	1.24699e-08	3.73047e-08	2.69693e-09	8.04685e-09	1.22263e-05	2.77158e-10	9.57796e-09	6.00369e-09	8.16292e-06	6.11963e-06	6.4567e-09	3.36605e-09	1.60536e-08	1.1039e-10	7.21794e-09	5.25671e-10	1.19476e-12	1.52529e-10	1.41902e-09	0	8.15309e-06	0	0	7.58883e-11	1.88611e-12	0	1.3921e-11	7.32347e-11	0	0	0	0
d3_6	0.00497897	1.86993e-05	4.51697e-05	5.73333e-05	2.2766e-05	3.69852e-05	6.35373e-05	2.68606e-05	3.4907e-05	4.30525e-05	3.59606e-05	2.47122e-05	2.87983e-05	3.69836e-05	4.71841e-05	4.92456e-05	4.91165e-05	6.54718e-05	2.87055e-05	5.11901e-05	3.28285e-05	1.24996e-05	4.91634e-05	4.70746e-05	4.29746e-05	2.66777e-05	3.47726e-05	2.24993e-05	2.26694e-05	4.1898e-05	3.0733e-05	3.88974e-05	1.85038e-05	2.05306e-05	1.8452e-05	2.05322e-05	1.4409e-05	2.46039e-05	2.05021e-05	1.24001e-05	1.84468e-05	6.19511e-06	1.84419e-05	3.67993e-05	3.26725e-05	1.22969e-05	6.80019e-08	1.84399e-05	1.43497e-05	1.53632e-05	1.83974e-05	1.8393e-05	1.22674e-05	8.17408e-06	6.15538e-06	1.42973e-05	7.96437e-08	3.57336e-08	1.29288e-08	4.67261e-08	6.13399e-06	4.40554e-08	1.16179e-08	3.50014e-08	1.42842e-05	1.11258e-08	1.6681e-09	6.12824e-06	9.18932e-06	6.12422e-06	1.54247e-08	9.96262e-09	1.68744e-08	1.2271e-05	1.23867e-08	3.22724e-09	1.29306e-08	2.93005e-09	6.15101e-09	6.1248e-06	1.95451e-08	1.06853e-10	3.66674e-10	3.04581e-09	1.58559e-08	3.11695e-09	8.15317e-06	3.66712e-10	1.06614e-09	1.04922e-09	2.02117e-09	5.65447e-11	0	1.00095e-09	0	0	0	0	0
d3_7	0.00361096	5.12453e-05	2.0657e-05	4.31285e-05	3.70491e-05	5.53765e-05	3.28841e-05	3.49196e-05	4.40927e-05	6.14915e-05	1.26231e-06	4.91774e-05	4.41004e-05	3.49388e-05	3.69562e-05	3.7993e-05	1.65736e-05	3.69062e-05	1.85209e-05	6.03427e-05	4.71364e-05	4.71054e-05	3.08035e-05	4.90903e-05	5.5232e-05	2.66607e-05	6.27812e-06	2.46198e-05	2.46477e-05	8.28851e-06	3.28114e-05	1.98825e-07	1.84062e-05	1.80734e-07	4.09186e-05	8.28155e-06	2.45807e-05	6.17673e-06	2.45687e-05	3.07065e-05	3.27087e-05	8.23624e-06	1.03057e-05	1.43735e-05	8.22734e-06	6.19697e-06	7.53158e-08	4.07976e-05	1.43229e-05	2.45292e-05	3.26287e-05	8.1827e-06	2.03981e-05	7.58369e-08	1.63574e-05	1.43147e-05	6.15676e-06	1.22686e-05	1.42869e-05	1.83626e-05	3.07527e-08	6.14413e-06	6.14674e-06	2.06001e-06	6.12221e-06	2.08537e-06	3.03611e-08	1.09163e-08	6.14102e-06	1.22138e-08	6.11837e-06	3.93753e-09	1.226e-05	1.05658e-08	6.12478e-06	5.25003e-09	4.06848e-09	2.00937e-10	1.12757e-08	4.4929e-09	1.66125e-09	8.42148e-09	8.14712e-06	5.91995e-10	1.35003e-09	1.62021e-10	5.66459e-11	4.22136e-10	8.12539e-11	0	4.13068e-09	0	0	5.49294e-11	0	0	0	0	0
d3_8	0.00266545	5.12489e-05	3.8955e-05	1.24806e-05	2.67233e-05	3.49556e-05	3.299e-05	6.1441e-05	6.14003e-05	3.70356e-05	4.30875e-05	4.30451e-05	3.2899e-05	2.67405e-05	3.59535e-05	3.69862e-05	5.32041e-05	2.77589e-05	5.93608e-05	4.50737e-05	4.50791e-05	1.24362e-05	5.22346e-05	2.46224e-05	3.68928e-05	5.93681e-05	2.46256e-05	2.45876e-05	4.09735e-05	3.27803e-05	4.91325e-05	4.46248e-05	2.45721e-05	2.46483e-05	1.43885e-05	4.49403e-05	2.4554e-05	2.66339e-05	2.66104e-05	1.26314e-07	1.23223e-05	1.43958e-05	3.06779e-05	1.23213e-05	4.4948e-05	2.45369e-05	6.17364e-06	2.04714e-05	1.22964e-05	1.23042e-05	1.43262e-05	1.22882e-05	8.19893e-06	3.26653e-05	9.25339e-06	1.22646e-05	6.18622e-06	2.83736e-08	4.4732e-08	3.97233e-08	6.12979e-06	6.15494e-06	2.06583e-08	2.24202e-08	1.22779e-05	3.57095e-08	6.12716e-06	3.7592e-08	3.60788e-08	1.83569e-05	1.59767e-08	3.46766e-08	2.82519e-08	2.66484e-08	6.11441e-06	1.94213e-08	6.70085e-09	3.86407e-09	9.26079e-09	3.73672e-09	3.58053e-09	7.18767e-11	7.07045e-11	3.04665e-10	6.121e-06	1.12376e-10	3.96402e-09	6.39483e-10	2.85404e-09	4.1009e-11	0	3.52662e-10	1.23047e-09	3.09714e-09	0	0	0	0	3.66184e-12
d3_9	0.00200559	1.86325e-05	1.3533e-05	7.66866e-05	2.06134e-05	4.10249e-05	4.50683e-05	1.24729e-05	5.73391e-05	3.4875e-05	6.42803e-06	1.45128e-05	5.53352e-05	3.28679e-05	4.09976e-05	4.71283e-05	2.36937e-05	3.17979e-05	5.52267e-05	3.89923e-05	3.08173e-05	3.28494e-05	2.87651e-05	2.46432e-05	3.08202e-05	2.05936e-05	3.48712e-05	3.27508e-05	1.44421e-05	2.25804e-05	3.4867e-05	3.06854e-05	1.44687e-05	2.25622e-05	2.8674e-05	3.89361e-05	2.2506e-05	3.47264e-05	3.67626e-05	2.45478e-05	2.65898e-05	2.45528e-05	6.19243e-06	1.84785e-05	1.84793e-05	1.23075e-05	3.26817e-05	8.24469e-06	1.43701e-05	2.45314e-05	6.16588e-06	2.12975e-06	8.20443e-06	6.18512e-06	6.14607e-06	6.16094e-06	1.22597e-05	5.55895e-08	2.65113e-05	5.95165e-08	6.16096e-06	1.42938e-05	6.19762e-06	1.22336e-05	1.22567e-05	1.22641e-05	2.07541e-06	6.14351e-06	8.1647e-06	1.63084e-05	1.65096e-08	1.45693e-08	6.12338e-06	6.16286e-06	4.3377e-09	1.42819e-05	6.13045e-06	6.12387e-06	6.1271e-06	2.57298e-09	6.11886e-06	6.12203e-06	1.38582e-08	1.04352e-09	1.78143e-10	5.96474e-09	5.60398e-11	1.00101e-09	3.70523e-12	6.1184e-06	4.53449e-11	8.15362e-06	4.91803e-11	2.14673e-10	2.77615e-10	6.1188e-06	0	0	0
