	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d2_0	0	0.0091112	0.00509936	0.00363992	0.00303697	0.00262666	0.00240572	0.00224345	0.00205195	0.00202117	0.00188545	0.00172172	0.00168672	0.00175013	0.00163467	0.0016207	0.00159268	0.00147937	0.00149791	0.00148225	0.00161274	0.0012482	0.00129805	0.00133633	0.00142466	0.00127678	0.00141818	0.00132701	0.00134123	0.00124217	0.00146941	0.00126181	0.00122004	0.00127702	0.00110849	0.00129779	0.00125924	0.0012498	0.00126548	0.00108851	0.00137319	0.00127829	0.00123668	0.00124249	0.00111733	0.00102963	0.00114367	0.00109105	0.00112516	0.00115329	0.00115103	0.00126327	0.00104559	0.0010996	0.00113886	0.00109631	0.00120312	0.00108817	0.00115545	0.00120856	0.000979336	0.00105975	0.00112907	0.00100784	0.00110653	0.00104695	0.00102933	0.00106917	0.00114661	0.00110846	0.00105949	0.00106198	0.00111792	0.00114937	0.00114921	0.00113249	0.00113249	0.00114439	0.00113408	0.00102225	0.000882874	0.00104283	0.00118289	0.00114137	0.000975647	0.00114958	0.00117234	0.00111393	0.00109401	0.00110192	0.00105464	0.000979356	0.00103515	0.00108216	0.100427
d2_1	0.110719	5.62379e-06	5.63527e-06	2.6244e-05	1.16644e-08	1.87567e-05	1.87506e-05	1.00088e-08	1.68663e-05	1.31261e-05	7.50857e-06	2.43799e-05	1.68853e-05	2.43777e-05	1.87452e-05	8.45497e-06	3.00194e-05	9.05002e-09	4.84085e-09	1.12546e-05	1.1245e-05	5.64556e-06	5.61993e-06	1.12545e-05	5.63811e-06	5.17391e-09	1.90693e-06	1.04084e-08	1.68728e-05	5.62726e-06	1.21933e-05	1.01295e-08	2.2501e-05	1.31235e-05	5.83894e-09	1.31202e-05	7.50073e-06	1.87556e-05	7.51513e-06	1.12491e-05	1.87813e-05	1.12393e-05	1.40842e-05	1.89027e-06	1.125e-05	2.24936e-05	5.63841e-06	2.93967e-08	1.12451e-05	4.71083e-06	1.12574e-05	1.16043e-08	1.40776e-05	2.78703e-08	1.43374e-08	1.6877e-05	1.76032e-08	1.88151e-06	5.62858e-06	7.50771e-06	1.31366e-05	7.51436e-06	1.12494e-05	7.51276e-06	7.51254e-06	1.32779e-09	9.38045e-06	5.62301e-06	3.98212e-09	5.64687e-06	1.31294e-05	7.50283e-06	1.12473e-05	7.50987e-06	1.12499e-05	2.81203e-05	1.50105e-05	6.5447e-09	1.31307e-05	1.87551e-05	1.87515e-05	2.31648e-08	2.43555e-05	0	5.63475e-06	5.64035e-06	1.5075e-08	1.12448e-05	1.12421e-05	1.31335e-05	1.31306e-05	7.50539e-06	5.64396e-06	5.63837e-06	0.00119986
d2_2	0.0452631	1.32152e-08	1.87382e-05	1.6884e-05	1.31262e-05	7.94533e-09	1.0325e-08	1.03987e-08	1.12667e-05	1.68836e-05	1.3127e-05	7.50803e-06	7.53036e-06	1.21988e-05	7.49884e-06	5.6286e-06	1.50069e-05	1.68771e-05	1.12478e-05	5.63156e-06	5.63124e-06	5.6275e-06	1.87685e-05	8.02162e-09	1.68697e-05	2.06301e-05	5.62629e-06	1.12458e-05	5.63119e-06	1.42356e-08	5.63684e-06	1.88386e-06	1.12538e-05	5.62847e-06	2.14262e-08	1.88561e-06	1.87647e-05	7.51882e-06	1.12562e-05	5.63494e-06	7.51788e-06	1.87695e-05	1.31257e-05	1.87388e-05	1.68853e-05	1.12496e-05	2.13035e-08	2.07292e-08	8.43322e-06	1.12418e-05	1.31196e-05	5.63725e-06	8.65839e-11	5.63482e-06	1.12468e-05	5.63524e-06	9.37109e-06	1.68843e-05	1.12538e-05	9.38699e-06	2.95091e-09	7.50636e-06	1.3127e-05	3.77038e-06	5.63148e-06	1.12332e-05	5.62974e-06	2.83995e-08	1.1255e-05	7.50061e-06	1.12584e-05	1.87539e-05	1.3111e-05	1.47975e-09	5.62995e-06	1.1262e-05	1.87514e-05	1.34936e-08	1.3146e-05	3.76637e-06	7.49625e-06	9.38995e-06	1.6868e-05	1.68743e-05	1.12522e-05	5.6241e-06	4.66347e-09	5.63412e-06	7.51125e-06	7.81352e-09	1.88304e-06	5.616e-06	5.62184e-06	5.62477e-06	0.00127854
d2_3	0.0247954	1.3115e-05	5.62597e-06	5.6286e-06	5.64073e-06	1.12557e-05	1.68725e-05	1.12568e-05	5.62107e-06	1.12559e-05	8.15721e-09	7.51303e-06	5.62929e-06	2.24959e-05	1.31201e-05	5.63454e-06	5.62096e-06	3.37349e-05	1.12728e-05	1.5028e-05	1.68722e-05	2.81975e-06	1.12628e-05	2.58412e-08	1.12472e-05	9.27264e-09	2.06305e-05	2.43965e-05	1.12502e-05	2.24926e-05	5.64764e-06	1.1259e-05	2.24994e-05	1.27655e-08	5.20373e-09	1.12702e-05	1.31283e-05	5.63308e-06	3.65171e-09	1.54992e-08	1.87589e-05	1.90091e-08	1.68768e-05	1.12534e-05	7.5057e-06	1.31356e-05	1.88946e-06	1.31266e-05	5.62752e-06	4.01153e-10	5.62613e-06	1.96899e-05	1.87368e-05	1.6868e-05	1.89264e-06	5.63344e-06	2.06518e-05	5.63349e-06	5.62969e-06	7.50033e-06	1.12476e-05	5.62298e-06	5.62091e-06	1.31385e-05	9.38632e-06	5.644e-06	5.62223e-06	2.99962e-05	5.63124e-06	1.12599e-05	1.31369e-05	1.68708e-05	1.12583e-05	1.87998e-06	7.51004e-06	5.63317e-06	1.12488e-05	2.31446e-09	8.19526e-09	8.44967e-10	8.44889e-06	5.62787e-06	1.68664e-05	5.63744e-06	1.31263e-05	1.12598e-05	1.8818e-06	1.1271e-05	5.64586e-06	1.87642e-05	1.12501e-05	1.31408e-05	1.17255e-08	5.61967e-06	0.00145855
d2_4	0.0153985	5.63356e-06	6.77728e-09	1.68821e-05	5.64085e-06	1.12433e-05	1.68754e-05	5.63338e-06	5.64799e-06	1.12406e-05	7.49862e-06	5.64568e-06	3.13336e-09	5.64026e-06	1.12615e-05	9.39967e-06	5.63602e-06	1.12555e-05	1.68758e-05	1.87637e-05	7.51431e-06	1.50105e-05	1.88343e-06	2.06341e-05	9.39188e-06	1.12486e-05	1.1801e-08	3.12524e-08	2.43415e-05	1.12236e-09	7.5118e-06	2.06155e-05	5.62549e-06	1.87525e-05	0	7.49732e-06	1.03709e-08	2.43631e-05	1.12607e-05	1.87429e-05	1.89261e-06	5.62106e-06	1.60519e-08	5.6338e-06	1.12627e-05	1.88305e-06	1.12543e-05	1.50079e-05	1.8808e-06	5.63276e-06	1.68634e-05	5.62347e-06	1.28629e-09	5.64509e-06	1.01881e-08	8.47246e-09	2.74358e-08	1.31446e-05	1.31195e-05	9.94797e-09	7.70682e-09	9.18526e-09	5.62665e-06	1.88784e-06	5.63553e-06	7.50174e-06	1.87572e-05	1.87573e-05	2.62539e-05	5.63579e-06	2.43707e-05	1.87453e-05	9.36817e-09	1.12583e-05	2.25095e-05	7.50629e-06	1.12717e-05	1.12448e-05	1.12646e-05	7.51185e-06	1.12712e-05	2.1459e-10	1.68648e-05	1.68725e-05	2.88991e-09	1.88058e-06	1.12641e-05	5.63089e-06	1.49895e-05	5.63036e-06	3.18813e-05	5.62915e-06	7.50146e-06	2.1522e-08	0.00141259
d2_5	0.0104845	2.81263e-05	9.37611e-06	5.63347e-06	5.63829e-06	5.63249e-06	1.68716e-05	1.87515e-05	5.62472e-06	5.6423e-06	1.87561e-05	1.68822e-05	1.88567e-06	2.83552e-06	1.50021e-05	1.68745e-05	1.03241e-08	1.12486e-05	5.62525e-06	1.50107e-05	1.6885e-05	1.12478e-05	1.88923e-06	1.31242e-05	8.06082e-09	1.31295e-05	5.62944e-06	5.6212e-06	2.02585e-08	1.89251e-06	1.87507e-05	2.43663e-05	7.70822e-09	2.43589e-05	5.62429e-06	2.06196e-05	3.18613e-05	1.68777e-05	1.31399e-05	1.67759e-08	1.31347e-05	1.68801e-05	9.3057e-09	1.88022e-06	1.27208e-08	1.89809e-06	5.6415e-06	1.50142e-05	1.31154e-05	5.62961e-06	2.25033e-05	2.43629e-05	1.12475e-05	5.6313e-06	1.124e-05	1.12708e-05	2.86397e-08	5.63222e-06	1.12559e-05	3.76314e-06	1.87445e-05	1.45339e-08	2.90533e-09	5.64245e-06	1.68856e-05	7.50261e-06	2.25116e-05	1.12394e-05	2.0618e-05	7.36328e-09	7.50663e-06	1.87422e-05	7.51454e-06	9.96859e-09	1.31386e-05	1.3142e-05	1.06864e-09	1.68902e-05	1.31364e-05	2.43471e-08	2.2516e-05	2.81204e-05	1.31136e-05	5.62877e-06	8.11035e-09	7.49359e-06	5.62307e-06	1.31298e-05	3.74859e-05	1.31238e-05	9.41683e-07	1.35962e-08	1.68881e-05	1.87452e-05	0.00135454
d2_6	0.00747003	1.12635e-05	3.2816e-05	2.81117e-05	5.62915e-06	1.41348e-08	5.64539e-06	1.87294e-05	1.87363e-05	9.63893e-07	2.06276e-05	7.5055e-06	1.31151e-05	1.68711e-05	5.63683e-06	5.6366e-06	1.8838e-06	7.51124e-06	1.87612e-05	1.12432e-05	7.50553e-06	1.12626e-05	1.12556e-05	7.50371e-06	1.12417e-05	1.89626e-06	1.87645e-05	1.313e-05	1.31465e-05	5.62718e-06	7.50639e-06	5.62221e-06	1.39059e-08	2.24898e-05	5.63263e-06	1.50105e-05	1.31297e-05	1.21399e-08	7.50697e-06	1.28608e-08	8.02621e-09	5.62871e-06	5.24418e-09	1.89139e-06	1.31253e-05	1.68773e-05	1.31269e-05	1.50054e-05	5.63932e-06	2.43639e-05	5.62635e-06	5.63438e-06	3.77692e-06	1.1248e-05	1.12527e-05	1.12517e-05	2.06298e-05	1.12524e-05	7.51418e-06	1.31372e-05	1.12613e-05	1.31386e-05	2.43725e-05	1.12477e-05	1.12547e-05	5.62478e-06	5.62585e-06	6.7287e-10	1.31277e-05	7.49792e-06	1.97466e-08	1.68732e-05	1.89002e-06	5.6187e-06	1.66469e-08	6.23595e-09	1.12614e-05	2.24806e-05	8.21443e-09	1.89259e-06	7.4914e-06	5.63447e-06	1.88327e-06	5.62379e-06	2.62468e-05	1.12698e-05	5.6315e-06	1.12588e-05	2.99998e-05	1.31236e-05	1.31363e-05	7.51315e-06	7.4949e-06	1.12483e-05	0.00137412
d2_7	0.00577464	5.63153e-06	1.02984e-08	4.76565e-09	2.81209e-05	1.68823e-05	1.12447e-05	1.87609e-05	7.52418e-06	5.63242e-06	2.80317e-09	7.51024e-06	4.12414e-05	7.49927e-06	9.37824e-06	4.78603e-08	7.4974e-06	5.63292e-06	9.37467e-06	1.12503e-05	7.5062e-06	1.40885e-05	3.96233e-09	3.7655e-06	5.62334e-06	5.6437e-06	2.17145e-08	2.23432e-09	1.31308e-05	1.87588e-05	3.88026e-09	5.62156e-06	1.01399e-08	1.31311e-05	1.68836e-05	5.63731e-06	1.31302e-05	1.31322e-05	5.62559e-06	5.62998e-06	5.62971e-06	1.3121e-05	1.12562e-05	1.1257e-05	1.12516e-05	7.50414e-06	9.39579e-06	1.87423e-05	3.78268e-06	5.62089e-06	1.50176e-05	2.02608e-08	7.50063e-06	4.99365e-09	1.65174e-08	7.50576e-06	2.438e-05	1.87512e-05	2.6243e-05	1.87446e-05	7.50974e-06	1.68796e-05	1.12623e-05	1.12621e-05	1.68842e-05	1.11055e-08	8.72973e-09	1.94114e-09	5.62696e-06	9.59871e-09	9.12851e-09	1.12624e-05	1.31492e-05	1.87548e-05	1.12498e-05	7.50748e-06	1.31303e-05	2.12274e-08	1.89052e-06	1.87591e-05	0	2.9976e-05	1.8894e-06	1.31368e-05	1.1245e-05	1.95955e-08	7.51189e-06	1.49976e-05	1.12341e-05	1.0497e-08	1.12498e-05	1.1259e-05	1.12633e-05	5.53817e-09	0.00142285
d2_8	0.0045808	1.12583e-05	7.51578e-06	1.88803e-06	1.12601e-05	1.52971e-08	1.8136e-08	1.4073e-05	1.3128e-05	5.62559e-06	1.8853e-06	7.50903e-06	1.68717e-05	9.38678e-06	1.68695e-05	1.68706e-05	1.73892e-08	1.50126e-05	1.12465e-05	1.87393e-05	5.63162e-06	1.31278e-05	1.68809e-05	1.12521e-05	5.62648e-06	8.36411e-09	1.68865e-05	7.51812e-06	1.1256e-05	1.31233e-05	1.49906e-05	2.62586e-05	2.06402e-05	1.87491e-05	5.6357e-06	2.62641e-05	2.81311e-05	1.12642e-05	0	7.50769e-06	5.62083e-06	1.31196e-05	7.51613e-06	1.6879e-05	5.64059e-06	1.25114e-08	5.62474e-06	7.50754e-06	1.12588e-05	1.5011e-05	1.12491e-05	7.49933e-06	5.64218e-06	1.00413e-08	1.1267e-05	1.37908e-08	8.64224e-09	1.87346e-05	1.12602e-05	1.96874e-08	1.87458e-05	1.50089e-05	1.68723e-05	5.6387e-06	1.0551e-09	5.62525e-06	1.12673e-05	2.62392e-05	2.06235e-05	1.12364e-05	1.87395e-05	5.62545e-06	1.18782e-08	2.62353e-05	1.31212e-05	1.12463e-05	5.6224e-06	7.5122e-06	5.62508e-06	1.87639e-05	1.12401e-05	1.50863e-08	5.63392e-06	5.63037e-06	1.12659e-05	1.87894e-06	1.87025e-08	9.37432e-06	8.89806e-09	7.50255e-06	1.68088e-08	1.12502e-05	5.62236e-06	7.50601e-06	0.00132251
d2_9	0.0037487	5.63849e-06	1.68889e-05	5.6288e-06	2.25058e-05	9.38412e-06	3.56106e-05	1.8599e-08	5.64179e-06	7.50382e-06	1.87859e-06	1.09754e-08	1.1257e-05	5.61804e-06	2.4373e-05	5.62525e-06	1.12574e-05	1.6886e-05	2.71849e-05	1.68836e-05	1.88879e-06	7.50077e-06	1.12519e-05	1.12582e-05	1.50126e-05	5.63848e-06	1.12544e-05	3.76376e-06	7.5082e-06	2.43632e-05	1.12513e-05	1.50048e-05	0	1.3128e-05	7.5073e-06	1.12602e-05	1.68729e-05	1.12528e-05	2.43769e-05	1.12682e-05	2.43775e-05	1.12516e-05	1.12631e-05	1.1421e-08	2.06298e-05	1.00308e-08	5.64577e-06	1.12649e-05	1.3131e-05	1.12489e-05	5.64287e-06	5.62257e-06	1.12495e-05	1.31242e-05	1.87496e-05	1.76967e-08	1.88564e-06	1.59192e-08	1.50142e-05	5.62274e-06	1.31291e-05	5.62201e-06	1.12502e-05	5.62965e-06	2.25071e-05	5.62929e-06	5.64439e-06	5.63936e-06	1.31319e-05	1.68681e-05	1.68676e-05	1.87493e-05	5.64012e-06	1.87505e-05	9.37928e-06	7.51593e-06	3.77421e-06	1.31156e-05	1.83402e-08	5.63479e-06	1.87388e-05	1.46686e-08	9.3899e-06	5.62796e-06	7.51502e-06	7.51793e-06	7.50169e-06	2.24818e-05	5.62802e-06	1.12412e-05	1.31197e-05	1.87593e-06	5.64286e-06	1.59519e-05	0.00125882
