	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d3_0	0	0.12009	0.0592928	0.0395037	0.0288339	0.0219881	0.0176662	0.0142331	0.0120783	0.00969968	0.00840839	0.0071312	0.00620006	0.00533756	0.00422967	0.00409595	0.00327604	0.00295963	0.00260175	0.00241767	0.00197209	0.00136833	0.001401	0.00122974	0.00102701	0.000931409	0.000813189	0.000651286	0.000669514	0.000482359	0.000425221	0.000359412	0.000346515	0.000292894	0.00020421	0.000267203	0.000157327	0.000194227	0.000148829	0.000149546	0.000106299	7.71823e-05	9.32408e-05	4.0768e-05	6.00279e-05	3.77687e-05	2.70778e-05	3.31092e-05	4.94012e-05	4.11397e-05	3.08592e-05	2.05317e-05	2.05842e-05	2.05894e-05	2.86518e-05	2.35453e-05	1.43638e-05	2.04431e-05	6.17784e-06	6.16321e-06	1.43928e-05	1.23167e-05	2.14279e-08	1.2262e-05	1.43166e-05	3.32822e-08	1.22703e-05	6.13731e-06	1.22666e-05	1.42945e-05	1.60886e-08	1.83845e-05	2.6899e-10	6.11926e-06	2.01359e-08	1.91209e-10	2.26715e-09	1.09086e-10	1.56398e-10	5.96378e-11	1.84248e-09	4.40064e-11	1.07522e-09	2.94581e-11	3.59086e-10	0	0	4.53061e-11	0	0	0	7.28805e-10	0	0	0	0	0	0	0
d3_1	0.0682757	3.31686e-05	6.17701e-05	1.48915e-05	3.92833e-05	5.36588e-05	4.54864e-05	4.33764e-05	4.13898e-05	3.934e-05	3.92205e-05	4.12365e-05	3.09217e-05	5.45337e-05	3.71833e-05	7.17869e-05	2.88706e-05	3.08769e-05	5.3315e-05	3.91276e-05	3.7064e-05	2.68258e-05	3.08697e-05	2.67942e-05	5.33184e-05	2.46645e-05	5.122e-05	4.6739e-05	2.67283e-05	2.66254e-05	2.66394e-05	8.30729e-06	1.23488e-05	1.8574e-05	3.2788e-05	1.23983e-05	1.85083e-05	2.04964e-05	2.25667e-05	2.46074e-05	6.19941e-06	9.62249e-08	2.10839e-06	1.84746e-05	1.84493e-05	6.19937e-06	5.02353e-08	1.23504e-05	4.11657e-08	5.63955e-08	1.22569e-05	6.14195e-06	3.11612e-08	4.2601e-08	1.83995e-05	5.51259e-08	6.13047e-06	2.10869e-08	1.04632e-06	6.18403e-06	3.4281e-08	7.83081e-09	1.68747e-08	2.52157e-08	6.13357e-06	8.18599e-06	8.44147e-09	2.39094e-08	2.02688e-09	2.13495e-09	6.11695e-06	3.17491e-09	1.69681e-09	1.38576e-08	2.55613e-11	6.12184e-06	1.44844e-10	1.41154e-08	3.00324e-11	1.21337e-08	6.12499e-06	5.84198e-11	5.68615e-11	9.27501e-12	0	1.92125e-11	4.87433e-11	0	0	0	0	0	4.2881e-11	0	8.27384e-10	3.88033e-09	0	0	0
d3_2	0.0290406	1.48049e-05	5.8834e-05	5.78024e-05	3.93199e-05	4.9416e-05	4.13479e-05	6.47616e-05	6.17123e-05	2.38289e-05	3.92997e-05	7.38471e-05	6.57926e-05	4.32316e-05	5.14729e-05	6.56037e-05	3.40686e-05	4.31941e-05	3.91479e-05	2.48258e-05	5.7437e-05	2.6789e-05	6.40741e-06	3.9066e-05	4.1026e-05	2.67415e-05	2.66944e-05	2.67855e-05	3.27898e-05	3.89699e-05	3.48896e-05	9.34282e-06	2.05995e-05	1.84849e-05	2.67605e-05	2.45537e-05	6.29622e-06	4.91552e-05	3.69002e-05	2.45519e-05	6.18129e-06	1.2321e-05	6.1837e-06	6.15144e-06	6.1626e-06	2.79626e-08	1.4335e-05	8.25017e-06	6.15163e-06	4.92813e-08	6.16612e-06	1.22775e-05	3.27234e-05	2.04394e-05	6.16127e-06	1.22472e-05	2.28532e-08	3.50981e-08	3.1708e-08	6.15743e-06	6.16383e-06	3.15085e-08	4.28419e-08	3.42967e-09	1.05009e-06	3.12744e-09	1.22556e-05	2.52567e-09	1.52333e-08	1.23023e-09	2.22485e-09	3.39788e-09	3.29219e-09	3.24397e-09	3.75905e-09	1.92303e-09	1.4618e-09	3.52219e-09	2.56356e-10	7.37914e-10	0	2.69378e-09	0	1.32584e-09	1.63345e-10	8.5292e-12	0	2.12478e-11	2.91051e-10	0	0	0	0	6.48803e-10	0	0	0	2.04131e-12	0
d3_3	0.0164338	4.3377e-05	3.31327e-05	6.36951e-05	3.92925e-05	4.73507e-05	4.54001e-05	4.94672e-05	6.98381e-05	2.6845e-05	3.10201e-05	2.90056e-05	4.52243e-05	1.8775e-05	3.9146e-05	3.9071e-05	4.72833e-05	3.2877e-05	4.72992e-05	4.51804e-05	1.25971e-05	5.744e-05	2.47669e-05	4.10501e-05	2.68318e-05	6.97085e-05	3.29603e-05	2.26359e-05	1.44322e-05	3.28403e-05	3.49256e-05	5.32118e-05	3.89276e-05	1.85519e-05	3.28238e-05	1.23737e-05	6.28303e-06	2.25426e-05	1.84456e-05	2.25688e-05	1.84672e-05	1.23244e-05	8.69656e-08	2.359e-05	3.68308e-05	6.22274e-06	2.66357e-05	1.84574e-05	6.57013e-08	6.17512e-06	1.63881e-05	3.39345e-08	6.16897e-06	1.12564e-05	6.17736e-06	1.22481e-05	6.16705e-06	1.83968e-05	6.16026e-06	1.22527e-05	2.04476e-05	6.18834e-06	9.22501e-06	3.76908e-08	3.42847e-09	2.38386e-08	2.07817e-06	1.23682e-09	6.12474e-06	6.13363e-06	8.19384e-06	1.51433e-10	1.47651e-10	1.51903e-08	1.28446e-09	6.95344e-09	3.38784e-09	1.63857e-10	8.69311e-11	1.64025e-10	0	6.11521e-06	6.13308e-06	1.34543e-09	4.30401e-12	2.02606e-11	0	9.62761e-12	1.25676e-11	0	1.22887e-08	0	0	1.25729e-11	2.79469e-09	0	4.28874e-12	0	0
d3_4	0.0104455	4.12795e-05	5.55642e-05	4.32909e-05	3.11094e-05	3.93389e-05	3.41397e-05	2.48541e-05	4.02817e-05	3.72001e-05	3.50395e-05	3.09739e-05	2.47747e-05	7.79869e-05	6.15392e-05	3.92076e-05	2.89622e-05	3.08691e-05	3.30608e-05	2.47488e-05	5.95092e-05	5.12856e-05	1.45139e-05	4.61729e-05	2.33431e-06	1.85991e-05	1.45315e-05	3.28024e-05	6.32056e-06	1.86077e-05	2.47917e-05	2.4642e-05	2.46477e-05	1.85383e-05	2.05226e-05	2.05269e-05	1.95697e-05	1.23617e-05	4.19926e-05	2.25866e-05	1.23723e-05	3.07475e-05	6.248e-06	8.31576e-06	6.18539e-06	1.23244e-05	8.26518e-06	1.64215e-05	6.23872e-06	7.7595e-08	6.1594e-06	1.84145e-05	6.19602e-06	2.27619e-08	6.14601e-06	1.776e-08	7.78396e-08	6.68361e-08	6.14644e-06	2.97868e-08	6.13895e-06	3.37987e-08	2.94002e-08	1.78624e-08	2.89074e-08	7.00422e-09	6.14682e-06	8.17872e-06	2.59057e-08	4.33653e-09	6.17188e-06	7.79364e-09	1.8148e-10	2.17212e-08	1.23274e-10	6.135e-06	2.39243e-09	8.26823e-10	1.52868e-10	3.786e-10	1.77759e-08	1.87598e-09	4.25831e-12	7.78396e-11	0	5.99765e-12	6.1331e-06	1.2124e-09	0	0	0	2.11711e-11	0	0	0	0	0	1.85349e-08	0
d3_5	0.00706535	6.57259e-06	3.51127e-05	4.54293e-05	5.45305e-05	5.14677e-05	2.89178e-05	4.52315e-05	2.90831e-05	5.14606e-05	3.3091e-05	1.46768e-05	4.52822e-05	4.73429e-05	3.90005e-05	4.12025e-05	1.25074e-05	4.31376e-05	3.5046e-05	1.86233e-05	4.81986e-05	1.85831e-05	2.58154e-05	6.45606e-05	2.57672e-05	4.72255e-05	2.8812e-05	4.50632e-05	3.49037e-05	2.47232e-05	1.85126e-05	2.05812e-05	1.24245e-05	3.28772e-05	4.0995e-05	1.23974e-05	3.27916e-05	2.2697e-05	1.64857e-05	3.38216e-05	2.66645e-05	1.64053e-05	3.68111e-05	1.84984e-05	9.94626e-08	2.45694e-05	8.25051e-06	1.23359e-05	3.37885e-08	2.04889e-05	5.18672e-08	1.22884e-05	1.23142e-05	6.15071e-06	6.16764e-06	6.14044e-06	4.94051e-08	6.39514e-08	2.78395e-08	8.22681e-06	3.69223e-08	1.63554e-05	8.17507e-06	6.14223e-06	1.68278e-08	7.5525e-09	1.22614e-05	8.19076e-06	6.13614e-06	8.90412e-09	9.77135e-10	2.23434e-09	1.8956e-09	3.03629e-10	4.51905e-09	3.16485e-09	1.10104e-08	8.18784e-06	2.31214e-09	2.21617e-10	6.54985e-09	6.13296e-06	3.89175e-09	1.72317e-08	1.75278e-09	1.19262e-10	6.15162e-06	3.27235e-10	9.10444e-10	2.32469e-09	0	2.46859e-11	4.36347e-12	1.77906e-10	0	0	0	0	0
d3_6	0.0049912	2.89248e-05	4.94489e-05	3.09694e-05	2.08036e-05	5.14255e-05	2.08931e-05	3.31575e-05	3.50475e-05	2.6929e-05	3.70836e-05	2.89315e-05	3.30309e-05	6.5754e-05	5.34064e-05	3.90578e-05	3.91027e-05	5.74371e-05	2.88461e-05	5.73951e-05	1.45578e-05	5.33622e-05	1.04283e-05	2.47255e-05	2.06247e-05	2.27101e-05	6.34751e-06	4.51472e-05	3.29034e-05	4.0982e-05	3.28872e-05	4.30817e-05	6.35238e-05	1.64745e-05	6.21831e-06	1.85468e-05	1.8525e-05	4.60694e-05	2.46781e-05	4.30008e-05	1.44271e-05	2.26183e-05	3.08334e-05	1.43395e-05	1.23447e-05	6.2215e-06	3.4786e-05	8.25658e-06	6.18045e-06	6.17372e-06	6.15545e-06	8.60733e-08	8.24921e-06	6.17568e-06	6.1611e-06	5.21041e-08	2.43847e-08	8.23166e-06	8.72748e-09	2.45483e-05	6.17062e-06	6.13886e-06	6.46463e-09	6.15873e-06	6.13618e-06	1.22495e-05	8.20418e-06	1.07958e-08	7.24081e-09	6.52458e-09	4.44017e-08	6.146e-06	2.07883e-08	1.18616e-09	2.17619e-09	1.17736e-08	4.75564e-10	3.35257e-09	1.78086e-08	6.12027e-06	2.29426e-10	4.53384e-09	6.26944e-09	1.82219e-11	6.13413e-06	3.68033e-09	7.98978e-11	3.13196e-09	8.72645e-10	5.97772e-11	0	9.16363e-12	0	0	0	0	0	0	0
d3_7	0.00361715	2.68777e-05	3.30297e-05	4.93833e-05	1.66563e-05	2.78863e-05	3.30467e-05	2.49355e-05	1.87031e-05	3.72224e-05	6.16379e-05	3.79819e-05	1.25785e-05	6.36577e-05	3.91236e-05	3.91743e-05	2.28569e-05	2.2796e-05	2.48479e-05	3.59593e-05	3.30019e-05	2.89126e-05	4.31593e-05	2.67483e-05	3.71233e-05	2.16825e-05	2.67939e-05	1.85978e-05	8.37196e-06	2.87342e-05	4.51979e-05	2.05559e-05	1.44417e-05	1.85098e-05	3.07456e-05	2.67791e-05	2.47424e-05	1.6442e-05	1.24166e-05	3.48017e-05	4.29585e-05	1.64567e-05	1.43513e-05	2.46054e-05	1.44608e-05	1.85532e-05	9.1016e-08	6.18634e-06	8.24511e-06	6.22878e-06	7.34661e-08	2.05193e-05	1.23151e-05	6.17289e-06	1.43484e-05	2.32236e-08	8.22455e-06	1.22734e-05	3.45259e-08	2.06895e-06	6.12887e-06	2.30921e-08	6.2046e-06	1.42974e-05	1.5038e-08	6.14219e-06	6.16853e-06	8.19488e-06	1.8403e-05	6.12963e-06	6.14602e-06	1.54658e-08	6.14533e-06	6.1096e-09	5.67017e-09	8.75854e-09	1.22703e-09	2.26718e-08	2.35832e-10	1.51934e-08	1.16271e-09	6.12006e-06	3.11923e-08	2.32629e-09	2.95921e-09	3.2418e-11	6.13563e-06	7.3702e-12	1.51292e-09	0	1.23552e-09	0	0	0	5.62784e-10	0	1.46942e-09	5.42557e-10	0
d3_8	0.00262494	2.68685e-05	3.40716e-05	5.96114e-05	4.12082e-05	3.10024e-05	4.73825e-05	3.29685e-05	3.91557e-05	3.09474e-05	4.73767e-05	5.85374e-05	2.68965e-05	4.62817e-05	8.50555e-06	1.86417e-05	1.87458e-05	1.45395e-05	1.4611e-05	3.49112e-05	4.51625e-05	4.51891e-05	4.52605e-05	2.47728e-05	3.89747e-05	5.121e-05	2.67194e-05	2.68349e-05	3.49573e-05	3.49532e-05	1.23782e-05	2.22861e-06	5.93518e-05	3.07661e-05	6.3295e-06	2.67187e-05	5.93985e-05	6.28788e-06	4.30883e-05	8.32929e-06	3.99702e-05	6.24047e-06	2.46495e-05	1.64939e-05	2.77069e-05	6.24325e-06	1.84599e-05	2.04516e-05	3.07234e-05	3.37424e-05	6.25022e-06	1.43776e-05	1.22695e-05	6.17352e-06	1.23398e-05	1.4317e-05	6.19349e-06	8.2234e-06	6.20785e-06	6.1647e-06	9.26504e-06	6.19195e-06	7.50879e-09	2.6578e-05	2.0955e-06	6.13185e-06	3.95111e-08	2.63136e-08	1.22509e-05	6.17769e-06	1.22896e-05	8.1973e-06	4.44305e-08	1.68288e-08	1.22774e-05	6.12225e-06	2.45251e-08	1.32706e-10	6.15365e-06	1.78609e-08	2.85591e-08	2.02828e-08	1.98651e-09	1.19278e-10	6.11588e-06	5.58481e-09	1.84748e-09	2.69769e-09	1.80959e-11	2.6048e-10	0	6.28771e-11	0	2.81349e-09	5.85755e-11	0	0	0	8.11904e-10
d3_9	0.00201199	3.19016e-05	3.69745e-05	2.48223e-05	4.31591e-05	3.81058e-05	2.69101e-05	2.07632e-05	2.89478e-05	4.43189e-05	2.48401e-05	3.90365e-05	4.73397e-05	5.1364e-05	6.77368e-05	2.07835e-05	6.43503e-06	3.91054e-05	3.70579e-05	4.7275e-05	4.51148e-05	3.08667e-05	1.25061e-05	4.71567e-05	1.86768e-05	5.44225e-05	2.77825e-05	3.89651e-05	2.2701e-05	3.29476e-05	4.1028e-05	2.06557e-05	2.06786e-05	1.85233e-05	1.44554e-05	8.34141e-06	1.24197e-05	2.67308e-05	1.8544e-05	2.15712e-05	1.64576e-05	1.44057e-05	1.2401e-05	3.69357e-05	1.23807e-05	1.84415e-05	2.05564e-05	1.3952e-07	1.44022e-05	2.12472e-06	1.23852e-05	2.05028e-05	1.2351e-05	6.17025e-06	2.25137e-05	6.17037e-06	6.18006e-06	6.20035e-06	1.43119e-05	6.19242e-06	6.19915e-06	1.22968e-05	2.08291e-06	6.1583e-06	3.59878e-08	6.18445e-06	8.19276e-06	1.22494e-05	6.17473e-06	1.22612e-05	3.07111e-08	6.13889e-06	1.3046e-08	8.09648e-09	6.13385e-06	1.22364e-05	2.26399e-08	5.3645e-09	5.30691e-09	8.17612e-06	7.10972e-09	1.4408e-09	1.54998e-08	9.81239e-10	1.3748e-08	5.11784e-09	1.01508e-10	1.55415e-10	0	0	1.70212e-11	6.39166e-11	2.48936e-09	2.55715e-09	1.99811e-12	0	9.59599e-11	1.3732e-09	0
