	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.122438	0.050896	0.0286268	0.0185506	0.0129235	0.00963683	0.00757771	0.00598224	0.00535429	0.00462336	0.00402214	0.00360968	0.00351242	0.00324264	0.00313152	0.00288489	0.00268186	0.00249816	0.00253854	0.00256129	0.00258728	0.0024915	0.00210686	0.00268532	0.00220026	0.00218249	0.00212987	0.00199314	0.00206295	0.00196752	0.00197133	0.00164677	0.00176249	0.00181833	0.00161279	0.00172396	0.00153346	0.00153712	0.00139613	0.00158051	0.00154297	0.00133747	0.00133029	0.00132393	0.00120862	0.00130554	0.00129921	0.00117024	0.00105268	0.00118182	0.000965314	0.000951538	0.000942102	0.000834153	0.000659305	0.000838039	0.000779546	0.000785419	0.000810972	0.000685865	0.000647635	0.000624908	0.000621805	0.000484376	0.000554855	0.000515981	0.000488086	0.00053125	0.000490904	0.000333314	0.000379091	0.000333896	0.00036989	0.000338939	0.000325355	0.000234236	0.000325277	0.00018294	0.000183062	0.000140805	0.000185717	0.000329687
d3_1	0.0683935	1.46088e-05	2.27837e-05	1.67325e-05	3.50318e-05	1.24938e-05	2.07683e-05	8.41044e-06	2.28011e-05	2.8953e-05	1.87499e-05	3.5058e-05	2.30536e-06	1.86324e-05	5.45755e-05	4.33284e-05	1.87241e-05	3.09535e-05	3.70534e-05	2.68257e-05	4.52615e-05	5.24329e-05	2.88921e-05	1.65288e-05	2.88796e-05	2.88841e-05	3.29759e-05	4.31734e-05	4.52743e-05	3.70419e-05	4.52451e-05	1.85632e-05	3.29842e-05	6.24311e-06	2.2717e-05	2.26804e-05	2.05877e-05	3.70855e-05	3.69851e-05	3.29367e-05	1.85679e-05	4.31524e-05	3.5037e-05	3.69374e-05	2.02091e-05	1.23862e-05	1.23997e-05	3.59526e-05	3.49214e-05	1.44196e-05	2.05757e-05	1.24067e-05	3.29034e-05	3.49129e-05	3.07974e-05	1.6485e-05	2.46627e-05	1.24027e-05	2.66808e-05	1.43912e-05	1.44442e-05	2.67172e-05	4.30766e-05	3.28207e-05	8.26685e-06	1.23298e-05	3.07648e-05	6.18099e-06	2.67047e-05	1.23557e-05	3.89811e-05	4.14106e-06	6.1495e-06	2.87202e-05	2.05155e-05	1.85109e-05	2.78899e-09	7.21746e-06	6.18855e-06	2.66172e-05	1.23052e-05	1.23402e-05	1.43557e-05
d3_2	0.0289213	2.69108e-05	1.26101e-05	6.39602e-06	2.27585e-05	6.37815e-06	4.74275e-05	6.42305e-06	6.38732e-06	1.45936e-05	1.24597e-05	1.4555e-05	3.50424e-05	2.48102e-05	1.04705e-05	8.43564e-06	3.91268e-05	1.45679e-05	3.91554e-05	1.6616e-05	3.49628e-05	3.50659e-05	2.88459e-05	1.24473e-05	3.70864e-05	3.70702e-05	1.66114e-05	3.29855e-05	2.06641e-05	5.55062e-05	6.31537e-06	3.80945e-05	3.70085e-05	2.26801e-05	3.70357e-05	4.83779e-05	3.50142e-05	4.42159e-05	4.63322e-05	4.72709e-05	5.54439e-05	2.68131e-05	2.0643e-05	3.29126e-05	1.86148e-05	1.86027e-05	1.44007e-05	4.72441e-05	3.08271e-05	1.451e-05	6.25697e-06	4.51187e-05	2.87771e-05	2.25896e-05	2.88267e-05	3.28699e-05	1.85253e-05	2.67152e-05	3.08343e-05	4.21113e-06	1.85303e-05	3.6935e-05	4.21266e-05	5.03437e-08	2.05587e-05	1.85538e-05	2.66829e-05	4.42559e-08	1.43874e-05	2.46146e-05	6.21615e-06	8.24526e-06	3.89281e-05	1.23721e-05	6.16964e-06	6.20566e-06	1.84914e-05	1.23169e-05	8.19916e-06	3.38767e-08	1.13193e-05	1.89651e-08	2.46165e-05
d3_3	0.0163768	2.07639e-05	8.45099e-06	2.68431e-05	8.37408e-06	9.49224e-06	3.50731e-05	2.07248e-05	1.87616e-05	3.29948e-05	4.22403e-05	8.41828e-06	4.32094e-05	1.46255e-05	2.89003e-05	1.87009e-05	4.33017e-05	3.29648e-05	2.48124e-05	1.24419e-05	3.09158e-05	2.06733e-05	3.09148e-05	6.31305e-06	4.93521e-05	4.11763e-05	2.6831e-05	3.9115e-05	5.1387e-05	2.78681e-05	1.85156e-05	1.6582e-05	1.24741e-05	1.44762e-05	2.06592e-05	3.90784e-05	2.87734e-05	2.26987e-05	1.34902e-05	2.46841e-05	3.25116e-05	2.26701e-05	1.24353e-05	4.00262e-05	1.85303e-05	1.24177e-05	6.3715e-05	2.67125e-05	1.24118e-05	1.85368e-05	2.47539e-05	3.39227e-05	6.24509e-06	2.26772e-05	8.30518e-08	2.25924e-05	6.23155e-06	3.28514e-05	4.31921e-05	8.27949e-06	1.44305e-05	3.48556e-05	1.23699e-05	8.25755e-06	1.43973e-05	6.18176e-06	2.05159e-05	1.23418e-05	3.89493e-05	2.13975e-06	3.28027e-05	1.84637e-05	2.04978e-05	2.0483e-05	6.20545e-06	2.46209e-05	1.84832e-05	1.84756e-05	2.66512e-05	2.15231e-05	2.15005e-05	2.51684e-09	2.05328e-05
d3_4	0.0103774	4.11929e-05	1.45251e-05	2.99224e-05	2.48855e-05	2.47868e-05	1.86538e-05	2.89835e-05	1.4597e-05	3.91209e-05	2.07164e-05	3.40602e-05	2.68363e-05	6.38157e-06	2.89656e-05	1.25512e-05	1.65912e-05	4.12004e-05	2.68345e-05	6.57968e-05	2.88574e-05	3.0923e-05	2.07336e-05	8.31953e-06	3.0955e-05	3.50145e-05	1.45088e-05	3.70875e-05	6.39984e-06	1.45078e-05	5.85633e-05	2.88858e-05	3.50194e-05	2.98576e-05	2.67543e-05	1.24852e-05	2.67285e-05	5.33857e-05	6.57168e-05	4.72104e-05	4.8259e-05	5.13943e-05	3.90844e-05	3.2918e-05	2.06428e-05	2.06413e-05	3.28907e-05	1.85652e-05	6.31267e-06	2.4714e-05	4.81836e-05	1.84854e-05	2.67464e-05	3.89756e-05	1.85022e-05	1.85662e-05	3.5038e-05	1.74547e-05	1.54571e-05	2.46353e-05	6.22184e-06	2.46676e-05	2.05479e-05	4.30808e-05	1.32697e-07	2.46845e-05	8.2585e-06	1.2337e-05	1.43713e-05	1.12659e-07	6.18088e-06	2.25515e-05	8.1908e-06	2.66525e-05	6.19992e-06	6.18855e-06	2.46127e-05	1.84378e-05	1.84946e-05	1.23342e-05	8.21862e-06	1.43521e-05	2.6696e-05
d3_5	0.00698835	8.45029e-06	2.69168e-05	2.89234e-05	2.48305e-05	2.89484e-05	1.45695e-05	2.06683e-05	3.29838e-05	6.3669e-06	2.58366e-05	2.47842e-05	2.47849e-05	2.68981e-05	4.62884e-05	1.85894e-05	3.09295e-05	1.6744e-05	4.12227e-05	4.7332e-05	3.50119e-05	2.47726e-05	3.90868e-05	1.45383e-05	1.66268e-05	1.0408e-05	2.06393e-05	1.86243e-05	2.67825e-05	6.35938e-06	3.50332e-05	3.70706e-05	3.50044e-05	2.88051e-05	3.90371e-05	4.11553e-05	3.49946e-05	2.68412e-05	2.87299e-05	2.88155e-05	1.44782e-05	4.93327e-05	1.44401e-07	2.67357e-05	3.08099e-05	4.3082e-05	3.492e-05	1.85327e-05	2.88256e-05	8.69443e-08	1.45019e-05	2.05521e-05	3.28729e-05	1.44244e-05	3.08119e-05	1.85713e-05	8.29177e-06	1.85446e-05	2.25594e-05	3.0873e-05	6.20587e-06	1.4406e-05	5.67369e-08	3.27916e-05	1.44013e-05	2.0519e-05	3.07587e-05	1.44149e-05	2.46257e-05	2.25818e-05	8.23812e-06	3.28467e-05	1.2305e-05	1.64145e-05	3.65739e-09	3.07674e-05	4.13222e-08	2.25429e-05	2.3972e-08	1.43384e-05	6.15757e-06	1.62682e-09	8.51622e-08
d3_6	0.00489098	2.68418e-05	2.38081e-07	2.07232e-05	1.20718e-05	3.3016e-05	1.45811e-05	6.35774e-06	2.28535e-05	1.45078e-05	3.71446e-05	8.41955e-06	1.65956e-05	2.2804e-05	3.09335e-05	2.07511e-05	3.50662e-05	2.0718e-05	3.29766e-05	2.68157e-05	1.45096e-05	2.6906e-05	4.07852e-05	4.32783e-05	4.73029e-05	8.40917e-06	3.08979e-05	2.58802e-05	6.3032e-06	2.89263e-05	3.08924e-05	2.67595e-05	2.67989e-05	6.36617e-05	2.26421e-05	2.98732e-05	3.60197e-05	4.31602e-05	3.51255e-05	5.96269e-05	8.4157e-06	6.24528e-06	2.67918e-05	3.69782e-05	2.67231e-05	3.18279e-05	2.67105e-05	2.05828e-05	2.05749e-05	2.67555e-05	1.6501e-05	2.47065e-05	1.44668e-05	7.38875e-05	4.21507e-05	4.72269e-05	1.85223e-05	1.85019e-05	6.29624e-06	1.24146e-05	6.20059e-06	1.23637e-05	1.23468e-05	1.03122e-05	2.26338e-05	2.05234e-05	2.67179e-05	1.85242e-05	8.26944e-06	2.66509e-05	1.54553e-05	2.66795e-05	1.64494e-05	1.64501e-05	1.23418e-05	2.46373e-05	6.15583e-06	1.02665e-05	6.14798e-06	1.43717e-05	1.43429e-05	1.84639e-05	1.4361e-05
d3_7	0.00351075	6.37432e-06	2.6928e-05	2.47738e-05	6.44708e-06	3.50784e-05	2.69226e-05	2.27704e-05	1.46048e-05	4.52711e-05	4.53069e-05	1.65735e-05	4.12067e-05	3.50943e-05	2.27485e-05	2.27768e-05	3.31002e-05	3.91616e-05	2.27013e-05	3.51119e-05	3.50479e-05	2.47611e-05	5.04269e-05	6.77272e-05	3.49878e-05	1.86292e-05	4.11085e-05	3.70962e-05	3.29096e-05	2.88172e-05	2.47746e-05	3.29261e-05	2.27079e-05	2.17152e-05	1.45077e-05	1.2475e-05	2.88315e-05	2.0646e-05	6.34571e-06	4.51874e-05	3.08881e-05	1.4539e-05	4.11632e-05	2.67847e-05	2.67676e-05	3.89966e-05	2.6734e-05	4.10624e-05	1.85977e-05	2.67096e-05	2.06378e-05	1.24464e-05	3.90679e-05	6.23756e-06	3.28767e-05	6.25468e-06	8.24234e-06	1.64694e-05	1.23637e-05	2.05646e-05	2.66692e-05	1.23603e-05	2.8706e-05	3.69306e-05	2.66542e-05	2.13604e-06	8.26181e-06	2.87344e-05	4.86914e-08	2.25673e-05	1.50643e-08	3.48899e-05	1.84824e-05	1.23497e-05	2.46464e-05	8.1957e-06	2.52216e-08	1.23235e-05	6.1503e-06	6.16085e-06	5.75966e-08	2.04809e-05	4.10124e-05
d3_8	0.00260802	1.66762e-05	2.39195e-07	2.40438e-07	8.44878e-06	1.55933e-05	1.45969e-05	1.45709e-05	4.33006e-05	6.38544e-06	6.32484e-06	1.86325e-05	2.88999e-05	1.46458e-05	2.07095e-05	3.81641e-05	4.32233e-05	2.68561e-05	1.24367e-05	4.21908e-05	7.36268e-06	5.76459e-05	1.45455e-05	3.39798e-05	3.71731e-05	3.08629e-05	1.45567e-05	2.88421e-05	6.33804e-06	1.24253e-05	4.83481e-05	2.88715e-05	1.04171e-05	2.87843e-05	2.88719e-05	2.47366e-05	2.97971e-05	1.8634e-05	4.10804e-05	3.40017e-05	4.51956e-05	1.85904e-05	2.67431e-05	2.98945e-05	3.28918e-05	2.06163e-05	1.44842e-05	3.28912e-05	2.05907e-05	1.54446e-05	3.91093e-05	3.1848e-05	8.29022e-06	8.30708e-06	2.46769e-05	3.48986e-05	3.90428e-05	2.46758e-05	1.54911e-05	3.49321e-05	3.89704e-05	2.12682e-06	1.23052e-05	2.05209e-05	2.67491e-05	2.05935e-05	3.79461e-05	1.85005e-05	2.1181e-06	1.43907e-05	1.85017e-05	2.5645e-05	2.10331e-06	6.20284e-06	1.85005e-05	3.67676e-08	2.04899e-05	1.23036e-05	8.21126e-06	8.24611e-06	2.25603e-05	6.16481e-06	3.48916e-05
d3_9	0.00199131	8.44327e-06	6.35288e-06	2.48413e-05	1.86496e-05	2.88895e-05	6.40408e-06	2.88671e-05	1.4488e-05	2.48361e-05	2.31019e-06	2.31974e-06	3.09438e-05	8.41624e-06	2.47498e-05	4.32474e-05	1.86397e-05	1.95267e-07	3.29383e-05	1.55587e-05	2.89151e-05	4.52541e-05	2.27378e-05	4.53159e-05	3.50215e-05	2.26921e-05	2.88061e-05	1.86029e-05	3.08973e-05	4.32537e-05	2.6876e-05	3.90967e-05	6.31178e-06	1.24541e-05	1.66021e-05	2.68061e-05	6.28066e-06	6.29106e-06	1.86096e-05	3.90877e-05	4.93412e-05	3.5006e-05	3.49491e-05	1.24091e-05	6.24345e-06	3.49108e-05	3.89913e-05	7.29462e-06	3.49737e-05	1.44439e-05	3.9053e-05	1.44187e-05	2.67355e-05	1.64901e-05	2.87201e-05	1.23995e-05	2.05567e-05	2.04904e-05	3.89831e-05	1.23637e-05	6.29228e-06	6.21399e-06	1.85082e-05	1.85e-05	1.03306e-05	6.45885e-08	1.85067e-05	1.441e-05	2.05058e-05	1.0278e-05	1.85076e-05	3.8975e-05	6.162e-06	1.43939e-05	2.05369e-05	8.20017e-06	6.18473e-06	2.25365e-05	1.87557e-08	1.2338e-05	1.43553e-05	2.05157e-05	1.23758e-05
