	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d3_0	0	0.111217	0.0530708	0.0337618	0.0243836	0.018531	0.01445	0.0120405	0.0100923	0.00839275	0.00746429	0.00620866	0.00536997	0.00455662	0.0041795	0.00367695	0.00316402	0.00305323	0.00256519	0.0022984	0.00207264	0.00186389	0.00179013	0.00173797	0.00146192	0.00127101	0.00102355	0.00120748	0.00101086	0.000897165	0.000864915	0.000763908	0.000714024	0.000625972	0.000583448	0.000614919	0.000530494	0.00043174	0.000466496	0.000340805	0.000471404	0.000309619	0.000327762	0.000316457	0.00025695	0.000229433	0.00022001	0.000208605	0.00015105	0.000250554	0.000171769	0.000213535	0.000132714	0.000166181	0.000144722	0.000117844	0.000107827	0.000118253	0.000126881	0.000130539	9.43115e-05	0.000117133	8.02844e-05	8.30378e-05	8.45891e-05	4.77073e-05	6.19768e-05	6.55608e-05	4.8496e-05	6.26501e-05	6.96314e-05	1.62845e-05	4.66636e-05	4.28812e-05	4.20278e-05	2.4882e-05	4.44293e-05	4.92936e-05	2.18454e-05	1.79976e-05	4.65985e-05	3.00324e-05	2.3997e-05	2.11717e-05	3.45296e-05	1.43025e-05	2.19597e-05	1.23223e-05	1.47814e-05	1.22279e-05	1.38418e-05	1.75835e-05	1.83029e-05	9.77272e-06	1.10563e-06	5.9672e-06	7.9315e-06	8.28508e-06	3.88786e-05
d3_1	0.0585567	8.83003e-06	6.25261e-05	2.80301e-05	1.50844e-05	1.94555e-05	3.82775e-05	3.31541e-05	2.6298e-05	4.86873e-05	4.85796e-05	5.86689e-05	1.8211e-05	2.03268e-05	3.28666e-05	1.2985e-05	2.02624e-05	3.22765e-05	4.73747e-05	3.96542e-05	2.46914e-05	3.80735e-05	4.0349e-05	3.01327e-05	4.16278e-05	3.82216e-05	3.34783e-05	2.14411e-05	2.30124e-05	3.01514e-05	1.69534e-05	2.01474e-05	2.99402e-05	2.0216e-05	1.07899e-05	3.39224e-05	2.51691e-05	2.50415e-05	1.52131e-05	1.73395e-05	1.8335e-05	1.20538e-05	7.38858e-06	1.68236e-05	3.5321e-05	1.76639e-05	7.85546e-06	1.588e-05	1.88625e-05	1.31244e-05	1.93806e-05	3.15313e-05	1.67131e-05	1.66152e-05	1.14634e-05	1.61827e-05	1.6091e-06	6.03364e-06	2.12279e-07	2.48245e-06	2.23386e-05	2.899e-05	2.2476e-05	3.89091e-07	6.56452e-06	6.87535e-06	7.012e-06	1.6302e-05	3.78689e-06	5.17761e-06	9.52264e-06	2.43624e-06	2.22227e-05	1.61207e-05	8.07606e-06	1.8053e-06	2.9202e-08	1.61564e-08	4.31699e-06	8.73587e-06	3.63565e-05	1.09498e-08	1.15666e-08	6.3323e-06	1.62628e-06	9.33819e-06	1.92661e-06	4.9478e-06	1.98238e-06	1.28067e-06	5.19879e-09	1.05234e-05	3.55706e-06	1.06857e-06	1.43309e-09	2.67994e-07	2.31978e-09	2.4603e-09	7.22922e-06
d3_2	0.0274926	5.83905e-05	3.69079e-05	3.74983e-05	8.96689e-06	3.6641e-05	6.15246e-05	3.22043e-05	1.48077e-05	3.36989e-05	3.78762e-05	2.84116e-05	2.09253e-05	2.27413e-05	4.27014e-05	2.46187e-05	3.22535e-05	1.91022e-05	1.05707e-05	1.49638e-05	1.93371e-05	2.83444e-05	1.60559e-05	4.23999e-05	1.0178e-05	3.50799e-05	2.67547e-05	2.43309e-05	2.06088e-05	3.823e-05	2.25935e-05	2.21034e-05	1.47337e-05	2.3329e-05	2.62583e-05	1.66989e-05	1.36831e-05	3.50878e-05	1.76948e-05	1.26968e-05	1.95542e-05	3.28078e-05	2.13717e-05	2.15193e-05	2.39323e-05	2.61156e-05	3.22745e-05	1.37126e-05	2.13884e-06	1.74418e-05	6.84223e-06	1.39648e-05	2.73183e-05	2.18383e-05	3.58605e-05	8.56913e-06	2.09629e-05	1.06445e-05	5.88924e-06	1.07237e-05	5.55076e-06	1.42695e-05	2.83008e-05	4.30245e-05	1.51268e-05	3.20432e-05	4.28451e-07	1.3025e-05	9.9713e-06	3.81495e-08	4.1414e-06	1.46621e-05	2.42928e-05	1.18118e-05	3.241e-06	6.62872e-06	3.23924e-05	5.07276e-06	6.22925e-06	6.02742e-06	1.14675e-08	1.41518e-05	7.737e-07	1.11281e-08	4.28676e-09	8.96745e-06	1.80727e-06	1.1393e-05	6.43204e-06	2.58118e-07	9.3858e-06	1.89636e-06	3.85388e-06	8.59603e-07	1.68811e-06	5.80997e-09	2.27669e-09	4.27872e-09	4.37392e-06
d3_3	0.0171386	3.68852e-05	2.65619e-05	1.39247e-05	2.17009e-05	2.41072e-05	3.30127e-05	3.66623e-05	1.05044e-05	2.05566e-05	1.07583e-05	2.61679e-05	2.34765e-05	3.95441e-05	1.6824e-05	2.71896e-05	1.23171e-05	4.25149e-05	3.33412e-05	2.75941e-05	3.15611e-05	2.71014e-05	4.45789e-05	2.37823e-05	1.70987e-05	2.61024e-05	3.08456e-05	4.41935e-05	3.37388e-05	2.94886e-05	1.66153e-05	1.53561e-05	3.54932e-05	1.84793e-05	1.84073e-05	1.01922e-05	4.50328e-05	6.53022e-06	1.8908e-05	1.97672e-05	1.99496e-05	5.61258e-05	4.42241e-05	1.57214e-05	1.33172e-05	3.57331e-05	1.24851e-05	7.33327e-06	1.15751e-05	2.7248e-05	1.97756e-05	7.72595e-06	2.34519e-05	1.31675e-05	2.36719e-05	6.53669e-06	1.70712e-05	1.26556e-05	2.66655e-05	6.16349e-06	2.5998e-05	3.28129e-07	2.28515e-05	5.84002e-06	1.70896e-05	2.48651e-05	1.53932e-05	1.06982e-05	1.15401e-05	2.12739e-05	1.8671e-05	7.19064e-06	5.08425e-06	1.32509e-05	6.30709e-06	4.87629e-06	1.12471e-05	1.76199e-07	1.17872e-05	9.13904e-07	1.3266e-06	6.18622e-06	5.71634e-06	1.45615e-06	1.12668e-07	5.84732e-06	6.45823e-07	9.77726e-06	4.85981e-06	1.09601e-05	5.93766e-06	8.88436e-06	4.22592e-06	1.0812e-05	4.37639e-07	4.82303e-07	6.57567e-08	9.78555e-08	1.22533e-06
d3_4	0.012022	4.41953e-05	1.76546e-05	1.72516e-05	1.48203e-05	1.07261e-05	2.24328e-05	3.40255e-05	2.70348e-05	2.15277e-05	2.42305e-05	2.77842e-05	5.54112e-05	6.19692e-05	3.10148e-05	3.54811e-05	3.78937e-05	2.56791e-05	3.27893e-05	4.67034e-05	2.70518e-05	4.61562e-05	3.47651e-05	4.27246e-05	3.79613e-05	5.73535e-05	4.17586e-05	1.14697e-05	2.90263e-05	1.23456e-05	3.73917e-06	2.09743e-05	1.86936e-05	2.82697e-05	2.21806e-05	1.65161e-05	2.71009e-05	2.17668e-05	4.37601e-05	1.5997e-05	1.59405e-05	6.82597e-06	2.76462e-05	2.13801e-05	8.41314e-06	2.21263e-05	2.37566e-05	2.40161e-05	1.63287e-05	1.81235e-05	2.38265e-05	4.50126e-06	1.79007e-05	2.88327e-05	2.36796e-05	2.38681e-05	1.80482e-06	1.3254e-05	1.27715e-05	2.40149e-06	7.46171e-06	7.49328e-06	1.35087e-05	4.4422e-05	2.51616e-05	3.13161e-05	1.1947e-05	2.19958e-05	6.02691e-06	1.25019e-05	7.9641e-06	8.77117e-06	6.53677e-07	1.40081e-05	3.66991e-06	1.31672e-05	9.43531e-06	3.56988e-06	1.89077e-06	1.44972e-05	1.6129e-05	8.2746e-06	3.92497e-06	1.74697e-05	3.52443e-06	9.29703e-09	1.37577e-08	1.95891e-06	2.09418e-06	1.54484e-08	8.78758e-06	7.06098e-06	7.05488e-06	3.04184e-09	1.21593e-06	2.74975e-06	5.1756e-06	2.79869e-09	2.82299e-06
d3_5	0.00897805	2.6594e-05	2.84757e-05	1.16531e-05	2.20969e-05	2.52691e-05	1.05283e-05	2.48929e-05	4.26872e-05	2.41812e-05	6.59672e-05	5.84335e-05	1.42011e-05	1.33179e-05	5.19901e-05	1.25934e-05	8.50986e-06	4.31453e-05	1.50029e-05	2.82033e-05	2.98267e-05	3.56137e-05	2.55105e-05	1.91248e-05	2.17182e-05	1.64103e-05	4.58235e-05	2.19626e-05	1.99002e-05	1.38787e-05	2.67658e-05	2.47506e-05	3.83153e-05	3.95698e-05	2.36646e-05	2.28305e-05	3.66464e-05	2.95698e-05	3.37306e-05	1.3196e-05	1.538e-06	1.61738e-05	2.01534e-05	1.70033e-05	6.17086e-06	1.55465e-05	2.26113e-05	1.31569e-05	1.34989e-05	2.36985e-05	1.72619e-05	3.96503e-05	4.22507e-06	9.66115e-06	1.33162e-05	6.02604e-06	2.35453e-05	1.82799e-05	1.97353e-06	9.50251e-06	1.80463e-05	2.30065e-07	6.0357e-06	4.80052e-06	9.49521e-06	2.04908e-05	6.99919e-06	1.27711e-05	1.89913e-05	9.52638e-06	1.90619e-05	7.88566e-06	7.83478e-06	1.37813e-05	2.34443e-05	8.98245e-06	1.23112e-05	2.55726e-06	7.08382e-06	1.2389e-05	2.01659e-05	9.78601e-06	4.64793e-06	6.08675e-06	5.84394e-06	1.6516e-05	8.81305e-06	4.25919e-06	6.06575e-06	4.65388e-07	6.56228e-06	2.75045e-06	8.15154e-07	9.63693e-06	3.62284e-06	3.77088e-09	7.52801e-09	6.12814e-09	1.42125e-05
d3_6	0.00699749	1.84169e-05	3.02009e-05	3.22237e-05	2.33908e-05	2.75945e-05	3.42072e-05	3.44893e-05	5.33844e-05	1.01161e-05	5.20485e-05	4.80714e-05	2.7151e-05	2.57287e-05	2.08916e-05	5.37835e-05	2.05781e-05	1.63726e-05	3.77679e-05	2.91809e-05	2.33656e-05	3.91511e-05	2.12564e-05	2.94382e-05	3.35475e-05	3.28141e-05	1.83599e-05	3.33238e-05	2.38941e-05	3.93617e-05	2.86106e-05	7.72316e-06	1.10936e-05	4.64429e-05	5.17915e-05	2.26407e-05	2.57063e-05	3.53559e-05	1.52128e-05	2.25267e-05	1.50398e-05	2.31336e-05	1.93602e-05	2.55053e-05	9.89444e-06	2.60482e-05	2.35175e-06	1.62634e-05	1.90406e-05	1.41151e-05	2.92948e-05	2.80967e-05	1.98492e-05	2.42935e-05	1.10221e-05	6.80779e-06	6.38776e-06	3.95155e-06	1.81937e-05	8.68125e-06	5.62057e-06	2.93998e-05	1.73974e-05	1.8239e-05	1.03554e-05	4.20032e-06	1.48654e-05	9.73789e-06	6.81004e-06	2.61659e-05	1.52289e-05	1.95136e-05	8.91142e-06	6.8658e-06	1.63428e-05	1.49861e-08	3.95972e-06	2.77385e-06	5.35709e-06	1.01677e-05	2.93449e-07	5.91854e-06	8.45622e-06	2.37851e-06	2.00913e-05	8.646e-06	1.3477e-05	2.62316e-06	1.46924e-05	1.03251e-05	9.03743e-06	6.41382e-06	7.71139e-09	2.62658e-09	7.16937e-09	1.32154e-06	1.29726e-06	3.33049e-09	1.27546e-05
d3_7	0.00562777	2.46437e-05	5.09067e-05	3.62222e-05	3.42907e-05	2.52557e-05	3.44243e-05	1.78115e-05	1.61919e-05	6.08422e-05	3.33105e-05	6.36735e-05	1.71972e-05	3.00279e-05	2.65945e-05	2.61763e-05	4.19975e-05	2.66396e-05	2.34041e-05	6.82892e-05	2.09984e-05	3.85737e-05	2.53955e-05	9.78029e-06	2.96101e-05	2.72143e-05	5.25877e-05	2.7967e-05	3.87952e-05	1.46458e-05	2.78619e-05	1.80596e-05	2.48607e-05	2.07626e-05	2.47939e-05	2.67729e-05	2.15908e-05	2.00707e-05	3.29846e-05	6.78857e-06	2.7655e-05	7.26963e-06	7.93065e-06	1.46491e-05	2.19143e-05	2.18673e-05	2.01169e-05	1.7976e-05	2.32262e-05	1.53251e-05	2.71237e-05	1.06048e-05	2.13814e-05	1.18182e-05	4.97428e-06	2.56016e-05	2.92068e-05	1.58914e-05	2.60148e-05	3.17003e-05	1.14732e-05	5.67304e-06	1.59943e-05	1.00363e-05	1.45929e-05	5.94924e-06	1.54724e-05	9.57935e-06	1.27828e-05	2.321e-05	2.84896e-06	8.03279e-06	1.75603e-06	3.87223e-06	1.65948e-05	2.0213e-05	1.13672e-05	8.51791e-06	4.33979e-06	6.78751e-06	8.42469e-06	6.77904e-06	9.65341e-06	2.82548e-06	1.80719e-05	9.78805e-06	6.40359e-06	6.15416e-06	3.06982e-06	3.00549e-06	3.60125e-06	5.41147e-06	6.25001e-06	8.31964e-09	4.57965e-06	1.89761e-06	7.55415e-07	4.56223e-06	1.15024e-05
d3_8	0.0046538	2.5303e-05	5.24913e-05	3.33563e-05	5.22244e-05	4.40874e-05	1.85739e-05	4.02518e-05	1.77416e-05	5.99962e-05	1.59623e-05	2.42785e-05	3.46878e-05	3.8361e-05	1.4011e-05	1.91658e-05	4.35788e-05	3.43456e-05	3.98374e-05	3.126e-05	3.11514e-05	3.51697e-05	2.49023e-05	1.17499e-05	2.06976e-05	3.75725e-05	1.20862e-05	2.07866e-05	2.49783e-05	2.00938e-05	1.26243e-05	2.19613e-05	3.49019e-05	1.30934e-05	2.9766e-05	3.15748e-05	1.27144e-05	8.67886e-06	2.56553e-05	2.11732e-05	1.42922e-05	2.71066e-05	1.59232e-05	2.5629e-05	2.0942e-05	3.07747e-05	3.4786e-05	2.09806e-05	1.61231e-05	5.84149e-06	1.32639e-05	1.28294e-05	1.77718e-05	2.26616e-05	1.13706e-05	1.44153e-05	1.27156e-05	5.57833e-06	2.89876e-05	4.569e-05	1.70491e-05	4.75128e-06	6.13539e-06	7.77054e-06	5.91817e-05	3.32759e-06	1.92241e-05	2.42524e-05	1.43876e-05	6.7914e-06	1.46262e-05	5.27507e-06	3.67341e-06	2.61821e-05	4.67442e-06	6.94165e-06	1.14809e-05	4.65649e-06	6.25452e-06	1.04374e-05	1.03717e-05	2.64286e-06	1.77083e-05	1.31451e-06	4.63329e-07	1.09288e-05	1.18057e-08	6.49744e-06	1.46686e-08	1.23389e-05	1.23474e-05	4.346e-06	1.39964e-06	4.43192e-06	4.21986e-06	1.5207e-05	1.28827e-09	3.65719e-09	9.51186e-06
d3_9	0.00380771	1.66963e-05	3.52348e-05	2.92446e-05	3.39344e-05	2.69163e-05	2.46308e-05	1.31749e-05	2.99512e-05	3.4406e-05	2.24714e-05	3.20737e-05	3.91022e-05	2.03395e-05	3.81834e-05	1.93921e-05	9.23287e-06	2.17129e-05	2.77387e-05	5.19513e-05	1.38587e-05	2.44925e-05	3.86555e-05	3.30292e-05	2.0153e-05	2.46533e-05	4.23237e-05	2.52308e-05	2.13622e-05	3.58807e-05	2.53708e-05	1.99241e-05	3.79972e-05	8.8012e-06	1.38302e-05	3.40644e-05	2.41323e-05	3.57644e-05	4.25189e-05	4.25311e-05	1.92262e-05	1.70481e-05	2.88435e-05	1.72507e-05	2.72477e-05	2.24438e-05	3.09777e-05	2.16169e-05	2.83427e-05	2.09072e-05	2.93215e-05	8.08519e-06	1.54045e-05	1.31524e-05	2.66108e-05	2.30487e-05	2.64914e-05	2.05834e-05	3.21217e-05	1.51079e-05	3.78763e-05	2.61841e-05	2.04904e-05	1.44819e-05	8.63701e-06	9.94774e-06	1.18791e-05	1.27384e-05	2.44924e-05	9.63336e-06	3.28911e-05	1.07394e-05	9.8128e-06	8.00932e-06	1.64246e-05	1.01431e-05	1.23553e-06	1.98076e-08	2.78051e-06	9.44492e-06	3.21798e-06	8.30993e-06	1.43842e-07	1.55053e-05	1.01463e-05	3.82837e-06	1.73896e-06	5.97421e-08	1.44433e-05	3.92785e-07	2.27533e-06	1.91569e-06	1.89354e-06	6.39392e-07	2.84882e-07	4.97713e-06	1.23328e-05	2.57039e-06	2.76721e-05
