	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.125438	0.0521546	0.0291702	0.0186929	0.0130938	0.00973739	0.00756916	0.00610452	0.00538953	0.00443529	0.00411977	0.00370044	0.00352624	0.00325575	0.00315409	0.00290673	0.00273019	0.00280189	0.00256767	0.0026222	0.00270592	0.00255548	0.00219588	0.00214484	0.00214046	0.00214934	0.00217698	0.00192301	0.00182812	0.00189931	0.00188437	0.00171314	0.00174939	0.00158426	0.00167971	0.00156314	0.00149192	0.00175895	0.0014584	0.00145605	0.00127761	0.00114601	0.00135195	0.00123683	0.00129073	0.00122573	0.00117061	0.00116242	0.00112927	0.0010368	0.00103234	0.00084025	0.00101119	0.000858501	0.000889969	0.000830164	0.000967348	0.000710288	0.000782403	0.000738293	0.000665699	0.000727546	0.0006153	0.000624532	0.000559293	0.000603352	0.000445945	0.000415218	0.000471091	0.000454116	0.000374252	0.000277671	0.000309131	0.000290018	0.000294161	0.000257531	0.000166249	0.000210158	0.000212097	0.00019124	0.000182832	0.000386644
d3_1	0.0700747	2.33123e-05	1.90945e-05	2.12235e-05	1.49145e-05	2.53778e-05	1.27975e-05	1.4944e-05	3.58724e-05	2.22509e-05	1.07191e-05	1.90978e-05	3.79848e-05	8.55777e-06	2.53969e-05	1.90554e-05	1.48879e-05	3.16183e-05	1.9052e-05	2.40927e-07	4.21581e-05	4.84537e-05	1.27389e-05	2.84789e-05	4.83537e-05	3.57756e-05	1.90389e-05	1.27213e-05	6.10314e-05	2.10956e-05	3.37446e-05	6.44373e-06	3.16032e-05	2.52594e-05	1.47821e-05	5.42106e-05	1.47761e-05	5.0511e-05	2.73701e-05	3.1667e-05	4.20362e-05	3.36177e-05	4.20496e-05	4.62786e-05	2.52848e-05	1.47469e-05	2.62903e-05	1.26576e-05	4.62638e-05	6.37743e-06	2.52318e-05	1.89685e-05	2.52284e-05	3.3635e-05	8.44933e-06	3.75421e-08	1.47577e-05	1.47583e-05	6.37157e-06	1.89304e-05	2.10713e-05	2.10246e-05	1.26191e-05	2.10313e-05	2.10071e-05	1.26095e-05	2.73142e-05	4.19959e-05	6.32652e-06	1.26187e-05	1.6814e-05	1.25819e-05	6.31618e-06	3.04814e-05	6.32645e-06	6.31419e-06	8.40833e-06	8.39945e-06	1.46812e-05	8.40219e-06	2.09722e-05	2.72828e-05	6.3072e-06
d3_2	0.0296989	1.49088e-05	2.31366e-06	3.37664e-05	1.69933e-05	1.69844e-05	1.07324e-05	1.91081e-05	2.35197e-06	1.48596e-05	1.90956e-05	1.9079e-05	4.21523e-05	5.05516e-05	1.90468e-05	2.12188e-05	6.52113e-06	2.32608e-05	3.38017e-05	1.90593e-05	3.37569e-05	1.90282e-05	4.63302e-05	1.69636e-05	3.57841e-05	6.30632e-05	2.31639e-05	3.37092e-05	4.20804e-05	5.67946e-05	2.1067e-05	2.84377e-05	2.74313e-05	3.05227e-05	3.24218e-06	2.31862e-05	1.47684e-05	2.31794e-05	1.27677e-05	3.3665e-05	2.32193e-05	4.62721e-05	1.0608e-05	3.15541e-05	3.16006e-05	3.15243e-05	5.56594e-05	2.73541e-05	3.57431e-05	2.73611e-05	6.36577e-06	1.26704e-05	1.89836e-05	4.72494e-05	2.83859e-05	6.38906e-06	2.10568e-05	1.26327e-05	2.10221e-05	1.26578e-05	4.62138e-05	1.89584e-05	1.05498e-05	2.10302e-05	2.4696e-08	1.89102e-05	3.77677e-05	1.26022e-05	2.10169e-05	1.68373e-05	2.09853e-05	1.47128e-05	1.26059e-05	6.32742e-06	1.89063e-05	1.26212e-05	8.39768e-06	1.46967e-05	6.30092e-06	6.31782e-06	2.47366e-08	1.04852e-08	2.93881e-05
d3_3	0.0166888	3.79953e-05	1.28536e-05	2.54531e-05	1.90846e-05	1.49048e-05	1.28442e-05	2.43339e-05	2.1205e-05	1.4856e-05	2.32525e-05	1.48817e-05	2.95461e-05	8.57194e-06	6.42936e-06	2.32668e-05	8.5602e-06	5.67788e-05	2.95485e-05	8.53401e-06	1.90409e-05	2.11395e-05	2.32655e-05	6.43221e-06	1.90471e-05	1.27269e-05	6.39969e-06	2.11693e-05	3.15921e-05	1.90384e-05	2.32002e-05	3.15793e-05	6.43906e-06	1.27146e-05	2.52567e-05	8.50319e-06	8.49933e-06	5.46445e-05	3.99429e-05	2.52544e-05	1.89694e-05	2.4269e-05	2.10801e-05	2.11204e-05	1.47542e-05	2.52905e-05	2.31843e-05	3.36884e-05	3.99531e-05	1.89814e-05	3.57282e-05	3.15239e-05	2.52154e-05	2.10764e-05	2.3143e-05	8.45867e-06	6.36395e-06	3.36148e-05	2.31827e-05	3.56637e-05	2.10388e-05	4.83484e-05	1.26465e-05	3.14699e-05	3.3602e-05	2.52021e-05	3.34841e-08	1.47374e-05	8.24898e-08	4.41193e-05	1.25998e-05	2.10153e-05	2.51949e-05	6.28514e-06	6.33072e-06	1.42569e-08	2.09952e-05	2.09806e-05	8.41931e-06	1.32636e-08	6.30157e-06	2.11135e-06	4.1967e-05
d3_4	0.0106097	1.27845e-05	6.49913e-06	8.63571e-06	6.50038e-06	8.66763e-06	2.53717e-05	2.11537e-05	4.95148e-05	3.16816e-05	1.90381e-05	8.52437e-06	1.90942e-05	6.50179e-06	2.45236e-07	5.47261e-05	1.6953e-05	1.59608e-05	4.84086e-05	2.95226e-05	2.53458e-05	3.1694e-05	2.11029e-05	5.26112e-05	2.11026e-05	1.90722e-05	1.68995e-05	1.47999e-05	2.95837e-05	1.89464e-05	3.7952e-05	2.11339e-05	2.94589e-05	3.15791e-05	3.36642e-05	6.39598e-06	5.25384e-05	2.73494e-05	1.47835e-05	2.73816e-05	1.47903e-05	1.26656e-05	1.06095e-05	1.47934e-05	2.73569e-05	1.48007e-05	1.47467e-05	8.5268e-06	6.36035e-06	2.1033e-05	2.10484e-05	8.4641e-06	1.57786e-05	1.47753e-05	3.36735e-05	3.04715e-05	2.10171e-05	1.8961e-05	4.20189e-05	2.94555e-05	2.52209e-05	1.26876e-05	8.43886e-06	3.78428e-05	2.51819e-05	3.77795e-05	1.47232e-05	1.25893e-05	6.55096e-08	2.31006e-05	8.40825e-06	1.47121e-05	1.26185e-05	1.47206e-05	1.75863e-08	6.296e-06	1.2608e-05	1.26293e-05	2.09895e-05	8.38914e-06	2.72686e-05	1.26054e-05	1.26292e-05
d3_5	0.00715437	1.80221e-05	1.90998e-05	2.32125e-06	1.27769e-05	6.48815e-06	8.58384e-06	1.88076e-07	2.53723e-05	2.11905e-05	2.7391e-05	2.32378e-05	2.53413e-05	1.90497e-05	3.37796e-05	4.21168e-05	3.37664e-05	1.27531e-05	4.00218e-05	1.48471e-05	2.28837e-06	1.90432e-05	4.00421e-05	2.32627e-05	4.63517e-05	2.11259e-05	3.99695e-05	4.63352e-05	3.79073e-05	3.79174e-05	2.95254e-05	4.21182e-05	2.95393e-05	2.53646e-05	1.25901e-07	2.52844e-05	3.36769e-05	2.73552e-05	4.83701e-05	2.31648e-05	8.46991e-06	2.31844e-05	4.20221e-05	1.89934e-05	1.27202e-05	2.94637e-05	3.9917e-05	1.26866e-05	1.48078e-05	2.31954e-05	2.42152e-05	3.15415e-05	2.73471e-05	4.41403e-05	2.10732e-05	4.93375e-05	5.45958e-05	1.2665e-05	1.47935e-05	2.73016e-05	1.47058e-05	1.26773e-05	4.67881e-08	6.31021e-06	4.61769e-05	1.47145e-05	4.20389e-05	1.47212e-05	2.73138e-05	6.31328e-06	1.26077e-05	6.33947e-06	2.72746e-05	2.94049e-05	4.40701e-05	3.35615e-05	6.30166e-06	1.89105e-05	2.13307e-06	1.26094e-05	1.2604e-05	1.88825e-05	1.47081e-05
d3_6	0.0050307	2.12321e-05	6.53254e-06	1.49303e-05	1.48895e-05	2.75206e-05	2.1215e-05	3.17112e-05	3.37278e-05	6.45664e-06	8.59573e-06	6.51841e-06	4.00839e-05	5.15816e-05	1.90536e-05	3.1627e-05	3.16146e-05	2.53627e-05	2.10827e-05	2.11431e-05	3.58061e-05	4.21028e-05	6.50865e-06	2.74333e-05	4.2135e-05	3.58201e-05	1.9031e-05	2.74102e-05	1.27253e-05	1.90164e-05	2.52873e-05	3.16255e-05	1.69289e-05	3.58616e-05	1.26848e-05	2.53167e-05	1.90093e-05	2.31756e-05	3.99315e-05	3.16211e-05	4.62157e-05	2.31514e-05	2.10424e-05	2.94788e-05	6.42889e-06	2.32029e-05	2.73334e-05	2.7347e-05	3.15708e-05	2.73437e-05	4.20297e-05	1.26676e-05	1.47355e-05	6.342e-06	6.384e-06	1.68335e-05	1.26626e-05	4.61318e-05	4.20099e-05	1.68439e-05	3.15105e-05	1.26491e-05	2.94497e-05	6.36341e-06	3.36054e-05	1.68398e-05	1.26364e-05	2.73048e-05	1.26233e-05	2.73235e-05	6.31387e-06	2.72965e-05	1.47323e-05	1.47513e-05	1.26172e-05	2.0987e-05	8.40558e-06	2.12497e-08	1.25951e-05	1.46837e-05	1.90708e-09	2.09598e-05	1.26329e-05
d3_7	0.00362368	1.27937e-05	1.49039e-05	2.95742e-05	1.49511e-05	3.37668e-05	1.49093e-05	2.2227e-05	3.79133e-05	3.16466e-05	1.48707e-05	3.16079e-05	6.47231e-06	2.32544e-05	2.74774e-05	1.27365e-05	2.96122e-05	1.48111e-05	4.00364e-05	2.21675e-05	1.27554e-05	1.50487e-07	2.74368e-05	4.00528e-05	3.37684e-05	2.32336e-05	3.37565e-05	6.40011e-06	1.48295e-05	2.73465e-05	1.48618e-05	2.74086e-05	2.52756e-05	2.53029e-05	2.32254e-05	3.36931e-05	3.36689e-05	1.47886e-05	4.10495e-05	3.3683e-05	3.78709e-05	2.31449e-05	1.90287e-05	1.47881e-05	6.38136e-06	2.94965e-05	3.57502e-05	3.47563e-05	2.94318e-05	3.15704e-05	1.89575e-05	4.62318e-05	1.26784e-05	1.26695e-05	2.52673e-05	3.15414e-05	2.10518e-05	3.78104e-05	3.36319e-05	1.26582e-05	1.89539e-05	3.36016e-05	5.25021e-05	3.99038e-05	1.89623e-05	2.73213e-05	1.47281e-05	1.2658e-05	5.87388e-05	4.91477e-08	3.04881e-05	1.26005e-05	1.26143e-05	6.30832e-06	6.30531e-06	3.14555e-05	1.26271e-05	6.30938e-06	2.8004e-08	6.3341e-06	1.46946e-05	8.40193e-06	1.89377e-05
d3_8	0.00267432	6.49248e-06	1.48962e-05	1.27409e-05	1.90719e-05	1.48496e-05	2.0666e-07	3.05577e-05	2.54112e-05	1.27606e-05	4.63688e-05	4.2113e-05	3.37726e-05	5.78752e-05	2.74506e-05	5.6877e-05	1.90159e-05	3.79683e-05	2.53459e-05	1.27541e-05	2.53381e-05	1.27454e-05	1.87043e-07	3.7887e-05	6.42678e-06	3.58515e-05	4.41425e-05	1.69131e-05	2.53321e-05	2.21897e-06	4.21104e-05	4.62721e-05	2.73599e-05	3.57602e-05	5.15027e-05	4.62703e-05	4.00008e-05	5.04455e-05	2.10958e-05	1.89801e-05	6.41969e-06	2.94934e-05	3.57715e-05	3.78882e-05	1.89393e-05	2.73118e-05	3.36492e-05	4.0991e-05	2.52729e-05	2.52736e-05	5.04786e-05	2.31649e-05	6.40067e-06	8.48729e-06	1.26701e-05	3.99e-05	3.99169e-05	1.89344e-05	1.89301e-05	5.88071e-05	6.08353e-05	1.89014e-05	3.15018e-05	1.47091e-05	2.51889e-05	3.78265e-05	1.2622e-05	1.88892e-05	1.26177e-05	1.26048e-05	1.88943e-05	2.10269e-05	2.10129e-05	8.43694e-06	8.40812e-06	1.2622e-05	2.16882e-06	2.09984e-05	2.6475e-08	4.24713e-08	4.41204e-08	1.78442e-05	6.26268e-08
d3_9	0.00200251	1.4921e-05	1.84425e-07	1.91378e-05	6.49376e-06	1.49122e-05	1.4867e-05	3.7958e-05	1.9151e-05	1.69644e-05	1.48687e-05	1.90747e-05	2.11733e-05	3.16988e-05	2.74805e-05	2.95109e-05	2.11095e-05	6.50513e-06	3.1612e-05	6.51638e-05	6.46128e-06	6.4274e-06	1.45815e-07	8.55022e-06	3.16025e-05	2.53149e-05	4.83632e-05	2.52838e-05	4.84323e-05	4.00128e-05	1.48432e-05	5.26157e-05	2.11421e-05	2.42313e-05	2.52702e-05	4.20824e-05	2.31565e-05	3.57663e-05	1.90073e-05	2.31566e-05	3.36411e-05	3.15675e-05	3.26809e-05	2.74003e-05	1.37644e-05	1.47788e-05	2.73456e-05	3.78158e-05	2.94633e-05	2.10591e-05	1.26694e-05	1.26277e-05	4.097e-05	1.47876e-05	2.10362e-05	2.1059e-05	1.26249e-05	2.73958e-05	1.26168e-05	6.37464e-06	2.5253e-05	2.93877e-05	2.10134e-05	1.47361e-05	2.73429e-05	2.31364e-05	2.1004e-05	2.73101e-05	2.10056e-05	1.26273e-05	1.47052e-05	8.45132e-06	1.26297e-05	6.34242e-06	6.33406e-06	8.42534e-06	1.25919e-05	1.25932e-05	6.30514e-06	2.09662e-05	8.78381e-09	6.29746e-06	3.78017e-05
