	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d2_0	0	0.0993231	0.0477312	0.0303656	0.0216195	0.0165798	0.0129373	0.0100688	0.00811449	0.00689762	0.00570267	0.00484957	0.00426566	0.00351789	0.00300086	0.00255987	0.00213776	0.00190539	0.00165532	0.00136251	0.00113878	0.000956139	0.000894016	0.000770741	0.000635044	0.000498961	0.00045357	0.000473416	0.000373865	0.000260391	0.000272663	0.000261072	0.000217687	0.000138796	0.000110577	0.000123132	0.000122083	6.69052e-05	8.32818e-05	5.47587e-05	7.85364e-05	5.46996e-05	4.10578e-05	5.40548e-05	2.06457e-05	3.51451e-05	6.99278e-06	4.4622e-05	2.78146e-05	5.01459e-06	1.71992e-05	1.71359e-05	8.34701e-06	2.40848e-05	3.97176e-05	3.44135e-05	2.3989e-05	1.86647e-05	2.20256e-05	2.20728e-05	2.20547e-05	1.14877e-05	2.19377e-05	2.72328e-05	9.6777e-06	2.68348e-06	1.66662e-05	2.62181e-06	1.13667e-05	1.83269e-05	1.83936e-05	1.05018e-05	2.71196e-05	2.89006e-05	6.04854e-06	1.48074e-05	6.00298e-06	6.01595e-06	7.27897e-07	1.12999e-05	1.12277e-05	2.70205e-05	3.05465e-05	6.04424e-06	1.12612e-05	2.00029e-05	2.87734e-05	1.30195e-05	3.22937e-05	6.04528e-06	3.0516e-05	1.13033e-05	2.70372e-05	6.05749e-06	2.18422e-05	9.59125e-06	3.24195e-05	1.13104e-05	0.000249158
d2_1	0.103855	0.000119308	4.92265e-05	7.89552e-05	0.000114017	5.09772e-05	3.34321e-05	3.34799e-05	5.61554e-05	4.39529e-05	7.11045e-05	2.46769e-05	1.76699e-05	3.5163e-05	3.86641e-05	2.98728e-05	1.24366e-05	1.58427e-05	1.76356e-05	5.37662e-06	5.35854e-06	3.34142e-05	1.76441e-05	1.7635e-05	2.11311e-05	5.35339e-06	5.34466e-06	1.23849e-05	5.35724e-06	1.76101e-05	7.10356e-06	5.3797e-06	2.29134e-05	5.34741e-06	1.06473e-05	1.11596e-07	7.1136e-06	5.3294e-06	5.3448e-06	1.23458e-05	1.76226e-05	1.23907e-05	7.1156e-06	1.58469e-05	8.30368e-08	8.88169e-06	5.40571e-06	1.06147e-05	5.35528e-06	1.05819e-05	9.25999e-08	1.02073e-07	7.98281e-06	1.40986e-05	6.71582e-08	1.84748e-06	5.37677e-06	5.34541e-06	8.14522e-08	1.83816e-06	7.12758e-06	7.09116e-06	1.0345e-07	1.02568e-07	1.86933e-06	7.07705e-06	5.33012e-06	7.89134e-08	5.32729e-06	7.89103e-08	5.3497e-06	1.15021e-05	1.85099e-06	1.1108e-07	1.05705e-05	7.1242e-06	5.33777e-06	9.42879e-08	5.34144e-06	1.87678e-06	5.3347e-06	5.3418e-06	8.08976e-08	7.99446e-06	1.58537e-05	8.91868e-06	5.36626e-06	1.05777e-05	1.58941e-05	5.3992e-06	5.36593e-06	1.80354e-07	8.8635e-06	7.151e-06	1.85503e-06	8.91785e-06	1.58756e-05	1.20502e-07	6.74914e-05
d2_2	0.0425959	9.65193e-05	0.000104384	7.55607e-05	8.07623e-05	6.8455e-05	4.9216e-05	5.27503e-05	4.74041e-05	7.01778e-05	5.79194e-05	2.98895e-05	3.69351e-05	3.16729e-05	1.24149e-05	1.24082e-05	1.93537e-05	1.94075e-05	2.99268e-05	2.81286e-05	2.63986e-05	2.99386e-05	3.33943e-05	2.28806e-05	2.11377e-05	2.11206e-05	2.11824e-05	1.76477e-05	1.06193e-05	1.93726e-05	7.11974e-06	1.06025e-05	1.05899e-05	1.06121e-05	1.06298e-05	5.34213e-06	1.06064e-05	7.09348e-06	1.84651e-06	1.58742e-05	5.36956e-06	1.05954e-05	9.71204e-08	1.58724e-05	1.88654e-06	1.59021e-05	8.288e-08	7.09995e-06	9.68256e-08	1.06124e-05	1.58956e-05	8.88493e-06	9.02074e-08	1.23535e-05	1.7583e-05	1.03042e-07	1.05887e-05	7.10789e-06	5.33324e-06	1.06124e-05	6.7423e-08	8.95677e-08	1.23396e-05	5.34445e-06	5.34762e-06	1.08086e-07	6.58552e-08	9.38746e-08	5.318e-06	7.07763e-06	7.09471e-06	1.7596e-05	2.73261e-06	5.3434e-06	1.01414e-07	1.06045e-05	5.33156e-06	7.41396e-08	1.05955e-05	9.78464e-08	9.45734e-08	1.06112e-05	1.76416e-05	1.06201e-05	5.36889e-06	1.32649e-05	5.39268e-06	7.13535e-06	5.3431e-06	5.37036e-06	1.93947e-05	1.86648e-06	7.13298e-06	1.08391e-07	1.06585e-05	1.24042e-05	1.06498e-05	5.36343e-06	0.000107757
d2_3	0.0234363	0.00011229	0.000109602	0.000133295	5.61587e-05	7.37071e-05	7.19064e-05	6.49928e-05	9.47205e-05	5.09388e-05	2.81661e-05	5.26619e-05	3.86479e-05	3.16271e-05	4.39012e-05	2.55204e-05	1.23718e-05	2.29087e-05	1.23599e-05	2.64085e-05	1.06083e-05	2.2879e-05	1.58804e-05	1.061e-05	1.76999e-05	1.24103e-05	7.15498e-06	1.17131e-07	1.90375e-06	1.06154e-05	5.35179e-06	7.09926e-06	1.06297e-05	1.03877e-07	1.76336e-05	5.34607e-06	1.41354e-05	1.236e-05	1.23673e-05	1.76383e-05	1.41131e-05	8.3012e-08	2.46838e-05	1.05752e-07	8.29015e-08	1.84829e-06	5.35766e-06	5.34782e-06	1.14918e-07	8.89861e-08	1.06146e-05	8.41502e-08	9.54236e-08	9.36855e-08	6.8586e-08	1.58515e-05	1.58475e-05	1.92008e-06	1.05907e-05	1.5869e-05	1.8299e-06	9.00063e-08	5.35753e-06	1.84832e-06	9.38288e-08	7.39627e-08	5.30855e-06	5.35123e-06	1.76205e-05	2.10898e-05	5.33117e-06	1.2208e-07	1.85068e-06	6.67972e-08	6.43477e-08	9.40191e-08	5.3325e-06	1.41089e-05	1.07505e-07	7.75848e-08	7.15739e-08	5.33239e-06	8.82409e-08	1.23478e-05	1.066e-07	2.28756e-05	1.85688e-06	3.62833e-06	5.37037e-06	2.02831e-05	7.10686e-06	1.06449e-05	1.59023e-05	1.84946e-06	2.46498e-05	8.91925e-06	2.76791e-06	7.12129e-06	0.000102478
d2_4	0.0146615	0.000138508	7.55319e-05	7.72362e-05	9.29519e-05	5.09494e-05	6.48889e-05	4.05033e-05	4.21491e-05	3.86462e-05	4.91855e-05	5.79247e-05	3.16784e-05	3.08254e-05	2.98849e-05	1.59027e-05	1.93665e-05	4.21313e-05	1.93779e-05	1.76177e-05	1.93951e-05	2.46876e-05	1.76512e-05	1.0599e-05	5.37093e-06	1.76044e-05	1.58541e-05	5.38073e-06	1.59005e-05	1.11978e-07	5.37412e-06	1.23794e-05	9.70713e-08	1.23685e-05	5.38443e-06	9.69825e-08	2.11278e-05	1.12819e-07	1.76215e-05	8.86255e-06	5.35291e-06	2.63878e-05	5.33722e-06	1.23591e-05	8.5834e-08	5.37595e-06	1.23443e-05	5.33322e-06	7.09621e-06	1.23592e-05	1.23566e-05	5.34119e-06	1.06064e-05	5.35062e-06	1.05805e-05	1.05976e-05	5.35974e-06	5.33186e-06	1.58473e-05	1.05749e-05	9.16737e-08	8.47987e-08	5.33503e-06	9.65614e-08	5.36408e-06	5.32925e-06	5.36763e-06	5.34976e-06	1.7614e-05	2.28609e-05	5.32783e-06	1.05837e-05	1.05902e-05	5.35314e-06	5.32597e-06	1.06001e-05	1.58564e-05	7.09161e-06	7.14604e-08	1.23642e-05	6.73653e-08	5.3339e-06	1.87462e-06	1.49725e-05	2.1137e-05	1.85912e-06	5.34484e-06	5.37978e-06	5.37549e-06	5.35231e-06	8.00391e-06	7.12228e-06	1.87722e-06	1.06235e-05	1.88489e-06	1.2428e-05	1.06945e-05	1.23639e-05	0.00014096
d2_5	0.00984864	0.000124553	0.000122739	0.000140316	7.63637e-05	4.92095e-05	6.05939e-05	3.69403e-05	3.69194e-05	5.7906e-05	4.21554e-05	3.51243e-05	1.24133e-05	2.81656e-05	2.64024e-05	3.3378e-05	1.06374e-05	1.85394e-05	1.76714e-05	1.76125e-05	1.06288e-05	3.16351e-05	2.29018e-05	2.28987e-05	5.38853e-06	7.16491e-06	1.41178e-05	1.06075e-05	1.06126e-05	5.34484e-06	1.83404e-06	5.40846e-06	1.06222e-05	1.58869e-05	2.73456e-06	1.06102e-05	5.34033e-06	1.93806e-05	5.38342e-06	1.2809e-07	8.87889e-06	1.89752e-06	1.76427e-05	1.76453e-05	1.06114e-05	5.33722e-06	1.06246e-05	8.01564e-08	1.76507e-05	1.23698e-05	8.60403e-08	1.06202e-05	1.06133e-05	2.28642e-05	5.36891e-06	8.85615e-06	1.58476e-05	5.37989e-06	7.09129e-06	1.75905e-05	1.23394e-05	9.39735e-08	1.23825e-05	1.58769e-05	5.34191e-06	5.3465e-06	1.83307e-06	1.05703e-05	1.05775e-05	5.37641e-06	1.2383e-05	2.46226e-05	1.06263e-05	5.33974e-06	5.35106e-06	5.35707e-06	8.46855e-08	1.06085e-05	1.2355e-05	1.83151e-06	1.06247e-05	7.07949e-06	8.8628e-06	1.23554e-05	1.7608e-05	7.92455e-08	1.23947e-05	7.13344e-08	1.43128e-07	1.0999e-07	8.35424e-08	5.40591e-06	8.03206e-06	1.0653e-05	1.88019e-06	2.64045e-05	1.59204e-05	1.89924e-06	0.000186558
d2_6	0.00721151	8.51352e-05	8.95475e-05	6.84842e-05	4.91828e-05	8.07241e-05	3.78247e-05	6.84647e-05	3.86839e-05	5.09307e-05	5.26632e-05	3.69182e-05	2.6469e-05	3.86234e-05	3.34253e-05	1.58714e-05	5.08803e-05	2.29001e-05	2.28716e-05	3.34452e-05	2.55172e-05	1.33e-07	1.06378e-05	2.1143e-05	1.0603e-05	1.06041e-05	7.13647e-06	1.23855e-05	1.5882e-05	1.58776e-05	1.93385e-05	1.417e-05	9.58649e-08	1.93744e-05	1.84797e-06	8.8972e-06	8.85942e-06	7.07552e-06	2.54977e-05	1.06115e-05	7.10855e-06	7.14492e-06	2.2899e-05	7.10438e-06	5.37472e-06	1.23344e-05	5.36857e-06	1.761e-05	8.18277e-08	7.93948e-06	1.41265e-05	1.23782e-05	5.31654e-06	1.30571e-07	5.311e-06	1.76371e-05	1.58795e-05	8.83395e-06	1.05869e-05	5.34694e-06	1.3243e-05	8.79283e-08	1.76246e-05	5.36224e-06	1.06295e-05	8.87337e-06	1.05966e-05	5.30519e-06	7.0973e-06	8.54466e-08	1.00282e-07	2.11308e-05	1.06089e-05	1.83991e-06	1.03688e-07	8.89356e-08	5.32985e-06	1.14929e-05	1.41198e-05	1.05798e-05	1.23626e-05	7.08867e-06	1.76322e-05	7.08243e-06	5.34752e-06	5.35713e-06	3.63961e-06	1.18423e-07	7.09645e-06	5.3865e-06	8.9057e-08	1.90541e-06	1.7683e-05	1.58989e-05	5.39515e-06	1.06511e-05	1.15707e-07	2.81761e-05	0.000191968
d2_7	0.00549629	0.000129754	8.94805e-05	5.61793e-05	6.31969e-05	9.64348e-05	5.9669e-05	7.45882e-05	5.17951e-05	4.74519e-05	3.51815e-05	2.81512e-05	4.21517e-05	2.99352e-05	1.41253e-05	2.28684e-05	2.81648e-05	2.98863e-05	1.41659e-05	1.7625e-05	1.7618e-05	2.81374e-05	1.58878e-05	1.2365e-05	1.58693e-05	1.0647e-05	5.38697e-06	5.37603e-06	1.05847e-05	5.37717e-06	1.24117e-05	1.76051e-05	2.98816e-05	1.84011e-06	1.09451e-07	1.85179e-06	8.41908e-08	2.11123e-05	1.7628e-05	2.11656e-05	1.23628e-05	7.09115e-06	5.33287e-06	1.85407e-06	7.08029e-06	2.11315e-05	5.34715e-06	1.23809e-05	1.851e-06	1.5885e-05	5.34656e-06	1.76236e-05	1.24065e-05	5.3529e-06	1.23418e-05	1.05927e-05	1.76178e-05	7.08048e-06	7.0824e-06	1.06372e-05	1.05935e-05	1.85014e-05	6.70931e-08	1.41381e-05	9.94191e-08	8.03699e-06	5.3096e-06	7.09718e-06	1.82623e-06	8.691e-08	1.23578e-05	1.41191e-05	1.23328e-05	9.7793e-06	7.57898e-08	5.35635e-06	1.32338e-05	1.23735e-05	8.64016e-08	1.93691e-05	7.09549e-06	7.41065e-08	7.12782e-06	1.2376e-05	8.63396e-08	1.06452e-05	7.10261e-06	1.06071e-05	1.87939e-06	1.37282e-07	1.11594e-07	1.23978e-05	8.01158e-06	1.76267e-05	3.34147e-05	1.50449e-05	7.16521e-06	3.16984e-05	0.000174395
d2_8	0.00424388	9.30527e-05	8.94506e-05	7.37146e-05	5.79573e-05	6.57906e-05	5.09698e-05	5.35717e-05	4.21496e-05	7.19789e-05	6.14279e-05	4.04101e-05	2.81557e-05	3.1637e-05	4.03792e-05	4.21366e-05	1.41646e-05	3.34087e-05	1.2366e-05	2.11173e-05	2.11383e-05	1.41183e-05	1.5892e-05	1.23555e-05	1.24257e-07	1.32423e-05	1.05962e-05	2.11149e-05	5.32382e-06	7.54259e-08	1.00823e-07	1.58583e-05	1.22983e-07	1.50239e-05	1.00609e-07	7.11741e-06	1.87537e-06	1.41008e-05	9.58563e-08	7.57105e-08	7.10978e-06	7.1276e-06	1.23531e-05	7.10313e-06	9.95624e-08	1.05742e-05	1.05992e-05	7.09705e-06	1.06475e-05	1.41e-05	5.35075e-06	1.0584e-05	7.11109e-06	1.58435e-05	5.33414e-06	1.23568e-05	2.81313e-05	7.08662e-06	1.06089e-05	1.06182e-05	1.05982e-05	5.33063e-06	5.31176e-06	1.23474e-05	5.35098e-06	1.23289e-05	1.06148e-05	8.6096e-08	1.23444e-05	1.05705e-05	5.3451e-06	1.01247e-07	5.34334e-06	1.32914e-05	1.59048e-05	1.16653e-07	8.54849e-08	1.06128e-05	1.75893e-05	1.81975e-06	1.85558e-06	2.11663e-05	1.4125e-05	5.35198e-06	1.58549e-05	5.36773e-06	1.06161e-05	1.87377e-06	1.58624e-05	1.0625e-05	1.23774e-05	7.98936e-06	1.05996e-05	1.2373e-05	1.58918e-05	5.37286e-06	2.11841e-05	1.76585e-05	0.000164712
d2_9	0.00354298	0.000106096	8.33357e-05	7.55171e-05	3.51779e-05	7.37091e-05	8.24936e-05	5.44136e-05	4.74107e-05	5.96792e-05	5.44688e-05	4.56644e-05	3.68821e-05	4.38811e-05	5.3914e-06	3.9522e-05	3.51709e-05	2.99024e-05	3.68878e-05	8.84589e-06	1.32581e-05	1.76223e-05	1.76139e-05	1.58643e-05	1.06161e-05	1.23882e-05	1.58466e-05	2.64437e-05	1.58701e-05	2.8145e-05	2.11299e-05	5.33989e-06	1.06234e-05	7.11742e-06	1.12746e-07	7.1322e-06	2.2827e-05	5.36427e-06	1.23735e-05	1.20224e-07	1.23607e-05	9.67394e-08	2.11464e-05	1.05986e-05	2.28686e-05	1.08972e-07	1.76141e-05	7.09578e-06	1.25523e-07	5.34533e-06	5.34714e-06	7.95946e-06	1.837e-06	7.07709e-06	5.3513e-06	5.37303e-06	2.74872e-06	9.51703e-08	1.23485e-05	7.08427e-06	9.15284e-08	5.35492e-06	4.77374e-08	5.36518e-06	1.76056e-05	7.99856e-06	7.10401e-06	1.23412e-05	1.40956e-05	8.00833e-08	5.31804e-06	1.41046e-05	1.23909e-05	1.23783e-05	7.00622e-08	6.8757e-08	5.33287e-06	1.23373e-05	1.41243e-05	1.67411e-05	1.83568e-06	5.38009e-06	1.23656e-05	1.32508e-07	8.87625e-06	1.58571e-05	7.09636e-06	5.37816e-06	2.63733e-05	7.1187e-06	7.13288e-06	1.2425e-05	1.06468e-05	5.36289e-06	7.14334e-06	1.85345e-05	2.29443e-05	7.1936e-06	0.000163827
