	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d3_0	0	0.120989	0.0484718	0.0263992	0.0156607	0.0103939	0.0067095	0.00471536	0.00338956	0.0027724	0.00194479	0.00149537	0.00110536	0.000995209	0.000692874	0.000489464	0.000449717	0.000384208	0.000321032	0.00023927	0.000214695	0.000198175	0.000115857	0.000100552	0.000104827	0.000126215	7.908e-05	8.32063e-05	0.000100308	5.69036e-05	7.02903e-05	2.63916e-05	6.57757e-05	1.83356e-05	3.29627e-05	1.2967e-05	1.44261e-05	3.57963e-05	1.39583e-05	1.1292e-05	1.64356e-05	1.91108e-05	1.63262e-05	1.70564e-05	2.20211e-06	5.86376e-06	1.22665e-06	1.72232e-06	8.8083e-06	1.01785e-06	6.7724e-07	4.28579e-07	1.83203e-06	4.95397e-07	5.54597e-06	1.62052e-07	1.97696e-07	2.70919e-06	1.85602e-07	3.3234e-08	2.26588e-07	4.98299e-08	0	0	4.86303e-06	1.94422e-08	3.00155e-08	0	0	1.9744e-09	6.12037e-08	1.03162e-09	0	0	0	1.77914e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0737184	0.000417711	0.000419621	0.000433062	0.000358199	0.000328567	0.000298564	0.00026632	0.000275388	0.000206207	0.00025285	0.000200894	0.000175666	0.00017142	0.000111027	0.000108327	0.000145391	0.000100705	9.53797e-05	0.000110886	8.77474e-05	9.38088e-05	4.44472e-05	4.70452e-05	0.000102281	4.5119e-05	3.42665e-05	5.97296e-05	5.57722e-05	4.17869e-05	1.7761e-05	1.54723e-05	4.03299e-05	1.13693e-05	1.77546e-05	1.70526e-05	9.33439e-06	1.40321e-05	5.43798e-06	7.33768e-06	3.43349e-06	3.13948e-05	1.15161e-05	1.13865e-05	2.07381e-06	1.17984e-05	1.08467e-06	1.28803e-06	9.61115e-06	6.3519e-07	5.11407e-06	4.62965e-07	3.89631e-07	5.02092e-07	2.63467e-07	7.00078e-08	1.25453e-07	3.33704e-07	1.09965e-05	4.92327e-08	1.62481e-07	1.39289e-07	7.74525e-08	1.12434e-08	8.10536e-08	0	0	3.34489e-09	0	0	0	1.07397e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.0285186	0.000353784	0.000353776	0.000353514	0.000283394	0.000367155	0.000276341	0.000287752	0.000231495	0.000245187	0.000209902	0.000214953	0.000157066	0.000169504	0.000136056	0.0001312	0.000142726	8.45266e-05	0.000108284	0.000112615	7.79959e-05	7.19831e-05	9.57604e-05	6.80668e-05	4.99199e-05	5.98297e-05	5.88179e-05	7.87084e-05	3.41088e-05	4.35694e-05	3.84775e-05	3.83864e-05	1.56531e-05	2.62623e-05	2.97222e-05	2.4761e-05	1.85699e-05	3.96276e-05	9.4513e-06	2.37615e-05	8.24273e-06	1.64876e-05	9.42498e-06	2.03294e-05	2.28387e-06	6.22672e-06	3.47528e-06	1.47317e-05	1.93999e-06	6.23822e-06	2.77347e-06	7.48822e-07	2.57195e-06	6.12502e-07	2.72193e-07	1.41812e-06	2.23974e-07	2.3103e-07	1.33751e-07	9.1623e-08	6.85903e-08	3.76159e-07	1.83018e-08	1.03047e-07	0	2.05938e-08	4.1144e-08	5.37525e-08	0	2.61835e-08	0	1.51562e-07	0	0	0	0	0	0	0	0	3.39178e-08	0	0	0	0	0	0	5.62882e-08	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.0148372	0.000336073	0.000349433	0.000283201	0.000253855	0.000246512	0.00023717	0.000266637	0.000227427	0.00020447	0.000233186	0.000164104	0.00017535	0.00016212	0.000162827	0.000192332	0.00011408	0.000113524	0.000128301	7.68555e-05	6.20373e-05	5.89839e-05	0.000124979	6.60396e-05	4.50037e-05	5.3728e-05	5.34932e-05	3.46526e-05	4.40658e-05	4.07435e-05	1.79263e-05	3.1703e-05	5.32583e-05	1.63953e-05	1.13912e-05	3.65658e-05	1.84331e-05	2.45603e-05	3.5365e-05	1.3713e-05	2.21656e-05	1.40666e-05	3.48808e-06	5.47912e-06	3.25191e-06	3.13728e-06	5.68866e-06	5.43807e-06	1.32455e-05	2.54588e-06	1.31018e-06	8.47661e-06	3.17928e-06	1.13781e-06	7.02573e-06	7.71316e-07	1.80825e-06	4.24524e-07	3.73763e-07	3.95129e-07	5.22783e-07	5.84588e-08	2.2098e-07	1.37767e-06	1.07064e-06	2.11807e-07	7.2359e-06	2.95946e-08	1.30046e-09	1.48425e-08	1.76321e-09	8.63496e-08	8.90789e-07	0	0	0	0	0	5.16452e-09	0	0	1.70499e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.00875993	0.000274093	0.000250505	0.00028319	0.000225616	0.00017646	0.000208683	0.000259576	0.000143742	0.000176444	0.000174504	0.000164192	0.000214364	0.000168999	0.000153941	0.00014882	0.000154885	0.000103065	0.000103389	0.000158837	0.00010064	8.76962e-05	0.00010363	0.000100819	7.47076e-05	7.02598e-05	6.19136e-05	8.55218e-05	5.43063e-05	3.6172e-05	5.19343e-05	2.35553e-05	3.02417e-05	2.91998e-05	4.93059e-05	2.99836e-05	3.45648e-05	3.78475e-05	1.79847e-05	1.40474e-05	9.74314e-06	2.85694e-05	5.94415e-06	4.7022e-06	2.30291e-05	5.85338e-06	6.68424e-06	9.97221e-06	4.10052e-06	2.41879e-06	2.18578e-06	1.09224e-06	3.78667e-06	2.83443e-06	1.03392e-06	1.88956e-06	5.80312e-07	7.64634e-06	5.16989e-07	9.22594e-07	4.90942e-07	3.43159e-07	9.68754e-06	2.37815e-08	1.39739e-07	5.20496e-08	1.47327e-07	3.6539e-07	1.16697e-08	1.31059e-07	1.70406e-07	1.82121e-05	0	0	0	2.28667e-08	0	0	0	4.91561e-10	1.3331e-08	0	0	0	0	0	4.88783e-06	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	0.0054388	0.000276091	0.000246036	0.000311614	0.000209931	0.000244553	0.000198936	0.000181957	0.000210029	0.000198372	0.000200215	0.000139955	0.000127351	0.000128782	0.00014027	0.000143482	0.000120606	0.000112939	0.000102334	0.000123261	9.02736e-05	7.5884e-05	0.000123668	6.94927e-05	7.50439e-05	7.62867e-05	6.3434e-05	3.80061e-05	6.40443e-05	5.47419e-05	6.67432e-05	3.32143e-05	3.93709e-05	4.10143e-05	3.80089e-05	4.06107e-05	1.43968e-05	2.78571e-05	8.04171e-06	2.96784e-05	3.02567e-05	1.76213e-05	9.22082e-06	4.13476e-06	1.24572e-05	2.26789e-05	1.02419e-05	4.81698e-06	3.55599e-05	9.51265e-06	1.04576e-05	1.46127e-05	5.83762e-06	1.6756e-06	9.23491e-06	4.82967e-07	9.48329e-07	2.02579e-05	1.51181e-05	2.63523e-07	2.26945e-06	5.17709e-07	2.98936e-07	2.68415e-07	1.70623e-07	2.01993e-07	2.30823e-08	3.65693e-07	2.74679e-08	2.70547e-07	0	2.15003e-08	5.2772e-08	3.83588e-08	1.01613e-07	7.25356e-08	1.19037e-10	2.58573e-08	0	0	4.90566e-08	0	0	7.64748e-08	0	0	0	0	9.07421e-08	0	0	0	0	0	0	0	0	0	0
d3_6	0.00352973	0.000184961	0.000198888	0.000228888	0.0001791	0.000174223	0.000173886	0.000187959	0.000146825	0.000197004	0.000173752	0.00012722	0.000165779	0.00016356	0.000173599	0.000140486	0.000102111	0.000110592	0.000118236	0.000118221	8.76309e-05	7.15607e-05	8.67515e-05	0.000107878	9.50685e-05	4.54115e-05	9.46892e-05	9.13061e-05	3.65549e-05	7.50638e-05	5.24159e-05	4.03381e-05	7.33414e-05	2.83583e-05	4.82322e-05	3.1171e-05	1.80999e-05	2.50634e-05	2.62719e-05	4.41743e-05	9.73991e-06	1.0886e-05	2.267e-05	1.12104e-05	7.38411e-06	6.47854e-06	1.86683e-05	1.63695e-05	1.10087e-05	6.67898e-06	1.15779e-05	1.02451e-05	1.34733e-06	1.693e-06	3.83061e-06	1.1854e-06	1.13315e-06	6.21554e-06	6.83098e-07	5.36528e-07	4.05144e-07	5.97874e-07	5.61502e-06	3.76726e-07	3.71938e-07	2.21574e-07	1.1971e-07	2.90187e-07	3.4202e-06	5.59745e-09	1.0613e-07	7.1303e-08	1.18069e-08	3.08881e-06	0	0	1.23025e-08	0	1.17732e-07	3.85808e-08	0	5.49479e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_7	0.00240526	0.00016801	0.000198235	0.00017392	0.000172929	0.00021263	0.00014936	0.000138459	0.000163373	0.000180178	0.000184625	0.000121281	0.000119015	0.000152937	0.000143099	9.26123e-05	9.38079e-05	0.00012305	0.000103088	0.000150424	0.000139399	8.65137e-05	9.9364e-05	7.36599e-05	5.35229e-05	5.53141e-05	7.751e-05	6.65154e-05	4.72741e-05	5.99497e-05	4.36829e-05	7.56234e-05	7.16913e-05	3.42985e-05	2.88992e-05	8.96157e-05	2.52319e-05	3.35001e-05	1.5825e-05	9.58996e-06	1.80536e-05	9.8884e-06	7.58242e-06	1.04803e-05	2.24051e-05	1.96641e-05	7.7876e-06	7.02724e-06	4.35545e-05	1.18425e-05	2.82776e-06	6.02265e-06	1.06537e-05	1.09376e-05	1.85926e-05	9.54739e-07	1.17979e-06	1.34187e-06	5.87263e-06	1.66873e-05	1.2915e-06	9.81047e-07	7.13347e-06	1.32655e-06	1.42183e-07	3.04093e-07	4.65234e-07	2.01621e-07	1.32334e-07	2.62777e-07	8.40242e-08	1.32384e-07	2.19638e-07	1.11162e-07	2.56962e-07	1.76553e-07	1.56857e-07	0	0	0	0	0	0	3.02182e-06	0	1.47326e-08	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0.00164541	0.000166178	0.000161201	0.000181974	0.000141819	0.000148095	0.000133642	0.000173108	0.000137616	0.000123482	0.000151972	0.000112091	0.000117724	0.000133623	0.000101693	0.000113675	0.000101727	0.000115672	0.000117458	0.00010194	8.97554e-05	9.51054e-05	0.000108964	6.83259e-05	7.47926e-05	8.66315e-05	9.08736e-05	4.37608e-05	4.62332e-05	3.68248e-05	4.205e-05	6.72455e-05	4.47594e-05	3.56669e-05	3.33177e-05	6.28479e-05	4.54254e-05	5.10138e-05	3.79304e-05	2.55775e-05	2.89616e-05	1.57559e-05	1.51715e-05	2.24358e-05	2.03526e-05	8.60717e-06	1.307e-05	2.1458e-05	1.56139e-05	8.92841e-06	3.10952e-06	1.30746e-05	6.28366e-06	3.14531e-06	2.44584e-05	1.2971e-06	1.57388e-06	2.23575e-05	2.54384e-06	1.18789e-05	1.36801e-06	8.78699e-06	1.78432e-05	2.06868e-06	1.46196e-07	4.79046e-07	5.81531e-07	2.09976e-07	6.2842e-06	4.46257e-07	3.77228e-06	1.76046e-07	2.32817e-08	1.37672e-07	4.15328e-08	1.54686e-08	0	1.90748e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_9	0.00111773	0.000158449	0.000135942	0.000149199	0.000136407	0.000214439	0.000140112	0.000146666	0.000129407	0.000135599	0.000102421	0.000124803	0.000120956	0.000104778	0.000134419	0.000106084	0.000123496	0.000120061	0.000105997	9.27769e-05	0.000105313	0.000119984	0.000104663	9.31766e-05	0.000135695	9.94632e-05	6.65525e-05	6.99533e-05	5.30544e-05	4.922e-05	9.94689e-05	5.28174e-05	3.72816e-05	7.31236e-05	6.77249e-05	4.55372e-05	1.86667e-05	3.56641e-05	2.97592e-05	4.00203e-05	5.87739e-05	4.75626e-05	2.67332e-05	2.15443e-05	1.59077e-05	2.15674e-05	1.76746e-05	3.3327e-05	2.06481e-05	1.62538e-05	6.63783e-06	3.48734e-05	5.43366e-06	9.15974e-06	6.16723e-06	4.05971e-06	9.4119e-06	6.87805e-06	4.48378e-06	5.34373e-06	4.758e-06	7.09062e-07	1.30122e-05	9.1198e-06	8.32734e-07	5.40417e-06	5.86604e-06	6.60564e-07	4.73554e-07	3.86965e-07	3.12666e-07	7.84004e-08	9.14954e-08	9.85502e-08	3.12102e-09	4.0009e-07	3.55461e-08	0	4.9646e-08	9.89101e-08	5.72912e-08	1.78688e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
