	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.125186	0.0519022	0.0291012	0.0186991	0.0129532	0.00978199	0.0073843	0.00624123	0.00525789	0.00470766	0.00414026	0.00357611	0.00362461	0.00335176	0.00298868	0.00306378	0.00278987	0.00250369	0.00259935	0.00234586	0.00256509	0.00235467	0.00228201	0.00255304	0.00222786	0.00231659	0.0021105	0.00218325	0.00200801	0.00190006	0.0019168	0.00191055	0.00174598	0.0018031	0.00170514	0.00143508	0.00154227	0.0014958	0.00151733	0.00116291	0.00145106	0.00140861	0.00147914	0.00118344	0.00125303	0.00131075	0.00116603	0.00124211	0.00115438	0.00121721	0.0011007	0.00107245	0.000923346	0.00109494	0.000882225	0.000866106	0.000847232	0.000832294	0.000691665	0.000691733	0.000675978	0.000695841	0.000554176	0.000785194	0.000661847	0.00061772	0.00039938	0.000482118	0.000414246	0.000492312	0.000374268	0.000362233	0.000356057	0.000212369	0.000331702	0.000281428	0.000260311	0.000257196	0.000228893	0.000165838	0.000146876	0.000553708
d3_1	0.0698397	2.11592e-05	3.79428e-05	8.65739e-06	2.54217e-05	9.66037e-06	8.54505e-06	2.94569e-05	3.68908e-05	6.54359e-06	1.90647e-05	2.75172e-05	2.32061e-07	2.11985e-05	4.83585e-05	3.79252e-05	2.53134e-05	8.54611e-06	6.49996e-06	6.39727e-06	2.10729e-05	1.48346e-05	3.57623e-05	2.11483e-05	3.99822e-05	2.53642e-05	2.94426e-05	2.21693e-05	1.91223e-05	3.15547e-05	4.61572e-05	2.95329e-05	6.44487e-06	2.74121e-05	2.94677e-05	3.57302e-05	1.26764e-05	2.10568e-05	1.26563e-05	4.82982e-05	1.89166e-05	2.52168e-05	1.68404e-05	1.68729e-05	4.4109e-05	2.31668e-05	2.31384e-05	1.26858e-05	8.47966e-06	2.31351e-05	6.38212e-06	3.35977e-05	2.94058e-05	2.31189e-05	3.98156e-05	1.47466e-05	1.2654e-05	1.47099e-05	2.52141e-05	1.05774e-05	1.89198e-05	1.47244e-05	3.35953e-05	2.72615e-05	1.2672e-05	4.40318e-05	1.88582e-05	2.52237e-05	1.2685e-05	8.44666e-06	8.4171e-06	6.31984e-06	2.30457e-05	3.56554e-05	1.2623e-05	6.29231e-06	2.36886e-08	1.68043e-05	6.30328e-06	2.11219e-06	1.12272e-09	1.47278e-08	8.39173e-06
d3_2	0.029636	6.48715e-06	1.27582e-05	6.5553e-06	1.90785e-05	1.70256e-05	1.27767e-05	3.16512e-05	1.48417e-05	2.74819e-05	3.68519e-05	2.53077e-05	1.27952e-05	6.50158e-06	1.65674e-07	2.9515e-05	5.04717e-05	5.8841e-05	1.27372e-05	2.32459e-05	4.41866e-05	1.2791e-05	2.73982e-05	1.26941e-05	2.74418e-05	1.9045e-05	1.27426e-05	7.54353e-06	3.89016e-05	3.47878e-05	6.46991e-06	2.11113e-05	2.31903e-05	2.94983e-05	2.31162e-05	1.90089e-05	1.26978e-05	3.78249e-05	2.11099e-05	3.78258e-05	2.93913e-05	3.46912e-05	1.89537e-05	1.89383e-05	2.10329e-05	1.48127e-05	3.04863e-05	2.7319e-05	3.57356e-05	8.47159e-06	2.31104e-05	1.68689e-05	2.52362e-05	2.10028e-05	2.52211e-05	1.26678e-05	3.14693e-05	3.04816e-05	3.56718e-05	3.56311e-05	1.47576e-05	5.33686e-08	4.40306e-05	1.26605e-05	2.51899e-05	2.30747e-05	1.4722e-05	2.93889e-05	4.19545e-05	1.26024e-05	6.31616e-06	4.89552e-08	1.25964e-05	6.30101e-06	1.25835e-05	1.4667e-05	3.82993e-08	1.25983e-05	1.11456e-08	1.04976e-05	1.46718e-05	2.40767e-05	1.88915e-05
d3_3	0.0166622	2.35141e-06	6.51163e-06	6.47245e-06	2.11567e-05	4.20905e-05	1.4904e-05	6.49747e-06	6.49731e-06	1.91019e-05	1.2849e-05	2.32342e-05	2.11769e-05	1.90425e-05	2.95244e-05	1.27669e-05	2.74327e-05	3.78701e-05	2.11563e-05	2.7474e-05	2.74176e-05	1.59485e-05	1.90681e-05	1.90162e-05	2.10652e-05	8.53623e-06	3.36723e-05	2.10551e-05	1.80284e-05	1.90126e-05	3.58115e-05	2.11349e-05	1.48016e-05	2.32076e-05	2.94593e-05	3.57528e-05	5.14392e-05	3.35712e-05	2.52948e-05	2.52972e-05	5.87737e-05	1.48117e-05	1.26528e-05	3.36065e-05	3.35842e-05	3.99188e-05	2.73731e-05	6.38909e-06	1.26598e-05	3.36548e-05	2.31342e-05	2.10705e-05	3.35974e-05	1.26686e-05	3.98302e-05	3.25534e-05	2.1898e-06	4.40708e-05	1.26261e-05	1.68448e-05	2.09823e-05	2.101e-05	2.72717e-05	1.47574e-05	3.35359e-05	2.62514e-05	6.37708e-06	1.26185e-05	1.89165e-05	7.12232e-05	1.26048e-05	1.47176e-05	1.46659e-05	1.26109e-05	3.89934e-08	1.25842e-05	5.04057e-08	3.35496e-05	4.20432e-08	2.00588e-08	1.82971e-08	1.46704e-05	1.47183e-05
d3_4	0.0105879	1.28268e-05	1.70373e-05	1.49077e-05	8.56113e-06	2.11965e-05	1.69466e-05	6.49362e-06	2.95517e-05	3.37012e-05	2.53928e-05	2.95722e-05	1.2759e-05	3.37054e-05	4.31165e-05	1.28014e-05	4.41955e-05	8.60884e-06	1.44593e-07	3.36605e-05	3.15696e-05	4.62108e-05	2.32733e-05	3.57424e-05	1.26907e-05	4.83695e-05	2.74153e-05	1.90173e-05	2.94895e-05	6.09233e-05	6.45353e-06	5.46367e-05	3.36698e-05	4.72349e-05	3.57305e-05	1.8989e-05	2.95398e-05	5.46305e-05	3.57303e-05	3.36352e-05	1.90178e-05	1.89684e-05	2.94269e-05	2.73645e-05	2.73705e-05	3.78085e-05	5.34901e-05	2.73543e-05	4.82849e-05	3.35912e-05	3.36441e-05	1.46982e-05	2.3081e-05	1.89439e-05	1.55769e-07	3.15335e-05	3.9899e-05	1.25941e-05	1.26604e-05	3.35662e-05	3.56383e-05	1.26341e-05	1.47437e-05	2.10098e-05	3.56354e-05	2.51917e-05	6.35756e-06	2.1028e-05	2.10116e-05	1.46903e-05	2.10153e-05	2.51733e-05	1.6842e-05	2.90934e-08	1.47214e-05	1.469e-05	1.01109e-08	6.30286e-06	1.88728e-05	3.35084e-05	2.1284e-08	8.75601e-09	2.9334e-05
d3_5	0.00714735	2.16951e-07	6.52225e-06	6.48479e-06	2.53759e-05	1.50572e-07	5.78005e-05	2.12275e-05	2.36516e-07	3.99827e-05	8.5691e-06	1.90117e-05	2.11808e-05	1.4844e-05	2.11993e-05	2.32268e-05	2.11935e-05	2.9515e-05	2.10924e-05	2.3249e-05	2.52978e-05	3.36855e-05	2.11516e-05	2.95174e-05	1.27711e-05	1.27638e-05	2.73772e-05	1.26906e-05	2.11137e-05	2.32106e-05	1.47733e-05	4.20942e-05	2.84031e-05	4.9366e-05	1.26684e-05	1.47312e-05	3.16456e-05	2.7339e-05	4.40978e-05	2.4274e-05	8.53489e-06	2.94344e-05	4.6215e-05	2.10237e-05	1.36524e-07	1.47087e-05	2.52181e-05	1.2666e-05	4.20052e-05	2.73309e-05	2.52041e-05	3.15096e-05	3.36513e-05	3.14965e-05	3.15582e-05	2.10398e-05	1.89112e-05	2.10371e-05	2.10253e-05	2.72726e-05	8.48007e-06	3.35912e-05	4.81761e-05	6.34745e-06	3.77738e-05	5.93601e-08	1.47909e-05	1.26372e-05	2.14322e-06	8.42813e-06	3.9871e-05	6.30492e-06	2.09669e-05	2.51621e-05	1.47784e-05	1.47171e-05	2.09644e-05	6.32976e-06	1.88321e-05	1.47121e-05	1.25887e-05	1.25905e-05	1.47204e-05
d3_6	0.00498858	3.37493e-05	2.746e-05	2.33501e-06	6.50335e-06	1.07085e-05	2.53921e-05	6.52969e-06	1.90855e-05	2.95404e-05	3.79431e-05	4.00738e-05	3.26594e-05	2.94937e-05	1.90141e-05	2.29916e-06	8.61471e-06	1.90685e-05	6.51453e-06	1.58953e-05	2.5299e-05	4.41388e-05	2.32262e-05	1.27236e-05	2.53164e-05	6.51217e-05	4.9397e-05	3.3723e-05	2.74315e-05	4.20918e-05	2.73989e-05	2.10877e-05	2.94604e-05	5.66763e-05	4.40883e-05	3.57981e-05	6.4087e-06	4.20768e-05	6.71664e-05	2.94006e-05	4.62484e-05	1.8937e-05	1.89391e-05	1.58699e-05	3.5781e-05	2.52277e-05	4.82665e-05	8.49187e-06	2.94752e-05	5.6691e-05	1.26748e-05	3.1509e-05	2.1014e-05	6.34038e-06	2.52319e-05	2.52019e-05	2.73292e-05	1.89567e-05	2.30733e-05	1.89154e-05	3.27748e-06	4.40502e-05	1.68386e-05	1.26578e-05	2.12112e-06	1.89148e-05	1.46922e-05	1.89243e-05	2.09877e-05	1.47035e-05	3.35363e-05	6.30655e-06	6.90028e-08	1.25885e-05	3.47108e-08	1.25928e-05	4.55775e-08	1.26335e-05	2.59884e-08	1.46556e-05	5.14903e-09	1.46531e-05	1.89318e-05
d3_7	0.00361415	2.2649e-07	1.62734e-07	1.48521e-05	1.48986e-05	6.49389e-06	3.57641e-05	2.11042e-05	8.65256e-06	3.36623e-05	2.74265e-05	4.21433e-05	2.1206e-05	1.28026e-05	3.36961e-05	1.4855e-05	6.4615e-06	1.28216e-05	3.37355e-05	2.739e-05	1.28182e-05	1.90412e-05	2.27653e-05	6.45981e-06	3.36948e-05	1.90451e-05	4.20689e-05	4.41587e-05	3.37077e-05	2.11254e-05	1.26548e-05	2.74035e-05	3.99154e-05	2.52841e-05	1.06704e-05	5.45299e-05	2.94571e-05	3.1578e-05	1.27393e-05	2.10644e-05	1.60367e-07	3.36346e-05	5.45913e-05	6.39801e-06	3.3627e-05	3.77827e-05	2.73305e-05	4.19405e-05	1.90181e-05	2.9423e-05	2.20877e-05	2.31961e-05	2.31508e-05	2.31787e-05	1.26408e-05	2.73194e-05	2.09938e-05	1.47854e-05	6.32189e-06	1.47176e-05	6.86661e-08	6.33852e-06	2.51979e-05	1.26278e-05	3.14533e-05	1.89252e-05	1.47034e-05	8.44239e-06	1.25961e-05	2.12286e-06	1.26614e-05	6.92306e-08	8.44009e-06	1.8918e-05	1.26292e-05	6.31039e-06	6.34781e-06	6.31232e-06	2.11591e-06	6.34166e-06	1.25791e-05	6.29238e-06	3.14601e-05
d3_8	0.00266731	1.69786e-05	8.5788e-06	1.906e-05	2.00214e-07	2.32219e-05	1.90338e-05	2.53369e-05	2.53088e-05	3.36437e-05	1.485e-05	2.74694e-05	3.78829e-05	1.27393e-05	5.88065e-05	2.46199e-07	2.22022e-05	3.8916e-05	2.11296e-05	2.4231e-05	6.45858e-06	2.3232e-05	3.37062e-05	5.87968e-05	1.89934e-05	3.99168e-05	2.11585e-07	1.69416e-05	3.05285e-05	2.73759e-05	1.90551e-05	1.89872e-05	2.52669e-05	2.10721e-05	2.32235e-05	2.94223e-05	1.26873e-05	3.78561e-05	3.1564e-05	6.39676e-06	2.94447e-05	1.90091e-05	1.89186e-05	3.15254e-05	2.1109e-05	4.83612e-08	3.99346e-05	8.49846e-06	1.8972e-05	5.24335e-05	1.47753e-05	6.41232e-06	4.62021e-05	2.10154e-05	2.41774e-05	3.14557e-05	2.52059e-05	5.24333e-05	2.73328e-05	1.89093e-05	2.73e-05	2.72941e-05	2.10047e-05	2.09959e-05	1.46784e-05	2.5181e-05	1.57702e-05	8.41724e-06	1.89054e-05	1.05047e-05	6.31107e-06	2.518e-05	6.31707e-06	1.2584e-05	1.89274e-05	1.25728e-05	1.88909e-05	6.29925e-06	6.30992e-06	2.1072e-06	2.05368e-08	6.2877e-06	2.73052e-05
d3_9	0.00198636	1.28015e-05	1.48591e-05	1.48385e-05	2.11468e-05	6.47499e-06	1.28066e-05	1.06561e-05	1.69664e-05	2.11768e-05	1.27503e-05	2.74076e-05	2.11471e-05	8.53752e-06	2.74127e-05	3.37513e-05	1.9079e-05	4.84055e-05	3.37088e-05	3.16044e-05	1.27722e-05	1.90728e-05	3.15943e-05	1.06876e-05	2.7381e-05	5.46473e-05	3.78291e-05	2.74226e-05	2.32269e-05	2.10899e-05	4.09511e-05	3.57361e-05	3.58271e-05	1.27255e-05	2.11096e-05	2.94751e-05	1.27184e-05	9.64039e-06	3.15858e-05	2.42007e-05	4.61695e-05	3.15416e-05	2.52842e-05	1.47965e-05	2.73124e-05	2.52479e-05	1.26479e-05	1.06715e-05	2.73276e-05	1.47834e-05	1.26627e-05	3.15189e-05	1.47315e-05	1.26499e-05	2.62798e-05	3.14714e-05	1.68553e-05	2.09459e-05	1.68249e-05	2.51882e-05	3.5649e-05	4.61352e-05	2.09811e-05	8.44347e-06	8.79272e-08	2.51851e-05	2.72945e-05	2.20772e-06	3.98698e-05	3.24886e-08	8.4251e-06	1.05606e-05	2.09616e-05	6.32145e-06	6.30101e-06	2.10141e-05	1.46908e-05	1.47046e-05	6.33226e-06	6.30469e-06	3.94222e-08	3.55841e-05	6.3184e-06
