	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.0511534	0.0265932	0.0184915	0.014497	0.0118478	0.0104026	0.00925442	0.00835906	0.00803775	0.00744478	0.00666883	0.00663122	0.00607477	0.00598866	0.00592804	0.00551188	0.00524154	0.00504689	0.00488649	0.0047286	0.00458085	0.00448833	0.00416855	0.00434007	0.00429552	0.00411658	0.00411665	0.00376276	0.00355995	0.0035044	0.00373034	0.00357377	0.00338137	0.00311419	0.00304216	0.00326318	0.00288913	0.00300242	0.00281749	0.00260631	0.00289198	0.00267146	0.00292752	0.00255957	0.00257288	0.00260789	0.00256724	0.00248042	0.00243848	0.00230453	0.00191329	0.00223152	0.00228901	0.00198848	0.00216925	0.0020377	0.00212052	0.00197154	0.00189161	0.00183918	0.00172188	0.0016432	0.00155955	0.00164118	0.0015796	0.00149672	0.00154537	0.00138239	0.0013858	0.00125638	0.00114589	0.00112011	0.00113656	0.00114303	0.000890723	0.000980789	0.000950051	0.000929186	0.000944995	0.000948617	0.000928649	0.00469653
d3_1	0.0843479	4.00308e-05	2.48863e-05	1.99106e-05	1.97169e-05	1.80567e-05	2.0659e-05	1.63425e-05	7.75335e-06	3.32704e-05	2.78519e-05	3.46203e-05	3.10035e-05	4.96142e-05	1.60359e-05	2.40517e-05	3.87848e-05	5.1255e-05	2.8337e-05	3.87005e-05	4.24829e-05	2.32889e-05	4.37624e-05	6.58824e-05	7.09967e-05	2.92751e-05	1.87744e-05	6.38518e-05	3.90125e-05	6.39778e-05	3.72682e-05	2.9239e-05	3.73786e-05	9.08365e-05	3.89897e-05	2.22069e-05	4.90916e-05	4.058e-05	4.39899e-05	2.72007e-05	3.04813e-05	4.55586e-05	3.05904e-05	3.03477e-05	2.88886e-05	3.12894e-05	3.04633e-05	5.71629e-05	4.85752e-05	3.54112e-05	1.70417e-05	3.9561e-05	4.03165e-05	3.88507e-05	5.17872e-05	3.88756e-05	5.93821e-05	1.86153e-05	3.69681e-05	2.00856e-05	2.35471e-05	7.02819e-05	2.85902e-05	4.02154e-05	2.34967e-05	3.52351e-05	1.52216e-05	1.68016e-05	3.18917e-05	2.67686e-05	2.67644e-05	1.68693e-05	2.09902e-05	2.34974e-05	2.67552e-05	5.19506e-06	1.84396e-05	1.67894e-05	1.67489e-05	1.00395e-05	3.35021e-05	1.18556e-05	0.000130108
d3_2	0.0301206	2.31856e-05	1.61413e-05	2.99172e-06	1.28201e-05	2.30965e-05	1.94958e-05	8.81493e-05	4.30156e-05	2.61746e-05	3.61583e-05	2.3406e-05	2.62528e-05	2.43533e-05	2.622e-05	4.101e-05	2.91535e-05	3.10127e-05	4.519e-05	2.95154e-05	2.91371e-05	3.68176e-05	4.08377e-05	4.08716e-05	1.67371e-05	2.90303e-05	2.16779e-05	3.84908e-05	4.07993e-05	2.08433e-05	4.40592e-05	4.2185e-05	1.71367e-05	2.63726e-05	5.21791e-05	4.17889e-05	2.05198e-05	3.05227e-05	2.55201e-05	2.91694e-05	3.12569e-05	4.05294e-05	3.37169e-05	2.20243e-05	3.70428e-05	1.56229e-05	3.20796e-05	3.69847e-05	3.05773e-05	2.36738e-05	3.47137e-05	2.54086e-05	2.19749e-05	3.53794e-05	4.19704e-05	1.53367e-05	5.43835e-06	3.5397e-05	2.34178e-05	2.53175e-05	3.86413e-05	4.86367e-05	5.06774e-06	3.52355e-05	1.00854e-05	4.03453e-05	3.18334e-05	2.83716e-05	3.85737e-05	4.59707e-05	1.68816e-05	2.34068e-05	4.35926e-05	1.01877e-05	1.01811e-05	3.67959e-05	3.85247e-05	2.18115e-05	2.50734e-05	1.50035e-05	2.34367e-05	1.99495e-05	0.000126855
d3_3	0.01439	3.48773e-05	3.97632e-05	2.50036e-05	2.96819e-05	1.22434e-05	1.56374e-05	3.31586e-05	2.79788e-05	1.63672e-05	5.44182e-05	2.46438e-05	2.61118e-05	2.4709e-05	4.10487e-05	2.24253e-05	3.22021e-05	2.59145e-05	6.93112e-05	6.08141e-05	1.74588e-05	5.65674e-05	2.05493e-05	3.58106e-05	3.27498e-05	4.25499e-05	5.11028e-05	5.26833e-05	5.39944e-05	4.0686e-05	6.60547e-05	3.7372e-05	1.71774e-05	2.47377e-05	5.58388e-05	2.46611e-05	3.40254e-05	1.55369e-05	2.22535e-05	4.38167e-05	1.70572e-05	4.04908e-05	4.20089e-05	3.91003e-05	3.41958e-05	1.72197e-05	3.79071e-05	2.54695e-05	2.39445e-05	4.39092e-05	5.03803e-05	2.03645e-05	3.21024e-05	2.2092e-05	2.86381e-05	3.36958e-05	2.18999e-05	5.46298e-05	4.36286e-05	1.53079e-05	1.51877e-05	1.35436e-05	2.34056e-05	3.68895e-05	2.02038e-05	5.35834e-05	3.85259e-05	3.68088e-05	2.01661e-05	3.50966e-05	2.00918e-05	3.18751e-05	4.67112e-05	2.6787e-05	2.67423e-05	4.18592e-05	2.67396e-05	4.17133e-05	2.36485e-05	1.50457e-05	1.6722e-05	2.84626e-05	0.000135011
d3_4	0.00777531	3.30193e-05	2.9726e-05	1.80589e-05	1.10871e-05	3.12742e-05	4.54886e-05	2.13242e-05	3.12885e-05	4.61617e-05	1.11587e-05	3.94747e-05	4.62231e-05	3.28498e-05	1.96526e-05	2.09805e-05	5.2634e-05	2.60295e-05	5.1098e-05	3.75615e-05	2.93373e-05	4.5109e-05	2.80002e-05	4.23982e-05	5.60618e-06	3.22928e-05	5.07738e-05	4.413e-05	2.74494e-05	1.55617e-05	1.1652e-05	3.06527e-05	4.40479e-05	4.04235e-05	3.82519e-05	4.39998e-05	4.70727e-05	2.54433e-05	3.39046e-05	5.3771e-05	5.21828e-05	5.54811e-05	3.88665e-05	4.2087e-05	2.69849e-05	4.97143e-05	7.13014e-05	3.94634e-05	4.87881e-05	4.35591e-05	1.77176e-05	1.20825e-05	5.19472e-05	1.68778e-05	4.2226e-05	3.04569e-05	3.54754e-05	3.18319e-05	1.19462e-05	1.53191e-05	3.36321e-05	3.52633e-05	5.16703e-06	2.1829e-05	1.51295e-05	1.52947e-05	3.18608e-05	1.35221e-05	1.8522e-05	2.50935e-05	2.02368e-05	1.17515e-05	3.68909e-05	1.92109e-05	1.02461e-05	2.51131e-05	5.18497e-06	1.17392e-05	4.00393e-05	2.25253e-05	2.83933e-05	0	0.000125293
d3_5	0.00457746	4.39503e-05	2.14533e-05	9.5972e-06	2.49097e-05	3.31935e-05	1.96122e-05	4.50618e-05	1.64169e-05	2.63476e-05	3.05446e-05	2.93826e-05	2.87404e-05	3.5855e-05	2.17045e-05	2.94295e-05	4.2435e-05	3.5736e-05	5.04497e-05	5.65835e-05	4.60205e-05	3.07707e-05	2.43732e-05	2.74793e-05	2.91145e-05	2.74207e-05	5.5434e-05	3.74696e-05	2.73283e-05	3.57471e-05	3.24778e-05	4.40138e-05	3.55603e-05	4.23949e-05	3.88652e-05	3.72742e-05	6.55875e-05	3.54552e-05	4.83261e-05	5.89756e-05	3.70301e-05	2.20991e-05	5.20364e-05	3.53554e-05	4.72358e-05	2.38061e-05	2.53259e-05	4.55096e-05	6.86457e-05	2.68824e-05	3.37131e-05	4.36909e-05	3.38144e-05	4.19232e-05	4.20364e-05	2.69624e-05	1.8625e-05	3.19452e-05	2.70055e-05	3.27935e-05	3.67903e-05	4.93765e-05	3.43529e-05	3.01013e-05	3.93682e-05	3.01894e-05	2.84986e-05	2.00463e-05	1.50848e-05	2.17854e-05	2.68317e-05	4.17881e-05	1.5127e-05	2.17774e-05	3.18223e-05	2.67284e-05	2.77001e-05	2.83861e-05	2.8416e-05	2.00544e-05	5.07019e-06	2.18702e-05	0.000133538
d3_6	0.00282682	8.08501e-06	2.48945e-05	2.30377e-05	5.27191e-05	3.29264e-05	1.38349e-05	3.454e-05	7.92326e-05	1.26337e-05	2.86845e-05	3.89491e-05	1.77928e-05	7.26279e-05	3.43727e-05	2.34483e-05	6.70504e-05	5.75686e-05	3.17528e-05	3.18096e-05	3.59409e-05	4.56855e-05	2.22109e-05	4.00544e-05	1.22392e-05	2.56734e-05	5.08446e-05	1.88882e-05	3.39721e-05	3.24085e-05	2.4135e-05	3.07739e-05	2.5543e-05	3.56104e-05	1.70601e-05	4.97811e-05	2.04794e-05	2.38853e-05	1.73765e-05	3.54348e-05	3.72853e-05	3.22446e-05	2.87367e-05	2.88441e-05	1.21306e-05	5.88341e-05	4.02842e-05	1.5452e-05	3.38382e-05	2.69544e-05	3.6945e-05	2.52887e-05	1.52514e-05	1.68826e-05	3.01933e-05	3.1988e-05	4.36411e-05	3.02587e-05	3.03074e-05	1.51831e-05	1.28642e-05	1.03298e-05	2.76682e-05	2.51611e-05	5.49576e-05	2.8507e-05	1.69499e-05	3.70364e-05	1.67009e-05	2.17249e-05	1.66389e-05	2.84734e-05	2.26699e-05	1.51617e-05	3.01171e-05	4.68816e-05	3.60036e-05	3.00528e-05	2.84998e-05	2.32863e-05	3.00704e-05	1.17299e-05	0.000136554
d3_7	0.00187557	2.31451e-05	1.96257e-05	3.65882e-05	1.47685e-05	3.61389e-05	4.20954e-05	3.63565e-05	1.26758e-05	2.44859e-05	2.28311e-05	2.10109e-05	2.96331e-05	3.9296e-05	1.93711e-05	3.26334e-05	4.32017e-05	5.27643e-05	3.13915e-05	1.06788e-05	3.25663e-05	2.2432e-05	3.83849e-05	2.08966e-05	5.39007e-05	2.33257e-05	5.06285e-05	4.07495e-05	3.31439e-05	3.91072e-05	2.40377e-05	2.22194e-05	4.14753e-05	5.07331e-05	2.39433e-05	1.73434e-05	3.7221e-05	1.7038e-05	5.57283e-05	2.04764e-05	2.19966e-05	2.90222e-05	3.04152e-05	2.89327e-05	4.7236e-05	5.86912e-05	5.13398e-05	3.35673e-05	5.11198e-05	4.02624e-05	3.86897e-05	3.12548e-05	2.2038e-05	2.53669e-05	3.53394e-05	4.55053e-05	4.94374e-05	2.85961e-05	2.26365e-05	3.00962e-05	1.18323e-05	4.52053e-05	2.01951e-05	2.46297e-05	3.34941e-05	3.0059e-05	2.19265e-05	2.93828e-05	4.92941e-05	3.2581e-05	2.00838e-05	1.34497e-05	3.50881e-05	2.67414e-05	3.84381e-05	2.01043e-05	1.35321e-05	3.66165e-05	6.82832e-06	2.00478e-05	2.83969e-05	6.73019e-06	0.000143702
d3_8	0.00127294	1.61409e-05	2.32525e-05	1.75965e-05	4.46646e-05	1.63599e-05	2.85972e-05	2.12232e-05	3.48763e-05	1.9283e-05	2.79897e-05	3.30946e-05	3.26817e-05	3.59869e-05	2.59216e-05	3.68466e-05	4.64356e-05	2.92433e-05	2.41184e-05	5.58528e-05	1.90771e-05	1.77002e-05	3.38531e-05	1.60066e-05	2.34945e-05	3.89387e-05	3.24251e-05	5.22224e-05	2.74048e-05	3.16257e-05	3.25409e-05	5.97509e-05	3.87729e-05	4.24579e-05	5.06649e-05	2.73612e-05	3.81135e-05	2.46409e-05	3.3891e-05	2.2257e-05	2.96795e-05	2.03813e-05	4.10734e-05	3.38142e-05	9.0035e-06	3.45847e-05	2.70222e-05	2.46526e-05	4.38214e-05	4.53641e-05	1.54553e-05	3.54432e-05	3.03459e-05	3.87307e-05	2.1955e-05	1.3452e-05	5.36228e-05	5.2237e-06	3.69131e-05	1.26869e-05	3.10963e-05	2.67975e-05	4.18735e-05	2.43146e-05	2.0231e-05	3.17359e-05	1.51574e-05	2.20344e-05	3.84583e-05	4.025e-05	3.51401e-05	1.84946e-05	2.34652e-05	1.5136e-05	1.01821e-05	1.03045e-07	6.74897e-06	2.01466e-05	1.17618e-05	3.50673e-05	1.17277e-05	2.67721e-05	0.000171781
d3_9	0.000874359	3.66366e-05	2.80554e-05	3.11827e-05	2.23154e-05	4.21476e-05	1.76407e-05	4.46446e-05	4.88742e-05	2.46163e-05	3.59049e-05	4.77758e-05	3.95994e-05	5.95412e-05	3.42767e-05	2.24105e-05	2.04315e-05	1.06131e-05	2.57872e-05	1.60808e-05	4.09523e-05	3.91212e-05	1.25252e-05	4.83961e-05	5.06112e-05	5.77772e-05	6.56124e-05	2.16282e-05	3.56348e-05	2.39325e-05	4.40121e-05	3.0724e-05	6.99284e-06	3.84985e-05	4.39781e-05	3.31287e-05	2.05065e-05	4.57139e-05	4.87312e-05	2.89191e-05	4.53919e-05	3.72283e-05	6.55542e-05	2.18873e-05	5.21798e-05	2.93349e-05	4.20446e-05	4.47122e-05	3.5308e-05	2.46406e-05	4.87964e-05	1.68628e-05	2.52227e-05	3.04012e-05	5.02895e-05	1.29104e-05	3.68998e-05	3.79074e-05	1.86539e-05	2.37739e-05	2.71058e-05	2.77302e-05	2.36526e-05	3.36105e-05	2.5329e-05	3.51364e-05	3.68215e-05	3.00956e-05	3.17763e-05	2.1825e-05	3.17866e-05	1.68527e-05	4.01435e-05	2.84379e-05	3.67079e-05	2.35889e-05	6.81915e-06	2.00921e-05	2.00968e-05	4.33762e-05	1.00646e-05	3.00922e-05	0.000146678
