	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d2_0	0	0.0970644	0.0470685	0.0298682	0.021301	0.0159438	0.012974	0.00984435	0.00814684	0.00679656	0.00585493	0.00456589	0.00378098	0.00334772	0.00294856	0.00240753	0.00214598	0.00170993	0.00149288	0.00139711	0.000982148	0.00107607	0.000947636	0.000633627	0.00056096	0.000517577	0.000393578	0.000399027	0.000285576	0.000226013	0.000171122	0.000160815	0.000125637	0.000127608	0.000115468	0.000151687	8.446e-05	7.00788e-05	6.68167e-05	5.09435e-05	4.03487e-05	4.35902e-05	3.49685e-05	2.92157e-05	3.60598e-05	2.55577e-05	1.16203e-05	1.35152e-05	2.15857e-05	6.52393e-06	1.30091e-05	2.72473e-06	2.32394e-05	9.68498e-06	1.29088e-05	2.1353e-05	6.03958e-06	1.971e-05	2.13915e-05	1.79186e-05	2.48992e-05	2.47967e-05	1.63829e-05	5.98131e-06	5.02839e-05	1.61328e-05	8.41978e-06	1.96199e-05	1.95732e-05	1.61614e-05	1.27071e-05	5.90262e-06	1.24978e-05	1.09803e-05	2.31196e-05	1.10279e-05	1.26743e-05	2.28701e-05	1.77424e-05	1.79487e-05	1.60769e-05	2.82021e-05	5.71804e-06	5.61291e-06	2.13105e-05	2.80299e-05	3.68116e-05	1.77673e-05	1.09305e-05	1.44714e-05	8.06563e-07	1.78057e-05	2.47859e-05	2.56539e-05	1.96264e-05	1.88279e-05	3.66258e-05	1.08956e-05	0.000196614
d2_1	0.101639	9.45183e-05	0.00010137	5.25046e-05	6.28236e-05	8.06568e-05	6.79315e-05	5.50478e-05	8.66812e-05	2.76872e-05	4.30441e-05	2.92704e-05	3.95509e-05	2.58586e-05	1.73867e-05	4.9912e-05	1.74916e-05	1.22872e-05	3.26553e-05	2.93363e-05	2.41552e-05	1.55727e-05	3.9627e-05	5.2852e-06	5.28172e-06	2.76307e-05	1.72876e-05	7.05977e-06	5.30612e-06	1.9177e-06	1.05549e-05	1.38125e-05	5.28054e-06	1.04549e-05	1.03996e-05	1.21366e-05	7.01809e-06	1.21757e-05	2.11792e-07	7.03323e-06	1.04866e-05	5.29126e-06	1.21965e-05	2.4975e-05	1.53193e-07	1.05105e-05	1.20071e-07	7.0787e-06	5.21733e-06	1.51444e-07	6.98194e-06	5.39826e-06	1.94739e-06	1.21017e-05	5.21065e-06	5.36736e-06	1.21718e-05	5.23481e-06	1.04456e-05	1.32717e-07	1.79509e-07	7.02252e-06	5.29715e-06	5.27703e-06	5.2621e-06	5.24501e-06	2.02266e-07	1.04287e-05	5.33097e-06	1.55428e-05	7.03479e-06	6.98189e-06	5.33438e-06	8.71457e-06	5.31176e-06	7.03692e-06	1.08411e-07	5.30276e-06	5.2298e-06	2.11592e-07	5.44436e-06	5.37385e-06	7.08588e-06	5.24386e-06	1.04188e-05	1.04627e-05	5.27967e-06	5.24942e-06	2.30694e-07	1.81819e-05	5.28792e-06	1.15772e-07	8.74453e-06	7.04575e-06	5.33498e-06	7.00249e-06	2.12987e-07	7.0568e-06	9.71874e-05
d2_2	0.0415303	0.000128536	0.000102914	0.000114887	9.45279e-05	7.47174e-05	6.53023e-05	6.61568e-05	5.4181e-05	7.11897e-05	2.75944e-05	5.32677e-05	2.41875e-05	4.47339e-05	4.30796e-05	5.15741e-05	4.29722e-05	4.98271e-05	1.22713e-05	5.28813e-06	1.21391e-05	5.33464e-06	5.45682e-06	1.74178e-05	1.04727e-05	1.04e-05	1.90571e-05	2.25167e-05	1.23027e-05	3.2824e-05	1.56474e-05	1.73683e-05	2.59813e-05	5.37716e-06	1.04559e-05	2.01057e-07	5.29013e-06	5.24529e-06	1.91523e-05	1.384e-05	1.20752e-05	5.33671e-06	1.73337e-05	2.42323e-05	1.56213e-05	5.28268e-06	5.38921e-06	2.24182e-05	1.86723e-06	1.84784e-07	1.92694e-06	8.7952e-06	5.25192e-06	1.03719e-05	1.04038e-05	1.98761e-05	1.55937e-05	1.61479e-07	2.72007e-06	5.26802e-06	1.77683e-07	1.21735e-05	1.21935e-05	5.31256e-06	6.93408e-08	1.18756e-07	1.21385e-05	1.21594e-05	1.85326e-06	6.11421e-08	5.72056e-08	1.11616e-07	1.04138e-05	1.94437e-07	5.24337e-06	1.84637e-06	7.04225e-06	5.36006e-06	1.20907e-05	1.10095e-07	2.072e-05	5.26044e-06	1.88742e-07	5.31888e-06	1.9782e-07	7.05495e-06	1.32395e-07	1.85144e-06	1.03123e-07	5.34943e-06	1.55424e-05	7.04965e-06	1.04607e-05	5.30851e-06	2.00787e-06	2.24998e-05	5.30358e-06	1.04805e-05	0.000117905
d2_3	0.0230529	8.07537e-05	0.000104747	8.05936e-05	6.3523e-05	9.2659e-05	5.15453e-05	6.36326e-05	5.67865e-05	8.76246e-05	6.36211e-05	3.62005e-05	4.98475e-05	3.44688e-05	2.23881e-05	2.06641e-05	1.90365e-05	3.27987e-05	2.24556e-05	2.06687e-05	1.226e-05	1.30324e-05	5.373e-06	2.07374e-05	1.05031e-05	1.72771e-05	1.92533e-06	1.21246e-05	1.23075e-05	1.0525e-05	5.26884e-06	5.30947e-06	1.73267e-05	5.29789e-06	6.98999e-06	3.53528e-05	5.41117e-06	5.38837e-06	5.43693e-06	1.90593e-05	1.21378e-05	7.0427e-06	6.96499e-06	1.22156e-05	1.01752e-06	5.2902e-06	5.24536e-06	5.3622e-06	1.39756e-05	2.07171e-05	1.86948e-06	1.25061e-07	1.21674e-05	1.18086e-07	1.04217e-05	1.65011e-07	1.73253e-05	1.55842e-05	5.28443e-06	1.37248e-07	1.55586e-05	1.30555e-05	1.46207e-07	1.04629e-05	1.55888e-05	1.21978e-05	1.55341e-07	1.21901e-05	1.20716e-05	1.2155e-05	7.04048e-06	1.19386e-07	1.03989e-05	5.26049e-06	1.93476e-07	1.90775e-05	1.55453e-05	6.9809e-06	1.55858e-05	5.42658e-06	1.84863e-06	1.05262e-05	1.86658e-06	5.32001e-06	1.90419e-05	2.68578e-07	1.6282e-07	5.33016e-06	1.55372e-05	1.22578e-07	7.00862e-06	3.65718e-06	2.07792e-05	7.06925e-06	6.23219e-06	1.57049e-05	7.06165e-06	2.24222e-05	0.000104214
d2_4	0.0144834	9.78473e-05	9.4549e-05	0.00010129	7.2077e-05	5.98205e-05	6.36618e-05	6.09301e-05	4.39442e-05	6.35686e-05	5.16273e-05	4.47015e-05	2.76059e-05	2.59119e-05	1.73973e-05	2.75402e-05	1.2278e-05	4.29733e-05	3.43764e-05	4.21724e-05	1.22263e-05	1.83766e-06	5.39313e-06	1.74229e-05	1.04416e-05	1.02656e-07	1.86647e-06	1.04482e-05	5.49599e-06	5.42319e-06	5.3997e-06	1.05043e-05	2.08594e-07	5.25322e-06	8.84095e-06	1.05879e-05	1.56452e-05	1.21203e-05	5.36733e-06	2.74435e-07	1.38969e-05	2.25037e-05	7.07228e-06	2.76224e-05	1.04537e-05	7.03852e-06	1.9075e-06	1.6994e-07	1.8097e-07	5.2948e-06	1.56424e-05	1.89351e-05	1.21638e-05	1.886e-06	1.04868e-05	1.22391e-05	5.28946e-06	6.94485e-06	5.31649e-06	1.39569e-05	1.78386e-07	1.5561e-05	5.34136e-06	5.2544e-06	1.64528e-07	1.30427e-07	1.03362e-07	1.73044e-05	5.30148e-06	1.9051e-05	1.21449e-05	5.2324e-06	5.31616e-06	1.04459e-05	6.98923e-06	1.21733e-05	1.21731e-05	1.0563e-05	5.3742e-06	1.4213e-07	5.42755e-06	5.35196e-06	1.8491e-07	1.04909e-05	1.84142e-06	5.24024e-06	2.12517e-07	1.83849e-06	1.04778e-05	2.59873e-05	1.562e-05	5.26725e-06	1.46296e-07	7.08592e-06	1.91397e-05	7.07833e-06	1.72674e-05	8.71458e-06	9.91079e-05
d2_5	0.0100972	0.00012685	7.37823e-05	6.86095e-05	6.61477e-05	7.73128e-05	7.5512e-05	3.98032e-05	5.33171e-05	3.9635e-05	7.21506e-05	3.62144e-05	2.9356e-05	2.16056e-05	2.94081e-05	2.85181e-05	2.76716e-05	2.76586e-05	5.28841e-06	3.17963e-05	1.56276e-05	1.56158e-05	2.07232e-05	1.22828e-05	2.00012e-06	1.73535e-05	5.33372e-06	2.24387e-05	2.49476e-05	1.56133e-05	5.31392e-06	2.75594e-06	5.28994e-06	1.04704e-05	5.30749e-06	2.2511e-05	1.04997e-05	1.22576e-05	1.83974e-07	5.30343e-06	1.72525e-05	5.41565e-06	1.73451e-05	1.14503e-05	1.3943e-05	1.91067e-06	1.56213e-05	1.5541e-05	5.37408e-06	5.3288e-06	2.24028e-05	1.89553e-07	5.3202e-06	2.755e-05	1.38513e-05	1.41654e-07	1.39013e-05	8.76201e-06	5.31906e-06	5.23726e-06	1.22196e-05	1.07283e-07	1.04626e-05	8.80992e-08	9.42536e-08	1.76889e-07	7.06623e-06	1.34973e-07	5.28566e-06	1.38789e-05	5.19074e-06	7.01858e-06	5.27226e-06	6.6627e-08	2.22319e-07	1.05049e-05	1.21793e-05	2.24323e-05	2.10913e-07	1.13619e-07	6.98216e-06	1.04215e-05	5.47355e-08	1.04727e-05	7.07632e-06	1.0454e-05	1.05216e-05	2.42204e-05	1.99025e-07	5.27398e-06	5.31763e-06	1.7358e-05	5.32263e-06	2.24839e-07	1.21234e-05	5.39409e-06	1.56271e-05	1.96023e-06	9.51581e-05
d2_6	0.00716862	0.00013039	9.19377e-05	0.000114908	7.63112e-05	5.16753e-05	3.95641e-05	7.73579e-05	5.15479e-05	5.49974e-05	4.47903e-05	4.81943e-05	1.21671e-05	4.80488e-05	3.1023e-05	1.72825e-05	1.90894e-05	1.82561e-05	2.59086e-05	3.78094e-05	1.04513e-05	2.07905e-05	5.27821e-06	6.98016e-06	2.2425e-05	1.05377e-05	5.25475e-06	9.75107e-06	1.2182e-05	1.89688e-07	7.05391e-06	2.24436e-05	1.74779e-07	1.14906e-07	5.31046e-06	1.21947e-05	3.10383e-05	1.43293e-07	1.04968e-05	3.52958e-05	5.3595e-06	7.05011e-06	1.21492e-05	1.04579e-05	1.56109e-05	5.3614e-06	1.73522e-05	1.187e-07	5.3606e-06	5.25838e-06	1.06136e-05	2.02185e-07	5.34914e-06	6.96095e-06	5.30246e-06	1.05096e-05	8.82467e-06	1.38966e-05	7.01124e-06	2.22386e-07	1.04542e-05	1.04573e-05	1.04042e-05	7.00571e-06	1.21099e-05	1.89726e-05	8.76162e-06	1.8799e-06	5.32593e-06	1.04164e-05	8.02035e-08	2.65693e-07	6.97603e-06	5.41627e-06	5.28905e-06	7.01675e-06	1.38444e-05	1.03754e-06	1.39231e-05	1.22458e-05	7.04232e-06	8.78536e-06	5.29489e-06	1.22134e-05	1.05254e-05	5.28958e-06	1.55002e-05	1.99033e-05	1.04958e-05	1.73264e-05	1.23161e-05	1.22228e-05	5.33605e-06	1.06309e-05	1.7272e-05	1.22441e-05	5.34417e-06	1.72901e-05	0.000138954
d2_7	0.00554906	8.58295e-05	9.70635e-05	9.44036e-05	7.89374e-05	5.16339e-05	3.2769e-05	7.37962e-05	4.98353e-05	5.49537e-05	3.10801e-05	2.75241e-05	4.04218e-05	3.62643e-05	3.54633e-05	1.56024e-05	3.36691e-05	2.75932e-05	2.08055e-05	8.83432e-06	1.73783e-05	1.73101e-05	2.07458e-05	2.41201e-05	5.28085e-06	2.51369e-05	2.34985e-07	3.95211e-05	1.9868e-06	5.36006e-06	1.40107e-05	5.30492e-06	1.73516e-05	2.25526e-05	2.76358e-05	2.92464e-05	5.35016e-06	1.73092e-05	2.32406e-07	2.08423e-05	1.0387e-05	5.30008e-06	7.15142e-06	1.22488e-05	7.02469e-06	1.95213e-06	1.56e-05	5.28055e-06	2.38665e-07	1.3947e-05	1.04638e-05	6.33383e-06	1.91335e-05	2.41128e-05	3.35972e-05	6.96452e-06	9.66225e-06	1.05907e-05	1.72807e-05	9.28892e-08	5.32877e-06	1.96527e-06	8.7871e-06	1.21059e-05	1.22744e-05	1.04013e-05	1.04362e-05	7.05004e-06	1.64881e-05	1.21892e-05	1.73954e-07	5.30525e-06	1.22678e-05	1.03995e-05	1.729e-05	5.27159e-06	1.41032e-07	7.07908e-06	1.03909e-05	2.36636e-07	7.05614e-06	1.87492e-07	1.04362e-05	1.55964e-05	1.84256e-06	7.06596e-06	5.38933e-06	1.04518e-05	1.56233e-05	1.21975e-05	4.5476e-06	2.25457e-05	1.04866e-05	2.94633e-05	3.96488e-05	5.47039e-06	1.91013e-05	2.9683e-05	0.000188883
d2_8	0.00436134	9.79467e-05	6.01445e-05	7.98492e-05	6.4439e-05	5.34697e-05	4.0663e-05	5.67455e-05	3.54561e-05	5.84078e-05	5.8548e-05	3.61967e-05	3.78856e-05	4.12756e-05	3.10281e-05	2.07994e-05	2.41921e-05	5.33947e-05	2.59311e-05	2.76566e-05	1.55479e-05	2.92982e-05	1.04801e-05	2.92943e-05	2.7641e-05	1.7326e-05	2.93369e-05	2.252e-05	1.05614e-05	2.07344e-05	2.60294e-05	3.4464e-05	5.43705e-06	1.56923e-05	1.55578e-07	1.55945e-05	1.75851e-07	7.03356e-06	2.42725e-05	7.02238e-06	2.00722e-07	2.07969e-05	1.76557e-07	2.07641e-05	1.31829e-07	1.04934e-05	7.21572e-06	1.04796e-05	2.20655e-07	1.0528e-05	1.90774e-05	1.55852e-05	3.21468e-07	1.21292e-05	3.5799e-06	2.07418e-05	1.3899e-05	1.99498e-05	1.73093e-05	1.40404e-05	2.24166e-05	1.21492e-05	1.21787e-05	1.73912e-05	1.03679e-05	1.20738e-05	5.30605e-06	6.35453e-06	6.9876e-06	5.36353e-06	5.2915e-06	1.05633e-07	1.20936e-05	2.03273e-07	1.04239e-05	2.07736e-05	9.64493e-06	1.03866e-05	2.50763e-07	8.83633e-06	5.3626e-06	1.22147e-05	6.99507e-06	1.23551e-07	5.21536e-06	1.73534e-05	5.40026e-06	1.90506e-05	1.05067e-05	1.22344e-05	2.165e-07	5.34275e-06	2.2509e-05	1.81703e-05	1.87094e-07	5.40407e-06	1.56872e-05	5.49716e-06	0.000101154
d2_9	0.00375145	7.57284e-05	8.93679e-05	6.80238e-05	7.38001e-05	4.29934e-05	5.67346e-05	5.8382e-05	4.65287e-05	3.79255e-05	3.10878e-05	4.99372e-05	3.62135e-05	3.36193e-05	3.97617e-05	1.56022e-05	3.11395e-05	2.24388e-05	2.92988e-05	3.78919e-05	2.25811e-07	3.09715e-05	1.21834e-05	1.55972e-05	2.2548e-05	2.24531e-05	2.07534e-05	1.82235e-07	3.45928e-05	1.55886e-05	3.70783e-05	1.74979e-05	1.21355e-05	1.04369e-05	5.34619e-06	6.97752e-06	1.04048e-05	7.10611e-06	5.37257e-06	2.70326e-07	1.71948e-05	7.95768e-06	2.24193e-05	5.29884e-06	2.08681e-05	1.38253e-05	1.04658e-05	1.39242e-05	1.21101e-05	1.03631e-05	5.27301e-06	1.56136e-05	5.28459e-06	1.29842e-07	1.21477e-05	1.39507e-05	7.04923e-06	1.73002e-05	5.31892e-06	1.22372e-05	1.39632e-05	2.08698e-05	5.29965e-06	2.24383e-05	1.21761e-05	2.70931e-06	1.82707e-07	2.72068e-07	1.03937e-05	7.99904e-06	2.16954e-07	5.38717e-06	1.73152e-05	8.68717e-06	1.55906e-05	1.64817e-05	5.35475e-06	2.25759e-05	1.21635e-05	1.90143e-05	1.04707e-05	5.24948e-06	5.27693e-06	1.21504e-07	2.76444e-05	5.30985e-06	2.0085e-05	1.22731e-05	1.73687e-05	7.05743e-06	3.45142e-05	5.40924e-06	3.10807e-05	2.24895e-05	1.22747e-05	1.23169e-05	2.08814e-05	1.73679e-05	0.000169085
