	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.0436187	0.023008	0.0161587	0.0127138	0.0105492	0.00923724	0.00818203	0.00740638	0.00689744	0.00604879	0.00611732	0.00575225	0.00538801	0.00508922	0.0049504	0.0047407	0.00463077	0.00419805	0.00426707	0.00433216	0.00422377	0.00398255	0.00391001	0.00383847	0.00385938	0.00361203	0.00367452	0.00356461	0.00359271	0.00349233	0.00323225	0.00338354	0.00332324	0.00306631	0.00304933	0.0032119	0.00309056	0.00312628	0.00294824	0.00293806	0.00290263	0.00282317	0.00290444	0.00302064	0.00271884	0.00281138	0.00269468	0.00275041	0.00272879	0.0027084	0.00257983	0.0026446	0.00263449	0.00245258	0.00271363	0.00248134	0.00274649	0.00256289	0.00233284	0.00250214	0.00250902	0.00246791	0.00224311	0.00250823	0.00237786	0.00241299	0.00229923	0.00233593	0.00241437	0.00236862	0.00234755	0.00224915	0.0024027	0.00226138	0.00202165	0.00208776	0.00217474	0.00239282	0.00227031	0.00216384	0.00209583	0.0986977
d3_1	0.0684683	9.49007e-07	2.56928e-06	0	3.00773e-07	4.77699e-06	9.50134e-06	6.05888e-07	0	6.57063e-07	2.07291e-06	4.14927e-06	2.16122e-07	6.64246e-06	1.95326e-06	1.06924e-05	0	0	1.16108e-05	3.56526e-06	3.28463e-06	1.6642e-06	2.16533e-06	7.81991e-06	5.86801e-06	4.39613e-06	6.12209e-06	3.84801e-06	2.79773e-06	2.9508e-06	9.66787e-07	1.11835e-05	1.46632e-06	3.53676e-06	1.23917e-06	2.60273e-06	9.11608e-06	9.34825e-06	5.48292e-07	6.16186e-06	6.33473e-06	5.41718e-06	1.79715e-06	2.6825e-06	9.25789e-06	1.60306e-06	4.2804e-06	0	4.89739e-06	2.31227e-06	4.46617e-06	3.72254e-06	3.84039e-06	1.89924e-07	1.66373e-06	3.14611e-06	9.11242e-06	1.08187e-06	1.28961e-06	5.64648e-06	3.6428e-06	1.54847e-06	1.16667e-06	2.43619e-06	6.47444e-08	4.85384e-07	7.24109e-06	6.49733e-06	1.87094e-06	1.12644e-06	5.8303e-06	8.27083e-07	0	7.46493e-07	8.86867e-07	3.64669e-06	5.1698e-07	3.16304e-06	3.38459e-07	9.08092e-08	1.95664e-06	1.67733e-07	0.00020206
d3_2	0.0310468	2.11371e-05	1.5409e-06	0	7.06455e-06	4.99269e-06	3.55395e-06	1.74259e-05	7.48483e-06	2.98191e-06	3.94036e-06	1.16727e-05	2.12792e-06	9.062e-06	3.97101e-07	5.50316e-06	4.72511e-06	3.07422e-06	1.02451e-05	3.89278e-06	5.57662e-06	2.65485e-06	2.96023e-06	6.45244e-06	3.22543e-06	1.00677e-06	8.39184e-06	2.11271e-06	3.4504e-06	3.00842e-06	1.02955e-06	6.24543e-07	5.45752e-06	1.23494e-07	6.25944e-06	8.52499e-06	1.77714e-06	1.12768e-05	1.01557e-05	5.46915e-06	4.50314e-06	1.15824e-06	3.02368e-06	2.07046e-06	3.34727e-06	4.77716e-06	2.04672e-06	5.94894e-07	0	5.24202e-06	7.07364e-06	1.33995e-05	0	3.56022e-07	6.38685e-06	4.22281e-07	3.18176e-06	3.93243e-06	8.5135e-06	7.27975e-07	0	1.90908e-07	8.5256e-06	1.77569e-06	5.37945e-07	2.31303e-06	3.53405e-06	1.60898e-06	2.75959e-06	0	4.95681e-06	3.7326e-06	8.78174e-06	4.10048e-07	6.8962e-06	1.72042e-06	4.02983e-06	0	5.68548e-06	1.03044e-06	1.54542e-08	9.52708e-07	0.000211432
d3_3	0.0188664	1.28907e-05	6.5647e-06	1.98039e-06	0	3.24483e-06	1.05751e-06	1.77767e-06	5.77348e-06	6.71361e-06	9.5505e-07	5.32957e-06	1.47273e-06	2.14432e-07	4.36731e-06	2.81818e-06	5.48446e-06	3.76937e-08	6.51254e-07	8.90062e-07	1.45094e-05	4.34291e-06	2.14062e-06	4.52166e-06	1.38222e-06	3.85461e-06	3.07041e-06	3.06249e-06	0	1.49087e-06	6.48003e-06	8.32688e-06	2.04584e-08	1.3147e-05	4.22515e-06	3.69696e-06	0	3.84675e-06	0	7.29738e-06	1.54209e-06	1.04868e-05	8.72367e-06	5.03896e-06	1.11756e-06	4.99231e-06	1.1823e-05	1.30595e-06	5.79502e-07	2.11675e-06	1.34468e-05	2.02848e-06	2.82964e-06	5.2657e-06	1.90719e-06	7.32589e-06	1.98055e-06	4.68993e-06	4.49074e-06	5.24954e-06	1.46983e-06	1.89001e-06	1.35743e-06	2.27816e-06	7.49241e-06	9.67255e-06	5.43686e-07	0	0	7.49095e-06	3.36817e-06	5.19016e-06	9.92088e-06	3.19127e-08	3.13633e-06	4.65905e-06	2.76547e-06	6.13964e-06	2.53371e-06	3.99759e-06	1.38996e-06	8.09394e-07	0.000229821
d3_4	0.0129108	1.22393e-06	2.12622e-06	3.49483e-06	8.17296e-07	2.64097e-06	7.43706e-06	3.00255e-06	4.01185e-06	8.48397e-06	1.71924e-06	8.5117e-06	4.8688e-06	3.15663e-06	1.93642e-06	6.781e-06	1.15233e-06	1.17845e-05	3.67984e-06	2.75818e-06	0	1.27212e-05	0	1.23528e-06	6.52902e-06	5.64608e-06	6.89667e-06	3.262e-06	3.84184e-06	7.95266e-06	5.04959e-06	4.02467e-08	1.30855e-05	3.47682e-06	1.29281e-06	1.47015e-06	5.96906e-06	2.94072e-06	0	7.61685e-07	1.36638e-06	2.75873e-06	4.84072e-06	1.234e-06	1.8951e-06	5.73752e-06	9.01321e-07	8.45533e-06	7.48949e-08	2.76856e-06	5.62067e-06	1.23695e-06	9.02531e-06	2.12375e-06	2.86757e-06	7.4263e-06	2.40101e-06	2.5095e-06	8.65507e-07	2.07651e-06	7.83248e-06	1.10202e-05	1.09613e-06	0	2.50052e-07	5.18948e-06	1.48981e-05	1.70008e-06	1.12897e-06	3.43067e-07	4.25204e-06	2.8517e-06	2.5946e-06	0	1.09238e-05	4.8879e-06	1.56299e-06	4.20354e-07	1.85364e-07	1.82834e-07	3.66557e-06	2.34108e-06	0.000236296
d3_5	0.00957446	8.84419e-07	1.29187e-06	2.16987e-06	2.77475e-06	8.27644e-07	4.88563e-06	0	8.11096e-07	9.49365e-06	1.67878e-06	1.05016e-07	4.25862e-07	6.92204e-07	1.05314e-05	4.27441e-06	1.33306e-06	5.32982e-06	9.03819e-07	3.5104e-06	2.14507e-06	0	3.52027e-06	2.39073e-08	2.21523e-06	2.53951e-07	6.58095e-06	4.96285e-06	4.46365e-06	1.343e-06	4.14881e-06	0	8.13956e-07	2.11236e-07	0	9.21296e-07	4.198e-06	2.18159e-06	7.68315e-06	1.0672e-05	3.67685e-06	4.12047e-07	2.66356e-06	5.90493e-06	1.59672e-05	0	1.37102e-06	0	1.53508e-05	4.2053e-06	7.44397e-06	6.2809e-06	2.32368e-06	2.12476e-06	7.01568e-06	2.25812e-06	6.34449e-06	7.95838e-07	3.63136e-06	4.63475e-06	2.00384e-06	4.22405e-06	9.62345e-07	3.25867e-06	5.18183e-06	5.06707e-06	6.02156e-06	9.62485e-07	4.88707e-07	6.5714e-06	6.38552e-06	1.34038e-06	8.60504e-06	8.23224e-06	1.41372e-06	1.25307e-05	4.86849e-06	5.36684e-07	7.52644e-07	1.28102e-06	1.00252e-05	9.80981e-07	0.000241005
d3_6	0.00730735	0	1.24943e-06	4.93149e-06	0	6.27446e-06	8.79429e-06	6.65789e-07	5.77694e-06	3.51129e-06	1.56009e-06	1.98795e-06	3.26376e-06	1.99843e-05	3.79156e-06	5.11151e-06	0	1.32778e-06	1.88065e-08	7.59496e-06	1.03522e-05	6.60956e-06	3.28583e-06	4.05031e-07	1.85142e-08	3.0637e-07	0	2.19673e-06	4.12831e-06	7.37228e-06	1.80743e-06	6.27415e-06	5.78166e-06	1.9322e-07	1.86353e-06	9.92741e-07	5.65466e-06	5.09196e-06	6.74627e-07	5.28828e-06	9.63723e-06	5.49128e-06	4.97408e-06	1.18518e-06	2.48639e-06	1.47821e-06	3.60324e-06	0	9.02216e-06	7.00624e-07	1.30653e-05	2.22721e-06	5.1576e-07	6.27172e-07	9.38228e-06	3.13154e-06	1.75954e-06	2.33688e-06	1.5426e-06	1.37027e-06	8.16588e-06	1.65419e-06	3.33486e-06	3.41909e-06	5.75178e-08	3.32051e-06	1.47978e-05	1.06682e-06	1.69624e-06	1.28e-06	4.4745e-06	1.60266e-06	3.79222e-06	0	6.63746e-06	1.4202e-06	3.04825e-07	9.23164e-06	5.14045e-06	5.20179e-06	3.11173e-06	6.68094e-06	0.000234124
d3_7	0.00588712	4.23986e-06	7.05571e-09	9.11549e-07	1.28723e-06	4.11618e-06	6.84893e-07	3.56584e-07	4.44021e-06	8.88115e-06	6.35881e-06	3.54292e-06	1.81725e-06	5.21908e-07	2.26127e-06	1.32767e-07	0	2.18476e-06	0	0	1.02422e-05	0	3.99906e-06	7.00213e-06	3.05099e-06	4.66169e-06	6.44338e-07	0	6.65061e-07	2.48944e-06	6.48571e-06	6.45625e-06	3.29306e-06	2.81999e-07	6.18379e-06	2.13829e-07	9.20544e-07	0	3.23722e-06	4.28814e-06	5.41736e-06	6.67166e-06	2.49674e-06	1.0516e-06	3.15575e-06	2.56313e-06	5.92641e-06	4.20052e-07	3.28222e-06	5.95498e-06	3.47301e-06	3.27562e-06	0	1.65617e-06	1.02571e-05	5.96941e-06	0	2.09033e-06	3.33548e-06	9.01871e-06	6.20328e-06	8.83324e-07	0	0	4.04188e-07	8.77374e-07	0	0	1.47595e-07	2.66699e-06	9.47918e-07	1.03404e-06	1.34937e-07	5.79411e-06	0	4.38728e-06	2.58796e-06	5.26371e-06	2.2359e-06	6.10929e-07	1.94868e-06	1.83916e-06	0.000238509
d3_8	0.00493644	3.70625e-06	4.97328e-07	1.08368e-05	1.96434e-06	6.93394e-07	9.11532e-07	1.18094e-05	3.30293e-06	1.83928e-06	7.41865e-06	5.26254e-06	4.84836e-06	2.32988e-06	9.35497e-07	2.96321e-06	2.38971e-06	6.0452e-06	2.73985e-06	4.24031e-06	5.34293e-06	3.71715e-06	4.75766e-06	5.03236e-08	3.02928e-06	1.87664e-06	2.14569e-05	1.61955e-07	3.41771e-06	6.65073e-06	1.91118e-06	3.02702e-06	1.04884e-05	6.16389e-07	0	2.0854e-06	8.16534e-07	5.31779e-06	4.92298e-06	0	6.92731e-06	9.26634e-06	1.8587e-06	1.85709e-06	1.51682e-07	9.35378e-07	5.26179e-07	1.93285e-06	2.09069e-06	3.07657e-07	5.38293e-06	1.66964e-06	2.83094e-06	1.34642e-06	0	8.11105e-06	2.67991e-06	4.83426e-06	0	6.44914e-06	6.29544e-08	2.16314e-05	0	1.31058e-06	5.15719e-06	0	0	8.0772e-07	8.21495e-07	7.50999e-08	4.21169e-07	7.85442e-06	1.27955e-06	7.27032e-06	6.30233e-06	7.50028e-06	2.36689e-06	0	2.03495e-06	4.00662e-06	2.35593e-07	4.91346e-06	0.000243428
d3_9	0.00406134	0	6.16016e-06	4.09494e-06	1.29028e-06	3.45725e-06	1.15791e-05	7.31305e-06	1.18869e-06	2.9156e-06	1.46623e-06	4.07153e-06	7.84417e-06	3.55945e-06	2.36085e-06	2.62646e-07	7.45943e-06	0	2.12658e-06	2.13248e-06	6.95135e-06	1.40038e-05	8.54272e-06	1.05002e-05	4.34262e-06	0	1.68554e-06	4.38587e-06	2.01484e-06	6.10548e-06	1.74534e-06	8.58883e-06	1.29126e-07	3.29156e-06	1.85414e-07	2.47034e-06	0	0	1.66695e-06	2.87879e-07	1.07574e-06	7.71427e-07	9.18886e-07	9.48477e-07	1.32424e-06	3.24444e-06	0	5.81614e-06	8.18047e-06	7.85507e-06	3.09423e-06	5.4094e-06	1.03606e-05	6.48162e-08	1.44744e-06	0	2.43971e-06	4.24102e-06	1.53324e-05	7.26726e-06	0	7.27787e-06	1.30648e-06	3.66579e-06	7.8135e-06	6.24991e-07	3.26863e-06	4.30449e-07	4.53552e-06	0	4.33751e-06	8.64356e-07	1.62837e-06	6.26357e-06	8.45066e-07	8.20041e-06	2.7703e-06	5.33891e-07	0	8.32285e-06	1.17853e-05	9.67182e-06	0.000217802
