	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.124052	0.0513933	0.0290477	0.0187514	0.0126821	0.00996512	0.0075891	0.00594403	0.00527696	0.00446756	0.00404041	0.00373316	0.00329853	0.00323502	0.00313813	0.00297715	0.00292776	0.0027981	0.00274607	0.00239254	0.00243448	0.00241501	0.00220736	0.00246324	0.00220792	0.00250846	0.00224426	0.00201292	0.00192902	0.00183841	0.00185693	0.00186995	0.00179132	0.00165163	0.00191024	0.00163103	0.00160697	0.00150422	0.00161378	0.00132183	0.00143882	0.00143365	0.00119218	0.00115843	0.00126657	0.00107629	0.00115796	0.00118941	0.00104934	0.00118731	0.00102585	0.00103597	0.000910724	0.000946993	0.000874914	0.000928557	0.000708734	0.000655362	0.000644361	0.000752199	0.000618827	0.000621881	0.000502997	0.000540175	0.0005555	0.000473934	0.000482845	0.000470442	0.000425711	0.000409271	0.000374799	0.000323704	0.000369367	0.000272061	0.000291489	0.000197757	0.000208275	0.000229386	0.00017529	0.000240199	0.000190474	0.000391171
d3_1	0.0692683	6.53315e-06	1.5046e-05	6.80947e-06	2.11671e-05	1.8962e-05	1.49442e-05	3.58436e-05	2.96705e-05	3.99329e-05	5.47095e-05	2.55931e-05	4.42183e-05	1.81352e-05	3.17329e-05	2.11302e-05	3.15349e-05	8.93602e-06	3.78497e-05	1.50082e-05	1.27303e-05	2.52457e-05	2.72572e-05	4.81643e-05	2.84501e-05	3.98894e-05	3.0556e-05	2.94668e-05	1.2931e-05	1.69267e-05	3.7936e-05	3.57352e-05	1.28567e-05	1.90106e-05	1.29666e-05	3.77668e-05	2.52969e-05	8.54646e-06	2.32883e-05	3.14052e-05	3.35354e-05	1.28026e-05	4.28894e-05	1.49707e-05	3.88856e-05	2.51703e-05	6.52943e-06	4.39644e-05	2.30392e-05	4.39173e-05	1.26705e-05	3.46389e-05	3.57321e-05	2.72064e-05	2.71985e-05	8.41533e-06	1.48021e-05	1.47027e-05	4.80305e-05	8.41748e-06	1.2623e-05	8.59475e-08	4.59606e-05	6.28862e-06	3.14427e-05	6.37405e-06	1.90496e-05	6.40348e-06	1.89207e-05	2.09371e-05	2.7289e-05	4.58557e-05	2.71107e-05	1.88559e-05	1.88878e-05	6.55126e-06	1.4755e-05	6.32378e-06	3.43813e-05	6.51118e-06	6.28555e-06	6.29048e-06	2.09224e-05
d3_2	0.0292979	1.92703e-05	3.4107e-07	2.74203e-05	2.11223e-05	1.39045e-05	1.7249e-05	2.96016e-05	2.53461e-05	1.28395e-05	1.89958e-05	2.75879e-05	3.27959e-07	8.90176e-06	2.12469e-05	4.20873e-05	1.91829e-05	1.90479e-05	1.2875e-05	2.83426e-05	4.82372e-05	4.21898e-05	3.79281e-05	1.5182e-05	1.28895e-05	1.28181e-05	3.79362e-05	4.00526e-05	3.88706e-05	2.31769e-05	2.5222e-05	3.98139e-05	6.55996e-06	2.95349e-05	1.91302e-05	2.51117e-05	3.14936e-05	7.1087e-05	5.13266e-05	3.15879e-05	3.35991e-05	1.88853e-05	4.79997e-05	1.70043e-05	2.73362e-05	3.77478e-05	2.08903e-05	2.11094e-05	2.72683e-05	3.77516e-05	1.89179e-05	1.8805e-05	2.50998e-05	1.06602e-05	2.40944e-05	6.41091e-06	2.51069e-05	1.88704e-05	1.88403e-05	3.14838e-05	6.37347e-06	2.51169e-05	1.89602e-05	6.5461e-06	1.89404e-05	2.72012e-05	2.71881e-05	1.88993e-05	1.09427e-07	2.09288e-05	4.15748e-05	1.45437e-05	6.90504e-08	1.45729e-05	1.25847e-05	6.26178e-06	2.26602e-06	1.25041e-05	6.32982e-06	4.31157e-06	1.25104e-05	8.42828e-06	2.72595e-05
d3_3	0.0165834	1.29169e-05	2.95047e-05	6.7054e-06	1.28567e-05	1.09075e-05	8.71938e-06	3.36901e-05	3.97939e-05	3.3818e-05	2.12297e-05	4.00111e-05	4.01303e-05	6.50248e-06	2.95534e-05	1.49523e-05	3.78509e-05	6.29431e-05	3.57168e-05	3.79738e-05	1.07371e-05	3.78256e-05	2.74115e-05	3.57051e-05	3.52214e-06	6.70819e-05	1.49094e-05	2.32334e-05	3.57976e-05	3.37499e-05	4.1925e-05	8.86157e-06	4.17014e-05	1.29656e-05	2.52258e-06	1.90843e-05	1.49738e-05	4.40652e-05	3.35199e-05	3.36503e-05	2.53175e-05	4.40626e-05	2.93945e-05	1.90575e-05	2.25925e-06	1.47197e-05	3.99545e-05	2.50739e-05	1.79728e-05	2.12661e-05	6.34474e-06	1.47421e-05	2.74161e-05	1.47448e-05	2.30996e-05	1.5827e-05	4.17704e-05	1.24974e-07	3.02204e-05	2.08707e-05	3.96199e-05	4.06436e-05	9.65817e-06	8.4851e-06	3.14006e-05	1.92456e-07	3.13339e-05	1.46651e-05	1.26539e-05	6.42105e-06	6.4198e-06	2.70817e-05	2.28975e-05	2.10151e-05	6.28869e-06	2.71437e-05	3.74769e-05	1.88246e-05	6.39583e-06	2.08534e-05	2.08376e-05	6.28403e-06	6.41789e-06
d3_4	0.0105173	5.14829e-07	3.5778e-05	1.50007e-05	2.33148e-05	8.77595e-06	6.57083e-06	8.78804e-06	6.48809e-06	4.1099e-05	1.28711e-05	1.50744e-05	3.37218e-05	2.7364e-05	1.28493e-05	2.95009e-05	2.10998e-05	2.72065e-05	3.16449e-05	4.08478e-05	2.33111e-05	2.76392e-05	2.96259e-05	3.36908e-05	2.74626e-05	2.85079e-05	2.53196e-05	1.91101e-05	3.98493e-05	2.31986e-05	3.573e-05	2.74314e-05	2.1285e-05	3.35117e-05	2.74541e-05	6.40037e-06	2.72201e-05	1.27388e-05	2.7224e-05	2.72498e-05	2.42664e-05	6.61876e-06	6.58152e-06	3.46148e-05	2.72673e-05	2.52809e-05	2.30584e-05	6.49571e-06	2.30422e-05	1.26371e-05	6.44644e-06	1.70288e-05	1.48503e-05	6.67186e-06	1.90327e-05	1.27287e-05	1.89415e-05	1.88236e-05	8.59288e-06	6.42474e-06	6.47675e-06	1.6832e-05	1.46255e-05	2.71943e-05	1.8905e-05	1.25421e-05	1.47189e-05	1.25132e-05	6.47006e-06	2.0833e-05	3.34763e-05	3.54754e-05	1.25098e-05	1.88228e-05	1.04247e-07	2.09164e-05	1.60137e-07	1.26723e-05	4.06984e-09	1.25047e-05	1.24996e-05	8.39605e-06	5.63898e-05
d3_5	0.00707232	2.22506e-05	2.23096e-05	3.38925e-05	8.66368e-06	8.5955e-06	1.50077e-05	2.12378e-05	3.58827e-05	1.28238e-05	1.30561e-05	1.92507e-05	1.49861e-05	2.51822e-05	4.63306e-07	1.70658e-05	3.16862e-05	2.3226e-05	3.37409e-05	4.94067e-05	2.73599e-05	3.17079e-05	6.45616e-06	1.28959e-05	6.47636e-06	3.98522e-05	3.17814e-05	1.90598e-05	2.73261e-05	6.56652e-06	2.5193e-05	1.51948e-05	4.6081e-05	3.57444e-05	2.71617e-05	5.04243e-05	3.55777e-05	4.19728e-05	2.75083e-05	3.77148e-05	3.97485e-05	3.5646e-05	2.72838e-05	5.02463e-05	2.52454e-05	1.48249e-05	2.71813e-05	1.26727e-05	2.10654e-05	1.49015e-05	2.43464e-05	2.49807e-07	1.27463e-05	3.97501e-05	3.34911e-05	5.3269e-05	2.93972e-05	1.69364e-05	2.93755e-05	2.50605e-05	1.06177e-05	4.17385e-05	1.47912e-05	1.88334e-05	1.26147e-05	1.90205e-05	6.39162e-06	1.08058e-07	2.92618e-05	3.77261e-05	1.26876e-05	7.66257e-08	1.88639e-05	3.34721e-05	1.46104e-05	1.46425e-05	4.30619e-06	1.04742e-05	1.25944e-05	1.25744e-05	1.87521e-05	2.91786e-05	6.44071e-06
d3_6	0.00499563	3.573e-05	1.91534e-05	2.10832e-05	8.8045e-06	1.90652e-05	3.3641e-05	6.73286e-06	2.52706e-05	2.53531e-05	2.94893e-05	2.94127e-05	2.9606e-05	1.27306e-05	6.53817e-06	5.13916e-05	2.73824e-05	3.98138e-05	2.94162e-05	5.66598e-05	3.38641e-05	2.13654e-05	3.8055e-05	2.74606e-05	2.54745e-05	3.13753e-05	3.76555e-05	1.48146e-05	1.26844e-05	4.72763e-05	2.12089e-05	3.37153e-05	1.48136e-05	3.76695e-05	3.57049e-05	4.07914e-05	2.52402e-05	8.56741e-06	1.90124e-05	2.53439e-05	2.72567e-05	4.63403e-05	1.49686e-05	5.00813e-05	3.97592e-05	3.36909e-05	1.89885e-05	1.48469e-05	1.47115e-05	2.31596e-05	2.10158e-05	2.31149e-05	5.74063e-05	3.57556e-05	2.1024e-05	2.3129e-05	1.49484e-05	2.73454e-05	1.89821e-05	3.77217e-05	2.5108e-05	1.89454e-05	1.25473e-05	1.26983e-05	3.35098e-05	2.72972e-05	1.47664e-05	6.29288e-06	2.10081e-05	1.89414e-05	1.26388e-05	1.46868e-05	6.28673e-06	6.3531e-06	1.26375e-05	1.01858e-07	2.1046e-05	2.08553e-05	6.62271e-08	8.08079e-08	8.36218e-06	2.37507e-09	6.38714e-06
d3_7	0.00359366	2.13117e-05	3.70559e-07	1.49029e-05	1.08626e-05	1.50234e-05	6.52781e-06	2.75444e-05	4.41311e-05	6.75402e-06	2.11534e-05	1.90061e-05	4.01064e-05	4.40338e-05	3.58093e-05	2.12595e-05	1.30344e-05	5.67614e-05	3.99098e-05	4.40853e-05	3.88036e-05	1.70164e-05	2.84426e-05	4.83127e-05	1.51159e-05	2.95059e-05	3.14829e-05	3.77501e-05	5.03147e-05	1.2799e-05	3.57157e-05	1.29543e-05	3.79192e-05	6.42625e-06	7.4333e-05	8.75758e-06	3.16105e-05	2.32352e-05	9.74962e-06	6.5366e-06	6.62648e-06	2.23793e-05	2.32528e-05	2.52718e-05	3.36748e-05	2.93977e-05	2.11416e-05	1.28062e-05	2.09158e-05	2.92822e-05	2.11687e-05	9.66488e-06	2.30152e-05	1.2706e-05	2.0997e-05	2.73304e-05	1.89859e-05	2.30417e-05	1.48245e-05	3.13838e-05	6.53255e-06	6.36949e-06	6.40836e-06	2.92609e-05	3.12656e-05	1.28198e-05	2.29738e-05	2.7141e-05	2.70846e-05	2.08594e-05	1.26139e-05	1.87993e-05	1.26174e-05	6.25501e-06	1.26421e-05	2.09277e-05	1.87995e-05	6.82952e-08	2.49195e-05	6.33167e-06	2.18284e-05	1.03666e-05	1.92736e-07
d3_8	0.00261483	1.49056e-05	2.52397e-05	3.36667e-05	3.16592e-05	1.50091e-05	2.11444e-05	3.38845e-05	8.68007e-06	1.18445e-05	1.28544e-05	8.69139e-06	1.71304e-05	2.63604e-05	1.71965e-05	2.32287e-05	5.04651e-05	4.83099e-07	3.98475e-05	4.39458e-05	2.74071e-05	1.90111e-05	1.91368e-05	1.61693e-05	2.12147e-05	3.38e-05	3.56874e-05	4.20815e-05	4.4216e-05	1.89277e-05	2.14386e-05	4.20423e-05	2.33817e-05	1.69756e-05	1.29914e-05	2.13852e-05	2.73257e-05	2.97378e-05	2.11556e-05	3.37932e-05	3.45018e-05	3.34246e-05	3.1466e-05	3.36087e-05	4.18187e-05	8.63682e-06	6.38119e-06	1.27694e-05	4.18577e-05	2.94223e-05	3.13183e-05	3.77357e-05	1.90587e-05	3.36093e-05	3.96242e-05	1.16771e-07	1.62623e-07	1.89358e-05	1.47997e-05	1.47575e-05	3.15487e-05	1.26967e-05	1.49663e-05	2.22585e-06	3.7448e-05	1.25862e-05	2.29061e-05	6.40128e-06	6.9473e-08	3.34619e-05	1.88632e-05	6.33641e-06	1.24761e-05	3.28925e-08	1.26779e-05	2.18152e-06	1.87964e-05	1.88155e-05	6.30137e-06	2.10632e-06	6.931e-08	6.3198e-06	8.35874e-06
d3_9	0.00197199	1.28688e-05	1.90892e-05	2.83284e-05	8.80102e-06	4.4136e-05	1.90793e-05	1.89991e-05	1.89478e-05	8.74781e-06	2.32095e-05	1.28634e-05	8.70289e-06	6.57767e-06	1.50809e-05	2.43726e-05	3.99454e-05	5.44315e-05	2.54045e-05	4.62324e-05	3.99481e-05	2.96751e-05	4.83685e-05	4.59606e-07	3.78214e-05	2.33489e-05	1.48402e-06	1.50813e-05	4.82966e-05	3.80058e-05	5.03151e-05	2.13042e-05	3.05288e-05	3.5856e-05	3.35254e-05	2.10255e-05	2.73902e-05	8.65874e-06	2.94945e-05	1.28212e-05	1.7152e-05	3.57127e-05	6.52381e-06	1.91649e-05	1.28921e-05	2.74638e-05	2.84083e-05	1.28108e-05	2.51131e-05	4.49711e-05	2.82885e-05	3.98133e-05	2.30914e-07	1.47438e-05	5.02562e-05	2.10736e-05	3.55884e-05	2.31276e-05	1.67708e-05	2.522e-05	3.34804e-05	9.4427e-06	3.35615e-05	2.93031e-05	6.48212e-06	1.26807e-05	2.51818e-05	2.94375e-05	3.03063e-05	1.2508e-05	2.09729e-07	1.89409e-05	6.28535e-06	1.66862e-05	1.25345e-05	6.38665e-06	1.90132e-05	1.46355e-05	1.25365e-05	6.39137e-06	6.24905e-06	3.52934e-08	4.68242e-05
