	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41	d2_42	d2_43	d2_44	d2_45	d2_46	d2_47	d2_48	d2_49	d2_50	d2_51	d2_52	d2_53	d2_54	d2_55	d2_56	d2_57	d2_58	d2_59	d2_60	d2_61	d2_62	d2_63	d2_64	d2_65	d2_66	d2_67	d2_68	d2_69	d2_70	d2_71	d2_72	d2_73	d2_74	d2_75	d2_76	d2_77	d2_78	d2_79	d2_80	d2_81	d2_82
d3_0	0	0.124592	0.0516827	0.0289989	0.0185476	0.0126928	0.00966362	0.00745939	0.00622405	0.00549446	0.00449807	0.0041218	0.00389392	0.00341459	0.00342853	0.00321132	0.00279294	0.00266879	0.00286401	0.00298503	0.002785	0.00264192	0.00240798	0.002442	0.002407	0.00226547	0.00221808	0.00232252	0.00202863	0.00184965	0.00181693	0.00198144	0.00191642	0.00188457	0.00184562	0.00157881	0.00168811	0.00171474	0.00169318	0.00135439	0.00166597	0.00140631	0.00139496	0.0013851	0.00121852	0.00125333	0.00119226	0.00108739	0.0011064	0.00118497	0.00108702	0.000988446	0.000981754	0.00101327	0.00101302	0.000947814	0.000866935	0.000730897	0.000698601	0.000712432	0.000624269	0.00060823	0.000827575	0.00066878	0.000597135	0.000500034	0.000464532	0.00051658	0.00045337	0.000480096	0.000485841	0.00037871	0.00031688	0.000359475	0.000305118	0.000278038	0.000359314	0.000232593	0.000230824	0.000313973	0.000163743	0.000186386	0.000324938
d3_1	0.0694945	1.27748e-05	6.49455e-06	6.5062e-06	3.38305e-05	3.37232e-07	6.49424e-06	2.31363e-05	2.3671e-07	3.36554e-05	2.43481e-05	6.56608e-06	1.28038e-05	1.38035e-05	6.50068e-06	1.48629e-05	3.57566e-05	2.95056e-05	5.45349e-05	3.5646e-05	3.39771e-07	4.61355e-05	4.19449e-05	3.997e-05	4.81886e-05	1.90369e-05	3.15365e-05	3.14972e-05	4.20187e-05	2.95102e-05	2.32504e-05	1.49623e-05	2.53038e-05	6.18846e-05	2.10318e-05	5.23533e-05	3.25961e-05	2.9421e-05	1.48827e-05	2.31396e-05	2.94392e-05	5.23568e-05	1.26881e-05	3.98021e-05	4.71466e-05	2.53091e-05	4.43386e-06	3.76635e-05	3.55995e-05	2.73489e-05	2.72431e-05	4.18576e-05	3.35647e-05	4.39332e-05	2.62242e-05	4.40167e-05	6.34136e-06	1.87967e-05	1.88765e-05	1.89578e-05	2.72215e-05	1.26482e-05	1.47887e-05	1.2678e-05	8.40746e-06	6.35871e-06	7.48529e-06	2.72003e-05	6.35177e-06	1.89091e-05	2.30498e-05	1.8736e-05	2.08839e-05	2.71313e-05	2.92526e-05	9.47538e-08	1.46958e-05	6.29242e-06	1.46082e-05	7.36672e-06	2.29787e-08	6.2626e-06	1.05479e-05
d3_2	0.0294297	1.90245e-05	8.61456e-06	8.65767e-06	3.16809e-05	1.27525e-05	8.75243e-06	8.65113e-06	1.68957e-05	3.26904e-05	2.94853e-05	1.49821e-05	2.32811e-05	2.33049e-05	3.20339e-07	2.11714e-05	5.44398e-05	2.11478e-05	3.3829e-07	3.16834e-05	2.21619e-05	2.10011e-05	8.68946e-06	2.10412e-05	2.52309e-05	1.28068e-05	4.40237e-05	2.12499e-05	1.90188e-05	1.28244e-05	2.5195e-05	2.74317e-05	3.37431e-05	4.61545e-05	3.16232e-05	3.79359e-05	3.78574e-05	2.10114e-05	5.86962e-05	2.51931e-05	6.45293e-06	1.26076e-05	2.3107e-05	6.59536e-05	2.72495e-05	8.5423e-06	1.16079e-05	3.77362e-05	6.60977e-06	2.52706e-05	2.51359e-05	6.38534e-06	3.55796e-05	3.98205e-05	2.73179e-05	2.71571e-05	2.31595e-07	8.52328e-06	1.88941e-05	6.47685e-06	6.41624e-06	3.55672e-05	2.51362e-05	1.25547e-05	8.44808e-06	2.73233e-05	8.55465e-06	2.08953e-05	6.31195e-06	2.51757e-08	1.25854e-05	2.71667e-05	4.66709e-08	6.3159e-06	6.28702e-06	3.3402e-05	3.47511e-08	8.43278e-06	8.37168e-06	6.23828e-06	6.26376e-06	3.34325e-05	1.25945e-05
d3_3	0.0165764	3.1627e-05	1.49191e-05	1.4896e-05	3.36815e-05	2.11186e-05	2.73358e-05	1.691e-05	1.90829e-05	2.53842e-05	2.10755e-05	2.75524e-05	1.07278e-05	1.90877e-05	2.73719e-05	2.93796e-05	2.74384e-05	6.52739e-06	1.27508e-05	2.53655e-05	2.11083e-05	3.99017e-05	3.46168e-05	3.35252e-05	2.73668e-05	2.9443e-05	2.1214e-05	2.42799e-05	9.62534e-06	2.94604e-05	4.82099e-05	2.09827e-05	2.10953e-05	2.94502e-05	3.77235e-05	5.0406e-05	3.35503e-05	3.77415e-05	4.19952e-05	3.57501e-05	2.72886e-05	5.23376e-05	3.14216e-05	2.11383e-05	3.77515e-05	2.3136e-05	1.89488e-05	1.88022e-05	6.41125e-06	2.93323e-05	1.46864e-05	2.51837e-05	3.96926e-05	2.51112e-05	2.15593e-06	1.46989e-05	1.4756e-05	2.62708e-05	1.05608e-05	2.7248e-05	4.18679e-05	2.09837e-05	1.46976e-05	8.40047e-06	1.88693e-05	5.41125e-08	1.46184e-05	6.34275e-06	1.26136e-05	6.41895e-06	1.16957e-07	3.33815e-05	7.08164e-08	1.26008e-05	2.7169e-05	8.43936e-06	1.88027e-05	1.46039e-05	3.54678e-05	6.30942e-06	4.52713e-08	1.25198e-05	1.88837e-05
d3_4	0.0105434	2.1159e-05	6.49589e-06	6.50134e-06	1.90005e-05	1.69838e-05	1.28989e-05	6.46672e-06	1.91355e-05	1.90487e-05	8.76488e-06	1.68308e-05	8.72389e-06	3.57909e-05	3.06808e-05	3.80165e-07	3.57499e-05	6.55634e-06	2.10422e-05	3.36427e-05	2.3192e-05	5.56038e-05	4.62146e-05	3.99532e-05	5.23246e-05	3.15077e-05	1.91009e-05	3.98905e-05	3.14804e-05	5.66302e-05	1.26694e-05	4.00203e-05	6.45355e-06	4.39377e-05	6.48688e-06	1.89576e-05	2.11831e-05	1.2639e-05	3.99183e-05	8.53295e-06	6.17148e-05	2.5252e-05	2.73215e-05	1.69966e-05	8.50387e-06	2.10862e-05	4.19988e-05	3.36226e-05	2.7398e-05	4.60762e-05	3.76613e-05	1.90989e-05	2.10451e-05	1.89231e-05	3.36004e-05	4.37815e-06	1.47367e-05	1.79363e-05	5.64121e-05	4.08006e-05	2.93372e-05	2.09247e-05	8.50479e-06	6.40178e-06	3.13843e-05	2.1082e-05	1.89463e-05	2.71979e-05	1.88377e-05	1.20002e-06	6.32255e-06	4.39041e-05	1.05022e-05	8.3886e-06	6.32785e-06	1.46298e-05	1.25441e-05	6.33114e-06	4.86143e-09	4.69792e-08	1.25806e-05	8.43626e-06	1.8852e-05
d3_5	0.00711305	8.61302e-06	6.52614e-06	1.48909e-05	2.39873e-06	6.56925e-06	9.59183e-06	1.89677e-05	2.74775e-05	2.11521e-05	1.49651e-05	1.70005e-05	1.49637e-05	3.57037e-05	6.62816e-06	2.83965e-05	2.74291e-05	8.58708e-06	1.90273e-05	3.57749e-05	2.10235e-05	2.53284e-05	5.44976e-05	3.98882e-05	6.26952e-05	1.90197e-05	2.52924e-05	2.31642e-05	3.4635e-05	3.04312e-05	4.81235e-05	3.37155e-05	1.27142e-05	5.45541e-05	1.28101e-05	2.54274e-07	2.31015e-05	2.20831e-05	2.02141e-05	1.47516e-05	1.27334e-05	2.93683e-05	3.34595e-05	1.89218e-05	2.10386e-05	1.90066e-05	1.88749e-05	3.03812e-05	1.89894e-05	2.72024e-05	1.89921e-05	2.9264e-05	3.57417e-05	2.11177e-05	3.97257e-05	2.51688e-05	2.09236e-05	1.25687e-05	3.35423e-05	2.52043e-05	2.08815e-05	1.88608e-05	1.89262e-05	1.33497e-07	2.10254e-05	1.46563e-05	1.26147e-05	2.50293e-05	6.29007e-06	1.68249e-05	7.24537e-09	2.72204e-05	2.7161e-05	6.34069e-06	6.30637e-06	6.34762e-06	8.45223e-06	2.2986e-05	1.2522e-05	1.74416e-09	2.14707e-06	1.04646e-05	2.72167e-05
d3_6	0.00499295	1.59679e-05	2.77192e-07	1.49606e-05	1.27292e-05	6.47486e-06	8.53219e-06	1.28988e-05	2.3228e-05	6.44746e-06	3.0724e-07	2.5282e-05	2.73899e-05	3.81575e-07	1.91044e-05	8.70151e-06	2.53594e-05	3.14616e-05	2.12074e-05	1.91169e-05	4.84149e-05	1.2791e-05	2.31172e-05	2.74456e-05	3.36753e-05	3.98025e-05	2.64974e-07	1.48803e-05	1.69711e-05	4.82456e-05	2.31348e-05	1.47678e-05	1.2751e-05	2.73535e-05	1.06282e-05	8.49926e-06	3.77802e-05	3.56022e-05	2.95085e-05	3.16114e-05	2.53204e-05	9.58212e-06	1.47853e-05	1.06227e-05	2.92923e-05	3.14375e-05	5.02501e-05	3.35166e-05	1.89607e-05	3.76944e-05	6.42663e-06	6.49808e-06	3.97818e-05	1.26524e-05	6.44442e-06	2.52512e-05	1.46821e-05	1.89612e-05	3.3537e-05	3.13742e-05	2.08922e-05	1.88338e-05	4.18465e-05	1.46367e-05	3.77488e-05	6.36203e-06	1.87946e-05	1.05651e-05	2.18903e-06	2.71898e-05	1.87631e-05	8.36933e-06	8.44319e-06	1.46925e-05	9.42951e-06	6.31383e-06	2.30173e-05	6.41906e-06	2.9262e-05	2.17928e-08	1.67167e-05	1.25477e-05	1.05063e-05
d3_7	0.0036033	6.49276e-06	3.29302e-07	2.09809e-07	1.48779e-05	8.5807e-06	6.54744e-06	2.07527e-07	1.89789e-05	6.41006e-06	1.49644e-05	4.40815e-05	3.17349e-05	1.27167e-05	1.90174e-05	8.59125e-06	4.61292e-05	2.11757e-05	1.90988e-05	3.77433e-05	1.49018e-05	3.366e-05	1.2681e-05	1.4949e-05	2.32385e-05	2.95177e-05	1.27509e-05	2.52582e-05	1.90441e-05	6.61216e-06	1.90971e-05	2.74341e-05	1.47531e-05	1.49159e-05	4.60779e-05	1.89606e-05	3.15693e-05	2.10728e-05	4.61955e-05	1.27869e-05	8.50028e-06	2.93956e-05	2.52166e-05	2.73364e-05	1.90535e-05	2.10974e-05	4.19201e-05	2.10798e-05	3.55985e-05	3.34993e-05	3.13793e-05	3.55872e-05	6.43953e-06	3.34726e-05	6.43597e-06	3.76209e-05	3.44714e-05	1.05959e-05	9.56547e-06	1.4665e-05	2.93277e-05	2.51227e-05	1.25809e-05	1.47564e-05	1.53308e-07	1.88783e-05	1.05565e-07	2.16945e-06	1.2587e-05	2.0997e-05	1.25669e-05	2.71836e-05	2.09033e-05	8.28878e-08	1.26451e-05	6.37641e-08	6.37122e-06	6.31712e-06	1.46645e-05	6.33641e-06	8.36946e-06	1.4599e-05	2.72277e-05
d3_8	0.00262011	1.27391e-05	2.41354e-07	8.58829e-06	1.49196e-05	2.36082e-06	6.5478e-06	6.65008e-06	1.69181e-05	6.44787e-06	3.36915e-05	2.32826e-05	4.19805e-05	2.52374e-05	3.56782e-05	8.63628e-06	1.48867e-05	3.15665e-05	3.99665e-05	3.15287e-05	1.90873e-05	2.09837e-05	2.74743e-05	2.31811e-05	1.69219e-05	2.72971e-05	6.40622e-06	1.2911e-05	2.11555e-05	3.35759e-05	3.78371e-05	3.07612e-07	1.07305e-05	2.9495e-05	1.28574e-05	6.49054e-06	5.01278e-05	5.64616e-05	4.60601e-05	3.12872e-05	2.74239e-05	4.80398e-05	1.90143e-05	5.12073e-05	3.76737e-05	2.93306e-05	1.48381e-05	2.734e-05	2.09867e-05	3.36204e-05	3.35175e-05	3.77208e-05	1.90159e-05	2.92688e-05	2.51669e-05	8.46081e-06	2.09778e-05	3.13363e-05	3.55164e-05	1.46995e-05	4.59569e-05	1.88187e-05	2.50958e-05	7.57184e-08	1.25747e-05	2.0954e-05	3.1292e-05	2.72102e-05	4.38588e-05	8.67932e-08	2.09351e-05	1.25739e-05	6.34361e-06	1.25992e-05	3.06484e-08	1.88857e-05	1.88625e-05	1.46351e-05	8.41993e-06	6.32887e-06	6.26054e-06	4.79686e-08	2.08834e-05
d3_9	0.00196173	4.60627e-05	1.27225e-05	8.60084e-06	2.63735e-07	6.53464e-06	2.73937e-05	6.56424e-06	2.54131e-05	1.28064e-05	6.63035e-06	6.433e-06	2.1223e-05	6.54795e-06	3.9857e-05	8.55911e-06	2.42918e-05	1.08444e-05	1.48712e-05	2.2381e-07	3.14818e-05	3.15005e-05	2.94749e-05	2.32673e-05	2.73382e-05	2.53601e-05	8.61871e-06	1.26787e-05	3.76907e-05	2.32691e-05	2.32741e-05	3.99434e-05	1.6948e-05	5.95932e-05	2.12233e-05	4.19939e-05	2.11522e-05	2.73581e-05	2.51579e-05	2.28375e-06	3.15078e-05	4.40996e-05	1.90266e-05	8.45898e-06	4.39384e-05	2.72955e-05	1.26853e-05	2.732e-05	2.094e-05	5.65689e-05	1.89699e-05	4.60078e-05	1.89741e-05	1.26622e-05	2.51604e-05	8.49789e-06	6.31748e-06	3.13447e-05	1.47113e-05	3.55567e-05	2.23674e-06	1.47331e-05	1.26845e-05	3.35064e-05	2.09407e-05	1.07509e-07	6.3498e-06	1.68334e-05	3.29234e-08	1.2554e-05	8.41614e-06	6.38203e-06	1.46679e-05	1.46711e-05	1.4676e-05	3.21321e-08	1.46036e-05	5.11021e-08	6.32808e-06	6.26816e-06	2.50761e-05	6.30433e-06	1.25463e-05
