	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d2_0	0	0.0989243	0.0477	0.0301238	0.0216343	0.0166006	0.0133555	0.0104898	0.00860021	0.00704932	0.00564918	0.00522923	0.00439723	0.0035718	0.00298356	0.00246004	0.00200436	0.00182087	0.00144707	0.00151277	0.00121487	0.00104428	0.000958294	0.000733554	0.000619673	0.000569604	0.00047001	0.000422184	0.000264127	0.000275538	0.00034247	0.000246304	0.000221675	0.000158576	0.000156747	0.000115697	0.000113486	0.000114512	6.50305e-05	3.07385e-05	5.50772e-05	4.95154e-05	1.79439e-05	2.78497e-05	3.48343e-05	5.03413e-05	2.39656e-05	1.70563e-05	2.37548e-05	2.90654e-05	3.40854e-05	2.35139e-05	4.7989e-05	3.22345e-05	2.69652e-05	1.4674e-05	1.47322e-05	2.16286e-05	5.90651e-06	7.65216e-06	5.90584e-06	2.86129e-05	1.55195e-05	2.15695e-05	1.28977e-05	1.28143e-05	1.63759e-05	2.38338e-06	5.85593e-06	7.5921e-06	1.11129e-05	2.67582e-05	1.80858e-05	9.36701e-06	7.53822e-06	1.80549e-05	1.97494e-05	2.29928e-06	1.79663e-05	1.10661e-05	2.06713e-05	7.57908e-06	5.26556e-07	1.97517e-05	2.49329e-05	1.10115e-05	5.79855e-06	1.27673e-05	1.09928e-05	1.10142e-05	5.80236e-06	1.07328e-05	3.02506e-05	5.83837e-06	3.37721e-05	2.68334e-05	9.34274e-06	1.63329e-05	0.000171266
d2_1	0.103594	0.000139881	5.95421e-05	0.000112811	9.10141e-05	6.47927e-05	8.5755e-05	6.12804e-05	3.16182e-05	4.55565e-05	4.72478e-05	5.60373e-05	6.82687e-05	2.63147e-05	2.2837e-05	7.11846e-06	7.12589e-06	5.39243e-06	1.58412e-05	5.33303e-06	2.28148e-05	7.15222e-06	2.10491e-05	1.05858e-05	1.5871e-05	1.23248e-05	1.4824e-07	1.5851e-05	1.763e-05	1.75621e-05	1.05772e-05	1.05685e-05	5.3348e-06	5.35222e-06	8.88257e-06	1.06121e-05	1.2166e-07	1.5824e-05	1.31938e-07	1.05953e-07	1.23296e-05	5.33593e-06	1.06006e-05	1.08069e-07	8.82166e-06	5.34871e-06	1.19655e-07	1.08555e-07	1.3684e-07	1.87251e-06	5.31584e-06	7.09994e-06	2.27829e-05	8.92837e-08	9.70503e-08	8.87901e-06	1.06026e-05	1.83382e-06	5.35002e-06	7.09892e-06	5.35214e-06	7.06914e-06	9.59581e-07	5.34512e-06	1.06217e-05	2.28125e-05	1.05684e-05	9.65806e-08	1.58147e-05	1.37274e-07	7.10106e-06	8.69985e-08	7.07768e-06	1.84614e-06	5.34581e-06	1.23101e-05	5.33327e-06	9.16671e-08	5.33103e-06	6.75909e-08	1.05693e-05	1.05742e-05	7.08592e-06	5.34953e-06	5.35724e-06	9.80887e-08	1.23284e-05	1.23286e-05	1.85299e-06	1.0573e-05	5.34359e-06	1.49537e-05	1.23779e-07	1.06171e-05	5.34274e-06	1.06133e-05	1.75954e-05	9.44766e-08	6.35662e-05
d2_2	0.0423742	9.97108e-05	7.87616e-05	8.92572e-05	0.000103187	4.73391e-05	3.68382e-05	4.90957e-05	4.90578e-05	4.21021e-05	4.98632e-05	3.68397e-05	5.4244e-05	2.28042e-05	1.75849e-05	2.28314e-05	1.84713e-05	2.63254e-05	4.3789e-05	1.06297e-05	7.17089e-06	1.2337e-05	2.71927e-05	1.23475e-05	7.13432e-06	2.28363e-05	1.0593e-05	5.36206e-06	1.05891e-05	2.80523e-05	1.09714e-07	1.38695e-07	5.37212e-06	5.36596e-06	1.05953e-05	1.23666e-05	5.33992e-06	1.3195e-05	1.3348e-07	1.75774e-05	1.85774e-06	9.98222e-08	2.10467e-05	1.58312e-05	5.37895e-06	9.1745e-08	5.37371e-06	5.3466e-06	1.23258e-05	2.10732e-05	1.58219e-05	1.24858e-07	5.30893e-06	5.34758e-06	5.32861e-06	1.05652e-05	5.36154e-06	5.31852e-06	8.14003e-08	5.34292e-06	5.34717e-06	5.33719e-06	1.04882e-07	7.07544e-06	1.89562e-06	5.35239e-06	1.05765e-05	1.57799e-05	7.95392e-06	1.75754e-05	5.34251e-06	5.32441e-06	7.06951e-06	1.75587e-05	1.58057e-05	7.43353e-08	1.58049e-05	1.82983e-06	5.3441e-06	1.02787e-07	7.05334e-06	1.05806e-05	1.15152e-07	1.05653e-05	1.09323e-07	7.99606e-08	8.8356e-06	2.10727e-05	1.75604e-05	3.62401e-06	7.12893e-06	1.87642e-06	2.63085e-05	1.23554e-05	1.00097e-07	1.0592e-05	1.06197e-07	1.06016e-05	0.000115252
d2_3	0.02341	8.31814e-05	6.12836e-05	9.09909e-05	0.000110225	0.000113657	6.65157e-05	4.03644e-05	4.55289e-05	5.07636e-05	2.62974e-05	2.98466e-05	3.3279e-05	3.50348e-05	3.50549e-05	2.11196e-05	1.75996e-05	2.46033e-05	2.63815e-05	5.37243e-06	2.10728e-05	2.46227e-05	1.41053e-05	1.23447e-05	5.35898e-06	5.37073e-06	1.58349e-05	5.32971e-06	1.0601e-05	1.84461e-05	5.3443e-06	2.28496e-05	1.88244e-06	1.07913e-07	1.0791e-07	1.23361e-05	1.05865e-05	8.843e-06	2.27981e-05	1.93287e-05	1.58208e-05	5.37397e-06	7.95271e-06	1.05845e-05	7.08834e-06	4.48562e-06	7.09638e-06	1.26445e-07	5.35307e-06	1.40892e-05	1.84209e-06	1.58339e-05	1.05913e-05	5.35174e-06	1.05871e-05	7.45235e-08	5.37599e-06	1.01689e-07	1.06931e-07	1.88108e-06	5.35518e-06	1.05619e-05	8.51813e-08	5.3173e-06	7.09737e-06	1.22905e-05	1.05912e-05	1.58279e-05	7.96474e-08	1.23272e-05	1.05818e-05	8.32943e-08	1.85186e-06	5.35147e-06	5.34633e-06	7.37367e-08	9.15959e-08	9.83599e-08	1.75838e-05	1.23274e-05	5.29738e-06	5.32808e-06	5.32532e-06	1.23203e-05	1.58137e-05	1.27206e-07	9.10107e-08	7.10602e-06	7.09066e-06	5.35138e-06	1.23212e-05	1.23563e-05	1.7657e-05	1.05758e-05	1.5843e-05	1.06577e-05	2.10895e-05	1.06463e-05	8.36967e-05
d2_4	0.0145817	0.000134603	0.000139058	6.56554e-05	0.000103216	8.04698e-05	9.61851e-05	4.55438e-05	4.90657e-05	4.20639e-05	3.60147e-05	5.25029e-05	2.45715e-05	4.37656e-05	3.33187e-05	2.98163e-05	1.06363e-05	2.8063e-05	1.23507e-05	1.05898e-05	1.23308e-05	1.58458e-05	3.85608e-05	2.10726e-05	1.23329e-05	1.32531e-05	1.06294e-05	5.34405e-06	1.31336e-07	5.36749e-06	1.05753e-05	1.75835e-05	5.34789e-06	5.3682e-06	5.36529e-06	1.55701e-07	1.07299e-07	5.37824e-06	1.0236e-07	1.23186e-05	1.02974e-07	1.75557e-05	1.05929e-05	1.58477e-05	2.10381e-05	2.10568e-05	5.3212e-06	2.28748e-05	1.23284e-05	1.58015e-05	1.40553e-05	1.23411e-05	1.06045e-05	5.3394e-06	5.32275e-06	1.2345e-05	5.31889e-06	6.2215e-06	1.23036e-05	9.10096e-08	1.93285e-05	7.40052e-08	1.83696e-06	5.33451e-06	3.59569e-06	5.30978e-06	1.85156e-06	1.81549e-06	7.09771e-06	1.05929e-05	1.05975e-05	8.01467e-08	1.22979e-05	5.30145e-06	7.10093e-06	7.06842e-06	7.05819e-06	1.23261e-05	8.49797e-08	5.34305e-06	5.32826e-06	5.33432e-06	1.93234e-05	7.94577e-06	7.08001e-06	7.46888e-08	5.36727e-06	1.23873e-07	1.05521e-05	1.23238e-05	1.06057e-05	5.3612e-06	1.23397e-05	1.23657e-05	1.23395e-05	1.19109e-07	7.09911e-06	1.23819e-05	0.000112538
d2_5	0.00996335	0.000110185	0.000178333	9.96968e-05	9.09514e-05	5.35041e-05	7.69588e-05	5.68814e-05	4.20886e-05	4.5507e-05	5.59947e-05	3.85363e-05	3.32832e-05	2.28304e-05	2.89084e-05	2.28443e-05	3.33016e-05	1.89434e-06	1.75903e-05	1.93681e-05	7.12708e-06	4.11865e-05	2.1123e-05	8.83355e-06	5.33331e-06	5.35074e-06	5.37017e-06	1.58318e-05	5.35035e-06	1.23281e-05	8.87125e-06	1.23203e-05	5.33729e-06	9.90126e-08	1.33016e-07	5.352e-06	2.8065e-05	8.85303e-06	1.87691e-06	1.75572e-05	1.10175e-07	5.3454e-06	7.11171e-06	7.08797e-06	2.10762e-05	5.35048e-06	8.45615e-08	1.5809e-05	1.40537e-05	2.62776e-05	1.85321e-06	1.05782e-05	8.84622e-06	9.80651e-08	1.84712e-06	1.93305e-05	5.33153e-06	2.28095e-05	1.22998e-05	5.32291e-06	1.05739e-05	1.86067e-06	7.06597e-06	1.23375e-05	1.58051e-05	1.83578e-06	5.34215e-06	7.07583e-06	7.88464e-08	9.06503e-08	8.59613e-08	1.75635e-05	8.95145e-08	1.88582e-06	2.62858e-05	5.34328e-06	5.32723e-06	7.07064e-06	5.30696e-06	5.32113e-06	5.34338e-06	5.34475e-06	7.05014e-06	1.75314e-05	7.05453e-06	1.75665e-05	1.76124e-05	8.55337e-08	1.37977e-07	1.05727e-05	5.34749e-06	1.41013e-05	7.9879e-06	1.0656e-05	1.24559e-07	7.09093e-06	1.58591e-05	1.06295e-05	0.000147606
d2_6	0.00702926	0.000119787	7.52697e-05	0.000102278	5.25496e-05	7.87907e-05	5.08231e-05	4.20535e-05	5.8672e-05	4.55533e-05	6.03825e-05	4.02509e-05	5.86316e-05	1.75916e-05	3.85453e-05	1.75865e-05	1.93232e-05	2.632e-05	1.23458e-05	2.11233e-05	5.37572e-06	2.45496e-05	1.23141e-05	1.06079e-05	2.27925e-05	2.80225e-05	5.36424e-06	1.06331e-05	1.93621e-05	2.28458e-05	2.10425e-05	1.05742e-05	3.15835e-05	1.06215e-05	1.05715e-05	5.36134e-06	1.23738e-05	3.15325e-05	7.08333e-06	2.28137e-05	1.75269e-05	1.85067e-06	7.12108e-06	7.102e-06	9.8401e-08	7.10227e-06	1.4049e-05	8.72915e-08	9.02605e-08	5.32142e-06	1.58064e-05	8.5346e-08	5.35729e-06	5.35922e-06	1.58606e-05	1.05823e-05	7.08588e-06	5.32743e-06	1.83338e-06	1.00965e-07	5.32337e-06	1.05859e-05	7.00273e-08	1.58177e-05	1.05889e-05	6.25042e-08	7.10635e-06	1.23239e-05	2.19493e-05	1.231e-05	9.06831e-08	7.05219e-06	1.05893e-05	1.05784e-05	1.23334e-05	1.40541e-05	5.32888e-06	9.76254e-08	1.05775e-05	1.93202e-05	5.32153e-06	1.93273e-05	5.3303e-06	5.34382e-06	7.07516e-06	1.23059e-05	5.31762e-06	9.89087e-08	1.2345e-05	1.9331e-05	1.23385e-05	8.86641e-06	1.45948e-07	7.10486e-06	7.12996e-06	5.38222e-06	1.42914e-07	8.93038e-06	0.000103823
d2_7	0.00546378	0.000127683	0.000108462	7.70564e-05	5.95416e-05	6.73642e-05	8.74669e-05	3.33379e-05	6.47501e-05	3.32848e-05	3.42101e-05	5.07491e-05	2.10798e-05	2.6333e-05	3.32608e-05	4.20546e-05	1.23729e-05	2.19362e-05	2.63266e-05	2.80592e-05	1.58661e-05	1.40994e-05	2.80489e-05	1.8458e-05	4.02961e-05	1.75692e-05	3.60506e-06	2.10694e-05	3.85501e-05	1.58242e-05	1.75552e-05	7.0856e-06	5.36106e-06	5.35716e-06	5.33009e-06	1.58338e-05	5.35528e-06	2.98278e-05	7.9546e-06	2.4558e-05	1.05764e-07	1.88525e-06	7.09862e-06	1.05538e-05	1.75867e-05	1.05923e-05	1.0587e-05	1.05716e-05	1.05825e-05	1.05947e-05	1.05646e-05	7.0636e-06	1.58438e-05	5.30981e-06	7.08079e-06	1.02608e-07	1.05761e-05	1.05709e-05	5.32916e-06	1.75916e-05	1.23525e-05	1.41098e-05	5.30779e-06	5.30085e-06	5.35963e-06	1.05478e-05	7.06933e-06	1.23445e-05	7.48229e-08	5.32924e-06	1.58497e-05	8.80542e-06	1.05983e-05	7.04882e-06	1.23309e-05	5.31692e-06	7.07249e-06	1.05539e-05	5.34329e-06	5.33575e-06	1.75457e-05	7.04235e-06	1.82238e-06	1.23036e-05	8.8321e-06	1.84753e-06	1.05331e-05	7.07379e-06	5.36756e-06	7.14193e-08	3.60687e-06	1.05872e-05	1.06518e-05	1.58621e-05	5.36085e-06	1.18265e-07	1.76305e-05	1.0609e-05	0.000135212
d2_8	0.00438836	0.000115437	8.9193e-05	7.17662e-05	7.34817e-05	4.72643e-05	6.12486e-05	2.462e-05	4.38382e-05	5.60182e-05	3.50864e-05	4.37869e-05	2.62982e-05	2.80678e-05	3.41735e-05	2.63348e-05	2.9799e-05	2.46019e-05	3.8605e-05	4.03261e-05	1.23506e-05	1.06137e-05	1.76278e-05	2.10338e-05	3.50466e-05	2.97868e-05	2.80469e-05	5.37087e-06	2.63362e-05	5.37435e-06	5.33706e-06	7.09645e-06	1.23476e-05	1.05779e-05	2.45966e-05	8.43243e-08	1.58381e-05	1.06002e-05	1.58461e-05	1.05655e-05	8.8438e-06	1.23473e-05	5.3453e-06	1.2316e-05	7.08041e-06	1.23161e-05	2.28296e-05	1.05686e-05	5.32227e-06	3.60572e-06	1.05723e-05	1.87853e-06	1.23201e-05	1.00516e-07	5.33829e-06	1.05598e-05	1.05566e-05	5.31827e-06	1.85577e-06	5.3258e-06	5.35354e-06	1.40747e-05	1.0591e-05	2.27822e-05	2.10679e-05	1.75518e-05	1.23049e-05	1.2324e-05	5.33236e-06	1.23251e-05	1.06e-05	5.32087e-06	1.0542e-05	5.34208e-06	5.35082e-06	1.05817e-05	1.22996e-05	1.23399e-05	2.10492e-05	1.22896e-05	1.05626e-05	2.01824e-05	1.2324e-05	1.32282e-05	1.57973e-05	1.93151e-05	1.4089e-05	1.31928e-05	7.09833e-06	2.283e-05	2.98083e-05	1.58709e-05	1.85364e-06	1.2376e-05	7.12951e-06	7.13114e-06	1.4195e-05	2.63203e-05	0.000138125
d2_9	0.0034485	0.000111873	0.000138092	9.61874e-05	7.17268e-05	7.34769e-05	5.25823e-05	6.47423e-05	4.38203e-05	5.42463e-05	2.80293e-05	4.64294e-05	4.55018e-05	2.10696e-05	3.15325e-05	2.63223e-05	2.10625e-05	3.85411e-05	2.98693e-05	1.76032e-05	5.35113e-06	2.97738e-05	1.40902e-05	2.97919e-05	8.88912e-06	1.05863e-05	1.75894e-05	1.03275e-07	1.05886e-05	1.88484e-06	1.05811e-05	1.23021e-05	5.33679e-06	1.3607e-07	7.10207e-06	2.63221e-05	1.58336e-05	2.98197e-05	1.23908e-05	1.58087e-05	7.66607e-08	1.05757e-05	9.83776e-08	5.34893e-06	1.75598e-05	5.33342e-06	7.05659e-06	1.66916e-05	6.26476e-08	2.28549e-05	2.1069e-05	9.81429e-08	1.75344e-05	5.36097e-06	8.57661e-08	7.07924e-06	2.45546e-05	5.3555e-06	7.01101e-08	1.58412e-05	1.5818e-05	1.58141e-05	5.31991e-06	1.58223e-05	1.23553e-05	1.23084e-05	1.05967e-05	1.056e-05	5.37026e-06	2.10407e-05	1.23613e-05	1.84424e-06	1.00494e-07	1.23539e-05	5.29877e-06	1.23422e-05	7.07223e-06	1.75471e-05	5.33113e-06	1.08042e-07	2.27986e-05	5.31828e-06	1.20392e-07	7.11025e-06	1.58221e-05	1.23798e-05	1.05699e-05	5.33363e-06	1.23484e-05	1.23612e-05	4.38458e-05	1.23422e-05	2.28646e-05	1.58113e-05	1.89981e-06	1.7574e-05	2.81066e-05	1.7648e-05	0.000147612
