	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94
d3_0	0	0.010755	0.00616585	0.00448233	0.00377934	0.00331326	0.00302903	0.00287023	0.00245738	0.00236988	0.00242393	0.00232807	0.00222948	0.00225502	0.00224672	0.00214789	0.00218713	0.00199816	0.00184212	0.00193396	0.00209088	0.00191554	0.00182837	0.00187661	0.00189371	0.00185348	0.00197945	0.00187274	0.00195742	0.00191042	0.0017181	0.00188855	0.00191152	0.00180903	0.00177794	0.00192364	0.00175638	0.00176635	0.0017337	0.00179507	0.0018162	0.00163849	0.0017621	0.00173104	0.0016934	0.00181633	0.00168447	0.00151995	0.00164392	0.00157667	0.00164136	0.00179968	0.00152842	0.00158665	0.0017249	0.00155383	0.0015945	0.00169191	0.00165387	0.00169974	0.00145323	0.00163233	0.00172827	0.00159562	0.00169326	0.00179652	0.00159716	0.00162823	0.00162615	0.00162356	0.00163557	0.00170026	0.00153186	0.0015411	0.00150647	0.00152069	0.00156918	0.0013848	0.00160462	0.00165227	0.00154097	0.00152977	0.00142497	0.00140336	0.00150317	0.00144801	0.00146273	0.00143209	0.00155882	0.00140629	0.00153186	0.00155095	0.00148752	0.00141088	0.161017
d3_1	0.0731549	1.62679e-05	6.51087e-06	2.63056e-09	6.51186e-06	5.41779e-09	0	2.47132e-09	5.73716e-09	6.49638e-06	6.49728e-06	0	2.16752e-09	6.50072e-06	2.17529e-06	2.17551e-06	2.18037e-06	0	6.59871e-10	2.16781e-06	6.50298e-06	8.66474e-06	4.66161e-09	6.28845e-09	0	0	1.51608e-05	1.73617e-08	1.95154e-05	8.66902e-06	3.92003e-10	1.23139e-10	0	6.24089e-10	1.02526e-09	6.50793e-06	1.29404e-09	1.245e-08	6.53774e-09	6.49506e-06	1.12868e-09	8.66409e-06	3.21889e-09	1.94928e-05	4.62346e-09	0	4.34802e-09	3.34231e-09	8.67365e-06	0	6.51462e-06	1.29978e-05	7.64936e-09	7.28925e-09	0	1.46358e-09	3.40711e-09	8.67109e-06	6.49966e-06	2.1667e-05	2.44564e-09	6.50296e-06	1.33387e-08	1.30084e-05	2.14947e-09	6.50013e-06	0	1.30081e-05	0	6.50243e-06	6.49544e-06	2.22461e-09	1.95081e-05	1.88105e-09	8.67122e-06	1.51692e-05	9.16467e-09	6.51748e-06	6.50474e-06	0	6.50701e-06	8.67655e-06	7.72254e-09	8.67692e-06	6.50402e-06	1.02632e-08	1.30006e-05	3.7083e-09	6.50781e-06	0	6.50477e-06	6.49988e-06	6.50031e-06	7.43316e-09	0.000598021
d3_2	0.0315035	1.31277e-08	6.51163e-06	8.68046e-06	6.50447e-06	1.51759e-05	0	8.47844e-09	1.30114e-05	6.50325e-06	2.17312e-06	7.20856e-09	6.4978e-06	1.27901e-09	2.59483e-09	1.94967e-05	6.51021e-06	0	4.20232e-09	2.17322e-06	4.71064e-09	5.59752e-09	0	0	4.9142e-09	9.75022e-06	0	0	1.20524e-08	1.51745e-05	1.06589e-08	7.22407e-09	6.51011e-06	6.50321e-06	1.30011e-05	6.49551e-06	8.68424e-06	2.38449e-09	0	0	6.44968e-09	0	1.30046e-05	6.3858e-10	5.02351e-09	2.28242e-09	6.50055e-06	1.0394e-08	4.77213e-09	6.49683e-06	6.51031e-06	6.49522e-06	0	1.3e-09	1.30071e-05	1.37497e-08	4.58597e-09	6.50253e-06	2.1763e-06	6.98284e-10	2.1722e-06	6.50393e-06	1.95021e-05	6.50024e-06	1.31264e-08	4.61778e-09	6.50601e-06	2.86301e-09	9.38173e-09	8.67561e-06	2.09864e-09	6.50827e-06	6.50682e-06	0	7.00209e-10	4.55589e-09	6.52489e-06	8.66899e-06	3.763e-10	8.67395e-06	6.50755e-06	3.39719e-09	2.85148e-09	1.3441e-09	2.16887e-06	8.66853e-06	2.17726e-06	1.5173e-05	2.0906e-08	2.17114e-06	0	6.50643e-06	1.94951e-05	2.17532e-06	0.000611063
d3_3	0.0181337	0	9.31146e-09	5.66666e-09	1.30088e-05	3.53794e-09	6.51883e-06	1.51708e-05	6.5011e-06	0	8.65653e-06	2.13365e-09	2.17946e-06	1.5164e-05	6.497e-06	8.20379e-09	6.49263e-06	1.94969e-05	1.09971e-08	9.99178e-09	8.21665e-09	1.3003e-05	6.50439e-06	6.50334e-06	8.54881e-09	6.50257e-06	9.36868e-10	3.7219e-09	8.67765e-06	6.50196e-06	1.84016e-09	0	1.08109e-08	1.08433e-05	0	1.30022e-05	6.71973e-09	1.51727e-05	0	2.7719e-08	1.08207e-05	2.18265e-06	8.66816e-06	5.58001e-09	6.2235e-09	9.40795e-09	0	1.22436e-08	6.40578e-09	1.30046e-05	0	2.16662e-05	2.90335e-09	1.30057e-05	1.30013e-05	6.50457e-06	6.49853e-06	6.51853e-06	4.41857e-09	4.12988e-09	1.95028e-05	8.6524e-10	1.29997e-05	6.50956e-06	1.29954e-05	9.2184e-09	6.14686e-09	8.6665e-06	1.22875e-09	0	2.38306e-05	0	6.49979e-06	4.77869e-09	4.60886e-09	1.31688e-09	1.64237e-08	8.66275e-06	6.50701e-06	2.16657e-05	0	4.34403e-06	5.51525e-11	3.14338e-10	1.30133e-05	0	1.81123e-09	6.49926e-06	9.78151e-09	1.79665e-09	0	0	0	0	0.000591575
d3_4	0.0116961	2.56006e-09	2.82668e-09	6.50359e-06	1.86522e-09	1.09653e-06	8.94536e-09	6.50063e-06	8.6248e-10	6.91053e-09	6.49561e-06	6.86667e-09	0	1.56383e-08	1.51667e-05	1.30009e-05	8.68251e-06	2.19075e-06	0	1.01465e-08	6.519e-06	1.77185e-09	2.17492e-06	8.79575e-09	8.668e-06	6.5031e-06	0	6.51687e-06	8.67864e-06	8.67184e-06	6.50667e-06	1.81276e-09	1.51833e-05	6.4924e-06	5.08676e-10	0	8.98453e-09	8.6768e-06	6.50287e-06	6.51385e-06	2.90622e-09	4.35399e-06	1.0756e-09	6.49831e-06	2.17758e-06	0	1.29992e-05	1.29996e-05	8.63687e-09	0	1.52202e-09	6.50379e-06	8.66649e-06	0	6.49736e-06	1.203e-08	1.29927e-05	8.68221e-06	0	6.49655e-06	3.97641e-09	2.16709e-06	0	5.14845e-09	1.30045e-05	6.49433e-06	1.40942e-09	2.1733e-06	1.15719e-08	6.50796e-06	6.61062e-09	1.30027e-05	0	1.51632e-05	1.04779e-09	2.50024e-09	0	1.95044e-05	7.30443e-09	1.30055e-05	6.50944e-06	1.51606e-05	1.30017e-05	6.50028e-06	6.50133e-06	6.49498e-06	2.17621e-06	6.50463e-06	2.39219e-09	1.66131e-08	2.17311e-06	6.5011e-06	6.49334e-06	8.67329e-06	0.000632719
d3_5	0.00808108	6.49348e-06	4.49702e-09	8.49411e-09	1.23793e-09	2.14835e-08	2.36939e-09	6.50177e-06	1.45813e-09	6.50098e-06	8.05606e-09	1.04543e-08	8.82081e-09	6.51201e-06	7.71567e-10	0	2.01119e-08	2.55415e-09	3.40475e-09	5.7237e-09	6.85558e-09	6.50261e-06	5.04182e-09	2.17549e-06	0	2.18127e-06	0	7.1728e-09	3.44017e-09	6.50574e-06	2.17126e-06	6.49636e-06	1.30096e-05	1.32681e-10	0	8.66416e-06	8.6685e-06	1.30028e-05	6.2588e-09	0	6.5058e-06	1.30042e-05	6.50928e-06	0	1.51731e-05	3.81862e-09	0	1.75563e-08	1.94997e-05	3.05053e-09	0	0	2.33629e-10	0	3.86088e-09	0	8.91292e-09	2.16811e-06	8.66681e-06	1.95052e-05	1.84361e-08	8.67198e-06	0	6.50142e-06	1.66877e-09	7.02855e-09	2.79409e-10	9.99478e-09	8.67385e-06	2.1667e-05	0	6.50674e-06	9.32853e-09	4.27222e-09	4.03186e-11	1.30079e-05	2.16413e-06	2.38279e-05	3.19965e-09	0	7.44686e-10	3.21186e-09	1.34073e-09	8.83131e-11	3.56552e-09	8.66925e-06	0	1.08374e-05	6.51434e-06	2.05651e-08	1.51733e-05	5.66184e-09	6.4932e-06	0	0.000715045
d3_6	0.00602279	8.66299e-06	1.91461e-08	6.51013e-06	0	6.50317e-06	6.51169e-06	8.67132e-06	2.16704e-06	5.75686e-09	8.89893e-09	6.50063e-06	3.69957e-09	6.50327e-06	7.86288e-10	6.50382e-06	6.50094e-06	8.67471e-06	3.26077e-06	2.17963e-06	5.97573e-09	6.50815e-06	4.53337e-09	1.28587e-08	1.14026e-09	8.66498e-06	0	6.39748e-09	6.50245e-06	1.29943e-05	2.16696e-05	7.35839e-09	6.05598e-09	2.17844e-06	0	0	6.51087e-06	6.49633e-06	4.69407e-09	1.54673e-08	1.51612e-05	1.30176e-05	3.27719e-09	2.34956e-08	1.51634e-05	6.49891e-06	6.50608e-06	2.17341e-06	0	1.55637e-09	0	6.50204e-06	1.43112e-09	4.72764e-09	0	6.49972e-06	6.49826e-06	8.82629e-09	2.17579e-06	8.66781e-06	1.95372e-09	0	6.50487e-06	0	6.50425e-06	6.49955e-06	0	1.6497e-08	6.5104e-06	5.63592e-09	6.50196e-06	8.66283e-06	2.17794e-06	6.49937e-06	1.94966e-05	0	1.30064e-05	8.66252e-06	2.17602e-06	6.50894e-06	1.95004e-05	3.88785e-09	9.18763e-09	6.5094e-06	3.76123e-09	6.5065e-06	6.50348e-06	0	8.67169e-06	0	6.50825e-06	6.50517e-06	6.50965e-06	2.18475e-06	0.000630582
d3_7	0.0044579	6.69742e-09	1.08409e-05	2.17325e-06	6.51718e-06	7.10514e-10	8.66054e-06	1.30016e-05	2.17501e-06	0	4.32657e-09	2.31073e-09	3.18496e-09	8.97049e-10	7.77324e-09	8.13384e-09	2.16673e-06	0	8.6752e-06	3.21845e-09	0	1.51749e-05	1.2994e-05	6.50045e-06	1.51671e-05	7.42006e-10	1.13845e-08	6.00698e-11	1.51666e-05	0	6.49775e-06	8.683e-06	1.53526e-09	1.79826e-09	6.50851e-06	6.50158e-06	1.1051e-08	2.18304e-06	0	6.50658e-06	1.95383e-09	1.29985e-05	1.30088e-05	8.6877e-06	1.9489e-05	2.17388e-06	8.67025e-06	4.75932e-09	6.51006e-06	8.03768e-10	6.49541e-06	7.54352e-09	8.51701e-09	6.50225e-06	6.49951e-06	1.95016e-05	2.1733e-06	1.30005e-05	6.50233e-06	2.18536e-06	0	6.49348e-06	2.17163e-06	4.86515e-09	1.20055e-08	3.36062e-09	6.50677e-06	6.50132e-06	6.50173e-06	9.2202e-09	6.51531e-06	8.67176e-06	0	8.67563e-06	6.49894e-06	0	0	6.50082e-06	8.6676e-06	6.50266e-06	8.66728e-06	2.67469e-09	6.50389e-06	0	9.48792e-09	4.7281e-09	2.58828e-10	1.26338e-09	1.29963e-05	1.29877e-05	1.28171e-08	6.50266e-06	6.51753e-06	6.50087e-06	0.000667408
d3_8	0.00341775	5.76713e-09	1.30075e-05	1.08377e-05	2.17222e-06	6.44132e-09	6.50683e-06	0	6.42742e-09	0	4.72997e-10	1.29992e-05	2.12683e-08	7.51265e-10	6.50174e-06	9.67784e-09	6.50305e-06	1.29989e-05	6.49728e-06	6.49559e-06	1.32677e-08	2.18136e-06	8.66897e-06	0	1.23367e-08	6.5047e-06	8.05922e-09	3.45365e-09	0	0	4.16456e-09	8.67994e-06	6.50263e-06	2.34235e-09	6.60427e-09	6.50033e-06	6.50489e-06	6.50241e-06	0	1.21355e-09	0	1.84351e-09	8.65903e-06	8.75559e-09	9.43483e-10	6.49819e-06	6.50409e-06	9.12232e-09	6.50194e-06	2.94759e-09	6.49935e-06	6.50304e-06	8.68645e-06	5.26857e-09	1.73345e-05	0	2.30531e-09	3.08698e-09	6.50094e-06	1.30041e-05	5.02646e-09	4.3954e-09	6.50255e-06	2.80269e-10	6.50127e-06	0	1.9509e-05	6.49839e-06	0	1.05087e-08	8.61224e-10	3.17321e-09	6.49981e-06	1.2357e-09	2.87268e-09	6.50316e-06	0	7.49526e-09	6.52256e-06	8.93016e-09	6.5074e-06	8.44906e-09	4.17127e-09	6.50346e-06	1.30035e-05	8.66483e-06	1.2988e-05	2.57465e-09	1.02625e-08	7.25007e-09	6.50647e-06	0	6.49967e-06	2.16664e-05	0.000680341
d3_9	0.00287198	1.39377e-09	6.4924e-06	1.95035e-05	1.51618e-05	1.30089e-05	2.16779e-05	2.6136e-09	6.50559e-06	6.50311e-06	2.19534e-08	5.37367e-09	5.50082e-09	2.17204e-06	6.51437e-06	0	0	8.11982e-09	0	6.50237e-06	6.50246e-06	1.71441e-09	5.17835e-10	1.49485e-08	5.1848e-09	8.6751e-06	1.30079e-05	5.86931e-09	2.17558e-06	7.89564e-11	1.08409e-05	0	3.77963e-09	6.23261e-09	1.09937e-06	5.42541e-09	1.06356e-09	1.35126e-08	6.51196e-06	1.29939e-05	4.15905e-09	1.51684e-05	6.50999e-06	3.4656e-09	0	2.86261e-09	4.33746e-06	1.21545e-08	0	2.17442e-06	6.49266e-06	1.516e-05	6.53014e-09	6.4924e-06	2.17818e-06	3.92439e-09	1.09831e-08	2.16686e-09	2.17784e-06	1.73293e-09	4.34461e-06	2.17472e-06	1.83377e-08	6.51066e-06	2.18201e-06	1.11012e-08	2.17727e-06	1.51764e-05	0	6.4989e-06	1.76812e-09	1.5433e-09	2.18527e-06	0	1.08476e-05	1.08317e-05	5.99648e-09	8.65878e-06	0	2.7918e-09	1.68393e-09	6.60365e-09	1.95124e-05	4.87507e-09	0	0	1.91762e-09	6.49532e-06	2.52237e-09	6.4924e-06	6.50479e-06	6.5136e-06	6.50684e-06	6.51333e-06	0.000673986
