	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62	d1_63	d1_64	d1_65	d1_66	d1_67	d1_68	d1_69	d1_70	d1_71	d1_72	d1_73	d1_74	d1_75	d1_76	d1_77	d1_78	d1_79	d1_80	d1_81	d1_82	d1_83	d1_84	d1_85	d1_86	d1_87	d1_88	d1_89	d1_90	d1_91	d1_92	d1_93	d1_94	d1_95	d1_96	d1_97	d1_98
d2_0	0	0.0989001	0.0475984	0.0305308	0.0215759	0.0162883	0.0130132	0.0104687	0.0083017	0.00697115	0.00586099	0.00502698	0.00398014	0.00323487	0.00293437	0.00240055	0.00213334	0.00172104	0.00149156	0.00135019	0.000995751	0.000950586	0.00082908	0.000757833	0.000586106	0.000475426	0.000447018	0.000347612	0.000319112	0.000242561	0.000254048	0.000208217	0.00023801	0.000143806	0.000118143	0.000117029	9.27395e-05	0.000115713	8.27984e-05	5.76917e-05	5.16633e-05	5.49827e-05	5.12171e-05	4.04086e-05	3.45503e-05	4.51774e-05	4.7635e-05	3.97068e-05	3.42584e-05	2.37556e-05	1.67503e-05	2.17385e-05	1.66952e-05	6.14079e-06	1.12872e-05	7.89898e-07	7.75179e-06	1.64985e-05	1.64416e-05	1.64611e-05	1.65325e-05	2.17553e-05	1.29434e-05	1.11294e-05	1.20317e-05	1.81745e-05	7.63354e-06	1.29316e-05	1.29202e-05	5.92685e-06	1.29132e-05	1.46533e-05	1.639e-05	1.81235e-05	5.86133e-06	1.28918e-05	1.28178e-05	2.86249e-05	5.35799e-07	2.33896e-05	1.45655e-05	2.07337e-05	5.33607e-07	2.33793e-06	1.81289e-05	2.33816e-05	1.20169e-05	2.34466e-05	2.87205e-05	5.80021e-06	4.79568e-05	2.34256e-05	7.72087e-06	1.998e-05	4.97118e-05	1.28721e-05	1.12087e-05	7.65494e-06	0.000158131
d2_1	0.103701	9.99617e-05	9.90709e-05	7.19251e-05	0.000122648	9.99341e-05	5.44313e-05	7.01415e-05	6.92769e-05	2.63688e-05	5.61293e-05	4.21419e-05	4.04052e-05	3.34189e-05	1.84948e-05	3.63333e-06	3.07924e-05	1.06644e-05	3.07322e-05	2.9896e-05	7.10916e-06	1.2814e-07	2.64323e-05	1.76133e-05	5.4139e-06	5.38748e-06	1.23885e-05	5.36576e-06	2.116e-05	7.12483e-06	1.2381e-05	1.23708e-05	1.06259e-05	7.11795e-06	1.06234e-05	8.87919e-06	5.38132e-06	1.06147e-05	1.06376e-05	1.2202e-07	5.39722e-06	9.13727e-08	8.90378e-06	1.41462e-05	1.02782e-07	1.40641e-07	7.08775e-06	5.3282e-06	1.16461e-07	1.85494e-06	1.87684e-06	1.23129e-05	1.87628e-06	1.02287e-07	5.373e-06	5.36653e-06	5.35099e-06	7.11552e-06	1.84512e-06	1.06081e-05	7.61658e-08	5.33912e-06	6.99735e-08	5.36718e-06	1.06392e-05	1.82823e-06	1.05965e-05	5.3039e-06	8.87396e-06	6.5552e-08	3.8623e-05	7.70311e-08	1.12462e-07	1.2348e-05	1.85983e-06	8.89713e-06	7.1533e-06	7.9254e-08	1.0628e-05	1.06634e-05	1.05662e-05	1.28772e-07	7.1371e-06	1.15128e-05	5.37114e-06	1.06135e-07	5.37321e-06	2.37554e-05	5.36425e-06	1.06018e-07	1.62104e-07	1.23756e-05	1.58453e-05	1.1149e-07	1.08716e-07	5.39937e-06	1.24122e-05	5.40423e-06	0.000123522
d2_2	0.0425947	0.000143741	8.2434e-05	0.00011392	7.89876e-05	6.14133e-05	5.09508e-05	7.54051e-05	7.01316e-05	2.28703e-05	3.34513e-05	1.24213e-05	4.39045e-05	4.0439e-05	2.90639e-05	2.11073e-05	1.59146e-05	1.06697e-05	7.13691e-06	1.67993e-05	2.46024e-05	1.59008e-05	3.85859e-05	1.23757e-05	1.94105e-05	5.39269e-06	1.23496e-05	1.24189e-05	7.08146e-06	1.59252e-05	1.58862e-05	2.11623e-05	1.2991e-07	8.01055e-06	3.6403e-06	1.23931e-05	2.46467e-05	7.12619e-06	1.90951e-06	5.37932e-06	1.12425e-07	5.35405e-06	1.06307e-05	9.78989e-08	5.34513e-06	1.51149e-07	5.41486e-06	9.42962e-08	1.06704e-05	1.94685e-06	1.23878e-05	6.23727e-06	5.3744e-06	1.41183e-05	1.85043e-05	1.23741e-05	1.23492e-05	1.06014e-05	5.34109e-06	5.38248e-06	7.12183e-06	1.03429e-07	7.09752e-06	7.98194e-06	1.05885e-05	8.59174e-08	2.75e-06	5.3511e-06	1.05835e-05	1.93983e-05	1.75932e-05	8.82635e-08	1.76177e-05	5.32817e-06	1.09799e-07	5.37646e-06	5.38666e-06	7.09222e-06	1.85182e-06	1.04373e-07	1.23931e-05	7.80993e-08	1.12771e-07	1.58944e-05	1.12202e-07	7.1212e-06	1.20756e-07	5.38848e-06	7.11405e-06	5.34962e-06	1.263e-07	5.37333e-06	5.39102e-06	1.06313e-05	7.19145e-06	1.5908e-05	1.76373e-05	7.73097e-06	9.02285e-05
d2_3	0.0235473	9.29577e-05	7.18954e-05	8.24397e-05	4.56317e-05	7.54155e-05	5.43895e-05	6.13926e-05	4.91548e-05	8.06578e-05	4.48205e-05	3.34008e-05	2.63944e-05	4.04543e-05	5.26196e-05	5.39205e-06	3.68856e-05	3.51991e-05	2.28828e-05	5.38072e-06	2.64005e-05	1.36972e-07	1.23954e-05	2.28528e-05	7.15634e-06	1.76761e-05	1.94227e-05	5.36122e-06	1.23632e-05	8.94478e-06	1.06408e-05	5.38787e-06	1.24118e-05	1.35993e-07	1.20406e-07	5.37967e-06	1.23709e-05	2.81687e-05	1.06485e-05	1.33188e-05	1.05959e-05	8.08369e-08	1.05941e-05	5.35632e-06	1.50694e-07	1.41343e-05	5.36433e-06	1.58651e-05	5.34211e-06	5.399e-06	7.1019e-06	3.62463e-06	1.06111e-05	5.39305e-06	5.33878e-06	2.11364e-05	5.3326e-06	5.37072e-06	1.06378e-07	5.34666e-06	1.05837e-05	2.28965e-05	1.1354e-07	1.06233e-05	1.5823e-05	1.16812e-07	1.76193e-05	1.75765e-05	1.14497e-07	5.34158e-06	5.31494e-06	5.34267e-06	9.31642e-08	5.38396e-06	1.05802e-05	2.1139e-05	5.36169e-06	1.19124e-07	5.98494e-08	7.13228e-06	7.54183e-08	1.34748e-07	5.34989e-06	1.91256e-06	7.09535e-06	1.07059e-07	1.91384e-06	1.23906e-05	2.11798e-05	6.88007e-08	9.77569e-06	2.11578e-05	1.5705e-07	1.06373e-05	5.38212e-06	8.8718e-06	1.41479e-05	5.45674e-06	0.000120007
d2_4	0.0146225	0.000120901	4.39142e-05	7.53988e-05	7.28175e-05	0.000123534	5.96825e-05	8.41741e-05	3.17483e-05	4.38997e-05	7.01285e-05	3.16513e-05	1.76647e-05	2.98694e-05	4.56637e-05	1.7667e-05	2.1118e-05	2.11309e-05	2.98917e-05	1.76567e-05	1.06351e-05	2.46735e-05	1.06371e-05	1.06372e-05	5.37884e-06	1.37426e-07	2.46295e-05	5.36095e-06	2.99424e-05	1.5916e-05	5.39203e-06	5.41191e-06	5.36601e-06	5.35565e-06	1.9449e-05	1.06284e-05	1.3228e-07	1.58831e-05	2.45988e-05	1.23993e-05	1.42959e-07	1.58679e-05	1.13664e-07	5.40195e-06	8.9293e-06	1.0605e-05	8.38472e-08	5.38027e-06	1.41349e-05	1.05427e-07	5.36584e-06	8.1095e-08	1.06005e-05	2.11369e-05	1.05877e-05	7.14654e-06	5.38843e-06	1.85133e-06	9.39893e-08	5.34171e-06	1.14728e-07	5.36303e-06	5.36552e-06	8.87429e-06	5.38135e-06	1.06233e-05	7.10448e-06	7.09553e-06	7.24888e-08	7.50816e-08	7.75202e-08	5.34102e-06	7.12064e-06	1.05996e-05	6.80914e-08	7.12009e-06	7.31754e-08	7.10353e-06	1.06064e-05	1.35867e-07	5.34413e-06	5.3342e-06	1.87339e-06	5.34183e-06	7.10585e-06	5.36251e-06	7.10245e-06	1.93764e-05	7.13666e-06	7.10718e-06	1.0618e-05	1.53779e-07	1.87551e-06	7.14467e-06	4.5375e-06	1.06579e-05	2.46726e-05	3.87096e-05	9.64414e-05
d2_5	0.00986488	0.000127891	0.000107822	9.82501e-05	0.000140128	8.23851e-05	0.000101652	5.09828e-05	3.52477e-05	5.43672e-05	3.86516e-05	3.8645e-05	5.61236e-05	1.06132e-05	1.93902e-05	4.21997e-05	2.81065e-05	7.15143e-06	1.59198e-05	5.43642e-06	1.7632e-05	5.38901e-06	1.64984e-07	2.81355e-05	5.37859e-06	2.11246e-05	1.28993e-07	1.23556e-05	7.11305e-06	1.93752e-05	2.11834e-05	2.11474e-05	7.11232e-06	1.85187e-05	2.2891e-05	1.24376e-05	5.3602e-06	1.23877e-05	1.06554e-05	1.06385e-05	7.15088e-06	5.33817e-06	8.54543e-08	7.12932e-06	1.06063e-05	3.62591e-06	1.93266e-05	5.34532e-06	7.12541e-06	1.05337e-07	1.58856e-05	1.06738e-07	5.37243e-06	7.18467e-08	3.16594e-05	8.81802e-08	1.84836e-06	5.33952e-06	9.37947e-08	6.21563e-06	1.06415e-05	1.04814e-07	1.58567e-05	8.92294e-06	1.23486e-05	7.11884e-06	1.23795e-05	5.34175e-06	1.85973e-06	1.58326e-05	1.85471e-06	1.23483e-05	7.08895e-06	5.36329e-06	1.06386e-05	9.06867e-08	5.42689e-06	5.34399e-06	7.13834e-06	5.36749e-06	5.35495e-06	1.58627e-05	1.76363e-05	1.46546e-07	1.41663e-07	1.06197e-05	7.09711e-06	1.51296e-07	5.36665e-06	7.1682e-06	5.38056e-06	7.12195e-06	1.06373e-05	7.12282e-06	1.06382e-05	1.94351e-05	1.5858e-05	5.46005e-06	0.000135833
d2_6	0.0073634	0.000105165	7.71794e-05	9.28992e-05	7.63251e-05	3.51245e-05	8.23874e-05	6.66553e-05	4.21602e-05	4.91858e-05	8.06576e-05	3.16606e-05	3.86916e-05	3.68909e-05	2.90406e-05	3.68903e-05	1.58838e-05	2.99607e-05	2.98796e-05	2.28447e-05	5.43112e-06	1.066e-05	1.41084e-05	1.94192e-05	1.06383e-05	1.4184e-05	2.11434e-05	1.34089e-07	1.09957e-07	8.87566e-06	1.5655e-07	7.77108e-08	1.23893e-05	7.13215e-06	1.32997e-05	2.64054e-05	1.05878e-05	1.23787e-05	1.06315e-05	5.39157e-06	5.35313e-06	5.3552e-06	5.3962e-06	5.33029e-06	7.64837e-08	5.38686e-06	5.38518e-06	5.34864e-06	1.06062e-05	1.58636e-05	1.0617e-05	1.88362e-06	2.29076e-05	7.93218e-08	1.85367e-06	5.37996e-06	5.35469e-06	1.1283e-07	7.11699e-06	8.5288e-08	5.32657e-06	1.411e-05	1.87307e-06	5.35166e-06	7.13336e-06	1.41137e-05	1.19087e-07	2.1106e-05	7.16371e-06	5.37415e-06	1.16935e-07	8.13791e-08	1.58648e-05	8.25975e-08	2.76265e-06	5.31791e-06	3.58655e-06	1.23643e-05	5.34178e-06	1.82543e-06	7.11495e-06	9.19988e-08	8.85864e-06	1.06259e-05	5.38128e-06	5.3652e-06	1.23888e-05	1.83621e-06	2.28799e-05	5.36356e-06	1.77185e-05	1.06276e-05	1.06554e-05	1.94377e-05	1.06895e-05	2.29227e-05	1.76444e-05	5.42723e-06	0.000211248
d2_7	0.00544358	0.000184799	7.19248e-05	5.53179e-05	0.000110467	6.66899e-05	3.43546e-05	0.000101597	4.21578e-05	6.31376e-05	5.7928e-05	4.56626e-05	1.94352e-05	4.21077e-05	2.46895e-05	2.02417e-05	1.76595e-05	3.25028e-05	5.41931e-06	2.28534e-05	1.24092e-05	1.58864e-05	1.58787e-05	1.06811e-05	2.28554e-05	2.72656e-05	1.41157e-05	7.18222e-06	7.12916e-06	5.38512e-06	1.06203e-05	7.09691e-06	7.1883e-06	2.29114e-05	2.81567e-05	5.36395e-06	2.64017e-05	1.23845e-05	1.88076e-06	5.36069e-06	1.41392e-05	2.99222e-05	1.58729e-05	5.3452e-06	1.58517e-05	5.36419e-06	7.1156e-06	1.23345e-05	3.63595e-06	2.729e-06	1.06278e-05	1.58493e-05	1.88066e-06	7.09419e-06	1.06073e-05	9.66731e-08	1.58968e-05	7.17838e-08	1.38748e-07	1.05761e-05	2.10733e-05	9.88666e-07	1.23981e-05	7.08575e-06	1.06063e-05	1.76085e-05	5.37628e-06	1.40937e-05	7.13607e-06	1.75802e-05	1.76277e-05	1.23124e-05	1.23531e-05	1.93745e-05	5.34916e-06	1.23823e-05	5.36019e-06	5.35796e-06	1.93884e-05	5.38837e-06	9.8118e-06	5.35091e-06	4.51652e-06	1.58376e-05	1.93566e-05	1.84883e-06	1.06377e-05	1.06485e-07	2.81243e-05	1.33344e-05	1.06137e-05	5.46245e-06	5.38188e-06	1.94039e-05	1.94761e-05	4.58041e-06	1.0684e-05	1.24566e-05	0.000145434
d2_8	0.00449625	0.000110435	7.19408e-05	8.33546e-05	5.79016e-05	4.39365e-05	5.09475e-05	4.73811e-05	7.37064e-05	6.1401e-05	3.86472e-05	2.98904e-05	3.69468e-05	5.09037e-05	1.59239e-05	1.41638e-05	2.11782e-05	3.16472e-05	3.33671e-05	4.04315e-05	2.10961e-05	2.9843e-05	1.93289e-05	1.4126e-05	5.35476e-06	2.28516e-05	2.55603e-05	1.06625e-05	2.28816e-05	1.76516e-05	1.58433e-05	7.15789e-06	7.09225e-06	8.00082e-06	1.06484e-05	1.0637e-05	1.33219e-07	7.07497e-06	7.10996e-06	3.52175e-05	1.23957e-05	5.3731e-06	2.11341e-05	7.15299e-06	2.45911e-05	1.87976e-06	7.18477e-06	2.29158e-05	5.35517e-06	1.05857e-05	5.38049e-06	7.10643e-06	9.5236e-08	1.23884e-05	7.09664e-06	1.86954e-06	1.5874e-05	1.87163e-06	8.87223e-08	1.00928e-07	2.99214e-05	5.37528e-06	1.06599e-05	5.37925e-06	1.05974e-05	1.06394e-05	5.34189e-06	1.05938e-05	8.42593e-08	9.78324e-06	1.24018e-05	7.12048e-06	1.05884e-05	1.76044e-05	2.46656e-05	7.08379e-06	1.93531e-05	1.06106e-05	1.06617e-05	1.06424e-05	1.05983e-05	5.32654e-06	1.06315e-05	1.41782e-05	1.2373e-05	1.06804e-05	1.0615e-05	1.59318e-05	5.34831e-06	5.41193e-06	1.24473e-05	1.76404e-05	1.24059e-05	2.03023e-07	5.41771e-06	5.44283e-06	5.46892e-06	1.59138e-05	0.000153406
d2_9	0.00352994	9.64119e-05	0.000108736	7.28598e-05	5.79461e-05	8.58466e-05	5.79402e-05	4.38918e-05	4.7433e-05	1.76707e-05	6.23501e-05	2.63859e-05	1.24216e-05	2.28831e-05	3.16373e-05	2.28552e-05	2.11501e-05	4.0366e-05	1.40928e-05	2.29306e-05	1.76413e-05	1.35319e-07	1.58476e-05	7.08992e-06	1.59262e-05	5.36584e-06	1.76933e-05	1.58641e-05	3.15906e-05	1.58917e-05	7.08665e-06	5.33662e-06	1.58576e-05	2.46465e-05	1.24273e-05	5.3756e-06	1.93702e-05	1.06396e-05	1.58845e-05	1.35357e-07	1.76273e-05	1.0619e-05	3.66931e-06	2.28938e-05	1.76018e-05	1.2744e-07	1.93617e-05	5.38397e-06	1.30415e-07	1.41425e-05	1.40798e-05	1.75717e-05	1.41013e-05	1.76221e-05	2.29021e-05	2.80861e-05	1.93797e-05	1.17685e-07	1.17822e-07	2.11129e-05	1.58578e-05	5.36524e-06	1.24218e-05	2.81199e-05	5.39571e-06	5.42701e-06	7.10135e-06	5.34881e-06	5.34688e-06	1.05743e-05	5.36522e-06	5.35898e-06	1.03407e-07	1.05847e-05	1.03347e-07	1.23563e-05	1.85342e-05	5.34134e-06	7.12517e-06	1.19018e-07	1.29868e-07	5.38938e-06	5.38157e-06	7.14768e-06	9.76622e-06	7.18323e-06	1.23627e-05	1.509e-05	2.46713e-05	7.14342e-06	5.38945e-06	1.41651e-07	7.17774e-06	5.44975e-06	5.37666e-06	1.065e-05	3.87139e-05	2.643e-05	0.000147949
